Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume STX,Volume USD
2018-03-08,STXUSD,0.3567,0.36,0.2306,0.3218,1485826.62,493939.61
2018-03-07,STXUSD,0.3686,0.3852,0.3428,0.3567,1382737.33,504738.97
2018-03-06,STXUSD,0.3877,0.3903,0.3623,0.3686,1505718.18,568888.99
2018-03-05,STXUSD,0.3799,0.3978,0.373,0.3877,1181239.02,453725.89
2018-03-04,STXUSD,0.3864,0.3866,0.3689,0.3799,1174785.26,445486.36
2018-03-03,STXUSD,0.3835,0.3912,0.3801,0.3864,1382165.28,533012.6
2018-03-02,STXUSD,0.3923,0.4061,0.3747,0.3835,916317.82,354719.86
2018-03-01,STXUSD,0.409,0.4103,0.3532,0.3923,1359033.13,521042.89
2018-02-28,STXUSD,0.4257,0.4259,0.385,0.409,1460017.79,600227.73
2018-02-27,STXUSD,0.4342,0.4374,0.4179,0.4257,924913.14,396394.76
2018-02-26,STXUSD,0.4173,0.444,0.4109,0.4342,973735.63,417992.36
2018-02-25,STXUSD,0.4194,0.4441,0.4,0.4173,1131962.38,474820.78
2018-02-24,STXUSD,0.4381,0.4492,0.4112,0.4194,1654874.65,715809.5
2018-02-23,STXUSD,0.4075,0.46,0.39,0.4381,948516.76,410030.04
2018-02-22,STXUSD,0.4122,0.431,0.3826,0.4075,1593309.48,655744.81
2018-02-21,STXUSD,0.4462,0.4468,0.4095,0.4122,1358336.16,582864.15
2018-02-20,STXUSD,0.4505,0.4648,0.4356,0.4462,1264937.92,576495.63
2018-02-19,STXUSD,0.4539,0.468,0.4129,0.4505,1454615.95,640621.12
2018-02-18,STXUSD,0.4749,0.4823,0.4465,0.4539,1215013.07,565944.22
2018-02-17,STXUSD,0.4529,0.4857,0.4475,0.4749,1016987.21,477663.78
2018-02-16,STXUSD,0.4594,0.472,0.4189,0.4529,1054000.57,477528.18
2018-02-15,STXUSD,0.4698,0.486,0.4418,0.4594,1207795.22,566697.93
2018-02-14,STXUSD,0.4543,0.4829,0.45,0.4698,1217486.27,562690.39
2018-02-13,STXUSD,0.488,0.4907,0.4442,0.4543,834922.13,383089.84
2018-02-12,STXUSD,0.4612,0.4916,0.4481,0.488,1304304.54,613537.58
2018-02-11,STXUSD,0.4698,0.6103,0.4175,0.4612,1112316.23,507318.18
2018-02-10,STXUSD,0.4708,0.4988,0.4472,0.4698,1086086.25,518775.88
2018-02-09,STXUSD,0.4588,0.48,0.428,0.4708,1104694.76,496083.2
2018-02-08,STXUSD,0.4335,0.4938,0.412,0.4588,1119898.27,509984.42
2018-02-07,STXUSD,0.4553,0.497,0.3699,0.4335,1668355.99,754148.69
2018-02-06,STXUSD,0.421,0.4556,0.346,0.4553,1645982.43,650067.9
2018-02-05,STXUSD,0.5157,0.5286,0.4101,0.421,1353814.31,636164.09
2018-02-04,STXUSD,0.5847,0.5981,0.51,0.5157,1465808.15,815994.18
2018-02-03,STXUSD,0.5731,0.617,0.5413,0.5847,1040865.59,598335.18
2018-02-02,STXUSD,0.6245,0.6251,0.4795,0.5731,907546.68,502950.69
2018-02-01,STXUSD,0.7219,0.7236,0.59,0.6245,1196426.12,801982.97
2018-01-31,STXUSD,0.7178,0.7278,0.6732,0.7219,1176582.46,824781.13
2018-01-30,STXUSD,0.8237,0.8274,0.7028,0.7178,1266834.69,980095.64
2018-01-29,STXUSD,0.9083,0.9089,0.8,0.8237,876734.99,732793.84
2018-01-28,STXUSD,0.8524,0.9808,0.8,0.9083,950910.47,859146.02
2018-01-27,STXUSD,0.8504,0.8739,0.8064,0.8524,1360863.4,1149340.01
2018-01-26,STXUSD,0.8813,0.887,0.7675,0.8504,877224.09,736221.72
2018-01-25,STXUSD,0.8658,0.91,0.8357,0.8813,361524.78,315717.13
2018-01-24,STXUSD,0.8113,0.9196,0.8011,0.8658,1089104.67,922125.67
2018-01-23,STXUSD,0.8212,0.8457,0.7612,0.8113,975051.25,788129.74
2018-01-22,STXUSD,0.9108,0.9633,0.7899,0.8212,915230.95,800681.91
2018-01-21,STXUSD,1.11,1.11,0.9031,0.9108,687059.07,674737.17
2018-01-20,STXUSD,0.8354,1.28,0.828,1.11,1231940.43,1292704.0
2018-01-19,STXUSD,0.8011,0.881,0.7868,0.8354,1292211.63,1073756.36
2018-01-18,STXUSD,0.7977,0.9,0.6998,0.8011,831315.94,680864.34
2018-01-17,STXUSD,0.763,0.847,0.6243,0.7977,1116525.48,799977.61
2018-01-16,STXUSD,1.07,1.2,0.6766,0.763,1334025.09,1135364.68
2018-01-15,STXUSD,1.14,1.17,0.95,1.07,752834.35,826185.82
2018-01-14,STXUSD,1.3,1.37,1.1,1.14,883247.0,1081374.52
2018-01-13,STXUSD,1.22,1.37,1.17,1.3,677471.95,862755.29
2018-01-12,STXUSD,1.17,1.57,1.01,1.22,1152932.02,1434166.57
2018-01-11,STXUSD,1.42,1.49,1.1,1.17,834999.56,1059026.77
2018-01-10,STXUSD,1.43,1.53,1.29,1.42,643902.29,899243.58
2018-01-09,STXUSD,1.45,1.67,1.16,1.43,726135.81,1039673.2
2018-01-08,STXUSD,1.68,1.98,1.17,1.45,681973.0,1041045.77
2018-01-07,STXUSD,1.4,1.71,1.25,1.68,649467.94,959501.13
2018-01-06,STXUSD,1.15,1.54,1.12,1.4,921737.06,1171628.06
2018-01-05,STXUSD,1.03,1.26,0.9186,1.15,1107897.67,1234864.33
2018-01-04,STXUSD,1.16,1.17,0.9288,1.03,840315.76,871115.44
2018-01-03,STXUSD,1.18,1.25,0.8756,1.16,1246480.32,1364164.31
2018-01-02,STXUSD,0.957,1.4,0.9532,1.18,1023603.13,1186509.99
2018-01-01,STXUSD,0.9415,1.02,0.807,0.957,1155568.16,1028948.2
2017-12-31,STXUSD,0.7819,1,0.7681,0.9415,1292592.21,1155977.23
2017-12-30,STXUSD,0.7584,0.9929,0.6866,0.7819,995605.48,793867.84
2017-12-29,STXUSD,0.6528,1.32,0.6261,0.7584,1732496.43,1307462.87
2017-12-28,STXUSD,0.6578,0.6604,0.5595,0.6528,1223167.38,742142.92
2017-12-27,STXUSD,0.657,0.68,0.6324,0.6578,1664959.89,1100764.17
2017-12-26,STXUSD,0.6389,0.67,0.6299,0.657,1884306.84,1220511.14
2017-12-25,STXUSD,0.5335,0.654,0.5315,0.6389,1655800.07,990786.7
2017-12-24,STXUSD,0.5902,0.6052,0.4875,0.5335,1455688.51,787338.45
2017-12-23,STXUSD,0.5806,0.6544,0.5341,0.5902,1413316.53,840161.73
2017-12-22,STXUSD,0.6211,0.6343,0.44,0.5806,1911983.08,1055070.55
2017-12-21,STXUSD,0.697,0.7236,0.61,0.6211,1128390.99,740223.71
2017-12-20,STXUSD,0.6798,0.7436,0.5804,0.697,1645732.57,1085974.97
2017-12-19,STXUSD,0.7553,0.8404,0.65,0.6798,1581900.38,1186138.93
2017-12-18,STXUSD,0.7095,0.7554,0.6641,0.7553,1239450.37,878999.83
2017-12-17,STXUSD,0.665,0.79,0.655,0.7095,1422881.03,1027138.49
2017-12-16,STXUSD,0.6417,0.7936,0.641,0.665,1354376.11,958518.17
2017-12-15,STXUSD,0.492,0.81,0.437,0.6417,2099010.43,1201490.11
2017-12-14,STXUSD,0.4681,0.4992,0.43,0.492,1446688.26,681360.8
2017-12-13,STXUSD,0.5095,0.5165,0.45,0.4681,1485058.39,712000.75
2017-12-12,STXUSD,0.5088,0.5165,0.4221,0.5095,1772894.64,861447.21
2017-12-11,STXUSD,0.4504,0.5165,0.4477,0.5088,2238089.36,1065396.17
2017-12-10,STXUSD,0.4936,0.4952,0.3634,0.4504,1909881.49,854725.44
2017-12-09,STXUSD,0.5151,0.5165,0.46,0.4936,2000544.85,999020.82
2017-12-08,STXUSD,0.4889,0.5158,0.4147,0.5151,1712642.69,809226.21
2017-12-07,STXUSD,0.4725,0.5038,0.456,0.4889,1664137.66,802816.96
2017-12-06,STXUSD,0.5111,0.5165,0.4428,0.4725,1971264.31,972696.62
2017-12-05,STXUSD,0.5133,0.532,0.4968,0.5111,1529501.9,780697.08
2017-12-04,STXUSD,0.484,0.5451,0.479,0.5133,1477738.65,741969.18
2017-12-03,STXUSD,0.495,0.536,0.4648,0.484,2134325.81,1074933.07
2017-12-02,STXUSD,0.4837,0.51,0.4709,0.495,1538730.6,757109.13
2017-12-01,STXUSD,0.465,0.4996,0.4275,0.4837,1438809.63,673615.31
2017-11-30,STXUSD,0.4466,0.5,0.4147,0.465,1705863.58,776679.93
2017-11-29,STXUSD,0.5274,0.5511,0.4363,0.4466,1990590.61,1011511.42
2017-11-28,STXUSD,0.5726,0.601,0.4735,0.5274,1812743.97,1020449.83
2017-11-27,STXUSD,0.5852,0.6346,0.5628,0.5726,1776197.76,1045409.14
2017-11-26,STXUSD,0.5957,0.6052,0.5241,0.5852,2194843.29,1274951.19
2017-11-25,STXUSD,0.6221,0.6265,0.5769,0.5957,732734.98,437043.69
2017-11-24,STXUSD,0.5521,0.6233,0.5432,0.6221,26126.68,15471.33
2017-11-23,STXUSD,0.5312,0.639,0.5246,0.5521,48728.5,28221.21
2017-11-22,STXUSD,0.4825,0.66,0.4825,0.5312,68808.78,39426.99
2017-11-21,STXUSD,0.524,0.5267,0.4793,0.4825,12877.43,6482.14
2017-11-20,STXUSD,0.5125,0.5347,0.5044,0.524,25041.04,13021.23
2017-11-19,STXUSD,0.5165,0.538,0.5075,0.5125,42779.25,22317.38
2017-11-18,STXUSD,0.5021,0.5357,0.4718,0.5165,34265.93,17212.08
2017-11-17,STXUSD,0.5182,0.5383,0.4,0.5021,61433.71,30800.07
2017-11-16,STXUSD,0.5235,0.5679,0.4926,0.5182,43053.45,22128.41
2017-11-15,STXUSD,0.5473,0.59,0.5025,0.5235,53419.98,28263.85
2017-11-14,STXUSD,0.5273,0.5799,0.4694,0.5473,79183.39,42058.88
2017-11-13,STXUSD,0.5416,0.6046,0.4906,0.5273,58902.14,31307.47
2017-11-12,STXUSD,0.5951,0.6156,0.51,0.5416,36605.64,21239.13
2017-11-11,STXUSD,0.6095,0.6656,0.51,0.5951,122224.92,74386.26
2017-11-10,STXUSD,0.7745,0.8186,0.5781,0.6095,90490.3,57723.06
2017-11-09,STXUSD,0.6776,0.8608,0.6775,0.7745,38267.0,30318.22
2017-11-08,STXUSD,0.73,0.8998,0.6776,0.6776,6824.68,5312.32
2017-11-07,STXUSD,0.6886,0.7964,0.629,0.73,39391.31,27231.54
2017-11-06,STXUSD,0.5907,0.7373,0.4771,0.6886,118094.18,75354.96
2017-11-05,STXUSD,0.5245,0.5999,0.4331,0.5907,64488.38,36340.93
2017-11-04,STXUSD,0.476,0.5999,0.4144,0.5245,94075.76,50059.19
2017-11-03,STXUSD,0.48,0.5007,0.414,0.476,49684.49,22935.75
2017-11-02,STXUSD,0.4142,0.5588,0.4142,0.48,657.53,314.04
2017-11-01,STXUSD,0.4376,0.5,0.4,0.4142,36466.11,15801.44
2017-10-31,STXUSD,0.4507,0.4862,0.4055,0.4376,29148.66,12840.78
2017-10-30,STXUSD,0.4542,0.49,0.4049,0.4507,19926.03,9091.46
2017-10-29,STXUSD,0.4437,0.4706,0.412,0.4542,26134.85,11731.99
2017-10-28,STXUSD,0.5146,0.5146,0.41,0.4437,21826.66,9549.08
2017-10-27,STXUSD,0.4271,0.515,0.4,0.5146,57223.49,25719.13
2017-10-26,STXUSD,0.4,0.5149,0.4,0.4271,48069.05,21751.93
2017-10-25,STXUSD,0.4417,0.5098,0.4,0.4,6957.79,3228.82
2017-10-24,STXUSD,0.4365,0.4844,0.419,0.4417,4177.4,1947.1
2017-10-23,STXUSD,0.44,0.44,0.411,0.4365,4313.32,1831.84
2017-10-22,STXUSD,0.4707,0.5899,0.401,0.44,28394.9,13175.99
2017-10-21,STXUSD,0.5022,0.5999,0.3534,0.4707,14475.22,6662.62
2017-10-20,STXUSD,0.48,0.526,0.48,0.5022,1930.12,984.81
2017-10-19,STXUSD,0.4956,0.543,0.48,0.48,5270.41,2710.52
2017-10-18,STXUSD,0.5178,0.5734,0.35,0.4956,17952.47,8944.53
2017-10-17,STXUSD,0.572,0.6,0.5005,0.5178,9251.08,4850.4
2017-10-16,STXUSD,0.5952,0.5952,0.5123,0.572,7792.79,4322.64
2017-10-15,STXUSD,0.6045,0.6045,0.55,0.5952,6027.44,3448.94
2017-10-14,STXUSD,0.5955,0.6337,0.52,0.6045,9563.88,5585.12
2017-10-13,STXUSD,0.5795,0.6932,0.5201,0.5955,46915.82,27750.2
2017-10-12,STXUSD,0.6516,0.81,0.565,0.5795,47836.51,29877.49
2017-10-11,STXUSD,0.6308,0.7747,0.57,0.6516,12627.11,8216.59
2017-10-10,STXUSD,0.6969,0.81,0.57,0.6308,10635.79,7078.47
2017-10-09,STXUSD,0.8298,0.8771,0.6005,0.6969,32006.91,23410.51
2017-10-08,STXUSD,0.8797,0.9251,0.6,0.8298,23745.42,19716.7
2017-10-07,STXUSD,0.8,1,0.8,0.8797,8213.63,7500.71
2017-10-06,STXUSD,1.16,1.16,0.8,0.8,1527.98,1262.64
2017-10-05,STXUSD,1.19,1.19,0.8125,1.16,95.61,108.97
2017-10-04,STXUSD,0.8,1.19,0.8,1.19,1375.69,1236.16
2017-10-03,STXUSD,0.64,0.8645,0.64,0.8,1313.84,1054.79
2017-10-02,STXUSD,0.7,0.82,0.57,0.64,2528.09,1686.17
2017-10-01,STXUSD,0.699,0.7,0.57,0.7,666.03,380.94
2017-09-30,STXUSD,0.82,0.82,0.5601,0.699,709.31,414.82
2017-09-29,STXUSD,0.5401,0.82,0.52,0.82,1652.84,1137.97
2017-09-28,STXUSD,0.578,0.65,0.52,0.5401,764.36,455.49
2017-09-27,STXUSD,0.5489,0.578,0.51,0.578,903.32,471.27
2017-09-26,STXUSD,0.54,0.55,0.54,0.5489,4.76,2.61
2017-09-25,STXUSD,0.3,0.58,0.3,0.54,628.21,314.45
2017-09-24,STXUSD,0.3,0.58,0.3,0.3,0.24,0.0748
2017-09-23,STXUSD,0.3,0.5999,0.3,0.3,1114.13,469.56
2017-09-22,STXUSD,0.45,0.6,0.3,0.3,11.01,6.36
2017-09-21,STXUSD,0.51,0.6399,0.45,0.45,2133.87,1082.73
2017-09-20,STXUSD,0.6107,0.65,0.51,0.51,2424.68,1389.58
2017-09-19,STXUSD,0.8695,0.8695,0.5,0.6107,699.41,413.51
2017-09-18,STXUSD,0.75,0.8695,0.75,0.8695,53.65,45.99
2017-09-17,STXUSD,0.88,0.88,0.5,0.75,1262.99,876.91
2017-09-16,STXUSD,0.7,0.8997,0.6,0.88,564.9,497.14
2017-09-15,STXUSD,0.8998,0.8998,0.7,0.7,0.45,0.333
2017-09-14,STXUSD,0.75,0.8998,0.12,0.8998,330.77,235.04
2017-09-13,STXUSD,1.27,1.27,0.75,0.75,67.2,52.92
2017-09-12,STXUSD,0.75,1.3,0.75,1.27,977.88,926.39
2017-09-11,STXUSD,1,1,0.75,0.75,507.14,431.69
2017-09-10,STXUSD,0.99,1,0.77,1,202.04,180.64
2017-09-09,STXUSD,1.05,1.3,0.9,0.99,22.08,23.81
2017-09-08,STXUSD,1.22,1.4,0.901,1.05,458.3,515.28
2017-09-07,STXUSD,1.31,1.31,0.7211,1.22,521.85,610.07
2017-09-06,STXUSD,1,1.31,0.721,1.31,183.25,210.25
2017-09-05,STXUSD,0.99,1,0.7,0.7,271.67,268.71
2017-09-04,STXUSD,1.03,1.25,0.621,0.99,836.19,793.34
2017-09-03,STXUSD,1.15,1.4,1,1.03,539.46,595.56
2017-09-02,STXUSD,1.4,1.6,1.09,1.24,1939.67,2374.23
2017-09-01,STXUSD,1.38,1.5,1.09,1.4,4123.0,5634.31
2017-08-31,STXUSD,1.37,1.65,1.36,1.38,7318.88,10364.66
2017-08-30,STXUSD,1.99,1.99,1.37,1.37,4186.17,6444.56
2017-08-29,STXUSD,1.66,2.05,1.43,1.99,3018.61,5005.51
2017-08-28,STXUSD,1.6,2.09,1.41,1.66,2767.49,4424.13
2017-08-27,STXUSD,2.9,2.9,1.5,1.6,4986.16,8950.99
2017-08-26,STXUSD,2.97,2.97,2.23,2.9,338.28,911.78
2017-08-25,STXUSD,2.5,2.97,2.5,2.97,1088.27,3139.91
2017-08-24,STXUSD,1.83,3,1.83,2.5,1256.28,3008.41
2017-08-23,STXUSD,2.31,2.5,1.83,1.83,276.01,564.44
2017-08-22,STXUSD,2.64,2.64,1.84,2.31,125.62,243.33
2017-08-21,STXUSD,3,3,1.83,2.64,2441.21,4937.52
2017-08-20,STXUSD,3,3,1.82,3,6.09,15.23
2017-08-19,STXUSD,1.81,3,1.81,3,13.03,39.08
2017-08-18,STXUSD,1.71,3,1.71,1.81,200.5,364.51
2017-08-17,STXUSD,1.6,3.5,1.6,1.71,1256.96,2905.63
2017-08-16,STXUSD,1.9,2.08,1.6,1.6,432.19,880.87
2017-08-15,STXUSD,2.27,2.27,1.5,1.9,97.97,173.6
2017-08-14,STXUSD,1.8,2.7,1.8,2.27,266.54,546.21
2017-08-13,STXUSD,2.46,2.79,1,1.8,558.18,1104.43
2017-08-12,STXUSD,1.73,2.5,1,2.46,1342.11,2653.43
2017-08-11,STXUSD,1.66,1.75,1.02,1.73,1364.48,2202.18
2017-08-10,STXUSD,1.3,1.68,1.13,1.66,441.04,617.08
2017-08-09,STXUSD,1.75,1.75,0.8,1.3,18.41,20.25
2017-08-08,STXUSD,2,2,0.877,1.75,215.65,241.45
2017-08-07,STXUSD,1.3,2,1.3,2,426.85,820.44
2017-08-06,STXUSD,1.83,1.9,1.3,1.3,95.32,165.3
2017-08-05,STXUSD,1.05,3.33,1.05,1.83,39.56,98.57
2017-08-04,STXUSD,1.28,2.45,0.877,1.05,115.9,201.2
2017-08-03,STXUSD,1.35,1.35,0.8,1.28,37.24,29.89
2017-08-02,STXUSD,1.1,1.61,1,1.35,211.88,253.51
2017-08-01,STXUSD,1.44,1.67,1.1,1.1,302.65,468.27
2017-07-31,STXUSD,1,1.46,1,1.44,0.19,0.2662
2017-07-30,STXUSD,1.45,1.46,1,1,2.38,3.44
2017-07-29,STXUSD,1.55,1.55,1.45,1.45,0.06,0.08721
2017-07-28,STXUSD,1.99,2,1,1.55,171.74,264.45
2017-07-27,STXUSD,0.11,2,0.11,1.99,62.53,124.57
2017-07-26,STXUSD,0.05,1.9,0.05,0.11,0.37,0.2609
