Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume USD
2019-07-03,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-07-02,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-07-01,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-30,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-29,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-28,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-27,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-26,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-25,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-24,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-23,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-22,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-21,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-20,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-19,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-18,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-17,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-16,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-15,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-14,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-13,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-12,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-11,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-10,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-09,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-08,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-07,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-06,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-05,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-04,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-03,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-02,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-06-01,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-05-31,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-05-30,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
2019-05-29,BCHUSD,142.95,142.95,142.95,142.95,0.0,0.0
