Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume ETH
2019-08-07,ETCETH,0.02593,0.02624,0.02592,0.02607,279007.24,7275.03
2019-08-06,ETCETH,0.02649,0.02685,0.02585,0.02593,2059892.29,54336.11
2019-08-05,ETCETH,0.02745,0.02752,0.02641,0.02649,1979793.96,53378.93
2019-08-04,ETCETH,0.02647,0.02779,0.02641,0.02745,1787535.28,48457.29
2019-08-03,ETCETH,0.02703,0.02709,0.02632,0.02647,1687571.79,44731.09
2019-08-02,ETCETH,0.02747,0.02755,0.0268,0.02703,1783318.8,48338.45
2019-08-01,ETCETH,0.02771,0.02819,0.0274,0.02747,1765919.33,48810.48
2019-07-31,ETCETH,0.02828,0.02829,0.02722,0.02771,1827182.18,51039.1
2019-07-30,ETCETH,0.02812,0.02862,0.02777,0.02828,1759986.77,49613.88
2019-07-29,ETCETH,0.02791,0.0286,0.02783,0.02812,1841184.97,51952.3
2019-07-28,ETCETH,0.02863,0.02893,0.02781,0.02791,1762518.28,50154.78
2019-07-27,ETCETH,0.02833,0.02875,0.02782,0.02863,1767289.87,49868.74
2019-07-26,ETCETH,0.02742,0.02857,0.02735,0.02833,1682141.95,47165.82
2019-07-25,ETCETH,0.02814,0.02823,0.02731,0.02742,1836192.59,50724.0
2019-07-24,ETCETH,0.02835,0.02929,0.02778,0.02814,1934636.56,55083.92
2019-07-23,ETCETH,0.02927,0.0293,0.02799,0.02835,1667673.47,47734.97
2019-07-22,ETCETH,0.02776,0.02965,0.02762,0.02927,1776818.47,51145.04
2019-07-21,ETCETH,0.02694,0.02833,0.02686,0.02776,1796078.35,49339.93
2019-07-20,ETCETH,0.02649,0.02723,0.02632,0.02694,1900985.34,51102.17
2019-07-19,ETCETH,0.02677,0.02699,0.02592,0.02649,2040600.85,54051.13
2019-07-18,ETCETH,0.02702,0.02726,0.02677,0.02709,136827.44,3700.71
2019-07-17,ETCETH,0.02681,0.02742,0.02658,0.02702,2210748.44,59846.99
2019-07-16,ETCETH,0.02522,0.02761,0.025,0.02681,2268145.4,59585.15
2019-07-15,ETCETH,0.02497,0.02581,0.02393,0.02522,2139711.99,52765.82
2019-07-14,ETCETH,0.02451,0.0252,0.02367,0.02497,1940243.97,47816.73
2019-07-13,ETCETH,0.02461,0.02475,0.02413,0.02451,786145.79,19329.26
2019-07-12,ETCETH,0.02468,0.02494,0.02429,0.02461,1863574.63,45853.06
2019-07-11,ETCETH,0.02515,0.02534,0.02315,0.02468,1990819.28,48793.08
2019-07-10,ETCETH,0.02567,0.0257,0.02435,0.02515,2149473.51,54053.49
2019-07-09,ETCETH,0.02567,0.02582,0.02495,0.02567,2149737.06,54822.91
2019-07-08,ETCETH,0.02608,0.02619,0.02539,0.02567,1990133.52,51402.65
2019-07-07,ETCETH,0.02717,0.02739,0.02564,0.02608,1954959.23,52107.34
