Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XVG,Volume LTC
2019-06-06,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-06-05,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-06-04,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-06-03,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-06-02,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-06-01,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-31,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-30,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-29,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-28,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-27,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-26,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-25,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-24,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-23,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-22,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-21,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-20,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-19,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-18,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-17,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-16,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-15,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-14,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-13,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-12,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-11,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-10,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-09,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-08,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-07,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-06,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-05,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-04,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-03,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-02,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-05-01,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-30,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-29,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-28,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-27,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-26,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-25,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-24,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-23,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-22,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-21,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-20,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-19,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-18,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-17,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-16,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-15,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-14,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-13,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-12,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-11,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-10,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-09,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-08,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-07,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-06,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-05,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-04,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-03,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-02,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-04-01,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-31,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-30,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-29,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-28,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-27,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-26,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-25,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-24,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-23,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-22,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-21,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-20,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-19,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-18,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-17,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-16,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-15,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-14,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-13,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-12,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-11,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-10,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-09,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-08,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-07,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-06,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-05,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-04,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-03,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-02,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-03-01,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-28,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-27,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-26,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-25,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-24,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-23,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-22,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-21,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-20,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-19,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-18,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-17,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-16,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-15,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-14,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-13,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-12,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-11,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-10,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-09,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-08,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-07,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-06,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-05,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-04,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-03,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-02,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-02-01,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-31,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-30,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-29,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-28,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-27,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-26,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-25,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-24,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-23,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-22,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-21,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-20,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-19,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-18,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-17,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-16,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-15,XVGLTC,0.0002229,0.0002229,0.0002229,0.0002229,0.0,0.0
2019-01-14,XVGLTC,0.0002182,0.0002229,0.0002158,0.0002229,2771.48,0.6043
2019-01-13,XVGLTC,0.0002194,0.0002194,0.0002053,0.0002182,33944.26,7.32
2019-01-12,XVGLTC,0.0002256,0.0002295,0.0002172,0.0002194,23529.03,5.26
2019-01-11,XVGLTC,0.0002262,0.00025,0.0002228,0.0002256,141405.0,32.8
2019-01-10,XVGLTC,0.0001867,0.0002437,0.0001836,0.0002262,168383.21,34.1
2019-01-09,XVGLTC,0.0001808,0.0001874,0.0001808,0.0001867,29805.05,5.51
2019-01-08,XVGLTC,0.0001923,0.0001923,0.00018,0.0001808,25658.11,4.72
2019-01-07,XVGLTC,0.0001877,0.0001936,0.0001835,0.0001923,28329.52,5.31
2019-01-06,XVGLTC,0.0002035,0.0002035,0.000183,0.0001877,101058.44,18.58
2019-01-05,XVGLTC,0.0002142,0.0002156,0.0001986,0.0002035,52895.77,10.84
2019-01-04,XVGLTC,0.0002172,0.0002219,0.0002125,0.0002142,8729.65,1.87
2019-01-03,XVGLTC,0.000217,0.000225,0.0002153,0.0002172,56659.57,12.32
2019-01-02,XVGLTC,0.0002228,0.0002325,0.0002167,0.000217,19708.53,4.38
2019-01-01,XVGLTC,0.000225,0.0002271,0.0002033,0.0002228,11142.76,2.46
2018-12-31,XVGLTC,0.0002268,0.000233,0.000225,0.000225,26115.12,6.02
2018-12-30,XVGLTC,0.0002252,0.000232,0.0002234,0.0002268,15398.0,3.5
2018-12-29,XVGLTC,0.0002302,0.0002338,0.0002252,0.0002252,11715.05,2.68
2018-12-28,XVGLTC,0.000239,0.0002405,0.0002302,0.0002302,32711.47,7.74
2018-12-27,XVGLTC,0.0002412,0.000248,0.000239,0.000239,73833.55,18.12
2018-12-26,XVGLTC,0.0002398,0.000264,0.0002398,0.0002412,28268.46,6.99
2018-12-25,XVGLTC,0.0002515,0.0002515,0.0002347,0.0002398,44654.74,10.82
2018-12-24,XVGLTC,0.0002441,0.0002611,0.00024,0.0002515,172606.51,42.41
2018-12-23,XVGLTC,0.00025,0.0002537,0.0002441,0.0002441,30131.0,7.44
2018-12-22,XVGLTC,0.0002521,0.000275,0.0002451,0.00025,53361.82,13.93
2018-12-21,XVGLTC,0.000255,0.0002614,0.0002429,0.0002521,94898.2,24.19
2018-12-20,XVGLTC,0.0002352,0.0002599,0.0002352,0.000255,72032.31,18.2
2018-12-19,XVGLTC,0.0002186,0.000255,0.0002186,0.0002352,98264.52,24.24
2018-12-18,XVGLTC,0.0002168,0.0002205,0.0002125,0.0002186,13569.07,2.91
2018-12-17,XVGLTC,0.0002226,0.00024,0.0002107,0.0002168,30789.79,6.8
2018-12-16,XVGLTC,0.0002388,0.0002388,0.0002131,0.0002226,44714.93,10.06
2018-12-15,XVGLTC,0.0002453,0.0002453,0.0002328,0.0002388,8364.23,2.0
2018-12-14,XVGLTC,0.0002358,0.0002559,0.0002331,0.0002453,48654.58,11.65
2018-12-13,XVGLTC,0.0002403,0.0002447,0.0002358,0.0002358,29551.31,7.09
2018-12-12,XVGLTC,0.0002421,0.000245,0.0002334,0.0002403,39915.36,9.51
2018-12-11,XVGLTC,0.0002412,0.0002425,0.0002334,0.0002421,80273.76,19.09
2018-12-10,XVGLTC,0.0002392,0.0002483,0.0002323,0.0002412,61445.6,14.43
2018-12-09,XVGLTC,0.0002483,0.0002483,0.0002373,0.0002392,32091.7,7.68
2018-12-08,XVGLTC,0.0002446,0.0002489,0.0002348,0.0002483,13726.28,3.32
2018-12-07,XVGLTC,0.0002156,0.000257,0.0002113,0.0002446,169107.9,38.02
2018-12-06,XVGLTC,0.000227,0.0002279,0.0002152,0.0002156,119338.25,26.52
2018-12-05,XVGLTC,0.0002314,0.0002341,0.0002256,0.000227,6900.94,1.58
2018-12-04,XVGLTC,0.0002307,0.0002421,0.0002254,0.0002314,24346.82,5.63
2018-12-03,XVGLTC,0.0002322,0.0002338,0.0002242,0.0002307,27388.33,6.27
2018-12-02,XVGLTC,0.000234,0.0002356,0.0002208,0.0002322,22043.62,5.04
2018-12-01,XVGLTC,0.0002368,0.0002476,0.0002336,0.000234,21036.29,4.98
2018-11-30,XVGLTC,0.0002437,0.0002513,0.0002306,0.0002368,103044.03,24.88
2018-11-29,XVGLTC,0.0002349,0.0002881,0.0002349,0.0002437,225828.42,59.88
2018-11-28,XVGLTC,0.0001921,0.0002493,0.0001921,0.0002349,200694.99,43.66
2018-11-27,XVGLTC,0.0001856,0.000195,0.0001808,0.0001921,38589.72,7.34
2018-11-26,XVGLTC,0.000191,0.0001936,0.0001856,0.0001856,9721.27,1.83
2018-11-25,XVGLTC,0.0001931,0.0001948,0.0001867,0.000191,48405.7,9.35
2018-11-24,XVGLTC,0.0001996,0.0002066,0.0001868,0.0001931,99761.34,19.73
2018-11-23,XVGLTC,0.0002054,0.0002097,0.000195,0.0001996,31824.48,6.45
2018-11-22,XVGLTC,0.000213,0.000213,0.0002054,0.0002054,15495.0,3.25
2018-11-21,XVGLTC,0.000208,0.0002157,0.000205,0.000213,55726.09,11.91
2018-11-20,XVGLTC,0.000209,0.0002107,0.0001868,0.000208,160187.13,32.36
2018-11-19,XVGLTC,0.0002298,0.0002333,0.000207,0.000209,56607.62,12.21
2018-11-18,XVGLTC,0.0002293,0.000232,0.0002246,0.0002298,30459.86,7.0
2018-11-17,XVGLTC,0.0002334,0.0002334,0.0002246,0.0002293,43046.85,9.75
2018-11-16,XVGLTC,0.0002252,0.0002334,0.0002252,0.0002334,34810.25,8.07
2018-11-15,XVGLTC,0.0002394,0.0002449,0.0002215,0.0002252,37207.22,8.61
2018-11-14,XVGLTC,0.0002461,0.0002521,0.0002284,0.0002394,100465.23,24.21
2018-11-13,XVGLTC,0.000255,0.0002555,0.0002461,0.0002461,14934.95,3.75
2018-11-12,XVGLTC,0.0002548,0.000255,0.00025,0.000255,17529.69,4.41
2018-11-11,XVGLTC,0.0002524,0.000255,0.00025,0.0002548,25212.86,6.34
2018-11-10,XVGLTC,0.000256,0.0002565,0.00025,0.0002524,14250.75,3.62
2018-11-09,XVGLTC,0.0002555,0.000275,0.0002544,0.000256,47540.97,12.23
2018-11-08,XVGLTC,0.0002554,0.00026,0.0002527,0.0002555,76143.23,19.46
2018-11-07,XVGLTC,0.0002519,0.0002578,0.0002487,0.0002554,11630.75,2.93
2018-11-06,XVGLTC,0.0002535,0.0002569,0.0002487,0.0002519,71282.12,17.95
2018-11-05,XVGLTC,0.0002575,0.000262,0.0002529,0.0002535,16454.4,4.23
2018-11-04,XVGLTC,0.0002767,0.0002767,0.0002507,0.0002575,43208.68,11.19
2018-11-03,XVGLTC,0.0002697,0.0002768,0.0002693,0.0002767,56811.01,15.68
2018-11-02,XVGLTC,0.000274,0.0002765,0.0002658,0.0002697,8136.45,2.19
2018-11-01,XVGLTC,0.0002795,0.0002795,0.0002738,0.000274,50145.09,13.88
2018-10-31,XVGLTC,0.0002787,0.00028,0.0002728,0.0002795,34299.65,9.57
2018-10-30,XVGLTC,0.0002837,0.0002837,0.0002749,0.0002787,31726.4,8.76
2018-10-29,XVGLTC,0.0002811,0.0002864,0.0002793,0.0002837,12570.02,3.54
2018-10-28,XVGLTC,0.0002797,0.0002861,0.0002797,0.0002811,5101.31,1.44
2018-10-27,XVGLTC,0.0002795,0.0002907,0.000278,0.0002797,15232.36,4.32
2018-10-26,XVGLTC,0.0002755,0.0002825,0.0002755,0.0002795,6029.82,1.69
2018-10-25,XVGLTC,0.0002811,0.0002811,0.0002716,0.0002755,5904.55,1.64
2018-10-24,XVGLTC,0.000277,0.0002828,0.0002751,0.0002811,4846.89,1.35
2018-10-23,XVGLTC,0.0002728,0.0002855,0.0002643,0.000277,69992.51,19.01
2018-10-22,XVGLTC,0.0002744,0.0002749,0.0002688,0.0002728,13450.6,3.65
2018-10-21,XVGLTC,0.0002664,0.0002756,0.0002664,0.0002744,11865.09,3.23
2018-10-20,XVGLTC,0.0002642,0.0002715,0.0002642,0.0002664,12409.06,3.32
2018-10-19,XVGLTC,0.000267,0.0002685,0.000261,0.0002642,38168.5,10.04
2018-10-18,XVGLTC,0.0002684,0.0002725,0.000267,0.000267,4872.04,1.32
2018-10-17,XVGLTC,0.0002685,0.000273,0.000264,0.0002684,13833.03,3.71
2018-10-16,XVGLTC,0.0002644,0.0002685,0.000261,0.0002685,31071.57,8.21
2018-10-15,XVGLTC,0.0002653,0.0002663,0.0002604,0.0002644,11877.14,3.15
2018-10-14,XVGLTC,0.0002616,0.0002727,0.0002616,0.0002653,23327.72,6.29
2018-10-13,XVGLTC,0.0002655,0.0002708,0.0002612,0.0002616,23578.78,6.29
2018-10-12,XVGLTC,0.000276,0.0002767,0.0002655,0.0002655,32767.24,8.88
2018-10-11,XVGLTC,0.0002832,0.000289,0.0002734,0.000276,17704.28,5.01
2018-10-10,XVGLTC,0.0002717,0.0002877,0.0002673,0.0002832,24187.56,6.73
2018-10-09,XVGLTC,0.0002723,0.0002739,0.0002638,0.0002717,268436.59,72.0
2018-10-08,XVGLTC,0.0002668,0.00028,0.0002668,0.0002723,12184.06,3.34
2018-10-07,XVGLTC,0.0002704,0.0002726,0.0002611,0.0002668,29037.11,7.73
2018-10-06,XVGLTC,0.000263,0.000273,0.000263,0.0002704,12346.21,3.32
2018-10-05,XVGLTC,0.0002664,0.0002708,0.0002403,0.000263,49640.69,12.87
2018-10-04,XVGLTC,0.0002572,0.0002685,0.0002572,0.0002664,31611.44,8.34
2018-10-03,XVGLTC,0.0002562,0.000285,0.0002542,0.0002572,50370.73,13.08
2018-10-02,XVGLTC,0.0002675,0.0002759,0.0002542,0.0002562,12358.97,3.3
2018-10-01,XVGLTC,0.0002537,0.000285,0.0002532,0.0002675,123206.96,33.43
2018-09-30,XVGLTC,0.0002427,0.0002564,0.0002359,0.0002537,50864.86,12.44
2018-09-29,XVGLTC,0.0002296,0.000244,0.0002296,0.0002427,33573.85,7.91
2018-09-28,XVGLTC,0.0002335,0.0002374,0.0002275,0.0002296,34802.15,8.06
2018-09-27,XVGLTC,0.0002407,0.0002441,0.0002253,0.0002335,96194.86,22.96
2018-09-26,XVGLTC,0.000241,0.0002505,0.000235,0.0002407,16740.5,4.08
2018-09-25,XVGLTC,0.0002514,0.0002514,0.0002383,0.000241,19634.46,4.79
2018-09-24,XVGLTC,0.0002548,0.0002548,0.0002463,0.0002514,24142.02,6.08
2018-09-23,XVGLTC,0.0002495,0.00027,0.0002445,0.0002548,50228.29,12.76
2018-09-22,XVGLTC,0.0002597,0.0002616,0.0002442,0.0002495,72120.27,17.98
2018-09-21,XVGLTC,0.0002544,0.00027,0.0002498,0.0002597,35670.66,9.36
2018-09-20,XVGLTC,0.0002493,0.0002618,0.0002487,0.0002544,55679.05,14.32
2018-09-19,XVGLTC,0.0002469,0.00027,0.0002413,0.0002493,40187.88,10.04
2018-09-18,XVGLTC,0.0002416,0.00025,0.000235,0.0002469,63310.67,15.21
2018-09-17,XVGLTC,0.0002444,0.0002463,0.000236,0.0002416,45455.46,11.01
2018-09-16,XVGLTC,0.000239,0.0002472,0.0002326,0.0002444,83694.38,20.11
2018-09-15,XVGLTC,0.0002324,0.000239,0.0002281,0.000239,39632.14,9.09
2018-09-14,XVGLTC,0.0002458,0.0002478,0.0002293,0.0002324,119115.24,28.68
2018-09-13,XVGLTC,0.000265,0.00027,0.0002367,0.0002458,78693.21,19.73
2018-09-12,XVGLTC,0.0002421,0.000265,0.0002347,0.000265,32289.32,7.98
2018-09-11,XVGLTC,0.0002404,0.0002421,0.0002324,0.0002421,38521.47,9.16
2018-09-10,XVGLTC,0.0002382,0.0002454,0.0002327,0.0002404,3866.24,0.9234
2018-09-09,XVGLTC,0.000245,0.0002467,0.0002381,0.0002382,48756.68,11.73
2018-09-08,XVGLTC,0.0002459,0.000299,0.0002423,0.000245,14988.32,3.92
2018-09-07,XVGLTC,0.0002537,0.0003,0.0002455,0.0002459,44447.15,11.69
2018-09-06,XVGLTC,0.0002539,0.0002649,0.0002486,0.0002537,39381.2,10.02
