Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ZEC,Volume KRW
2019-06-06,ZECKRW,104500,104500,95750,101200,1897.93,188997923.29
2019-06-05,ZECKRW,97100,110000,97100,104500,2230.28,223689059.38
2019-06-04,ZECKRW,106700,111100,93300,97100,5798.44,582023272.34
2019-06-03,ZECKRW,113300,115000,105000,106700,3163.17,349647940.08
2019-06-02,ZECKRW,109400,115000,109000,113300,2554.86,287153373.23
2019-06-01,ZECKRW,113500,115000,108800,109400,2803.35,311125784.71
2019-05-31,ZECKRW,108000,118400,101300,113500,6480.88,708436464.47
2019-05-30,ZECKRW,112000,132000,100300,108000,19013.35,2229477195.89
2019-05-29,ZECKRW,113300,118500,105200,112000,14823.45,1654390034.39
2019-05-28,ZECKRW,93000,124700,91300,113300,29493.32,3230790103.18
2019-05-27,ZECKRW,90000,93750,89000,93000,5417.51,491607035.6
2019-05-26,ZECKRW,86700,91100,85250,90000,3176.77,279269185.86
2019-05-25,ZECKRW,87250,89000,86250,86700,1661.46,145544497.38
2019-05-24,ZECKRW,87100,90500,86350,87250,3462.52,303938730.56
2019-05-23,ZECKRW,85100,87700,81600,87100,3342.56,283467186.52
2019-05-22,ZECKRW,89600,90450,84650,85100,6755.6,593017646.98
2019-05-21,ZECKRW,91750,92000,88350,89600,3800.43,342094512.87
2019-05-20,ZECKRW,92750,93600,87600,91750,4539.0,412696997.87
2019-05-19,ZECKRW,87200,93500,87200,92750,3927.83,356197928.64
2019-05-18,ZECKRW,88200,91300,85600,87200,2577.71,226523737.75
2019-05-17,ZECKRW,90300,92000,80000,88200,8502.16,718115538.1
2019-05-16,ZECKRW,90250,97650,87200,90300,13989.08,1291369233.99
2019-05-15,ZECKRW,81000,91150,80750,90250,7713.19,666125398.67
2019-05-14,ZECKRW,74900,81450,74500,81000,11088.98,867275005.16
2019-05-13,ZECKRW,71050,77300,70150,74900,4792.34,355785454.21
2019-05-12,ZECKRW,74150,76250,68900,71050,10298.78,744452374.03
2019-05-11,ZECKRW,67650,75700,67450,74150,8348.47,591305000.12
2019-05-10,ZECKRW,66750,68250,65800,67650,2160.25,145657569.03
2019-05-09,ZECKRW,67550,68150,65600,66750,2707.93,181851974.42
2019-05-08,ZECKRW,66850,67600,65800,67550,1788.53,119518942.88
2019-05-07,ZECKRW,69250,70600,69250,69350,641.26,44905034.09
2019-05-06,ZECKRW,69000,71000,68600,69250,1331.44,92563361.71
2019-05-05,ZECKRW,70450,70450,68550,69000,1583.01,109443975.7
2019-05-04,ZECKRW,71750,73100,67850,70450,2437.78,170650064.98
2019-05-03,ZECKRW,69450,72950,68800,71750,2483.48,176124863.86
2019-05-02,ZECKRW,70000,70450,68900,69450,1465.25,101949406.63
2019-05-01,ZECKRW,69550,70850,68400,70000,1182.16,82250928.43
2019-04-30,ZECKRW,66650,69700,66050,69550,1237.15,83553020.72
2019-04-29,ZECKRW,70100,70300,65700,66650,2357.61,161096161.94
2019-04-28,ZECKRW,71100,71950,69900,70100,473.97,33546574.37
2019-04-27,ZECKRW,71600,72450,69800,71100,1925.65,136136581.91
2019-04-26,ZECKRW,72350,74450,69050,71600,4233.43,300824664.33
2019-04-25,ZECKRW,77250,78000,71900,72350,2018.95,150673098.62
2019-04-24,ZECKRW,78300,78750,74000,77250,2213.21,168847764.26
2019-04-23,ZECKRW,80100,82300,78250,78300,1834.93,147688657.16
2019-04-22,ZECKRW,79650,81400,77300,80100,1312.59,104331278.01
2019-04-21,ZECKRW,80300,80550,77150,79650,2999.63,236292646.99
2019-04-20,ZECKRW,80200,80650,79450,80300,655.38,52471020.06
2019-04-19,ZECKRW,81000,81000,79700,80200,909.08,72899546.54
2019-04-18,ZECKRW,81000,82300,80000,81000,1812.45,147190586.22
2019-04-17,ZECKRW,80200,82400,78300,81000,2272.15,180781755.14
2019-04-16,ZECKRW,78100,80600,77000,80200,2833.91,222772190.39
2019-04-15,ZECKRW,80400,81700,76850,78100,4658.58,370003304.58
2019-04-14,ZECKRW,80450,81350,78000,80400,1978.18,157503840.87
2019-04-13,ZECKRW,83150,83150,79050,80450,1745.22,141100940.68
2019-04-12,ZECKRW,81350,83500,78050,83150,3904.35,316939581.67
2019-04-11,ZECKRW,84050,84150,73700,81350,8970.45,704357658.8
2019-04-10,ZECKRW,82200,85500,82200,84050,2868.38,239860951.86
2019-04-09,ZECKRW,85000,85000,80950,82200,2261.14,186287552.12
2019-04-08,ZECKRW,84400,87500,80750,85000,8444.42,712219149.04
2019-04-07,ZECKRW,81100,86000,81000,84400,6826.8,568591542.29
2019-04-06,ZECKRW,81250,83500,79000,81100,5831.26,472670666.76
2019-04-05,ZECKRW,75250,81950,75250,81250,8340.71,665455380.46
2019-04-04,ZECKRW,77550,79650,72900,75250,4972.46,381925395.47
2019-04-03,ZECKRW,78750,85550,73600,77550,14633.79,1162570388.0
2019-04-02,ZECKRW,71650,78850,69600,78750,10300.54,761280642.48
2019-04-01,ZECKRW,67150,73250,67150,71650,6754.16,478357905.94
2019-03-19,ZECKRW,60200,60750,60000,60150,339.86,20517648.21
2019-03-18,ZECKRW,59550,60950,59050,60200,4761.7,285377954.13
2019-03-17,ZECKRW,60000,60500,58500,59550,2945.21,174534766.84
2019-03-16,ZECKRW,59000,60800,58950,60000,4262.25,255947923.6
2019-03-15,ZECKRW,58150,59750,58000,59000,2392.7,141045462.24
2019-03-14,ZECKRW,56800,58500,56450,58150,5144.75,295999993.33
2019-03-13,ZECKRW,59100,59400,56700,56800,6250.8,362079463.9
2019-03-12,ZECKRW,55100,59100,54000,59100,9661.9,548516979.01
2019-03-11,ZECKRW,55500,56350,54800,55100,5130.76,283901992.64
2019-03-10,ZECKRW,56650,56650,55000,55500,2564.02,142721612.93
2019-03-09,ZECKRW,54850,56700,54450,56650,4548.3,253301361.25
2019-03-08,ZECKRW,55350,55900,53150,54850,4213.87,231468927.26
2019-03-07,ZECKRW,55200,55850,54800,55350,3219.55,177998000.61
2019-03-06,ZECKRW,55000,55750,54250,55200,2551.57,140228550.17
2019-03-05,ZECKRW,53900,56450,53500,55000,3133.43,171512775.97
2019-03-04,ZECKRW,55900,56000,53100,53900,15700.63,846730810.31
2019-03-03,ZECKRW,57050,57150,55500,55900,966.37,54649859.57
2019-03-02,ZECKRW,57500,57900,56000,57050,2101319.54,119262806861.32
2019-03-01,ZECKRW,56750,57650,56750,57500,1678619.03,96159521508.26
2019-02-28,ZECKRW,58100,58600,56250,56750,1454884.99,82660876764.94
2019-02-27,ZECKRW,57700,58250,55800,58100,1298864.32,75259246984.78
2019-02-26,ZECKRW,57700,58100,56850,57700,75978.41,4387806850.03
2019-02-25,ZECKRW,57500,59100,56850,57700,730068.33,42130453743.26
2019-02-24,ZECKRW,61500,64100,55850,57500,388018.64,24149593474.05
2019-02-23,ZECKRW,58750,61650,58400,61500,2980062.64,175846829597.79
2019-02-22,ZECKRW,58350,60600,58250,58750,825825.27,48719892830.68
2019-02-21,ZECKRW,59300,60800,58100,58350,2993581.33,176666599673.18
2019-02-20,ZECKRW,59050,60400,57750,59300,2613425.69,152144305226.81
2019-02-19,ZECKRW,59250,61400,58250,59050,37833.01,2267883849.87
2019-02-18,ZECKRW,57500,60050,56900,59250,3148098.42,186532830440.13
2019-02-17,ZECKRW,56900,57500,55550,57500,1711626.66,96129605691.99
2019-02-16,ZECKRW,56100,57500,56000,56900,3447516.71,195759307926.64
2019-02-15,ZECKRW,57200,57400,55950,56100,683239.01,38891923629.6
2019-02-14,ZECKRW,58250,58800,56850,57200,1148041.71,66634683314.0
2019-02-13,ZECKRW,58650,61450,57900,58250,1911234.35,112482642851.73
2019-02-12,ZECKRW,56400,59500,55500,58650,553371.08,31129615571.84
2019-02-11,ZECKRW,55100,56600,53550,56400,2440272.16,135123822461.9
2019-02-10,ZECKRW,54300,55350,53300,55100,1984328.41,107330769487.72
2019-02-09,ZECKRW,54500,55700,53850,54300,342247.91,18665124272.19
2019-02-08,ZECKRW,52000,57400,51700,54500,1610095.67,84378078802.4
2019-02-07,ZECKRW,51700,52650,51500,52000,1947065.82,101660195629.9
2019-02-06,ZECKRW,53250,53250,50400,51700,297795.62,15277676181.19
2019-02-05,ZECKRW,53600,53750,53000,53250,282552.95,15060964552.27
2019-02-04,ZECKRW,53400,53600,52900,53600,59284.48,3156332889.11
2019-02-03,ZECKRW,54100,54300,52900,53400,5355723.86,289905539920.41
2019-02-02,ZECKRW,53400,54300,53050,54100,6990417.22,374088716820.97
2019-02-01,ZECKRW,53650,54000,52550,53400,10751451.48,574095681524.65
2019-01-31,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-30,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-29,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-28,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-27,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-26,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-25,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-24,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-23,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-22,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-21,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-20,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-19,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-18,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-17,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-16,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-15,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-14,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-13,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-12,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-11,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-10,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-09,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-08,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-07,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-06,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-05,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-04,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-03,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-02,ZECKRW,61800,61800,61800,61800,0.0,0.0
2019-01-01,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-31,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-30,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-29,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-28,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-27,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-26,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-25,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-24,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-23,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-22,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-21,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-20,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-19,ZECKRW,61800,61800,61800,61800,0.0,0.0
2018-12-18,ZECKRW,63200,63350,59750,61800,219990.98,13254689666.58
2018-12-17,ZECKRW,57000,61950,56950,60800,253768.39,14681330915.8
2018-12-16,ZECKRW,55900,59700,55600,57000,3365.26,195805217.04
2018-12-15,ZECKRW,55200,56850,54300,56250,1145.19,63776281.18
2018-12-14,ZECKRW,80,80,80,80,0.0,0.0
2018-12-13,ZECKRW,13.26,400.99,6.6e-05,80,113342.94,15273499.21
2018-12-12,ZECKRW,60250,61350,0.0001,13.26,743012.09,1831111683.56
2018-12-11,ZECKRW,62850,63550,59100,60250,1512747.69,92782447414.71
2018-12-10,ZECKRW,67650,68250,62200,62850,243404.22,15693807241.49
2018-12-09,ZECKRW,65800,69500,64050,67650,16852.81,1126487220.99
2018-12-08,ZECKRW,69200,69500,60700,64800,7277.05,472444821.27
2018-12-07,ZECKRW,93450,93450,93450,93450,0.0,0.0
2018-12-06,ZECKRW,93450,93450,93450,93450,0.0,0.0
2018-12-05,ZECKRW,93450,93450,93450,93450,0.0,0.0
2018-12-04,ZECKRW,93450,93450,93450,93450,0.0,0.0
2018-12-03,ZECKRW,93450,93450,93450,93450,0.0,0.0
2018-12-02,ZECKRW,93450,93450,93450,93450,0.0,0.0
2018-12-01,ZECKRW,93450,93450,93450,93450,0.0,0.0
2018-11-30,ZECKRW,93450,93450,93450,93450,0.0,0.0
2018-11-29,ZECKRW,89900,94200,85800,93450,184187.66,16871752342.39
2018-11-28,ZECKRW,83100,98300,83100,89900,187422.7,16214299281.91
2018-11-27,ZECKRW,75850,85100,72600,83100,4996146.18,376043785018.3
2018-11-26,ZECKRW,80800,85000,71300,75850,5245476.14,423384475694.87
2018-11-25,ZECKRW,79000,83000,69000,80800,13384.48,1009209164.96
2018-11-24,ZECKRW,89800,91550,75700,79000,15056.05,1295934908.72
2018-11-23,ZECKRW,89000,90800,85600,89800,2317.88,202737545.44
2018-11-22,ZECKRW,98900,99500,89000,89000,2967.97,282685987.11
2018-11-21,ZECKRW,98500,103400,92900,98900,24973.09,2476398777.28
2018-11-20,ZECKRW,114500,116700,93400,98500,23355.02,2614239603.2
2018-11-19,ZECKRW,128600,130900,109600,114500,504348.36,57469574965.9
2018-11-18,ZECKRW,127300,132200,125600,128600,1129080.04,144776546071.35
2018-11-17,ZECKRW,124800,127700,118300,127300,1094474.92,133670408004.97
2018-11-16,ZECKRW,127800,129900,123200,124800,1041240.09,132701579750.13
2018-11-15,ZECKRW,130000,132000,116700,127800,1854629.7,233898448883.68
2018-11-14,ZECKRW,145500,147400,122400,130000,557182.88,80124575917.01
2018-11-13,ZECKRW,153200,155000,143800,145500,601032.7,91147794642.39
2018-11-12,ZECKRW,146700,156800,140700,153200,1697037.71,241658430566.7
2018-11-11,ZECKRW,148000,150100,144600,146700,4507088.04,667332966596.72
2018-11-10,ZECKRW,151100,156900,147500,148000,4440458.72,678852619322.48
2018-11-09,ZECKRW,154400,157000,149100,151100,1915566.98,292951097724.31
2018-11-08,ZECKRW,143800,157900,142100,154400,3780249.41,547128743878.54
2018-11-07,ZECKRW,145700,149300,142000,143800,3746677.51,545014205417.89
2018-11-06,ZECKRW,137100,146000,135700,145700,3889508.74,539695702472.18
2018-11-05,ZECKRW,136000,137500,132700,137100,3843152.59,515302463060.18
2018-11-04,ZECKRW,130800,137400,129700,136000,4563067.2,604534553785.16
2018-11-03,ZECKRW,133200,134200,130200,130800,3646490.98,479127421613.92
2018-11-02,ZECKRW,131100,134200,130800,133200,1785171.22,234269925611.81
2018-11-01,ZECKRW,131400,131400,129200,131100,2752484.8,357819132652.98
2018-10-31,ZECKRW,130100,131500,128700,131400,2124061.65,275205337190.57
2018-10-30,ZECKRW,130300,131400,129700,130100,1967990.01,257362352477.62
2018-10-29,ZECKRW,139100,139100,127600,130300,624179.0,83018285897.94
2018-10-28,ZECKRW,135000,139100,134700,139100,2034111.11,276257806165.41
2018-10-27,ZECKRW,136100,138500,134800,135000,1202585.12,164316260827.08
2018-10-26,ZECKRW,140000,140700,131200,136100,604728.93,83897938464.94
2018-10-25,ZECKRW,140300,146300,138300,140000,1062490.28,148912548041.85
2018-10-24,ZECKRW,135700,141900,134700,140300,1008421.31,140460978723.85
2018-10-23,ZECKRW,137400,138600,134400,135700,1661875.06,225500933402.53
2018-10-22,ZECKRW,141000,141000,136400,137400,842446.36,117046595264.83
2018-10-21,ZECKRW,140500,142000,138400,141000,877130.51,123856196044.3
2018-10-20,ZECKRW,135400,143800,135400,140500,995190.07,139871696216.33
2018-10-19,ZECKRW,133100,137000,130400,135400,870497.78,117049858518.48
2018-10-18,ZECKRW,132900,138400,131700,133100,986220.41,133436071183.11
2018-10-17,ZECKRW,127400,134400,126000,132900,1200740.97,154208723530.44
2018-10-16,ZECKRW,126800,126800,125300,125300,0.0,0.0
2018-10-15,ZECKRW,124700,134200,122300,126800,690874.66,88301417913.44
2018-10-14,ZECKRW,127200,127700,124400,124700,1220765.55,154803251089.3
2018-10-13,ZECKRW,128100,128700,125600,127200,991395.42,126407392178.04
2018-10-12,ZECKRW,126300,128800,124200,128100,1627628.59,205382503213.72
2018-10-11,ZECKRW,141200,141200,125500,126300,1559532.82,202877617604.91
2018-10-10,ZECKRW,142400,143500,139900,141200,836773.31,118767061138.2
2018-10-09,ZECKRW,143200,147700,142300,142400,432369.82,62650467201.84
2018-10-08,ZECKRW,141400,144500,140100,143200,341631.96,48612096313.9
2018-10-07,ZECKRW,142900,142900,139300,141400,32096.23,4566010888.29
2018-10-06,ZECKRW,145000,145200,141500,142900,47353.96,6835596798.51
2018-10-05,ZECKRW,140000,149900,139000,145000,46956.6,6672555922.62
2018-10-04,ZECKRW,138000,142500,137900,140000,51689.87,7266349973.87
2018-10-03,ZECKRW,141000,141900,135600,138000,43677.28,6164657299.35
2018-10-02,ZECKRW,141900,143200,140500,141000,32906.35,4690689637.21
2018-10-01,ZECKRW,146000,147600,140400,141900,38903.07,5681058720.08
2018-09-30,ZECKRW,149100,149400,143000,146000,56015.97,8308580906.66
2018-09-29,ZECKRW,151400,152800,147300,149100,44665.71,6598400217.62
2018-09-28,ZECKRW,158800,160900,149400,151400,20175.79,3173567058.88
2018-09-27,ZECKRW,149500,162000,148500,158800,43599.3,6731423349.28
2018-09-26,ZECKRW,153500,165000,146500,149500,32849.23,4957804767.26
2018-09-25,ZECKRW,155300,155600,144000,153500,33795.89,4976339154.61
2018-09-24,ZECKRW,147000,167800,140000,155300,54850.55,8059785144.75
2018-09-23,ZECKRW,138300,157000,137100,147000,43949.17,6115704268.63
2018-09-22,ZECKRW,140300,143900,134500,138300,34982.15,4896015893.3
2018-09-21,ZECKRW,133600,144000,131500,140300,79371.95,10485567850.0
2018-09-20,ZECKRW,128800,135900,125600,133600,75820.63,9760215120.9
2018-09-19,ZECKRW,126700,130000,124200,128800,57481.72,7320250519.32
2018-09-18,ZECKRW,123400,129900,121400,126700,75287.74,9279117891.99
2018-09-17,ZECKRW,134000,136100,122100,123400,49590.82,6696613181.06
2018-09-16,ZECKRW,135300,137200,130600,134000,39810.25,5388983022.4
2018-09-15,ZECKRW,134900,141400,132000,135300,48514.18,6497544163.8
2018-09-14,ZECKRW,133100,141000,128700,134900,45619.83,6093012200.77
2018-09-13,ZECKRW,127400,136000,125900,133100,44002.43,5765470682.19
2018-09-12,ZECKRW,129600,130800,116100,127400,43390.78,5479681785.21
2018-09-11,ZECKRW,138800,138800,126400,129600,43442.85,5958723559.59
2018-09-10,ZECKRW,139000,141500,134000,138800,34403.22,4828338757.99
2018-09-09,ZECKRW,139200,145700,135000,139000,25257.85,3502489291.89
2018-09-08,ZECKRW,145300,154900,136900,139200,22920.02,3358768549.23
2018-09-07,ZECKRW,152100,153400,143000,145300,14157.85,2156453106.3
2018-09-06,ZECKRW,150000,152100,140500,152100,22534.51,3317564274.28
2018-09-05,ZECKRW,175100,179500,150000,150000,27967.72,4929280608.11
2018-09-04,ZECKRW,174400,180000,173400,175100,27302.01,4783752418.73
2018-09-03,ZECKRW,173800,179000,167300,174400,21736.33,3710721897.92
2018-09-02,ZECKRW,174500,175400,169000,173800,29997.84,5160864975.4
2018-09-01,ZECKRW,167200,178000,166900,174500,21256.79,3622321431.45
2018-08-31,ZECKRW,170000,171900,160300,167200,2849.17,473223018.14
2018-08-30,ZECKRW,170500,170500,161600,170000,2648.58,439192296.62
2018-08-29,ZECKRW,171000,174000,165100,170500,2606.21,441987113.15
2018-08-28,ZECKRW,168800,172500,163600,171000,6233.86,1036425950.28
2018-08-27,ZECKRW,152500,176800,150400,168800,12968.39,2031802100.86
2018-08-26,ZECKRW,155900,159300,151800,152500,147566.04,23077365016.41
2018-08-25,ZECKRW,159300,162800,153000,155900,4801.4,763393255.45
2018-08-24,ZECKRW,151300,159800,147000,159300,1640.25,247693508.29
2018-08-23,ZECKRW,144800,154000,144800,151300,1189.08,177301167.14
2018-08-22,ZECKRW,154000,163500,143300,144800,2178.42,330696816.31
2018-08-21,ZECKRW,150800,155300,146700,154000,1115.49,167926788.47
2018-08-20,ZECKRW,162500,164900,149000,150800,1571.86,248540866.65
2018-08-19,ZECKRW,165300,168200,159100,162500,1424.65,233175337.09
2018-08-18,ZECKRW,172000,176000,161200,165300,1892.84,316812843.83
2018-08-17,ZECKRW,163000,174500,160800,172000,4571.55,758312523.03
2018-08-16,ZECKRW,157100,165900,155400,163000,4122.2,663071245.24
2018-08-15,ZECKRW,157400,169000,154200,157100,9842.29,1576129949.66
2018-08-14,ZECKRW,168400,168400,141700,157400,11626.93,1791626838.25
2018-08-13,ZECKRW,182700,196700,168100,168400,9278.62,1717454314.49
2018-08-12,ZECKRW,181300,181300,181300,181300,0.0,0.0
2018-08-11,ZECKRW,186300,188000,180100,181300,1021.0,187725605.0
2018-08-10,ZECKRW,200400,201000,183200,186300,1470.17,283286452.36
2018-08-09,ZECKRW,187000,203600,183600,200400,1928.88,368789863.29
2018-08-08,ZECKRW,203700,203700,183200,187000,3854.24,752023054.9
2018-08-07,ZECKRW,208500,220900,201800,203700,11584.95,2446059433.03
2018-08-06,ZECKRW,208400,216800,202500,208500,4054.75,847979145.63
2018-08-05,ZECKRW,200100,209000,195000,208400,2238.89,454849016.6
2018-08-04,ZECKRW,209000,214400,198000,200100,2838.37,590240797.21
2018-08-03,ZECKRW,213900,216000,202000,209000,5128.58,1067024030.23
2018-08-02,ZECKRW,227200,245000,211600,213900,10611.89,2421307807.56
2018-08-01,ZECKRW,243000,246200,219500,227200,10583.75,2464688487.27
2018-07-31,ZECKRW,245700,249400,220000,243000,6802.37,1588134998.08
2018-07-30,ZECKRW,249800,255000,231900,245700,5942.97,1467121949.38
2018-07-29,ZECKRW,248300,260300,247200,249800,6462.31,1627744918.6
2018-07-28,ZECKRW,250300,257300,245700,248300,5279.58,1320153122.72
2018-07-27,ZECKRW,256300,269500,242700,250300,19156.41,4812107461.75
2018-07-26,ZECKRW,249300,306000,249300,256300,30855.69,8394853189.78
2018-07-25,ZECKRW,239700,275000,235000,249300,16290.16,4093105911.66
2018-07-24,ZECKRW,217100,320000,215000,239700,57927.15,15020740908.44
2018-07-23,ZECKRW,211600,382600,208900,217100,43568.58,11075110674.03
2018-07-22,ZECKRW,214000,221000,203000,211600,3632.03,773655415.57
2018-07-21,ZECKRW,208400,217300,200000,214000,2986.93,616646600.3
2018-07-20,ZECKRW,226500,226500,201500,208400,2537.95,549223106.95
2018-07-19,ZECKRW,231900,238300,223100,226500,1495.65,342050935.51
2018-07-18,ZECKRW,228100,249000,222600,231900,5963.23,1425189664.48
