Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ZEC,Volume KRW
2018-07-17,ZECKRW,205500,230900,199700,228100,5136.46,1089168463.01
2018-07-16,ZECKRW,197700,211700,191900,205500,7413.12,1488689938.33
2018-07-15,ZECKRW,196100,207000,108000,197700,8319.5,1637675386.41
2018-07-14,ZECKRW,199600,214200,188300,196100,12101.25,2406379695.28
2018-07-13,ZECKRW,173500,227000,172800,199600,11007.31,2156246398.58
2018-07-12,ZECKRW,178200,178900,168800,173500,1065.49,184244674.04
2018-07-11,ZECKRW,179600,184800,175500,178200,1408.87,253428766.87
2018-07-10,ZECKRW,186200,189000,175800,179600,1888.11,343779135.93
2018-07-09,ZECKRW,191900,193000,186100,186200,2374.64,453484461.71
2018-07-08,ZECKRW,191300,196700,189700,191900,2322.04,446890175.23
2018-07-07,ZECKRW,197500,200700,187300,191300,4639.88,901857317.13
2018-07-06,ZECKRW,192100,218000,184500,197500,5353.66,1056280552.96
2018-07-05,ZECKRW,198400,203100,190600,192100,2349.64,465891866.21
2018-07-04,ZECKRW,195100,204500,189100,198400,2837.6,562697443.74
2018-07-03,ZECKRW,200000,216000,194000,195100,1342.99,272918828.32
2018-07-02,ZECKRW,191200,207900,180100,200000,2491.03,487631630.83
2018-07-01,ZECKRW,191500,196400,186000,191200,2895.64,552685674.11
2018-06-30,ZECKRW,179900,196300,179900,191500,2911.91,549559488.48
2018-06-29,ZECKRW,174100,183500,165000,179900,2705.73,473316023.17
2018-06-28,ZECKRW,190100,190100,173200,174100,1285.54,230785518.39
2018-06-27,ZECKRW,181700,191900,177400,190100,809.59,147919184.13
2018-06-26,ZECKRW,194400,196300,181700,181700,1209.81,228583667.07
2018-06-25,ZECKRW,187000,200500,183100,194400,3274.86,623966953.8
2018-06-24,ZECKRW,193000,195500,173000,187000,1397.58,252847603.02
2018-06-23,ZECKRW,191100,195500,186900,193000,401.68,76983327.1
2018-06-22,ZECKRW,212000,212400,185000,191100,1795.0,352900950.53
2018-06-21,ZECKRW,213800,218900,208900,212000,599.76,128684525.33
2018-06-20,ZECKRW,219900,220100,203000,213800,1565.61,327022406.82
2018-06-19,ZECKRW,217600,222600,213700,219900,1898.53,413921317.04
2018-06-18,ZECKRW,207800,226900,201500,217600,2818.38,597503005.51
2018-06-17,ZECKRW,212900,216000,207500,207800,608.61,128006710.55
2018-06-16,ZECKRW,219600,223000,207000,212900,1466.65,312758355.91
2018-06-15,ZECKRW,218300,226000,210500,219500,1271.19,277889978.54
2018-06-14,ZECKRW,203000,228000,202600,218300,2350.57,500461828.33
2018-06-13,ZECKRW,216900,223000,195000,203000,2632.73,551810099.25
2018-06-12,ZECKRW,227300,238400,211300,216900,3475.65,793486967.71
2018-06-11,ZECKRW,223600,229600,213500,227300,2698.61,593663159.24
2018-06-10,ZECKRW,253000,253000,217400,223600,2905.43,677180352.62
2018-06-09,ZECKRW,256600,261800,252000,253000,1290.17,331908564.47
2018-06-08,ZECKRW,258000,259500,252200,256600,1408.75,361006836.76
2018-06-07,ZECKRW,258200,262200,252100,258000,1927.73,495613140.81
2018-06-06,ZECKRW,262600,262900,248800,258200,3175.44,811267339.55
2018-06-05,ZECKRW,258900,263400,250000,262600,2460.71,629439531.9
2018-06-04,ZECKRW,277000,278700,255200,258900,3700.2,986179145.84
2018-06-03,ZECKRW,271300,283100,271000,277000,2787.13,772742080.77
2018-06-02,ZECKRW,263600,279800,261000,271300,5532.21,1501426475.23
2018-06-01,ZECKRW,264500,268000,253700,263600,2893.86,759318601.58
2018-05-31,ZECKRW,268000,272800,261100,264500,5173.57,1376411738.56
2018-05-30,ZECKRW,273500,284900,259500,268000,5328.97,1469380833.43
2018-05-29,ZECKRW,253000,289800,244300,273500,7757.51,2088547278.78
2018-05-28,ZECKRW,291000,294900,242400,253000,8534.74,2312414410.92
2018-05-27,ZECKRW,299900,302800,286000,291000,6304.86,1841631584.03
2018-05-26,ZECKRW,312500,313500,299900,299900,8868.32,2722705935.62
2018-05-25,ZECKRW,351500,351500,303000,312500,1870.48,581593988.54
2018-05-24,ZECKRW,351500,351500,351500,351500,0.0,0.0
2018-05-23,ZECKRW,350000,378700,343500,351500,19628.3,7095183358.81
2018-05-22,ZECKRW,364900,388100,346300,350000,25979.58,9646218433.3
2018-05-21,ZECKRW,384500,386500,360000,364900,15503.9,5835602476.4
2018-05-20,ZECKRW,381200,397700,377000,384500,24569.48,9446859076.06
2018-05-19,ZECKRW,400300,422500,376000,381200,23917.81,9633520004.6
2018-05-18,ZECKRW,353500,407800,338600,400300,36506.74,14030790526.77
2018-05-17,ZECKRW,408500,410800,343800,353500,21997.51,8466282912.73
2018-05-16,ZECKRW,402600,426800,362700,408500,68456.51,27201802805.27
2018-05-15,ZECKRW,350600,447000,345000,402600,83225.05,33341679717.19
2018-05-14,ZECKRW,297000,420000,276200,350600,23322.05,8366597625.05
2018-05-13,ZECKRW,276000,297000,269700,297000,1007.93,282668129.47
2018-05-12,ZECKRW,264500,282500,252000,276000,2000.43,536091235.13
2018-05-11,ZECKRW,292000,292900,230000,264500,3369.77,916321324.88
2018-05-10,ZECKRW,308300,319500,288000,292000,1625.97,497329686.15
2018-05-09,ZECKRW,307900,309000,292500,308300,1453.58,439624244.41
2018-05-08,ZECKRW,310600,322500,302000,307900,1809.78,564380882.46
2018-05-07,ZECKRW,322100,323500,303000,310600,1925.09,594426949.62
2018-05-06,ZECKRW,338000,343500,318000,322100,2747.74,911444591.22
2018-05-05,ZECKRW,325400,338100,322000,338000,1759.28,583902903.91
2018-05-04,ZECKRW,338800,339900,320000,325400,2711.59,895804512.98
2018-05-03,ZECKRW,319900,343800,313800,338800,4157.37,1370003770.44
2018-05-02,ZECKRW,318400,322000,306000,319900,2527.91,798762164.09
2018-05-01,ZECKRW,309100,319000,294100,318400,3712.54,1141140945.6
2018-04-30,ZECKRW,318000,321500,307100,309100,3964.98,1244253270.5
2018-04-29,ZECKRW,318000,326500,304500,318000,4575.53,1456530769.42
2018-04-28,ZECKRW,309000,320800,307000,318000,3332.05,1048147924.83
2018-04-27,ZECKRW,332000,333900,305700,309000,3115.79,1002124263.45
2018-04-26,ZECKRW,313400,333000,292500,332000,4717.07,1480829895.26
2018-04-25,ZECKRW,349000,349400,292500,313400,6539.6,2075809286.03
2018-04-24,ZECKRW,326000,355000,322100,349000,9205.68,3112020229.59
2018-04-23,ZECKRW,294100,327800,293400,326000,6748.52,2081991065.29
2018-04-22,ZECKRW,292600,304000,286300,294100,3201.49,952435094.18
2018-04-21,ZECKRW,306400,307000,274100,292600,3985.88,1168906385.31
2018-04-20,ZECKRW,288300,310500,273200,306400,4451.26,1291401532.36
2018-04-19,ZECKRW,263400,289000,256000,288300,5935.3,1581509265.23
2018-04-18,ZECKRW,236800,263900,236800,263400,9074.62,2258332328.39
2018-04-17,ZECKRW,241500,242500,235500,236800,2735.53,653859531.98
2018-04-16,ZECKRW,240500,247000,230500,241500,2808.6,669876301.08
2018-04-15,ZECKRW,230900,250000,228300,240500,3307.56,786208601.81
2018-04-14,ZECKRW,242600,254000,213700,230900,3049.14,724191411.55
2018-04-13,ZECKRW,223000,251000,213600,242600,5518.56,1282485608.67
2018-04-12,ZECKRW,196700,226000,194000,223000,4880.64,996553740.62
2018-04-11,ZECKRW,194900,200000,192000,196700,2867.9,560284201.15
2018-04-10,ZECKRW,194500,196400,190800,194900,1650.48,318328013.42
2018-04-09,ZECKRW,198400,204500,191300,194500,3073.25,610313402.04
2018-04-08,ZECKRW,198000,199800,194400,198400,1874.16,369728677.86
2018-04-07,ZECKRW,191900,200200,190100,198000,1346.2,263462926.02
2018-04-06,ZECKRW,198700,201000,189600,191900,1618.66,315635800.36
2018-04-05,ZECKRW,200500,205000,194000,198700,2104.78,419850940.44
2018-04-04,ZECKRW,223000,225500,199000,200500,3146.27,663774643.42
2018-04-03,ZECKRW,210500,229500,208000,223000,4913.92,1080403758.38
2018-04-02,ZECKRW,197500,223000,197500,210500,5033.19,1062436598.93
2018-04-01,ZECKRW,205000,211500,191000,197500,2895.69,581895497.34
2018-03-31,ZECKRW,208500,217000,203000,205000,3611.56,759527510.16
2018-03-30,ZECKRW,207000,240000,200000,208500,4304.03,902524177.66
2018-03-29,ZECKRW,230500,232500,206000,207000,3080.11,668265718.43
2018-03-28,ZECKRW,238500,244000,228500,230500,1920.61,452683654.54
2018-03-27,ZECKRW,249000,255500,229000,238500,3157.91,756402506.09
2018-03-26,ZECKRW,267000,270000,236000,249000,3045.09,763557581.85
2018-03-25,ZECKRW,268500,272000,263000,267000,2119.59,567050817.74
2018-03-24,ZECKRW,284500,288000,267500,268500,4143.44,1148244019.64
2018-03-23,ZECKRW,277500,287000,255500,284500,6626.97,1780716255.97
2018-03-22,ZECKRW,290000,298000,263500,277500,6196.81,1737276353.55
2018-03-21,ZECKRW,285500,320000,280000,290000,18631.63,5619002799.25
2018-03-20,ZECKRW,286500,296500,259500,285500,9195.41,2553368170.1
2018-03-19,ZECKRW,266500,289500,249000,286500,8660.73,2327887051.11
2018-03-18,ZECKRW,239500,275000,221000,266500,7014.19,1682454573.04
2018-03-17,ZECKRW,258000,259000,237500,239500,2679.88,667061961.9
2018-03-16,ZECKRW,265500,270000,253000,258000,5003.25,1310643861.08
2018-03-15,ZECKRW,279000,284000,253500,265500,6224.59,1662092567.35
2018-03-14,ZECKRW,312500,318000,273500,279000,5016.1,1499327172.04
2018-03-13,ZECKRW,324000,335000,308000,312500,4230.63,1356221272.1
2018-03-12,ZECKRW,337500,344000,310500,324000,4278.75,1406817033.96
2018-03-11,ZECKRW,320500,349000,311000,337500,4962.39,1626719420.91
2018-03-10,ZECKRW,348000,354000,317500,320500,6161.94,2100603841.27
2018-03-09,ZECKRW,352500,359500,307500,348000,7710.0,2542875144.1
2018-03-08,ZECKRW,387500,392500,349500,352500,5011.13,1874611927.04
2018-03-07,ZECKRW,428000,437000,376000,387500,8218.05,3355924840.85
2018-03-06,ZECKRW,432500,437000,421500,428000,4442.3,1904906587.35
2018-03-05,ZECKRW,447000,450000,430500,432500,5609.51,2469424920.66
2018-03-04,ZECKRW,429500,458500,423000,447000,13554.01,5905296217.67
2018-03-03,ZECKRW,433500,465000,423500,429500,16037.15,7095296512.41
2018-03-02,ZECKRW,444000,450000,421000,433500,5193.0,2261731460.13
2018-03-01,ZECKRW,436500,449000,431000,444000,3940.24,1728990027.97
2018-02-28,ZECKRW,458000,466000,436500,436500,4581.84,2048601674.28
2018-02-27,ZECKRW,462000,471000,448000,458000,3864.28,1779617031.78
2018-02-26,ZECKRW,457500,471000,440000,462000,4549.27,2081844220.86
2018-02-25,ZECKRW,461500,469500,440500,457500,3042.49,1388546483.51
2018-02-24,ZECKRW,490000,499000,450000,461500,4635.21,2176919914.42
2018-02-23,ZECKRW,465500,495500,444500,490000,8354.62,3933799558.02
2018-02-22,ZECKRW,519000,540500,465000,465500,14270.96,7153637279.7
2018-02-21,ZECKRW,522000,580000,494000,519000,32574.42,17127291562.19
2018-02-20,ZECKRW,534000,543000,521000,522000,11400.18,6104924520.29
2018-02-19,ZECKRW,512500,545500,505000,534000,13022.46,6914461048.31
2018-02-18,ZECKRW,541500,547000,492500,512500,11624.1,6127598581.96
2018-02-17,ZECKRW,535500,562500,532500,541500,14598.09,7971341690.12
2018-02-16,ZECKRW,541000,569000,529000,535500,11529.71,6275643391.49
2018-02-15,ZECKRW,530500,551500,518000,541000,13739.59,7354048273.87
2018-02-14,ZECKRW,512500,563000,510000,530500,23716.9,12595967864.78
2018-02-13,ZECKRW,528000,528000,490000,512500,8961.87,4558023021.34
2018-02-12,ZECKRW,498000,538500,497000,528000,7864.53,4122073236.67
2018-02-11,ZECKRW,555000,564500,470000,498000,12691.77,6508404451.67
2018-02-10,ZECKRW,540000,594000,500500,555000,18393.6,10245611486.75
2018-02-09,ZECKRW,503500,544500,461500,540000,19750.3,9760877522.12
2018-02-08,ZECKRW,388000,503500,385000,503500,19896.82,8969426914.38
2018-02-07,ZECKRW,400000,419000,351000,388000,12045.19,4745059179.49
2018-02-06,ZECKRW,338500,410000,288500,400000,23793.53,8521228073.3
2018-02-05,ZECKRW,374000,381000,321000,338500,6804.5,2404871633.3
2018-02-04,ZECKRW,401000,440000,366500,374000,9137.56,3677729906.39
2018-02-03,ZECKRW,409000,416000,355000,401000,9345.56,3653648963.66
2018-02-02,ZECKRW,438000,440000,292500,409000,19538.88,7293649839.0
2018-02-01,ZECKRW,446500,462000,410500,438000,11375.5,4983842192.98
2018-01-31,ZECKRW,435500,447000,372000,446500,9283.85,3938766529.85
2018-01-30,ZECKRW,510500,513500,430500,435500,10135.98,4837634708.66
2018-01-29,ZECKRW,531500,542000,505000,510500,7561.82,3925272757.62
2018-01-28,ZECKRW,506000,543500,506000,531500,13601.34,7153639015.54
2018-01-27,ZECKRW,524500,528500,490000,506000,8854.97,4512252549.34
2018-01-26,ZECKRW,552500,575000,466500,524500,28193.43,15021797835.23
2018-01-25,ZECKRW,539500,553000,510000,552500,14050.36,7548764942.26
2018-01-24,ZECKRW,525500,551000,505000,539500,11644.66,6149672057.39
2018-01-23,ZECKRW,573000,585000,490000,525500,20274.18,10840678519.18
2018-01-22,ZECKRW,614000,626000,521000,573000,20170.39,11770421245.21
2018-01-21,ZECKRW,745000,762000,567000,614000,35028.06,22797072731.55
2018-01-20,ZECKRW,699500,748500,675500,745000,53230.63,37950585095.27
2018-01-19,ZECKRW,647000,741000,638000,699500,40952.4,27925722536.44
2018-01-18,ZECKRW,656800,743000,610100,647000,31073.31,20782156487.99
2018-01-17,ZECKRW,636400,742500,500000,656800,36473.12,21786258339.38
2018-01-16,ZECKRW,866400,960500,510000,636400,65520.68,50095240415.84
2018-01-15,ZECKRW,939400,1034500,850000,866400,32207.17,29745064646.44
2018-01-14,ZECKRW,1023900,1084000,902100,939400,26249.1,25732418244.06
2018-01-13,ZECKRW,1022600,1049000,975100,1023900,28504.48,29141073491.9
2018-01-12,ZECKRW,922000,1050000,870000,1022600,56460.25,54513324812.14
2018-01-11,ZECKRW,968000,1035000,760100,922000,45974.81,42596093084.21
2018-01-10,ZECKRW,1045300,1130000,940000,968000,55039.26,56343321437.22
2018-01-09,ZECKRW,1090000,1187500,981100,1045300,62203.72,66845820406.3
2018-01-08,ZECKRW,1163200,1199500,920000,1090000,68867.63,76765722802.57
2018-01-07,ZECKRW,998100,1350000,954000,1163200,135856.37,150244813300.67
2018-01-06,ZECKRW,812700,1078100,810200,998100,101168.25,91700555904.37
2018-01-05,ZECKRW,813100,830000,764100,812700,41460.79,33016794382.29
2018-01-04,ZECKRW,747800,849900,710000,813100,45724.5,34969807945.68
2018-01-03,ZECKRW,741000,762400,726000,747800,32430.29,24115814536.07
2018-01-02,ZECKRW,715100,779700,705100,741000,66107.77,49425886245.29
2018-01-01,ZECKRW,654600,798000,645000,715100,117010.19,83529911270.22
2017-12-31,ZECKRW,638000,692600,632000,654600,30880.95,20198953061.66
2017-12-30,ZECKRW,689200,695400,617600,638100,52283.28,34085093565.05
2017-12-29,ZECKRW,645000,850000,607500,689200,94565.92,63850378944.57
2017-12-28,ZECKRW,734100,749800,580000,645000,47623.1,31784733342.12
2017-12-27,ZECKRW,743000,770000,722800,734100,42081.55,31443020509.58
2017-12-26,ZECKRW,740000,764900,731000,743000,36545.14,27221208969.82
2017-12-25,ZECKRW,737300,768900,720500,740000,44879.24,33355258262.5
2017-12-24,ZECKRW,757100,760000,645000,737300,75502.56,53902751342.68
2017-12-23,ZECKRW,710000,846000,700000,757100,110829.47,84629664432.92
2017-12-22,ZECKRW,900900,930000,530000,710000,138624.84,99432696137.67
2017-12-21,ZECKRW,958600,1057900,744000,900900,136961.73,127758252424.03
2017-12-20,ZECKRW,738600,1100000,700000,958600,166867.66,137986542832.15
2017-12-19,ZECKRW,671000,780000,635000,738600,89878.29,62109370514.5
2017-12-18,ZECKRW,604700,690000,556300,671000,159059.18,98088329348.63
2017-12-17,ZECKRW,533900,677400,527000,604500,134499.25,78936241714.43
2017-12-16,ZECKRW,530400,577000,520400,533900,39176.46,21315652284.53
2017-12-15,ZECKRW,574500,577100,485000,530400,66471.41,34678813676.33
2017-12-14,ZECKRW,458000,603000,448300,574500,131752.76,69591017287.81
2017-12-13,ZECKRW,408400,482200,384000,458000,98646.17,42666008756.62
2017-12-12,ZECKRW,363600,424900,360500,408400,83890.46,32956953811.89
2017-12-11,ZECKRW,332500,374700,325000,363600,45730.01,16418071091.8
2017-12-10,ZECKRW,368800,373000,305500,332500,27995.08,9522827249.95
2017-12-09,ZECKRW,397700,446000,351800,368800,57094.99,22801247001.97
2017-12-08,ZECKRW,388900,410000,359200,397700,42986.04,16629213446.57
2017-12-07,ZECKRW,419000,424900,380000,388900,46706.99,18692233021.89
2017-12-06,ZECKRW,410600,497800,398000,419000,157125.04,66864997477.48
2017-12-05,ZECKRW,382100,435900,377900,410600,50827.59,19837457177.69
2017-12-04,ZECKRW,375500,387900,374000,382100,21801.49,8280845339.74
2017-12-03,ZECKRW,385500,391400,371000,375500,30890.34,11818630459.25
2017-12-02,ZECKRW,383600,400000,365500,385500,24198.53,9333790121.94
2017-12-01,ZECKRW,361800,389000,335000,383600,32118.38,11656502191.86
2017-11-30,ZECKRW,348100,391000,300100,361800,48272.84,16975198299.47
2017-11-29,ZECKRW,436600,479900,330000,348100,75355.02,31363649506.26
2017-11-28,ZECKRW,397400,440000,389000,436600,63635.03,26223299232.03
2017-11-27,ZECKRW,373500,398000,373300,397400,41256.53,15833065722.69
2017-11-26,ZECKRW,381400,386600,371500,373500,29757.95,11234984369.42
2017-11-25,ZECKRW,371500,387500,349500,381400,69789.54,26191574218.65
2017-11-24,ZECKRW,338000,383000,329700,371500,112295.0,38982783579.35
2017-11-23,ZECKRW,350100,351400,329700,338000,81083.76,27509430400.16
2017-11-22,ZECKRW,319400,354800,319100,350100,156466.37,52844235052.15
2017-11-21,ZECKRW,328200,336000,302550,319400,74139.29,23945830419.39
2017-11-20,ZECKRW,326650,332000,322650,328200,34545.27,11304116510.51
2017-11-19,ZECKRW,327800,334500,322000,326650,30861.06,10094640995.93
2017-11-18,ZECKRW,321650,335000,318500,327800,45556.34,14797878189.26
2017-11-17,ZECKRW,323700,329300,310000,321650,49892.61,16022876562.92
2017-11-16,ZECKRW,329950,400000,321000,323700,178574.55,61407601908.63
2017-11-15,ZECKRW,308100,350000,306950,329950,68953.38,22428263931.37
2017-11-14,ZECKRW,301400,314150,299000,309450,28199.44,8650168687.46
2017-11-13,ZECKRW,345700,380950,290000,301400,82475.07,26095768282.88
2017-11-12,ZECKRW,284350,370000,260000,345700,82138.15,24266352704.84
2017-11-11,ZECKRW,269800,307000,267000,284350,50834.56,14412410992.7
2017-11-10,ZECKRW,296500,312400,261100,269800,68359.6,19673512660.95
2017-11-09,ZECKRW,278000,306900,272500,296500,84344.16,24541913524.08
2017-11-08,ZECKRW,272650,281500,267600,278000,35349.32,9728136312.92
2017-11-07,ZECKRW,262750,284700,260000,272650,51877.91,14007523092.95
2017-11-06,ZECKRW,255600,270000,255000,262750,36009.98,9391460617.28
2017-11-05,ZECKRW,259600,263750,255000,255600,21736.4,5626743200.2
2017-11-04,ZECKRW,262550,264150,250200,259600,14126.72,3646449147.62
2017-11-03,ZECKRW,254700,270000,249000,262550,31811.17,8172594889.48
2017-11-02,ZECKRW,254000,261750,246000,254700,25054.14,6331318466.17
2017-11-01,ZECKRW,265600,267500,251100,254000,24831.3,6422023900.38
2017-10-31,ZECKRW,271500,273000,260500,265600,21212.55,5657801549.05
2017-10-30,ZECKRW,264950,287050,260000,271500,53059.69,14469109986.86
2017-10-29,ZECKRW,264100,270900,255500,264950,25222.47,6665455509.18
2017-10-28,ZECKRW,279350,285250,264000,264100,38023.14,10476271015.92
2017-10-27,ZECKRW,267700,298000,257900,279350,91527.93,25912713810.75
2017-10-26,ZECKRW,250000,272700,249200,267700,24022.75,6274976805.83
2017-10-25,ZECKRW,248700,268100,240000,250000,36555.04,9333186339.91
2017-10-24,ZECKRW,239650,261000,239650,248700,18357.77,4610416487.79
2017-10-23,ZECKRW,248450,248450,231800,239650,14029.39,3389055055.74
2017-10-22,ZECKRW,245300,253500,242000,248450,15201.38,3753301184.02
2017-10-21,ZECKRW,255700,257750,242000,245300,19351.37,4824672722.96
2017-10-20,ZECKRW,263500,267700,255050,255700,17946.27,4689693649.38
2017-10-19,ZECKRW,261000,272000,258000,263500,18569.21,4894999499.89
2017-10-18,ZECKRW,254600,265000,245200,261000,7202.51,1850465291.92
