Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
2018-08-22 11-PM,LTCUSD,57.71,57.71,57.71,57.71,0.0,0.0
2018-08-22 10-PM,LTCUSD,58.18,58.48,56.45,57.71,135.77,7697.91
2018-08-22 09-PM,LTCUSD,56.95,58.18,56.44,58.18,11.29,650.65
2018-08-22 08-PM,LTCUSD,57.18,57.24,56.73,56.95,3.0,170.65
2018-08-22 07-PM,LTCUSD,57.49,57.49,56.44,57.18,22.31,1263.26
2018-08-22 06-PM,LTCUSD,57,57.49,56.54,57.49,5.73,329.36
2018-08-22 05-PM,LTCUSD,57.31,57.31,57,57,3.32,189.55
2018-08-22 04-PM,LTCUSD,58.26,58.26,57,57.31,14.82,852.83
2018-08-22 03-PM,LTCUSD,58.99,58.99,58.26,58.26,2.36,137.96
2018-08-22 02-PM,LTCUSD,58.6,59.17,58.44,58.99,65.64,3877.33
2018-08-22 01-PM,LTCUSD,58.26,58.6,58.11,58.6,4.17,243.58
2018-08-22 12-PM,LTCUSD,58.31,58.6,58.21,58.26,5.29,309.57
2018-08-22 11-AM,LTCUSD,58.48,58.48,58.1,58.31,0.2799,16.27
2018-08-22 10-AM,LTCUSD,58.29,58.48,57.89,58.48,3.96,231.55
2018-08-22 09-AM,LTCUSD,57.83,58.29,57.83,58.29,0.1309,7.62
2018-08-22 08-AM,LTCUSD,58.48,58.48,57.83,57.83,3.05,177.61
2018-08-22 07-AM,LTCUSD,58.36,58.48,57.68,58.48,0.08112,4.71
2018-08-22 06-AM,LTCUSD,57.7,58.6,57.7,58.36,4.51,264.16
2018-08-22 05-AM,LTCUSD,57.86,58.2,57.7,57.7,0.8036,46.74
2018-08-22 04-AM,LTCUSD,57.94,58.7,57.86,57.86,8.77,510.71
2018-08-22 03-AM,LTCUSD,58.17,58.82,57.94,57.94,6.67,389.72
2018-08-22 02-AM,LTCUSD,57.83,58.74,57.83,58.17,2.97,174.23
2018-08-22 01-AM,LTCUSD,58,58.74,57.31,57.83,19.6,1147.1
2018-08-22 12-AM,LTCUSD,57.87,58.09,57.7,58,1.58,91.22
2018-08-21 11-PM,LTCUSD,58,58.74,57.87,57.87,8.38,488.61
2018-08-21 10-PM,LTCUSD,58,58,57.58,58,3.22,186.48
2018-08-21 09-PM,LTCUSD,57.68,58,57.04,58,3.02,173.34
2018-08-21 08-PM,LTCUSD,56.85,57.68,56.85,57.68,0.4491,25.83
2018-08-21 07-PM,LTCUSD,57.56,57.74,56.56,56.85,5.5,316.32
2018-08-21 06-PM,LTCUSD,57.51,57.56,56.58,57.56,17.63,1001.8
2018-08-21 05-PM,LTCUSD,57,57.51,57,57.51,0.3052,17.45
2018-08-21 04-PM,LTCUSD,56.8,57.65,56.8,57,2.76,157.12
2018-08-21 03-PM,LTCUSD,57,57,56.7,56.8,4.92,279.17
2018-08-21 02-PM,LTCUSD,57.41,57.97,57,57,7.68,440.85
2018-08-21 01-PM,LTCUSD,57.31,57.99,57.31,57.41,0.3344,19.32
2018-08-21 12-PM,LTCUSD,57.21,57.92,57.21,57.31,1.77,102.17
2018-08-21 11-AM,LTCUSD,57.78,57.8,57.2,57.21,2.6,149.74
2018-08-21 10-AM,LTCUSD,57.04,57.78,57.01,57.78,7.35,420.73
2018-08-21 09-AM,LTCUSD,57.5,58.12,57.04,57.04,4.03,232.54
2018-08-21 08-AM,LTCUSD,57.07,58.13,57.07,57.5,21.33,1226.39
