Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume IOT,Volume AETH
2019-01-24,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2019-01-23,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2019-01-21,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2019-01-20,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2019-01-19,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2019-01-18,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2019-01-16,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2019-01-13,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2019-01-11,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2019-01-08,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2019-01-05,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2019-01-03,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-12-31,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-12-26,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-12-24,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-12-22,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-12-20,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-12-19,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-12-15,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-12-12,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-12-11,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-12-08,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-12-07,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-11-28,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-11-25,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-11-24,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-11-20,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-11-18,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-11-15,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-11-12,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-11-09,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-11-08,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-11-07,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-11-04,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-11-03,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-11-01,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-31,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-28,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-25,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-24,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-23,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-22,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-16,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-13,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-11,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-10,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-08,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-04,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-03,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-10-02,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-29,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-28,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-25,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-24,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-22,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-21,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-20,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-19,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-18,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-17,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-15,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-13,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-11,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-10,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-07,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-06,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-09-04,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-29,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-28,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-26,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-25,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-23,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-22,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-21,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-18,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-16,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-15,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-14,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-13,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-12,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-11,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-09,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-07,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-04,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-03,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-08-01,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-30,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-27,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-25,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-24,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-20,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-18,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-17,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-16,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-15,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-14,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-12,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-11,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-10,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-09,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-07,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-06,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-04,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-03,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-02,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-07-01,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-29,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-28,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-27,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-26,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-25,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-22,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-20,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-18,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-15,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-14,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-13,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-11,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-09,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-08,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-07,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-05,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-04,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-02,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-06-01,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-30,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-28,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-27,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-26,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-24,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-19,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-16,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-15,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-14,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-12,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-11,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-10,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-08,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-07,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-03,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-02,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-05-01,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-29,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-27,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-26,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-25,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-24,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-22,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-21,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-20,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-18,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-17,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-14,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-13,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-12,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-11,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-09,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-08,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-07,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-06,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-04,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-03,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-04-01,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-30,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-29,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-28,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-27,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-26,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-25,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-24,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-22,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-19,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-18,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-17,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-16,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-15,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-13,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-11,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-10,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-09,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-08,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-07,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-04,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-03-01,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-02-28,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-02-27,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-02-24,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-02-21,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-02-11,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-02-09,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-02-08,IOTAETH,0,0.001495,0,0.001495,0.0,0.0
2018-01-04,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2018-01-03,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2018-01-02,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2018-01-01,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2017-12-31,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2017-12-30,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2017-12-29,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2017-12-28,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2017-12-27,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2017-12-26,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2017-12-25,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2017-12-24,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2017-12-23,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2017-12-21,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
2017-12-20,IOTAETH,0.001495,0.001495,0.001495,0.001495,0.0,0.0
