Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XEM,Volume LTC
2019-07-03,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-07-02,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-07-01,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-30,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-29,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-28,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-27,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-26,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-25,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-24,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-23,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-22,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-21,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-20,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-19,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-18,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-17,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-16,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-15,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-14,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-13,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-12,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-11,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-10,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-09,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-08,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-07,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-06,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-05,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-04,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-03,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-02,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-06-01,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-05-31,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
2019-05-30,XEMLTC,0.001861,0.001861,0.001861,0.001861,0.0,0.0
