Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XRP,Volume USD
2018-06-11,XRPUSD,0,0.7026,0,0.7026,0.0,0.0
2018-06-09,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-05,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-04,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-03,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-02,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-01,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-31,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-30,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-29,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-28,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-27,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-26,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-25,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-24,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-23,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-22,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-21,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-20,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-19,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-18,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-17,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-16,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-15,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-14,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-13,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-12,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-11,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-10,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-09,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-08,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-07,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-06,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-05,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-04,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-03,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-02,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-05-01,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-30,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-29,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-28,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-04-27,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
