Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume IOT,Volume ABTC
2019-05-20,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-05-18,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-05-17,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-05-16,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-05-14,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-05-13,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-05-11,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-05-07,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-05-06,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-05-05,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-05-04,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-05-03,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-05-02,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-05-01,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-04-30,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-04-27,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-04-26,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-04-22,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-04-20,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-04-18,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-04-16,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-04-14,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-04-13,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-04-11,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-04-06,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-03-19,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-03-16,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-03-12,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-03-08,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-03-05,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-02-28,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-02-21,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-02-17,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-02-14,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-02-08,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-02-06,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-02-05,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-02-02,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-31,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-28,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-26,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-25,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-24,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-23,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-21,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-20,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-19,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-18,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-16,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-13,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-11,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-08,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-05,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2019-01-03,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-12-31,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-12-26,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-12-24,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-12-22,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-12-20,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-12-19,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-12-15,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-12-11,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-12-08,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-12-07,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-11-28,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-11-25,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-11-24,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-11-20,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-11-18,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-11-15,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-11-12,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-11-09,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-11-08,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-11-07,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-11-04,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-11-03,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-11-01,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-31,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-28,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-25,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-24,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-23,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-22,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-16,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-13,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-11,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-10,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-08,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-04,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-03,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-10-02,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-29,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-28,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-25,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-24,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-22,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-21,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-20,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-19,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-18,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-17,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-15,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-13,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-11,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-10,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-07,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-06,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-09-04,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-29,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-28,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-26,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-25,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-23,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-22,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-21,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-18,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-16,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-15,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-14,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-13,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-12,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-11,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-09,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-07,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-04,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-03,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-08-01,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-30,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-27,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-25,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-24,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-20,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-18,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-17,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-16,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-15,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-14,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-12,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-11,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-10,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
2018-07-09,IOTABTC,0,7.254e-05,0,7.254e-05,0.0,0.0
