Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume WAV,Volume ESBTC
2019-07-03,WAVESBTC,0.0001703,0.000179,0.0001594,0.0001647,287637.72,47.1
2019-07-02,WAVESBTC,0.0001776,0.0001832,0.0001689,0.0001703,271093.92,47.26
2019-07-01,WAVESBTC,0.0001691,0.000181,0.0001681,0.0001776,12235.49,2.139
2019-06-30,WAVESBTC,0.0001659,0.0001723,0.0001614,0.0001691,10425.17,1.744
2019-06-29,WAVESBTC,0.0001609,0.0001664,0.000158,0.0001659,11416.1,1.847
2019-06-28,WAVESBTC,0.0001651,0.0001714,0.0001556,0.0001609,38403.82,6.354
2019-06-27,WAVESBTC,0.0001678,0.0001835,0.0001629,0.0001651,98808.84,16.92
2019-06-26,WAVESBTC,0.0002014,0.0002021,0.0001648,0.0001678,177543.82,32.48
2019-06-25,WAVESBTC,0.0002177,0.0002199,0.0001963,0.0002014,325119.82,67.86
2019-06-24,WAVESBTC,0.0002197,0.0002249,0.0002124,0.0002177,229074.5,50.08
2019-06-23,WAVESBTC,0.000225,0.0002301,0.000212,0.0002197,332190.96,74.42
2019-06-22,WAVESBTC,0.0002337,0.0002405,0.0002112,0.000225,353676.33,79.47
2019-06-21,WAVESBTC,0.00025,0.000252,0.0002337,0.0002337,332335.41,81.49
2019-06-20,WAVESBTC,0.0002612,0.0002637,0.0002467,0.00025,348471.72,89.52
2019-06-19,WAVESBTC,0.0002609,0.0002664,0.0002599,0.0002612,462188.51,121.43
2019-06-18,WAVESBTC,0.0002617,0.0002679,0.00026,0.0002609,446928.46,117.36
2019-06-17,WAVESBTC,0.00027,0.000273,0.000261,0.0002617,550883.59,147.63
2019-06-16,WAVESBTC,0.0002748,0.0002751,0.0002544,0.00027,449613.38,119.59
2019-06-15,WAVESBTC,0.0002765,0.0002813,0.0002667,0.0002748,682813.05,186.71
2019-06-14,WAVESBTC,0.0003003,0.0003028,0.0002683,0.0002765,608717.04,174.92
2019-06-13,WAVESBTC,0.0002988,0.0003077,0.0002986,0.0003003,832892.24,251.62
2019-06-12,WAVESBTC,0.000299,0.0003024,0.0002974,0.0003,671050.61,201.06
2019-06-11,WAVESBTC,0.0002991,0.0003031,0.0002963,0.000299,701296.6,210.3
2019-06-10,WAVESBTC,0.0002987,0.0003009,0.0002945,0.0002991,917250.73,273.54
2019-06-09,WAVESBTC,0.0002982,0.0003044,0.0002964,0.0002987,741069.82,221.65
2019-06-08,WAVESBTC,0.000298,0.0003019,0.0002961,0.0002982,603695.21,180.24
2019-06-07,WAVESBTC,0.0002959,0.0003036,0.0002938,0.000298,848874.06,252.53
2019-06-06,WAVESBTC,0.0002966,0.0002994,0.0002916,0.0002959,973251.25,288.6
2019-06-05,WAVESBTC,0.0002983,0.0003023,0.0002949,0.0002966,684947.77,204.23
2019-06-04,WAVESBTC,0.0002982,0.0003033,0.000295,0.0002983,665922.1,199.16
2019-06-03,WAVESBTC,0.0003043,0.0003062,0.000297,0.0003002,767117.96,231.03
2019-06-02,WAVESBTC,0.0003061,0.0003097,0.0003018,0.0003043,765885.1,233.96
2019-06-01,WAVESBTC,0.0003084,0.0003122,0.000306,0.0003061,652801.14,201.88
2019-05-31,WAVESBTC,0.0003082,0.0003105,0.0003017,0.0003084,696556.78,213.76
2019-05-30,WAVESBTC,0.0003108,0.000317,0.0003017,0.0003082,939962.99,290.87
2019-05-29,WAVESBTC,0.0003149,0.000319,0.000306,0.0003108,759765.12,238.68
2019-05-28,WAVESBTC,0.0003168,0.0003282,0.0003112,0.0003149,879076.7,278.23
2019-05-27,WAVESBTC,0.0003228,0.0003239,0.0003082,0.0003168,1055384.04,331.25
2019-05-26,WAVESBTC,0.0003398,0.0003404,0.000314,0.0003228,972358.91,321.02
2019-05-25,WAVESBTC,0.0003422,0.0003466,0.00033,0.0003398,992792.69,334.82
2019-05-24,WAVESBTC,0.000395,0.0004337,0.0003354,0.0003422,1012125.32,365.31
2019-05-23,WAVESBTC,0.0003081,0.0004036,0.000306,0.000395,743752.92,239.0
2019-05-22,WAVESBTC,0.0003107,0.0003243,0.0003062,0.000307,861973.31,269.58
2019-05-21,WAVESBTC,0.0003082,0.0003213,0.0003019,0.0003105,908664.74,280.43
2019-05-20,WAVESBTC,0.0003131,0.0003137,0.0003015,0.0003082,1163613.42,358.24
2019-05-19,WAVESBTC,0.0003292,0.0003309,0.0003047,0.0003131,1104283.4,346.25
2019-05-18,WAVESBTC,0.0003273,0.0003355,0.0003166,0.0003273,1094528.65,357.54
2019-05-17,WAVESBTC,0.0003215,0.0003342,0.0003095,0.0003273,948363.52,307.37
2019-05-16,WAVESBTC,0.0003209,0.0003359,0.0003118,0.0003215,1140377.41,371.92
2019-05-15,WAVESBTC,0.000297,0.0003404,0.0002936,0.0003209,1204072.48,375.64
2019-05-14,WAVESBTC,0.000299,0.0003063,0.000285,0.000297,1208936.37,360.99
2019-05-13,WAVESBTC,0.0003454,0.0003492,0.0002958,0.000299,728866.23,235.29
2019-05-12,WAVESBTC,0.0003412,0.0003463,0.0003372,0.0003454,1004547.88,343.16
2019-05-11,WAVESBTC,0.000355,0.0003614,0.0003368,0.0003412,974115.68,344.12
2019-05-10,WAVESBTC,0.0003775,0.0003815,0.0003511,0.000355,1153755.81,417.81
2019-05-09,WAVESBTC,0.0003687,0.0003941,0.0003511,0.0003775,293236.55,109.04
2019-05-08,WAVESBTC,0.0003652,0.0003791,0.000351,0.0003687,69681.32,25.15
2019-05-07,WAVESBTC,0.0003738,0.0003789,0.0003661,0.0003686,130539.81,48.48
2019-05-06,WAVESBTC,0.0003625,0.0003821,0.0003597,0.0003738,297862.27,109.31
2019-05-05,WAVESBTC,0.0003718,0.0003755,0.0003525,0.0003625,371396.3,135.91
2019-05-04,WAVESBTC,0.0003822,0.0003895,0.0003694,0.0003718,396120.16,150.02
2019-05-03,WAVESBTC,0.000397,0.0003978,0.000373,0.0003822,382991.8,147.46
2019-05-02,WAVESBTC,0.0004033,0.0004087,0.0003861,0.000397,417759.95,165.97
2019-05-01,WAVESBTC,0.0004203,0.0004247,0.0003985,0.0004033,437935.83,179.11
2019-04-30,WAVESBTC,0.0003752,0.00043,0.0003747,0.0004203,393914.77,156.17
2019-04-29,WAVESBTC,0.0003942,0.0003977,0.0003715,0.0003752,364378.81,140.89
2019-04-28,WAVESBTC,0.0004078,0.0004121,0.00039,0.0003943,446406.36,179.94
2019-04-27,WAVESBTC,0.0004164,0.0004186,0.000398,0.0004075,413068.84,169.35
2019-04-26,WAVESBTC,0.00042,0.0004266,0.0004039,0.0004164,416520.97,172.27
2019-04-25,WAVESBTC,0.0004462,0.0004526,0.00042,0.00042,500253.21,220.47
2019-04-24,WAVESBTC,0.0004684,0.0004724,0.000432,0.0004462,544470.02,248.65
2019-04-23,WAVESBTC,0.000488,0.0004901,0.00046,0.0004705,615295.79,293.07
2019-04-22,WAVESBTC,0.0004915,0.0005,0.0004832,0.000488,631591.12,309.22
2019-04-21,WAVESBTC,0.0005,0.0005,0.000485,0.0004915,735627.24,362.03
2019-04-20,WAVESBTC,0.000507,0.0005098,0.0004971,0.0005,824961.77,414.79
2019-04-19,WAVESBTC,0.0005124,0.000515,0.0005029,0.000507,680238.21,345.87
2019-04-18,WAVESBTC,0.000511,0.000519,0.0005084,0.0005124,731719.05,375.72
2019-04-17,WAVESBTC,0.0005168,0.0005182,0.0005053,0.000511,692627.08,354.26
2019-04-16,WAVESBTC,0.0005188,0.0005271,0.0005,0.0005168,687192.39,355.93
2019-04-15,WAVESBTC,0.0005372,0.0005445,0.000518,0.0005188,819374.95,435.95
2019-04-14,WAVESBTC,0.0005236,0.0005477,0.0005159,0.0005372,288012.2,154.94
2019-04-13,WAVESBTC,0.0005247,0.0005325,0.0005169,0.0005236,22338.12,11.73
2019-04-12,WAVESBTC,0.0005219,0.00057,0.00051,0.0005247,56924.19,29.91
2019-04-11,WAVESBTC,0.000524,0.00061,0.0004947,0.0005219,141453.04,74.25
2019-04-10,WAVESBTC,0.0005402,0.0005646,0.00051,0.000524,203373.0,109.82
2019-04-09,WAVESBTC,0.0005491,0.0005725,0.0005111,0.0005406,160190.85,87.96
2019-04-08,WAVESBTC,0.0005702,0.0005786,0.0005491,0.0005491,19207.28,10.9
2019-04-07,WAVESBTC,0.0005862,0.0006079,0.0005684,0.0005702,25081.49,14.87
2019-04-06,WAVESBTC,0.0005817,0.0005862,0.000559,0.0005862,41791.22,24.22
2019-04-05,WAVESBTC,0.0005724,0.000583,0.0005705,0.0005817,45591.71,26.34
2019-04-04,WAVESBTC,0.0005921,0.0005925,0.00057,0.0005724,17720.67,10.22
2019-04-03,WAVESBTC,0.0006363,0.0006364,0.000576,0.0005921,17505.86,10.91
2019-04-02,WAVESBTC,0.0006959,0.0007111,0.0006133,0.0006363,16504.73,10.77
2019-04-01,WAVESBTC,0.0006845,0.0006999,0.000682,0.0006959,43000.25,29.61
2019-03-31,WAVESBTC,0.0006847,0.0006891,0.0006779,0.0006845,52091.17,35.61
2019-03-30,WAVESBTC,0.00069,0.000694,0.000679,0.0006847,43347.64,29.7
2019-03-29,WAVESBTC,0.0006844,0.0006937,0.0006811,0.00069,32015.16,21.97
2019-03-28,WAVESBTC,0.0006802,0.0006857,0.0006781,0.0006844,34268.08,23.41
2019-03-27,WAVESBTC,0.0006816,0.0006889,0.0006767,0.0006802,42781.71,29.21
2019-03-26,WAVESBTC,0.0006809,0.0006883,0.0006735,0.0006816,55981.13,38.27
2019-03-25,WAVESBTC,0.0006848,0.0006928,0.000679,0.0006809,4350.68,2.96
2019-03-24,WAVESBTC,0.0006949,0.0006949,0.000681,0.0006848,971.67,0.672
2019-03-23,WAVESBTC,0.0006907,0.000696,0.0006815,0.0006949,1707.71,1.18
2019-03-22,WAVESBTC,0.0006819,0.0006907,0.000675,0.0006907,3863.82,2.65
2019-03-21,WAVESBTC,0.0006861,0.0007,0.000675,0.0006819,4583.21,3.15
2019-03-20,WAVESBTC,0.000683,0.0006995,0.0006783,0.0006861,7621.4,5.24
2019-03-19,WAVESBTC,0.0006812,0.0006898,0.0006812,0.000683,2767.96,1.9
2019-03-18,WAVESBTC,0.0006909,0.0006909,0.0006812,0.0006812,403.17,0.2772
2019-03-17,WAVESBTC,0.000692,0.0006947,0.0006857,0.0006909,630.49,0.4336
2019-03-16,WAVESBTC,0.0007099,0.0007099,0.0006907,0.000692,448.88,0.3147
2019-03-15,WAVESBTC,0.0007029,0.000715,0.0006969,0.0007099,694.86,0.49
2019-03-14,WAVESBTC,0.0006991,0.0007029,0.0006918,0.0007029,1956.79,1.36
2019-03-13,WAVESBTC,0.0006911,0.0007057,0.0006911,0.0006991,2399.49,1.68
2019-03-12,WAVESBTC,0.00068,0.000694,0.00068,0.0006911,102.56,0.07078
