Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume JPY
2019-07-02 05-AM,BCHJPY,42500,43495,42500,42500,27.0,1149966.45
2019-07-02 04-AM,BCHJPY,44100,44640,42500,42500,17.9,779586.14
2019-07-02 03-AM,BCHJPY,44550,45485,44100,44100,8.612,381788.8
2019-07-02 02-AM,BCHJPY,44500,45285,44500,44550,1.964,87712.84
2019-07-02 01-AM,BCHJPY,44620,44620,44500,44500,2.59,115545.37
2019-07-02 12-AM,BCHJPY,45550,45800,44620,44620,3.418,155382.95
2019-07-01 11-PM,BCHJPY,44950,45555,44950,45550,7.392,335556.05
2019-07-01 10-PM,BCHJPY,44120,44950,44065,44950,25.01,1118035.35
2019-07-01 09-PM,BCHJPY,44660,44915,44120,44120,1.055,46676.5
2019-07-01 08-PM,BCHJPY,43215,44660,43155,44660,34.62,1527240.67
2019-07-01 07-PM,BCHJPY,43170,43855,43000,43215,1.729,74465.58
2019-07-01 06-PM,BCHJPY,42555,43170,42555,43170,1.254,54108.68
2019-07-01 05-PM,BCHJPY,43030,43490,42450,42555,18.48,787291.08
2019-07-01 04-PM,BCHJPY,43000,43840,43000,43030,14.12,607917.62
2019-07-01 03-PM,BCHJPY,43000,43000,42225,43000,19.16,821873.76
2019-07-01 02-PM,BCHJPY,43990,43990,43000,43000,16.96,739971.64
2019-07-01 01-PM,BCHJPY,43025,43995,43025,43990,7.459,325377.35
2019-07-01 12-PM,BCHJPY,44795,44800,43025,43025,105.7,4606261.46
2019-07-01 11-AM,BCHJPY,44005,44840,44005,44795,4.364,194946.58
2019-07-01 10-AM,BCHJPY,45830,45830,44005,44005,4.625,204460.32
2019-07-01 09-AM,BCHJPY,45555,45830,45200,45830,50.16,2295348.72
2019-07-01 08-AM,BCHJPY,44690,45555,44600,45555,4.865,217412.62
2019-07-01 07-AM,BCHJPY,44140,44695,44135,44690,10.27,453409.72
2019-07-01 06-AM,BCHJPY,44130,45180,44110,44140,3.558,159186.62
2019-07-01 05-AM,BCHJPY,45000,45815,44130,44130,4.761,212028.26
2019-07-01 04-AM,BCHJPY,45700,45800,45000,45000,0.1411,6430.27
2019-07-01 03-AM,BCHJPY,45845,45845,44925,45700,1.272,57781.29
2019-07-01 02-AM,BCHJPY,45000,45845,44500,45845,21.8,980407.87
2019-07-01 01-AM,BCHJPY,44625,45000,44625,45000,10.01,447995.56
2019-07-01 12-AM,BCHJPY,44000,44645,43850,44625,11.22,494017.74
2019-06-30 11-PM,BCHJPY,44300,45535,44000,44000,10.5,464795.82
2019-06-30 10-PM,BCHJPY,45220,45220,44300,44300,10.8,483176.67
2019-06-30 09-PM,BCHJPY,45215,45915,45205,45220,0.4807,21745.57
2019-06-30 08-PM,BCHJPY,44285,45355,44285,45215,0.6,27145.0
2019-06-30 07-PM,BCHJPY,44285,44285,44285,44285,0.0,0.0
2019-06-30 06-PM,BCHJPY,44995,44995,44225,44285,8.323,368104.47
2019-06-30 05-PM,BCHJPY,44995,44995,44995,44995,0.0,0.0
2019-06-30 04-PM,BCHJPY,44500,44995,44100,44995,5.601,247824.04
2019-06-30 03-PM,BCHJPY,44700,44990,44500,44500,7.613,339068.54
2019-06-30 02-PM,BCHJPY,45560,46140,44500,44700,111.89,4999251.99
2019-06-30 01-PM,BCHJPY,46690,46690,45560,45560,69.56,3170953.2
2019-06-30 12-PM,BCHJPY,46765,46765,46100,46690,3.42,157789.11
2019-06-30 11-AM,BCHJPY,46100,46900,46050,46765,7.446,346788.36
2019-06-30 10-AM,BCHJPY,47450,47450,46050,46100,22.38,1033398.89
2019-06-30 09-AM,BCHJPY,47495,47495,46800,47450,1.596,74953.56
2019-06-30 08-AM,BCHJPY,47495,47495,47495,47495,0.0,0.0
2019-06-30 07-AM,BCHJPY,47600,47650,47100,47495,5.246,249103.09
2019-06-30 06-AM,BCHJPY,47700,47700,47600,47600,1.388,66064.89
2019-06-30 05-AM,BCHJPY,48200,48200,47600,47700,8.277,395442.28
2019-06-30 04-AM,BCHJPY,48200,48290,48200,48200,1.657,79921.7
2019-06-30 03-AM,BCHJPY,48280,48280,47605,48200,2.663,127240.53
2019-06-30 02-AM,BCHJPY,47500,48395,47500,48280,14.41,690489.51
2019-06-30 01-AM,BCHJPY,48000,48000,47500,47500,18.2,865932.1
2019-06-30 12-AM,BCHJPY,48100,48745,47910,48000,19.77,950442.31
2019-06-29 11-PM,BCHJPY,48800,48800,46735,48100,37.84,1787222.37
2019-06-29 10-PM,BCHJPY,47495,48840,47495,48800,147.64,7130195.14
2019-06-29 09-PM,BCHJPY,46610,47500,46610,47495,18.27,867639.81
2019-06-29 08-PM,BCHJPY,47440,47440,46610,46610,2.05,95550.5
2019-06-29 07-PM,BCHJPY,47440,47440,47440,47440,0.0,0.0
2019-06-29 06-PM,BCHJPY,47000,47440,47000,47440,8.584,405520.09
2019-06-29 05-PM,BCHJPY,46500,47000,46280,47000,8.498,396751.04
2019-06-29 04-PM,BCHJPY,47000,47000,46455,46500,8.686,403702.22
2019-06-29 03-PM,BCHJPY,47000,47000,47000,47000,0.0,0.0
2019-06-29 02-PM,BCHJPY,46240,47000,46205,47000,1.769,82236.71
2019-06-29 01-PM,BCHJPY,47195,47350,46240,46240,23.94,1124991.22
2019-06-29 12-PM,BCHJPY,46950,47195,46950,47195,2.901,136359.95
2019-06-29 11-AM,BCHJPY,46600,46950,46600,46950,4.488,210654.35
2019-06-29 10-AM,BCHJPY,45460,46600,45450,46600,4.95,228373.78
2019-06-29 09-AM,BCHJPY,46145,46500,45460,45460,5.366,247262.56
2019-06-29 08-AM,BCHJPY,46700,46700,45790,46145,0.6,27636.5
2019-06-29 07-AM,BCHJPY,45480,46700,45480,46700,6.346,291987.06
2019-06-29 06-AM,BCHJPY,45915,46280,45200,45480,2.512,115682.91
2019-06-29 05-AM,BCHJPY,45025,45915,45025,45915,6.527,297917.37
2019-06-29 04-AM,BCHJPY,45555,46000,45025,45025,3.991,181843.0
2019-06-29 03-AM,BCHJPY,45810,46000,45555,45555,27.8,1272541.43
2019-06-29 02-AM,BCHJPY,47100,47100,45750,45810,45.01,2101673.9
2019-06-29 01-AM,BCHJPY,47100,47495,47100,47100,4.415,208071.11
2019-06-29 12-AM,BCHJPY,47565,47565,47000,47100,14.76,696853.75
2019-06-28 11-PM,BCHJPY,47055,47565,47050,47565,6.061,285416.43
2019-06-28 10-PM,BCHJPY,47020,47055,47020,47055,0.0518,2437.45
2019-06-28 09-PM,BCHJPY,47950,47995,47020,47020,3.735,177434.48
2019-06-28 08-PM,BCHJPY,47505,47950,47000,47950,6.605,312645.64
2019-06-28 07-PM,BCHJPY,46910,47505,46695,47505,8.164,383703.0
2019-06-28 06-PM,BCHJPY,46415,46920,46415,46910,0.0242,1135.26
2019-06-28 05-PM,BCHJPY,46180,46530,46180,46415,2.259,105051.92
2019-06-28 04-PM,BCHJPY,46800,46925,45410,46180,27.28,1272211.65
2019-06-28 03-PM,BCHJPY,46000,46800,46000,46800,4.405,205467.69
2019-06-28 02-PM,BCHJPY,45300,46660,45300,46000,13.39,622852.74
2019-06-28 01-PM,BCHJPY,46005,46005,45020,45300,10.79,492142.61
2019-06-28 12-PM,BCHJPY,47395,47395,46005,46005,39.29,1821371.89
2019-06-28 11-AM,BCHJPY,46900,47395,46190,47395,16.37,768789.93
2019-06-28 10-AM,BCHJPY,47010,47010,46190,46900,24.07,1122167.82
2019-06-28 09-AM,BCHJPY,47105,47500,46270,47010,24.87,1168458.95
2019-06-28 08-AM,BCHJPY,45340,47135,44650,47105,37.9,1768470.69
2019-06-28 07-AM,BCHJPY,45000,45895,44010,45340,31.64,1429393.46
2019-06-28 06-AM,BCHJPY,44850,45000,44010,45000,9.158,411021.17
2019-06-28 05-AM,BCHJPY,44870,44870,44100,44850,8.762,387364.08
2019-06-28 04-AM,BCHJPY,44895,44895,43780,44870,49.26,2163453.08
2019-06-28 03-AM,BCHJPY,44360,44895,43400,44895,9.853,433771.59
2019-06-28 02-AM,BCHJPY,45400,45400,44360,44360,30.53,1370908.68
2019-06-28 01-AM,BCHJPY,46000,46395,45200,45400,24.65,1127788.59
2019-06-28 12-AM,BCHJPY,45025,46375,45020,46000,35.07,1614420.25
2019-06-27 11-PM,BCHJPY,46600,47295,45025,45025,19.79,921396.43
2019-06-27 10-PM,BCHJPY,44700,46600,44700,46600,42.45,1939241.99
2019-06-27 09-PM,BCHJPY,43500,45100,43010,44700,50.09,2237056.96
2019-06-27 08-PM,BCHJPY,43880,43900,42820,43500,43.2,1871355.11
2019-06-27 07-PM,BCHJPY,44545,44545,43210,43880,18.84,820745.84
2019-06-27 06-PM,BCHJPY,44570,44570,43400,44545,5.28,231905.05
2019-06-27 05-PM,BCHJPY,44000,45550,43000,44570,48.98,2160881.91
2019-06-27 04-PM,BCHJPY,45600,46790,44000,44000,56.54,2532949.18
2019-06-27 03-PM,BCHJPY,46510,46795,45600,45600,15.8,728103.53
2019-06-27 02-PM,BCHJPY,46015,46510,45455,46510,44.35,2041967.31
2019-06-27 01-PM,BCHJPY,46015,46900,46010,46015,53.64,2474013.6
2019-06-27 12-PM,BCHJPY,48400,48570,46005,46015,70.67,3314306.27
2019-06-27 11-AM,BCHJPY,47100,48445,46500,48400,17.66,842942.36
2019-06-27 10-AM,BCHJPY,46510,48450,46500,47100,141.44,6723600.45
2019-06-27 09-AM,BCHJPY,48000,48120,44505,46510,212.35,9748205.48
2019-06-27 08-AM,BCHJPY,49590,50345,48000,48000,28.14,1380348.75
2019-06-27 07-AM,BCHJPY,50210,50250,49545,49590,44.18,2197448.89
2019-06-27 06-AM,BCHJPY,51785,51785,50000,50210,102.62,5206482.88
2019-06-27 05-AM,BCHJPY,51600,51790,51235,51785,17.02,878037.36
2019-06-27 04-AM,BCHJPY,51785,51790,51600,51600,17.8,919288.44
2019-06-27 03-AM,BCHJPY,51105,51800,51010,51785,2.863,147606.67
2019-06-27 02-AM,BCHJPY,51610,51800,51005,51105,17.8,911054.83
2019-06-27 01-AM,BCHJPY,53050,53050,51515,51610,22.53,1172236.18
2019-06-27 12-AM,BCHJPY,52300,53050,51520,53050,141.44,7368805.11
2019-06-26 11-PM,BCHJPY,52000,52550,51395,52300,19.04,995953.9
2019-06-26 10-PM,BCHJPY,51105,52485,51105,52000,93.35,4853892.05
2019-06-26 09-PM,BCHJPY,52400,52500,50000,51105,122.26,6279209.24
2019-06-26 08-PM,BCHJPY,54100,55125,52400,52400,235.88,12610506.62
2019-06-26 07-PM,BCHJPY,55125,55125,54100,54100,6.826,374518.71
2019-06-26 06-PM,BCHJPY,54105,55125,54105,55125,11.79,648401.24
2019-06-26 05-PM,BCHJPY,54945,54945,54105,54105,6.76,368172.02
2019-06-26 04-PM,BCHJPY,54645,54945,54500,54945,28.06,1538866.01
2019-06-26 03-PM,BCHJPY,54100,54800,54100,54645,15.92,868596.86
2019-06-26 02-PM,BCHJPY,54480,54685,54000,54100,56.71,3080520.12
2019-06-26 01-PM,BCHJPY,55000,55090,54080,54480,94.96,5193412.67
2019-06-26 12-PM,BCHJPY,54500,55290,54400,55000,111.07,6109271.73
2019-06-26 11-AM,BCHJPY,53500,54850,53500,54500,213.25,11568373.06
2019-06-26 10-AM,BCHJPY,52600,53500,52600,53500,106.25,5629591.9
2019-06-26 09-AM,BCHJPY,51820,53450,51820,52600,114.41,6032148.54
2019-06-26 08-AM,BCHJPY,52000,52000,51820,51820,18.52,959968.16
2019-06-26 07-AM,BCHJPY,52100,52745,51805,52000,48.88,2561945.84
2019-06-26 06-AM,BCHJPY,52000,52395,51950,52100,31.87,1660474.17
2019-06-26 05-AM,BCHJPY,52735,52840,51700,52000,50.11,2628158.2
2019-06-26 04-AM,BCHJPY,52830,52900,51705,52735,45.37,2373789.67
2019-06-26 03-AM,BCHJPY,51485,52900,51000,52830,72.78,3794644.58
2019-06-26 02-AM,BCHJPY,51400,51490,51150,51485,3.682,189044.88
2019-06-26 01-AM,BCHJPY,51800,51995,51400,51400,30.88,1603516.97
2019-06-26 12-AM,BCHJPY,51200,51940,50700,51800,40.07,2059470.1
2019-06-25 11-PM,BCHJPY,51020,51200,50800,51200,13.68,697130.14
2019-06-25 10-PM,BCHJPY,50795,51020,50795,51020,9.922,504710.36
2019-06-25 09-PM,BCHJPY,50600,50795,50300,50795,95.43,4842562.83
2019-06-25 08-PM,BCHJPY,50750,50750,50600,50600,5.0,253000.0
2019-06-25 07-PM,BCHJPY,50750,50750,50750,50750,0.0,0.0
2019-06-25 06-PM,BCHJPY,50150,50750,50150,50750,2.615,132570.63
2019-06-25 05-PM,BCHJPY,50630,50700,50150,50150,5.62,283817.8
2019-06-25 04-PM,BCHJPY,50600,50630,50110,50630,8.447,427397.22
2019-06-25 03-PM,BCHJPY,49910,50600,49910,50600,6.769,341778.75
2019-06-25 02-PM,BCHJPY,50200,50545,49910,49910,8.529,429814.9
2019-06-25 01-PM,BCHJPY,50500,50500,49900,50200,14.37,718596.87
2019-06-25 12-PM,BCHJPY,50695,50695,50000,50500,32.54,1633450.03
2019-06-25 11-AM,BCHJPY,51140,51140,50530,50695,10.08,511182.91
2019-06-25 10-AM,BCHJPY,50800,51165,50795,51140,10.21,520642.72
2019-06-25 09-AM,BCHJPY,50800,50825,50600,50800,12.23,621297.07
2019-06-25 08-AM,BCHJPY,50905,50905,50800,50800,0.9102,46327.12
2019-06-25 07-AM,BCHJPY,51000,51200,50905,50905,7.207,367825.48
2019-06-25 06-AM,BCHJPY,51050,51200,51000,51000,17.16,875889.15
2019-06-25 05-AM,BCHJPY,50755,51050,50755,51050,17.0,865202.6
2019-06-25 04-AM,BCHJPY,51045,51045,50750,50755,1.204,61114.43
2019-06-25 03-AM,BCHJPY,51050,51050,50700,51045,31.83,1621583.1
2019-06-25 02-AM,BCHJPY,50975,51050,50500,51050,37.07,1891138.5
2019-06-25 01-AM,BCHJPY,50860,50985,50415,50975,5.877,297836.49
2019-06-25 12-AM,BCHJPY,50850,51000,50850,50860,11.49,584657.55
2019-06-24 11-PM,BCHJPY,50835,50850,50135,50850,10.87,552116.49
2019-06-24 10-PM,BCHJPY,50840,50840,50200,50835,3.065,154755.65
2019-06-24 09-PM,BCHJPY,50105,50845,50105,50840,4.22,213147.39
2019-06-24 08-PM,BCHJPY,50845,50845,50105,50105,0.2,10021.0
2019-06-24 07-PM,BCHJPY,50800,50845,50105,50845,3.473,174769.87
2019-06-24 06-PM,BCHJPY,50440,50800,50440,50800,1.447,73502.52
2019-06-24 05-PM,BCHJPY,50800,50800,50440,50440,0.0093,469.09
2019-06-24 04-PM,BCHJPY,50660,50800,50660,50800,3.608,183246.06
2019-06-24 03-PM,BCHJPY,50670,50700,50440,50660,7.661,388157.91
2019-06-24 02-PM,BCHJPY,50100,50680,50100,50670,9.565,482642.87
2019-06-24 01-PM,BCHJPY,50150,50680,50100,50100,4.98,249726.32
2019-06-24 12-PM,BCHJPY,50000,50690,50000,50150,6.761,340428.79
2019-06-24 11-AM,BCHJPY,50700,50890,50000,50000,3.622,181669.6
2019-06-24 10-AM,BCHJPY,50690,50900,50690,50700,26.18,1328371.47
2019-06-24 09-AM,BCHJPY,50420,50690,50005,50690,11.74,591079.16
2019-06-24 08-AM,BCHJPY,50715,50715,50375,50420,7.192,362342.37
2019-06-24 07-AM,BCHJPY,49880,50715,49800,50715,15.77,787542.84
2019-06-24 06-AM,BCHJPY,50500,50500,49880,49880,3.696,185538.6
2019-06-24 05-AM,BCHJPY,50200,50880,50200,50500,5.595,283151.48
2019-06-24 04-AM,BCHJPY,49565,50200,49565,50200,10.97,548938.26
2019-06-24 03-AM,BCHJPY,50200,50200,49565,49565,98.68,4890874.48
2019-06-24 02-AM,BCHJPY,50500,50510,50200,50200,2.228,112151.09
2019-06-24 01-AM,BCHJPY,50510,50510,50000,50500,16.11,810105.28
2019-06-24 12-AM,BCHJPY,50100,50510,49200,50510,50.13,2495092.84
2019-06-23 11-PM,BCHJPY,50900,50900,50100,50100,17.5,885326.42
2019-06-23 10-PM,BCHJPY,51300,51300,50900,50900,15.11,770637.21
2019-06-23 09-PM,BCHJPY,51650,52000,50910,51300,124.53,6388156.11
2019-06-23 08-PM,BCHJPY,50870,51650,50870,51650,2.254,116031.79
2019-06-23 07-PM,BCHJPY,51345,51600,50870,50870,4.365,224893.88
2019-06-23 06-PM,BCHJPY,50885,51345,50885,51345,0.0038,195.11
2019-06-23 05-PM,BCHJPY,51000,51000,50885,50885,0.03,1526.55
2019-06-23 04-PM,BCHJPY,50885,51000,50885,51000,2.0,102000.0
2019-06-23 03-PM,BCHJPY,50870,51500,50870,50885,1.0,50891.15
2019-06-23 02-PM,BCHJPY,51395,51700,50850,50870,7.626,391500.51
2019-06-23 01-PM,BCHJPY,51045,51400,51000,51395,7.189,366723.03
2019-06-23 12-PM,BCHJPY,51350,51780,51000,51045,25.59,1315252.01
2019-06-23 11-AM,BCHJPY,50420,51350,50250,51350,18.35,934585.88
2019-06-23 10-AM,BCHJPY,50555,51000,49905,50420,24.5,1233365.3
2019-06-23 09-AM,BCHJPY,51500,51500,50500,50555,52.21,2645185.83
2019-06-23 08-AM,BCHJPY,50915,51695,50745,51500,24.28,1248893.77
2019-06-23 07-AM,BCHJPY,51610,51985,50915,50915,12.92,666520.61
2019-06-23 06-AM,BCHJPY,52180,52210,51610,51610,12.89,668897.83
2019-06-23 05-AM,BCHJPY,52000,52180,51520,52180,30.11,1568060.55
2019-06-23 04-AM,BCHJPY,52000,52000,51400,52000,11.87,615649.26
2019-06-23 03-AM,BCHJPY,52000,52000,51500,52000,32.78,1696966.7
2019-06-23 02-AM,BCHJPY,52500,53165,51800,52000,30.06,1571062.94
2019-06-23 01-AM,BCHJPY,52000,53185,51800,52500,60.58,3189117.02
2019-06-23 12-AM,BCHJPY,51250,52400,50015,52000,42.49,2191366.03
2019-06-22 11-PM,BCHJPY,50000,51260,49610,51250,33.91,1721685.79
2019-06-22 10-PM,BCHJPY,50900,50900,49995,50000,12.96,649519.61
2019-06-22 09-PM,BCHJPY,50995,51000,50255,50900,6.24,316544.13
2019-06-22 08-PM,BCHJPY,50165,50995,50155,50995,0.7556,38032.64
2019-06-22 07-PM,BCHJPY,50000,51265,49955,50165,17.98,902951.9
2019-06-22 06-PM,BCHJPY,52000,53210,50000,50000,243.31,12661928.66
2019-06-22 05-PM,BCHJPY,48855,52000,48855,52000,263.75,13341161.04
2019-06-22 04-PM,BCHJPY,47360,48855,47360,48855,9.761,469455.86
2019-06-22 03-PM,BCHJPY,47950,47950,47350,47360,27.44,1302629.16
2019-06-22 02-PM,BCHJPY,49110,49200,47730,47950,58.36,2803341.09
2019-06-22 01-PM,BCHJPY,48505,49775,48505,49110,85.24,4197499.17
2019-06-22 12-PM,BCHJPY,48005,48765,48000,48505,27.73,1343622.5
2019-06-22 11-AM,BCHJPY,47865,48415,47850,48005,29.38,1414919.1
2019-06-22 10-AM,BCHJPY,47855,48250,47850,47865,11.67,560236.49
2019-06-22 09-AM,BCHJPY,47515,48300,47515,47855,22.44,1076755.49
2019-06-22 08-AM,BCHJPY,47650,47800,47500,47515,30.79,1465850.21
2019-06-22 07-AM,BCHJPY,47800,47800,47500,47650,7.422,353148.16
2019-06-22 06-AM,BCHJPY,47305,47800,47305,47800,6.079,290090.16
2019-06-22 05-AM,BCHJPY,47500,47700,47175,47305,2.861,135880.16
2019-06-22 04-AM,BCHJPY,47500,47500,46490,47500,27.07,1276508.2
2019-06-22 03-AM,BCHJPY,48000,48100,47500,47500,58.77,2806741.82
2019-06-22 02-AM,BCHJPY,47910,48010,47500,48000,118.77,5686601.93
2019-06-22 01-AM,BCHJPY,47280,47910,47280,47910,54.42,2588192.51
2019-06-22 12-AM,BCHJPY,46900,47280,46900,47280,34.42,1618786.57
2019-06-21 11-PM,BCHJPY,46300,46900,46050,46900,33.08,1535123.81
2019-06-21 10-PM,BCHJPY,46155,46300,46000,46300,5.919,272873.38
2019-06-21 09-PM,BCHJPY,46200,46730,46105,46155,5.548,257560.94
2019-06-21 08-PM,BCHJPY,46200,46200,46200,46200,0.0,0.0
2019-06-21 07-PM,BCHJPY,46655,46725,46000,46200,1.2,55521.5
2019-06-21 06-PM,BCHJPY,46745,46745,45620,46655,2.21,102089.63
2019-06-21 05-PM,BCHJPY,46750,46750,46745,46745,1.07,49998.45
2019-06-21 04-PM,BCHJPY,46080,46750,45950,46750,4.92,227128.69
2019-06-21 03-PM,BCHJPY,45905,46110,45615,46080,8.859,407572.14
2019-06-21 02-PM,BCHJPY,45915,46000,45500,45905,6.346,290284.48
2019-06-21 01-PM,BCHJPY,46680,46680,45000,45915,52.23,2390987.18
2019-06-21 12-PM,BCHJPY,46800,46805,46680,46680,54.61,2551915.83
2019-06-21 11-AM,BCHJPY,46575,46990,46500,46800,7.443,346981.14
2019-06-21 10-AM,BCHJPY,45700,47395,45700,46575,179.38,8412197.14
2019-06-21 09-AM,BCHJPY,45290,45700,45290,45700,9.903,452223.89
2019-06-21 08-AM,BCHJPY,45690,45690,45290,45290,1.728,78624.51
2019-06-21 07-AM,BCHJPY,45500,45690,45055,45690,16.1,727099.57
2019-06-21 06-AM,BCHJPY,45560,45700,45300,45500,16.98,773030.65
2019-06-21 05-AM,BCHJPY,45300,45700,45300,45560,34.95,1591786.51
2019-06-21 04-AM,BCHJPY,45865,45865,45300,45300,0.5614,25459.83
2019-06-21 03-AM,BCHJPY,45500,45895,45300,45865,14.98,683173.89
2019-06-21 02-AM,BCHJPY,46000,46095,45500,45500,6.648,304413.8
2019-06-21 01-AM,BCHJPY,44920,46000,44920,46000,50.62,2310845.87
2019-06-21 12-AM,BCHJPY,44910,44920,44910,44920,13.06,586571.02
2019-06-20 11-PM,BCHJPY,44630,44920,44510,44910,13.35,597945.51
2019-06-20 10-PM,BCHJPY,44405,44640,44405,44630,2.462,109373.17
2019-06-20 09-PM,BCHJPY,44630,44635,44405,44405,74.96,3329267.09
2019-06-20 08-PM,BCHJPY,44080,44630,44080,44630,8.7,388019.5
2019-06-20 07-PM,BCHJPY,44080,44080,44080,44080,0.0,0.0
2019-06-20 06-PM,BCHJPY,44080,44080,44080,44080,0.0,0.0
2019-06-20 05-PM,BCHJPY,44080,44580,44080,44080,3.898,172851.02
2019-06-20 04-PM,BCHJPY,44110,44300,44080,44080,4.282,189104.99
2019-06-20 03-PM,BCHJPY,44295,44295,44000,44110,0.5461,24048.83
2019-06-20 02-PM,BCHJPY,43770,44295,43770,44295,0.02,885.9
2019-06-20 01-PM,BCHJPY,44300,44400,43770,43770,188.75,8302701.6
2019-06-20 12-PM,BCHJPY,44000,44300,44000,44300,11.59,511953.72
2019-06-20 11-AM,BCHJPY,44000,44000,44000,44000,0.0,0.0
2019-06-20 10-AM,BCHJPY,44350,44750,44000,44000,68.21,3048039.24
2019-06-20 09-AM,BCHJPY,43805,44350,43800,44350,6.599,289436.79
2019-06-20 08-AM,BCHJPY,44500,44500,43800,43805,19.52,855814.45
2019-06-20 07-AM,BCHJPY,44500,44500,44500,44500,0.9259,41202.55
2019-06-20 06-AM,BCHJPY,44520,44600,44500,44500,0.8063,35952.35
2019-06-20 05-AM,BCHJPY,44520,44520,44520,44520,0.0,0.0
2019-06-20 04-AM,BCHJPY,44990,44990,44520,44520,4.477,200232.62
2019-06-20 03-AM,BCHJPY,45000,45000,44985,44990,2.0,89970.71
2019-06-20 02-AM,BCHJPY,44895,45000,44895,45000,13.15,591869.53
2019-06-20 01-AM,BCHJPY,44985,44985,44895,44895,0.0296,1328.89
2019-06-20 12-AM,BCHJPY,44705,45000,44505,44985,3.362,149762.64
2019-06-19 11-PM,BCHJPY,44805,44995,44705,44705,0.021,944.61
2019-06-19 10-PM,BCHJPY,44920,45000,44805,44805,8.461,380148.2
2019-06-19 09-PM,BCHJPY,44600,44920,44525,44920,3.866,172999.23
2019-06-19 08-PM,BCHJPY,44725,44765,44600,44600,20.06,897966.18
2019-06-19 07-PM,BCHJPY,44725,44725,44725,44725,0.0,0.0
2019-06-19 06-PM,BCHJPY,44740,44740,44725,44725,3.261,145861.64
2019-06-19 05-PM,BCHJPY,44510,44740,44510,44740,8.105,362603.75
2019-06-19 04-PM,BCHJPY,44505,44510,44505,44510,3.909,173958.11
2019-06-19 03-PM,BCHJPY,44500,44515,44500,44505,1.143,50849.46
2019-06-19 02-PM,BCHJPY,44500,44700,44500,44500,2.882,128837.28
2019-06-19 01-PM,BCHJPY,44500,44500,44500,44500,1.0,44500.0
2019-06-19 12-PM,BCHJPY,44700,44700,44500,44500,7.51,335061.58
2019-06-19 11-AM,BCHJPY,44950,44950,44700,44700,1.588,71001.53
2019-06-19 10-AM,BCHJPY,44950,44950,44950,44950,0.0,0.0
2019-06-19 09-AM,BCHJPY,45345,45345,44900,44950,7.864,353787.91
2019-06-19 08-AM,BCHJPY,45200,45345,45200,45345,0.6516,29494.31
2019-06-19 07-AM,BCHJPY,44900,45200,44650,45200,15.42,694355.53
2019-06-19 06-AM,BCHJPY,44900,44900,44655,44900,3.046,136351.4
2019-06-19 05-AM,BCHJPY,44820,44900,44820,44900,2.386,107080.87
2019-06-19 04-AM,BCHJPY,44515,44930,44515,44820,1.78,79814.44
2019-06-19 03-AM,BCHJPY,44505,44710,44505,44515,20.87,930183.17
