Created on 01-28-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-10-03 11-PM,BTCGBP,5000.7,5004.25,4998.71,5004.25,0.4281,2142.34
2018-10-03 10-PM,BTCGBP,4991.45,5008.58,4980,5000.7,7.69,38425.05
2018-10-03 09-PM,BTCGBP,5007.78,5017.46,4985.72,4991.45,14.82,74214.87
2018-10-03 08-PM,BTCGBP,4975.01,5009.99,4966.38,5007.78,12.59,62760.75
2018-10-03 07-PM,BTCGBP,4980.8,4988.5,4970,4975.01,19.59,97472.3
2018-10-03 06-PM,BTCGBP,5006.01,5006.01,4979.29,4980.8,11.49,57359.2
2018-10-03 05-PM,BTCGBP,5000,5010,5000,5006.01,10.68,53453.97
2018-10-03 04-PM,BTCGBP,4985.65,5005,4985.65,5000,16.64,83185.28
2018-10-03 03-PM,BTCGBP,5000.03,5009.05,4982.82,4985.65,28.58,142736.79
2018-10-03 02-PM,BTCGBP,4968.06,5002.5,4968.05,5000.03,30.57,152506.57
2018-10-03 01-PM,BTCGBP,4982.93,4986.46,4966.39,4968.06,31.18,155051.65
2018-10-03 12-PM,BTCGBP,4999.99,4999.99,4982.92,4982.93,10.99,54910.82
2018-10-03 11-AM,BTCGBP,4980.03,5000,4980.02,4999.99,23.4,116720.98
2018-10-03 10-AM,BTCGBP,4959.03,4999.98,4959.02,4980.03,18.49,92128.96
2018-10-03 09-AM,BTCGBP,4950.03,4963.07,4950.01,4959.03,15.66,77573.43
2018-10-03 08-AM,BTCGBP,4957.3,4961.71,4950,4950.03,17.3,85784.69
2018-10-03 07-AM,BTCGBP,4962.61,4966.19,4950.09,4957.3,46.83,232237.75
2018-10-03 06-AM,BTCGBP,4989.75,4989.75,4962.61,4962.61,16.84,83688.81
2018-10-03 05-AM,BTCGBP,4979.95,4990,4965,4989.75,5.22,26042.84
2018-10-03 04-AM,BTCGBP,4962,4980,4961.99,4979.95,2.5,12435.64
2018-10-03 03-AM,BTCGBP,5016.4,5016.4,4954.32,4962,4.15,20628.61
2018-10-03 02-AM,BTCGBP,5036.83,5039.99,4975.11,5016.4,19.23,96013.83
2018-10-03 01-AM,BTCGBP,5048.57,5048.57,5031.05,5036.83,2.52,12710.82
2018-10-03 12-AM,BTCGBP,5046.54,5054.74,5025.01,5048.57,6.45,32453.64
2018-10-02 11-PM,BTCGBP,5062.23,5070.24,5036.09,5046.54,6.18,31267.65
2018-10-02 10-PM,BTCGBP,5065.97,5075,5051.01,5062.23,9.6,48600.4
2018-10-02 09-PM,BTCGBP,5057.38,5068.29,5035.04,5065.97,11.35,57462.05
2018-10-02 08-PM,BTCGBP,5047.51,5069.99,5043.49,5057.38,14.04,71047.86
2018-10-02 07-PM,BTCGBP,5048.99,5059.53,5042.92,5047.51,22.3,112634.77
2018-10-02 06-PM,BTCGBP,5023.5,5050,5023.16,5048.99,25.8,129966.63
2018-10-02 05-PM,BTCGBP,5039.99,5039.99,5000.04,5023.5,49.8,250056.45
2018-10-02 04-PM,BTCGBP,5042.22,5046.76,5026,5039.99,13.48,67899.92
2018-10-02 03-PM,BTCGBP,5039.78,5053.1,5030.04,5042.22,14.25,71859.9
2018-10-02 02-PM,BTCGBP,5063.45,5065.31,5026.01,5039.78,28.53,143920.9
2018-10-02 01-PM,BTCGBP,5062.57,5066.15,5058,5063.45,16.97,85858.79
2018-10-02 12-PM,BTCGBP,5077.01,5079.82,5062.4,5062.57,30.17,152948.68
2018-10-02 11-AM,BTCGBP,5072.01,5086.81,5067.27,5077.01,9.74,49427.94
2018-10-02 10-AM,BTCGBP,5065.36,5075.78,5065.35,5072.01,23.21,117669.43
2018-10-02 09-AM,BTCGBP,5071.24,5078.09,5065.33,5065.36,10.21,51797.34
2018-10-02 08-AM,BTCGBP,5073.48,5076.08,5064.5,5071.24,29.43,149197.55
2018-10-02 07-AM,BTCGBP,5070.01,5084.95,5060,5073.48,24.45,123814.56
