Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume NXT,Volume USD
2018-01-20,NXTUSD,0.3161,0.3576,0.313,0.3492,1045202.0,352433.0
2018-01-19,NXTUSD,0.3033,0.335,0.289,0.3161,944628.0,296432.0
2018-01-18,NXTUSD,0.3074,0.3439,0.2834,0.3033,977818.0,309411.1
2018-01-17,NXTUSD,0.2792,0.3235,0.218,0.3074,1120616.0,301297.16
2018-01-16,NXTUSD,0.4106,0.4154,0.2363,0.2792,1068271.0,350839.73
2018-01-15,NXTUSD,0.4175,0.444,0.4082,0.4106,778111.0,330287.53
2018-01-14,NXTUSD,0.4444,0.4544,0.3937,0.4175,740528.0,311091.62
2018-01-13,NXTUSD,0.4494,0.4748,0.4358,0.4444,773417.0,351879.02
2018-01-12,NXTUSD,0.3868,0.4778,0.3735,0.4494,875097.0,382563.75
2018-01-11,NXTUSD,0.449,0.4623,0.3705,0.3868,886301.0,358019.88
2018-01-10,NXTUSD,0.4769,0.4888,0.4143,0.449,841709.0,372318.45
2018-01-09,NXTUSD,0.4772,0.5368,0.4624,0.4769,873805.0,432400.32
2018-01-08,NXTUSD,0.5412,0.5422,0.4219,0.4772,999484.0,491832.59
2018-01-07,NXTUSD,0.5486,0.59,0.5218,0.5412,933553.0,515366.09
2018-01-06,NXTUSD,0.5144,0.75,0.4778,0.5486,1725340.0,988988.51
2018-01-05,NXTUSD,0.5833,0.6,0.4967,0.5144,1148342.0,632325.09
2018-01-04,NXTUSD,0.6315,0.6375,0.525,0.5833,1049578.0,622014.09
2018-01-03,NXTUSD,0.611,0.6667,0.55,0.6315,1224934.0,742233.73
2018-01-02,NXTUSD,0.6263,0.666,0.5597,0.611,1173359.0,733488.48
2018-01-01,NXTUSD,0.6875,0.6908,0.579,0.6263,891892.0,560309.61
2017-12-31,NXTUSD,0.5271,0.7277,0.5087,0.6875,1416414.0,932488.33
2017-12-30,NXTUSD,0.5896,0.633,0.4332,0.5271,1831452.0,982543.04
2017-12-29,NXTUSD,0.7262,0.75,0.55,0.5896,1983532.0,1261871.93
2017-12-28,NXTUSD,1.31,1.36,0.2,0.7262,3449266.0,2817914.01
2017-12-27,NXTUSD,1.5,1.79,1.18,1.31,1635145.0,2352812.03
2017-12-26,NXTUSD,1.57,1.82,1.31,1.5,754724.0,1166502.65
2017-12-25,NXTUSD,1.71,1.8,1.52,1.57,410264.0,689854.72
2017-12-24,NXTUSD,1.74,1.87,1.43,1.71,878692.0,1456122.2
2017-12-23,NXTUSD,1.23,2.03,1.15,1.74,914958.0,1466691.06
2017-12-22,NXTUSD,1.22,1.34,0.7801,1.23,851509.0,926008.25
2017-12-21,NXTUSD,1.14,1.36,1.04,1.22,573523.0,688667.31
2017-12-20,NXTUSD,0.9156,1.2,0.7622,1.14,751797.0,706441.11
2017-12-19,NXTUSD,1.03,1.06,0.8408,0.9156,572431.0,551006.93
2017-12-18,NXTUSD,0.8175,1.14,0.753,1.03,586259.0,578122.05
2017-12-17,NXTUSD,0.6757,0.858,0.6656,0.8199,703513.0,531173.08
2017-12-16,NXTUSD,0.6721,0.7024,0.6475,0.6757,1056677.0,715053.39
2017-12-15,NXTUSD,0.6905,0.705,0.5945,0.6721,580666.0,386545.59
2017-12-14,NXTUSD,0.6761,0.7086,0.6399,0.6905,673396.0,456842.32
2017-12-13,NXTUSD,0.6498,0.77,0.6,0.6761,843831.0,558343.73
2017-12-12,NXTUSD,0.6376,0.68,0.5687,0.6498,1039085.0,659451.09
2017-12-11,NXTUSD,0.5421,0.69,0.5369,0.6376,839561.0,531490.7
2017-12-10,NXTUSD,0.5951,0.599,0.4174,0.5421,1191444.0,610121.44
2017-12-09,NXTUSD,0.6396,0.6861,0.49,0.5951,880765.0,515525.03
2017-12-08,NXTUSD,0.6967,0.7184,0.5004,0.6396,1072520.0,665908.51
2017-12-07,NXTUSD,0.461,0.7,0.429,0.6967,1303737.0,682457.11
2017-12-06,NXTUSD,0.4046,0.515,0.35,0.461,1447679.0,616179.21
2017-12-05,NXTUSD,0.4484,0.4489,0.4,0.4046,1248571.0,524654.25
2017-12-04,NXTUSD,0.4278,0.544,0.402,0.4484,1463731.0,672948.05
2017-12-03,NXTUSD,0.3579,0.4937,0.3161,0.4278,2514837.0,1030750.09
2017-12-02,NXTUSD,0.2247,0.4592,0.2138,0.3579,2759837.0,758541.99
2017-12-01,NXTUSD,0.1785,0.2288,0.16,0.2247,1685156.0,328041.39
2017-11-30,NXTUSD,0.1623,0.1873,0.1471,0.1785,1613298.0,266741.59
2017-11-29,NXTUSD,0.1952,0.2202,0.145,0.1623,2299809.0,435921.89
2017-11-28,NXTUSD,0.208,0.2175,0.1822,0.1952,1501049.0,295248.92
2017-11-27,NXTUSD,0.1638,0.225,0.16,0.208,2736694.0,532686.73
2017-11-26,NXTUSD,0.1352,0.1648,0.1229,0.1638,3164889.0,445335.31
2017-11-25,NXTUSD,0.1261,0.1425,0.1256,0.1352,2409645.0,323897.4
2017-11-24,NXTUSD,0.1123,0.127,0.1031,0.1261,3619270.0,426671.8
2017-11-23,NXTUSD,0.1267,0.128,0.1082,0.1123,3043795.0,359442.13
2017-11-22,NXTUSD,0.1252,0.1489,0.1185,0.1267,2670986.0,357475.5
2017-11-21,NXTUSD,0.09033,0.135,0.09,0.1252,3620836.0,413298.18
2017-11-20,NXTUSD,0.07718,0.09825,0.07381,0.09033,4550933.0,378721.09
2017-11-19,NXTUSD,0.07449,0.08086,0.07324,0.07718,3942468.0,303067.29
2017-11-18,NXTUSD,0.06889,0.0754,0.06682,0.07449,5359931.0,378151.14
2017-11-17,NXTUSD,0.07089,0.07195,0.06697,0.06889,2684644.0,185098.39
2017-11-16,NXTUSD,0.06782,0.07258,0.06369,0.07089,4235920.0,287121.02
2017-11-15,NXTUSD,0.0665,0.0695,0.06403,0.06782,3308351.0,222715.16
2017-11-14,NXTUSD,0.06283,0.06869,0.06158,0.0665,3906357.0,251434.89
2017-11-13,NXTUSD,0.0595,0.06599,0.05839,0.06283,3751742.0,235042.72
2017-11-12,NXTUSD,0.06738,0.06791,0.05782,0.0595,3924813.0,242385.06
2017-11-11,NXTUSD,0.06462,0.06986,0.05668,0.06738,4762446.0,301918.4
2017-11-10,NXTUSD,0.07283,0.07499,0.06,0.06462,4159965.0,277770.56
2017-11-09,NXTUSD,0.06378,0.075,0.05808,0.07283,4873793.0,325187.0
2017-11-08,NXTUSD,0.05859,0.06399,0.05715,0.06378,4626357.0,276813.91
2017-11-07,NXTUSD,0.05612,0.059,0.05317,0.05859,3710404.0,209778.51
2017-11-06,NXTUSD,0.05729,0.05855,0.05452,0.05612,4705501.0,264768.65
2017-11-05,NXTUSD,0.0561,0.059,0.05476,0.05729,4574186.0,257921.54
2017-11-04,NXTUSD,0.05746,0.05823,0.05477,0.0561,3727015.0,210912.59
2017-11-03,NXTUSD,0.06143,0.06143,0.05431,0.05746,4280387.0,242675.8
2017-11-02,NXTUSD,0.05677,0.06344,0.05,0.06143,4309526.0,239412.73
2017-11-01,NXTUSD,0.05835,0.05895,0.05556,0.05677,3521752.0,201699.74
2017-10-31,NXTUSD,0.05896,0.05954,0.05743,0.05835,2585111.0,151724.48
2017-10-30,NXTUSD,0.05904,0.06035,0.0585,0.05896,2885510.0,170559.68
2017-10-29,NXTUSD,0.05811,0.06061,0.05805,0.05904,8979388.0,529723.88
2017-10-28,NXTUSD,0.05939,0.06042,0.05805,0.05811,3731771.0,222042.89
2017-10-27,NXTUSD,0.06096,0.06119,0.05813,0.05939,3622734.0,215921.81
2017-10-26,NXTUSD,0.06032,0.0632,0.05921,0.06096,3938070.0,238842.42
2017-10-25,NXTUSD,0.06079,0.06243,0.05906,0.06032,3443990.0,207837.53
2017-10-24,NXTUSD,0.05873,0.06656,0.05766,0.06079,4544022.0,281723.59
2017-10-23,NXTUSD,0.06028,0.06164,0.05646,0.05873,4477849.0,261772.66
2017-10-22,NXTUSD,0.06099,0.06413,0.05959,0.06028,4153496.0,255738.32
2017-10-21,NXTUSD,0.06479,0.06505,0.05743,0.06099,2959247.0,181271.94
2017-10-20,NXTUSD,0.06546,0.0672,0.06098,0.06479,3844337.0,245860.41
2017-10-19,NXTUSD,0.06607,0.06767,0.06337,0.06546,3253973.0,211672.81
2017-10-18,NXTUSD,0.06611,0.06727,0.06106,0.06607,2304848.0,148310.76
2017-10-17,NXTUSD,0.06853,0.06928,0.06589,0.06611,2110663.0,142067.22
2017-10-16,NXTUSD,0.06711,0.07586,0.06544,0.06853,2357554.0,164943.64
2017-10-15,NXTUSD,0.06815,0.0725,0.06377,0.06711,2236772.0,151260.46
2017-10-14,NXTUSD,0.06308,0.07294,0.06217,0.06815,2460388.0,161713.12
2017-10-13,NXTUSD,0.06382,0.06915,0.0606,0.06308,2634538.0,167438.3
2017-10-12,NXTUSD,0.06879,0.07107,0.06218,0.06382,2241053.0,146838.06
2017-10-11,NXTUSD,0.07123,0.07472,0.06503,0.06879,2286327.0,155608.7
2017-10-10,NXTUSD,0.06291,0.07999,0.06189,0.07123,3046234.0,208969.56
2017-10-09,NXTUSD,0.06925,0.0713,0.0606,0.06291,2212080.0,147261.59
2017-10-08,NXTUSD,0.07989,0.08395,0.06763,0.06925,2217604.0,165297.85
2017-10-07,NXTUSD,0.06632,0.085,0.06516,0.07989,2459610.0,181709.56
2017-10-06,NXTUSD,0.0631,0.07153,0.062,0.06632,2314916.0,153351.82
2017-10-05,NXTUSD,0.06318,0.06562,0.05939,0.0631,1202314.0,75482.36
2017-10-04,NXTUSD,0.06726,0.06775,0.06211,0.06318,800748.0,52012.88
2017-10-03,NXTUSD,0.07089,0.07161,0.05894,0.06726,1814430.0,121200.89
2017-10-02,NXTUSD,0.07582,0.07585,0.06965,0.07089,1455476.0,104921.41
2017-10-01,NXTUSD,0.07609,0.07753,0.07214,0.07582,1342261.0,101225.84
2017-09-30,NXTUSD,0.07145,0.07734,0.06853,0.07609,1523680.0,111201.35
2017-09-29,NXTUSD,0.07248,0.07561,0.0658,0.07145,1759143.0,124344.05
2017-09-28,NXTUSD,0.07431,0.07914,0.07073,0.07248,1788063.0,133507.05
2017-09-27,NXTUSD,0.06544,0.07464,0.06362,0.07431,1516400.0,106231.6
2017-09-26,NXTUSD,0.06384,0.06927,0.06187,0.06544,1689294.0,110353.17
2017-09-25,NXTUSD,0.05966,0.06428,0.05824,0.06384,1231202.0,76160.9
2017-09-24,NXTUSD,0.06171,0.06274,0.05906,0.05966,861723.0,52048.34
2017-09-23,NXTUSD,0.05839,0.06482,0.05705,0.06171,1232076.0,74021.77
2017-09-22,NXTUSD,0.05905,0.0616,0.05519,0.05839,1826792.0,106751.11
2017-09-21,NXTUSD,0.0675,0.06835,0.05702,0.05905,1698605.0,108218.92
2017-09-20,NXTUSD,0.06912,0.07246,0.06559,0.0675,1590971.0,109407.37
2017-09-19,NXTUSD,0.07602,0.07718,0.06716,0.06912,1317454.0,93212.31
2017-09-18,NXTUSD,0.06885,0.07872,0.06853,0.07602,1309517.0,97581.02
2017-09-17,NXTUSD,0.06751,0.07459,0.05802,0.06885,2237325.0,146956.47
2017-09-16,NXTUSD,0.06879,0.07159,0.06214,0.06751,762350.0,51417.42
2017-09-15,NXTUSD,0.05943,0.07255,0.04419,0.06879,1274577.0,75555.75
2017-09-14,NXTUSD,0.07661,0.092,0.05875,0.05943,1284239.0,88662.36
2017-09-13,NXTUSD,0.08419,0.08512,0.07191,0.07661,1613344.0,125808.06
2017-09-12,NXTUSD,0.08571,0.09514,0.08138,0.08419,1387514.0,121397.87
2017-09-11,NXTUSD,0.08759,0.08996,0.08309,0.08571,1259270.0,108465.99
2017-09-10,NXTUSD,0.09221,0.09311,0.08065,0.08759,1327762.0,114675.01
2017-09-09,NXTUSD,0.09571,0.09703,0.08856,0.09221,1155919.0,107197.07
2017-09-08,NXTUSD,0.1065,0.1181,0.08663,0.09571,1624102.0,165866.92
2017-09-07,NXTUSD,0.1068,0.1109,0.09126,0.1065,1150686.0,123187.9
2017-09-06,NXTUSD,0.09222,0.1087,0.09222,0.1068,731751.0,74698.55
2017-09-05,NXTUSD,0.08972,0.09401,0.07774,0.09222,393751.0,33643.56
2017-09-04,NXTUSD,0.1051,0.1075,0.08843,0.08972,783380.0,78662.86
2017-09-03,NXTUSD,0.1072,0.119,0.09527,0.1051,970045.0,102938.03
2017-09-02,NXTUSD,0.1198,0.1226,0.1036,0.1072,598765.0,68072.38
2017-09-01,NXTUSD,0.1134,0.1227,0.1133,0.1198,1457826.0,167855.18
2017-08-31,NXTUSD,0.1132,0.1166,0.1112,0.1134,2364018.0,268149.89
2017-08-30,NXTUSD,0.1107,0.1143,0.1094,0.1132,2345050.0,260675.43
2017-08-29,NXTUSD,0.1132,0.1141,0.1093,0.1107,2465669.0,274967.59
2017-08-28,NXTUSD,0.1142,0.1157,0.109,0.1132,2628036.0,293928.72
2017-08-27,NXTUSD,0.1102,0.1196,0.1082,0.1142,2335401.0,257591.92
2017-08-26,NXTUSD,0.1132,0.1149,0.1056,0.1102,2418620.0,266784.41
2017-08-25,NXTUSD,0.1216,0.1216,0.1091,0.1132,2827101.0,319684.72
2017-08-24,NXTUSD,0.1232,0.1238,0.1189,0.1216,2252159.0,272880.57
2017-08-23,NXTUSD,0.1075,0.1419,0.1067,0.1232,2397768.0,289028.32
2017-08-22,NXTUSD,0.1076,0.1109,0.1003,0.1075,2425432.0,256680.53
2017-08-21,NXTUSD,0.113,0.1156,0.1034,0.1076,2522330.0,270653.32
2017-08-20,NXTUSD,0.1037,0.1159,0.1015,0.113,2361750.0,257885.77
2017-08-19,NXTUSD,0.1009,0.108,0.09137,0.1037,2611862.0,259631.72
2017-08-18,NXTUSD,0.1107,0.1107,0.1002,0.1009,2690126.0,283777.78
2017-08-17,NXTUSD,0.1087,0.1213,0.108,0.1107,2407778.0,266712.77
2017-08-16,NXTUSD,0.1121,0.119,0.1072,0.1087,2454680.0,273842.24
2017-08-15,NXTUSD,0.1099,0.1183,0.09804,0.1121,2671040.0,289632.0
2017-08-14,NXTUSD,0.1235,0.1299,0.1038,0.1099,2419639.0,276755.95
2017-08-13,NXTUSD,0.1144,0.127,0.1023,0.1235,2357075.0,266204.69
2017-08-12,NXTUSD,0.1243,0.1351,0.1124,0.1144,2278452.0,275798.61
2017-08-11,NXTUSD,0.1322,0.1424,0.1197,0.1243,2136451.0,268160.01
2017-08-10,NXTUSD,0.142,0.1426,0.1307,0.1322,1928064.0,265483.89
2017-08-09,NXTUSD,0.1423,0.1489,0.1395,0.142,2271143.0,323120.66
2017-08-08,NXTUSD,0.1531,0.1551,0.1369,0.1423,1896325.0,270369.45
2017-08-07,NXTUSD,0.1299,0.154,0.1264,0.1531,2525670.0,344716.86
2017-08-06,NXTUSD,0.1433,0.1597,0.1296,0.1299,1450994.0,204616.93
2017-08-05,NXTUSD,0.1525,0.1667,0.1367,0.1433,1638345.0,246830.09
2017-08-04,NXTUSD,0.1606,0.1921,0.1484,0.1525,1489326.0,243467.65
2017-08-03,NXTUSD,0.1746,0.18,0.1511,0.1606,1652637.0,275263.59
2017-08-02,NXTUSD,0.1375,0.2199,0.1281,0.1746,1317684.0,203887.21
2017-08-01,NXTUSD,0.1029,0.1431,0.09982,0.1375,2650615.0,308358.61
