Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT
2018-06-29 05-PM,ETHUSDT,411.48,413.91,410.5,412.31,5787.66,2386358.11
2018-06-29 04-PM,ETHUSDT,414.79,415,411,411.48,5041.95,2079481.56
2018-06-29 03-PM,ETHUSDT,414.37,414.92,409.41,414.79,7297.86,3009630.44
2018-06-29 02-PM,ETHUSDT,408.74,415.79,408.73,414.37,10268.87,4233614.99
2018-06-29 01-PM,ETHUSDT,410.06,410.25,404.48,408.74,10041.1,4087973.36
2018-06-29 12-PM,ETHUSDT,410.81,412.75,409.42,410.06,3602.92,1479526.31
2018-06-29 11-AM,ETHUSDT,415.34,416.13,409.11,410.81,5659.49,2331061.81
2018-06-29 10-AM,ETHUSDT,417.66,417.8,414.57,415.34,3647.38,1516737.83
2018-06-29 09-AM,ETHUSDT,414.99,417.78,413.74,417.66,2248.28,934406.32
2018-06-29 08-AM,ETHUSDT,415.89,419,414,414.99,4214.68,1755442.48
2018-06-29 07-AM,ETHUSDT,417.16,417.4,414,415.89,2961.5,1229479.28
2018-06-29 06-AM,ETHUSDT,418.19,419.24,414.27,417.16,4714.74,1966559.71
2018-06-29 05-AM,ETHUSDT,415.88,421.66,406.47,418.19,15948.99,6584873.5
2018-06-29 04-AM,ETHUSDT,421.81,422.19,415,415.88,4807.62,2014146.08
2018-06-29 03-AM,ETHUSDT,421.24,422.12,420.62,421.81,1872.56,789115.62
2018-06-29 02-AM,ETHUSDT,420.78,422.75,419.34,421.24,4021.81,1693600.05
2018-06-29 01-AM,ETHUSDT,424.03,425.18,420.08,420.78,5158.78,2175754.43
2018-06-29 12-AM,ETHUSDT,420.22,425.19,419.86,424.03,5469.85,2313059.05
2018-06-28 11-PM,ETHUSDT,426.45,426.45,416.45,420.22,11728.21,4935432.47
2018-06-28 10-PM,ETHUSDT,426.24,429,424.02,426.45,7269.2,3097092.61
2018-06-28 09-PM,ETHUSDT,434.18,437,425.11,426.24,11256.09,4838679.95
2018-06-28 08-PM,ETHUSDT,435.98,437.58,431,434.18,7257.36,3148790.74
2018-06-28 07-PM,ETHUSDT,436.8,439.77,433.54,435.98,5200.68,2273027.2
2018-06-28 06-PM,ETHUSDT,436.6,438.31,436.15,436.8,1676.6,732336.76
2018-06-28 05-PM,ETHUSDT,437.37,437.62,435.33,436.6,1706.35,744503.35
2018-06-28 04-PM,ETHUSDT,435.4,438,434.21,437.37,2004.32,875243.04
2018-06-28 03-PM,ETHUSDT,438.13,438.23,434.02,435.4,3924.2,1712124.59
2018-06-28 02-PM,ETHUSDT,436.75,438.47,432.17,438.13,5501.09,2398989.12
2018-06-28 01-PM,ETHUSDT,437.25,437.36,434.78,436.75,2187.62,953857.29
2018-06-28 12-PM,ETHUSDT,435.88,440,434.44,437.25,4351.1,1904118.1
2018-06-28 11-AM,ETHUSDT,432.45,435.97,432,435.88,1833.8,795567.19
2018-06-28 10-AM,ETHUSDT,433.93,434.82,431.54,432.45,2036.23,881994.34
2018-06-28 09-AM,ETHUSDT,435.6,436.35,432.5,433.93,2298.91,998569.16
2018-06-28 08-AM,ETHUSDT,435.21,436.36,434.33,435.6,3132.65,1362733.81
2018-06-28 07-AM,ETHUSDT,433.3,435.28,431.29,435.21,2802.66,1212605.82
2018-06-28 06-AM,ETHUSDT,434.5,434.67,431.1,433.3,4348.06,1880686.25
2018-06-28 05-AM,ETHUSDT,432.4,434.66,431.78,434.5,5204.11,2253087.06
2018-06-28 04-AM,ETHUSDT,432.6,433.31,430,432.4,5622.05,2426153.11
2018-06-28 03-AM,ETHUSDT,436.19,437.69,430.5,432.6,4445.45,1929277.93
2018-06-28 02-AM,ETHUSDT,438.37,438.9,435.2,436.19,5367.66,2350374.08
2018-06-28 01-AM,ETHUSDT,441.39,441.46,436.24,438.37,3275.3,1436113.22
2018-06-28 12-AM,ETHUSDT,441.64,443.96,440.49,441.39,1919.11,848458.98
2018-06-27 11-PM,ETHUSDT,437.75,445.95,437.75,441.64,6154.26,2719553.32
2018-06-27 10-PM,ETHUSDT,435.23,439.5,435.06,437.75,2472.37,1080548.86
2018-06-27 09-PM,ETHUSDT,434.34,435.84,433.42,435.23,641.87,279111.38
2018-06-27 08-PM,ETHUSDT,436.77,437.09,433.5,434.34,1486.58,646870.25
2018-06-27 07-PM,ETHUSDT,434.4,437.93,433.04,436.77,1989.16,865235.45
2018-06-27 06-PM,ETHUSDT,434.21,435.94,433.04,434.4,1023.04,444205.77
2018-06-27 05-PM,ETHUSDT,434.64,436.5,434,434.21,3471.83,1510260.57
2018-06-27 04-PM,ETHUSDT,431.36,436,429.21,434.64,3822.73,1651555.37
2018-06-27 03-PM,ETHUSDT,424.84,435.69,424.51,431.36,9034.56,3891708.65
2018-06-27 02-PM,ETHUSDT,432.34,432.34,420.19,424.84,4561.51,1932421.23
2018-06-27 01-PM,ETHUSDT,432.34,432.34,432.34,432.34,0.0,0.0
2018-06-27 12-PM,ETHUSDT,434.13,435,431,432.34,3031.58,1312306.58
2018-06-27 11-AM,ETHUSDT,439.8,440.21,431,434.25,5375.39,2343018.36
2018-06-27 10-AM,ETHUSDT,437.65,442.2,436.92,439.8,6969.28,3065873.54
2018-06-27 09-AM,ETHUSDT,435,438.2,433.48,437.65,3066.8,1337463.54
2018-06-27 08-AM,ETHUSDT,431.86,438.17,431.38,435,5380.77,2340526.26
2018-06-27 07-AM,ETHUSDT,429.97,433.8,429.01,431.86,3782.53,1634423.51
2018-06-27 06-AM,ETHUSDT,432.79,434.53,429.69,429.97,5523.51,2387276.33
2018-06-27 05-AM,ETHUSDT,429.32,434.88,428.4,432.79,4349.39,1878371.75
2018-06-27 04-AM,ETHUSDT,427.21,429.98,426.56,429.32,6042.03,2589220.88
2018-06-27 03-AM,ETHUSDT,431.25,432.3,426.77,427.21,3514.61,1510925.24
2018-06-27 02-AM,ETHUSDT,432.14,432.38,428.99,431.25,2977.73,1282037.38
2018-06-27 01-AM,ETHUSDT,432.72,433.93,429.26,432.14,3851.49,1662713.14
2018-06-27 12-AM,ETHUSDT,429.34,434.01,425.46,432.72,6756.47,2902246.73
2018-06-26 11-PM,ETHUSDT,438.47,438.47,429,429.34,6649.2,2879437.39
2018-06-26 10-PM,ETHUSDT,444.45,445.48,434.35,438.47,8874.86,3882417.9
2018-06-26 09-PM,ETHUSDT,440.75,449.4,440,444.45,4698.0,2090274.94
2018-06-26 08-PM,ETHUSDT,437.82,442.58,437.82,440.75,2726.54,1200319.57
2018-06-26 07-PM,ETHUSDT,437.66,440.88,437.21,437.82,4231.43,1857191.99
2018-06-26 06-PM,ETHUSDT,444.69,445.46,437.5,438.21,6051.18,2672277.72
2018-06-26 05-PM,ETHUSDT,445.45,446,443.66,444.69,1764.6,784405.47
2018-06-26 04-PM,ETHUSDT,446.72,450,443.88,445.45,4816.19,2151189.06
2018-06-26 03-PM,ETHUSDT,446.08,446.72,442.29,446.08,3749.82,1665454.44
2018-06-26 02-PM,ETHUSDT,444.66,447,440.51,446.08,11928.9,5303336.79
2018-06-26 01-PM,ETHUSDT,450.07,453.58,442.79,444.66,7947.19,3550086.9
2018-06-26 12-PM,ETHUSDT,455.92,455.95,448.35,450.07,6508.7,2927698.05
2018-06-26 11-AM,ETHUSDT,455.92,455.92,455.92,455.92,0.0,0.0
2018-06-26 10-AM,ETHUSDT,455.92,455.92,455.92,455.92,0.0,0.0
2018-06-26 09-AM,ETHUSDT,455.92,455.92,455.92,455.92,0.0,0.0
2018-06-26 08-AM,ETHUSDT,455.92,455.92,455.92,455.92,0.0,0.0
2018-06-26 07-AM,ETHUSDT,455.92,455.92,455.92,455.92,0.0,0.0
2018-06-26 06-AM,ETHUSDT,455.92,455.92,455.92,455.92,0.0,0.0
2018-06-26 05-AM,ETHUSDT,455.92,455.92,455.92,455.92,0.0,0.0
2018-06-26 04-AM,ETHUSDT,455.92,455.92,455.92,455.92,0.0,0.0
2018-06-26 03-AM,ETHUSDT,455.92,455.92,455.92,455.92,0.0,0.0
2018-06-26 02-AM,ETHUSDT,455.92,455.92,455.92,455.92,0.0,0.0
2018-06-26 01-AM,ETHUSDT,453.33,456.59,452.84,455.92,4291.19,1952517.17
2018-06-26 12-AM,ETHUSDT,458.7,460.81,452.07,453.33,4573.71,2086678.42
2018-06-25 11-PM,ETHUSDT,460.12,461.99,457.38,458.7,2107.54,968250.59
2018-06-25 10-PM,ETHUSDT,462.68,463.8,457.92,460.12,1794.5,826871.28
2018-06-25 09-PM,ETHUSDT,458.68,463.8,458,462.68,1443.94,663995.79
2018-06-25 08-PM,ETHUSDT,460,461.99,457.82,458.68,2266.92,1042407.73
2018-06-25 07-PM,ETHUSDT,462.32,463.83,457.48,460,3528.57,1624487.17
2018-06-25 06-PM,ETHUSDT,463.53,465.63,456,462.32,3271.75,1512739.34
2018-06-25 05-PM,ETHUSDT,463.66,465.27,460.49,463.53,3753.82,1736960.18
2018-06-25 04-PM,ETHUSDT,465.46,470.1,458.82,463.66,8415.15,3907643.84
2018-06-25 03-PM,ETHUSDT,466.72,468.95,462.81,465.46,5724.69,2670303.53
2018-06-25 02-PM,ETHUSDT,458.88,474.47,456.42,466.72,13741.79,6410518.99
2018-06-25 01-PM,ETHUSDT,455.76,459.65,452.91,458.88,4912.03,2241756.27
2018-06-25 12-PM,ETHUSDT,465.4,473.02,453.64,455.76,17198.19,7927826.3
2018-06-25 11-AM,ETHUSDT,458.17,467.93,458.15,465.4,8449.89,3918262.2
2018-06-25 10-AM,ETHUSDT,450.7,459.97,450.46,458.17,6582.42,2998214.81
2018-06-25 09-AM,ETHUSDT,450.34,451.19,449,450.7,1763.67,793925.13
2018-06-25 08-AM,ETHUSDT,449.16,452.19,448.51,450.34,2246.54,1011473.63
2018-06-25 07-AM,ETHUSDT,450.89,451.15,449.01,449.16,1956.63,880398.0
2018-06-25 06-AM,ETHUSDT,449.69,453.61,448.5,450.89,2943.09,1327065.11
2018-06-25 05-AM,ETHUSDT,450.97,451.91,448.21,449.22,3768.72,1696418.24
2018-06-25 04-AM,ETHUSDT,449.75,454.46,449.75,450.97,3837.15,1735836.07
2018-06-25 03-AM,ETHUSDT,446.01,451.48,445.92,449.75,3186.69,1430257.68
2018-06-25 02-AM,ETHUSDT,449.92,451.35,444.37,446.01,6017.57,2696131.68
2018-06-25 01-AM,ETHUSDT,455.08,456.39,449.21,449.92,2611.65,1182910.29
2018-06-25 12-AM,ETHUSDT,454.41,456.85,451.14,455.08,3821.6,1735373.99
2018-06-24 11-PM,ETHUSDT,453.72,458.99,450.16,454.41,4137.79,1876128.49
2018-06-24 10-PM,ETHUSDT,456.39,459.05,448,453.72,6818.75,3085112.21
2018-06-24 09-PM,ETHUSDT,457.98,460.97,455,456.39,2946.48,1349497.02
2018-06-24 08-PM,ETHUSDT,454.29,461.7,452.04,457.98,4148.13,1895334.29
2018-06-24 07-PM,ETHUSDT,453.64,457.73,451.39,454.29,3477.06,1578772.06
2018-06-24 06-PM,ETHUSDT,454.91,455.23,448.86,453.64,5611.66,2538752.11
2018-06-24 05-PM,ETHUSDT,454.5,461.25,446.39,454.86,14636.49,6650976.36
2018-06-24 04-PM,ETHUSDT,421.07,462.96,420.52,454.5,28298.01,12531320.47
2018-06-24 03-PM,ETHUSDT,436.48,436.73,419.53,421.78,15395.46,6590651.58
2018-06-24 02-PM,ETHUSDT,441.3,441.3,436.1,436.48,4559.13,2000332.9
2018-06-24 01-PM,ETHUSDT,438,442,438,441.43,4568.27,2009486.46
2018-06-24 12-PM,ETHUSDT,440.34,440.74,435.8,438,4305.77,1883802.05
2018-06-24 11-AM,ETHUSDT,444.68,445.06,439.62,440.34,5304.56,2345381.42
2018-06-24 10-AM,ETHUSDT,442.35,446,439.14,444.68,7717.15,3415641.82
2018-06-24 09-AM,ETHUSDT,438,444.36,436.18,442.35,4997.23,2206177.75
2018-06-24 08-AM,ETHUSDT,436.9,440,432.66,438.23,6931.8,3025095.67
2018-06-24 07-AM,ETHUSDT,441.63,445.1,436.15,436.9,7448.01,3284265.88
2018-06-24 06-AM,ETHUSDT,446.25,446.55,432,441.63,12866.45,5641999.63
2018-06-24 05-AM,ETHUSDT,448.07,450.65,441.48,446.25,9112.16,4066700.04
2018-06-24 04-AM,ETHUSDT,464.54,464.78,446.14,448.07,15842.67,7161266.05
2018-06-24 03-AM,ETHUSDT,468.84,469.49,463.01,464.54,3936.43,1833169.26
2018-06-24 02-AM,ETHUSDT,465.92,470.6,465.65,468.84,2660.51,1245247.12
2018-06-24 01-AM,ETHUSDT,470.4,471.21,462.12,465.92,4544.45,2117855.29
2018-06-24 12-AM,ETHUSDT,473.41,475.81,468.37,470.4,2985.54,1407871.25
2018-06-23 11-PM,ETHUSDT,476.4,476.87,472.31,473.41,3175.36,1504726.39
2018-06-23 10-PM,ETHUSDT,478.55,481,474.14,476.4,3378.37,1613371.17
2018-06-23 09-PM,ETHUSDT,473.39,480,472.53,478.55,2100.83,998296.75
2018-06-23 08-PM,ETHUSDT,474.53,474.55,472,473.39,1027.11,486034.57
2018-06-23 07-PM,ETHUSDT,472.34,475.94,471.2,474.53,2693.34,1277620.41
2018-06-23 06-PM,ETHUSDT,472.82,474,470.49,472.34,1807.61,853921.58
2018-06-23 05-PM,ETHUSDT,470.04,473.9,468.47,472.82,2835.51,1336004.11
2018-06-23 04-PM,ETHUSDT,467.46,472,467.11,470.04,3192.0,1499619.99
2018-06-23 03-PM,ETHUSDT,470.35,470.45,462.83,467.46,4812.76,2244907.01
2018-06-23 02-PM,ETHUSDT,471.85,472.89,468.67,470.35,2600.25,1224809.95
2018-06-23 01-PM,ETHUSDT,470.49,472.35,467.01,471.85,3058.39,1436551.55
2018-06-23 12-PM,ETHUSDT,472.59,472.88,464.85,470.49,3931.37,1843560.99
2018-06-23 11-AM,ETHUSDT,472.66,477,469.13,472.59,4743.03,2242053.8
2018-06-23 10-AM,ETHUSDT,471.4,474,470.15,472.66,3824.63,1806229.88
2018-06-23 09-AM,ETHUSDT,466.38,473.57,465.42,471.4,4909.06,2305220.4
2018-06-23 08-AM,ETHUSDT,467.98,469.64,463.51,466.38,4341.11,2026574.02
2018-06-23 07-AM,ETHUSDT,459.65,468.66,458.93,467.98,4856.48,2252905.75
2018-06-23 06-AM,ETHUSDT,463.82,463.9,455,459.65,7465.01,3428810.16
2018-06-23 05-AM,ETHUSDT,467.39,470.26,463,463.82,2878.75,1344360.58
2018-06-23 04-AM,ETHUSDT,466.14,471,464.58,467.39,2576.87,1207155.73
2018-06-23 03-AM,ETHUSDT,472.36,473.93,463.37,466.14,5233.64,2449125.76
2018-06-23 02-AM,ETHUSDT,471,475.09,470.07,472.36,4483.01,2121314.78
2018-06-23 01-AM,ETHUSDT,471.92,471.97,466.26,471,4442.51,2084880.34
2018-06-23 12-AM,ETHUSDT,462.09,474.02,460.06,471.92,5327.26,2492072.45
2018-06-22 11-PM,ETHUSDT,463.81,465.54,459.5,462.09,3684.55,1703897.35
2018-06-22 10-PM,ETHUSDT,460.11,468,450.18,463.81,9491.49,4369750.84
2018-06-22 09-PM,ETHUSDT,462.96,462.96,450,460.11,18651.91,8462733.69
2018-06-22 08-PM,ETHUSDT,476.19,476.19,456.56,462.96,15497.08,7200295.27
2018-06-22 07-PM,ETHUSDT,477.52,482.66,474.51,476.19,5397.82,2580896.39
2018-06-22 06-PM,ETHUSDT,473,479.9,469.01,477.52,5056.75,2393800.41
2018-06-22 05-PM,ETHUSDT,477.41,477.41,467.49,473,5082.71,2399960.92
2018-06-22 04-PM,ETHUSDT,473.5,478,468.47,477.41,7799.53,3679188.38
2018-06-22 03-PM,ETHUSDT,474.76,477,467,473.5,6216.1,2938942.71
2018-06-22 02-PM,ETHUSDT,468.4,479.85,468.4,474.76,12388.57,5880280.7
2018-06-22 01-PM,ETHUSDT,478.99,478.99,461.3,468.4,21695.42,10182400.86
2018-06-22 12-PM,ETHUSDT,486.99,487.3,477.24,478.99,7645.85,3687914.86
2018-06-22 11-AM,ETHUSDT,491.47,492.15,483.5,486.99,6435.71,3139732.66
2018-06-22 10-AM,ETHUSDT,487.83,494.16,484.21,491.47,12796.82,6252216.41
2018-06-22 09-AM,ETHUSDT,496,496.67,487.34,487.83,8273.77,4076638.54
2018-06-22 08-AM,ETHUSDT,499.55,503.76,490.62,496,11526.57,5732899.48
2018-06-22 07-AM,ETHUSDT,511.88,511.89,496,499.55,15259.1,7651248.05
2018-06-22 06-AM,ETHUSDT,513.44,515,511.54,511.88,2546.58,1308469.48
2018-06-22 05-AM,ETHUSDT,514.74,517.16,512.67,513.44,2959.98,1523519.4
2018-06-22 04-AM,ETHUSDT,516.19,517.05,513.21,514.74,3323.23,1712450.43
2018-06-22 03-AM,ETHUSDT,516.2,517.87,515.65,516.19,2349.16,1213560.79
2018-06-22 02-AM,ETHUSDT,513.18,516.85,511,516.2,4353.23,2237969.21
2018-06-22 01-AM,ETHUSDT,524.7,525.21,510.48,513.18,7611.47,3943450.73
2018-06-22 12-AM,ETHUSDT,526.18,526.44,524.23,524.7,1911.21,1003823.48
2018-06-21 11-PM,ETHUSDT,526.65,526.96,525,526.18,899.3,473277.32
2018-06-21 10-PM,ETHUSDT,524.37,528,524.02,526.65,1489.45,783337.21
2018-06-21 09-PM,ETHUSDT,526.32,526.55,523.31,524.37,1628.08,854184.66
2018-06-21 08-PM,ETHUSDT,524.39,528.1,523.2,526.32,2377.07,1251791.74
2018-06-21 07-PM,ETHUSDT,522.21,525.88,522,524.39,1863.75,975712.83
2018-06-21 06-PM,ETHUSDT,523.99,525.2,521.8,522.21,1637.84,857584.31
2018-06-21 05-PM,ETHUSDT,524.9,526.6,521.11,523.99,3023.3,1582121.8
2018-06-21 04-PM,ETHUSDT,528.61,529.27,523.37,524.9,4152.73,2186324.78
2018-06-21 03-PM,ETHUSDT,529.57,531.29,527.76,528.61,2830.13,1498841.89
2018-06-21 02-PM,ETHUSDT,530.5,531.63,525.77,529.57,5228.78,2764406.26
2018-06-21 01-PM,ETHUSDT,533.88,535.02,525.55,530.5,6168.56,3271259.11
2018-06-21 12-PM,ETHUSDT,536.18,536.32,533.02,533.88,2443.34,1307251.68
2018-06-21 11-AM,ETHUSDT,537.6,538,532.68,536.18,2070.84,1108350.23
2018-06-21 10-AM,ETHUSDT,534.13,539.4,531.66,537.6,4366.63,2338639.08
2018-06-21 09-AM,ETHUSDT,534.99,536.99,528,534.13,6296.25,3355167.65
2018-06-21 08-AM,ETHUSDT,540.5,541.03,533.5,534.99,4481.73,2406116.37
2018-06-21 07-AM,ETHUSDT,542.99,543,539.7,540.5,2157.26,1168211.47
2018-06-21 06-AM,ETHUSDT,541.09,544,539.6,542.99,2014.35,1091124.68
2018-06-21 05-AM,ETHUSDT,539.64,542.6,537.5,541.09,2757.85,1489438.33
2018-06-21 04-AM,ETHUSDT,542.56,542.77,536.5,539.64,3550.36,1915491.97
2018-06-21 03-AM,ETHUSDT,543.61,544.05,540.49,542.56,2931.85,1589898.36
2018-06-21 02-AM,ETHUSDT,538.5,544.98,538.3,543.61,5897.41,3196936.33
2018-06-21 01-AM,ETHUSDT,536.08,538.73,535.39,538.5,2062.27,1107637.02
2018-06-21 12-AM,ETHUSDT,536.49,536.99,534.67,536.08,2644.75,1416991.59
2018-06-20 11-PM,ETHUSDT,534.55,536.86,533.7,536.49,3042.1,1628224.61
2018-06-20 10-PM,ETHUSDT,533.28,535,531.81,534.55,1316.52,701663.72
2018-06-20 09-PM,ETHUSDT,532.8,534.61,532.26,533.28,933.3,497665.87
2018-06-20 08-PM,ETHUSDT,534.82,535.9,531.41,532.8,2824.33,1505787.37
2018-06-20 07-PM,ETHUSDT,535.85,536.41,534.81,534.82,733.18,392728.76
2018-06-20 06-PM,ETHUSDT,534.77,537,534.77,535.85,1502.64,805457.5
2018-06-20 05-PM,ETHUSDT,535.87,536.87,534.27,534.77,1565.28,838295.66
2018-06-20 04-PM,ETHUSDT,535.29,542.02,534.75,535.87,6072.67,3271177.49
2018-06-20 03-PM,ETHUSDT,538.08,539,534.6,535.29,4653.91,2496038.6
2018-06-20 02-PM,ETHUSDT,532.08,541.02,531.84,538.08,9951.16,5351274.77
2018-06-20 01-PM,ETHUSDT,521.75,534.7,518.06,532.08,11495.29,6069606.88
2018-06-20 12-PM,ETHUSDT,523.3,523.77,521,521.75,2188.17,1142963.14
2018-06-20 11-AM,ETHUSDT,522.35,523.97,521.05,523.3,2066.6,1079447.84
2018-06-20 10-AM,ETHUSDT,528.5,529.13,519.62,522.35,4017.81,2105609.75
2018-06-20 09-AM,ETHUSDT,525.84,530,525.14,528.5,3947.72,2081459.76
2018-06-20 08-AM,ETHUSDT,525.25,526.55,523.37,525.84,4362.07,2289065.72
2018-06-20 07-AM,ETHUSDT,524.98,525.48,522.97,525.25,5119.48,2684082.39
2018-06-20 06-AM,ETHUSDT,519.49,525.14,517.9,524.98,3009.26,1570145.22
2018-06-20 05-AM,ETHUSDT,519.6,521.51,518.42,519.49,3003.05,1561071.56
2018-06-20 04-AM,ETHUSDT,519.93,521.45,515.08,519.6,7791.47,4038908.98
2018-06-20 03-AM,ETHUSDT,520,522.16,518.21,519.93,8687.85,4522520.35
2018-06-20 02-AM,ETHUSDT,524.74,525.21,519.2,520,8491.08,4421505.67
2018-06-20 01-AM,ETHUSDT,527.57,528.16,516,524.74,15804.09,8233648.74
2018-06-20 12-AM,ETHUSDT,537.97,538.89,527.13,527.57,5874.54,3133332.59
2018-06-19 11-PM,ETHUSDT,535.16,539.07,534.3,537.97,3960.91,2124423.71
2018-06-19 10-PM,ETHUSDT,534.76,537.01,532.79,535.16,6236.4,3335450.99
2018-06-19 09-PM,ETHUSDT,531.8,535.19,529.27,534.76,4795.58,2554580.59
2018-06-19 08-PM,ETHUSDT,537.22,538.98,530.01,531.8,6424.02,3437594.75
2018-06-19 07-PM,ETHUSDT,531.59,538,531.12,537.22,4929.87,2628925.02
2018-06-19 06-PM,ETHUSDT,531.6,532.27,530.44,531.59,4785.54,2542276.62
2018-06-19 05-PM,ETHUSDT,531.24,534,529.85,531.6,4392.88,2336719.5
2018-06-19 04-PM,ETHUSDT,534.59,535.49,527,531.24,9449.86,5015698.03
2018-06-19 03-PM,ETHUSDT,534.6,538.99,532.7,534.59,5764.68,3087404.16
2018-06-19 02-PM,ETHUSDT,533.58,537,532.05,534.6,7485.37,3999411.47
2018-06-19 01-PM,ETHUSDT,540.61,548.2,532.11,533.58,11641.33,6284081.3
2018-06-19 12-PM,ETHUSDT,534,542.5,533.55,540.61,8508.87,4581846.64
2018-06-19 11-AM,ETHUSDT,525.84,542,525.4,534,10852.34,5802970.64
2018-06-19 10-AM,ETHUSDT,523.04,529.3,510.01,525.84,11166.17,5858074.28
2018-06-19 09-AM,ETHUSDT,519.66,523.31,519.17,522.91,3523.4,1836976.41
2018-06-19 08-AM,ETHUSDT,519.26,521.73,517.85,519.66,6424.0,3341828.09
2018-06-19 07-AM,ETHUSDT,516.04,520,515.06,519.26,5580.02,2887724.13
2018-06-19 06-AM,ETHUSDT,516.49,517.45,514.71,516.04,3927.17,2027626.47
2018-06-19 05-AM,ETHUSDT,516.74,517.52,514.69,516.49,3874.25,1999120.66
2018-06-19 04-AM,ETHUSDT,515.19,516.95,514,516.74,4949.31,2553102.95
2018-06-19 03-AM,ETHUSDT,515.23,518,513.88,515.19,5178.07,2666906.44
2018-06-19 02-AM,ETHUSDT,517,518,514.16,515.23,2472.18,1276851.9
2018-06-19 01-AM,ETHUSDT,520.14,520.54,517,517,1730.01,897176.7
2018-06-19 12-AM,ETHUSDT,517.95,521.11,517,520.14,2229.21,1157615.13
2018-06-18 11-PM,ETHUSDT,517.8,519.22,515.57,517.95,5594.62,2891810.15
2018-06-18 10-PM,ETHUSDT,516.84,518.18,516.68,517.8,3586.82,1855671.24
2018-06-18 09-PM,ETHUSDT,518.48,519.94,516.36,516.84,3632.35,1880756.77
2018-06-18 08-PM,ETHUSDT,514.59,519.27,514.59,518.48,4098.47,2118857.22
2018-06-18 07-PM,ETHUSDT,517.81,518.69,512.49,514.59,7524.13,3879185.74
2018-06-18 06-PM,ETHUSDT,517.47,520.62,516.8,517.81,7711.43,3998066.45
2018-06-18 05-PM,ETHUSDT,512.3,524.48,511.99,517.47,13916.03,7220781.83
2018-06-18 04-PM,ETHUSDT,496.47,515.2,496.47,512.3,14715.01,7475479.1
2018-06-18 03-PM,ETHUSDT,496.97,498.62,495.2,496.47,7291.15,3619722.0
2018-06-18 02-PM,ETHUSDT,493.95,497.92,492.94,496.97,5577.28,2761167.59
2018-06-18 01-PM,ETHUSDT,494,494.87,492.5,493.95,4187.36,2067864.55
2018-06-18 12-PM,ETHUSDT,492.67,495.93,492.41,493.99,4956.17,2447390.96
2018-06-18 11-AM,ETHUSDT,493.68,494.3,489.53,492.67,6600.08,3249238.25
2018-06-18 10-AM,ETHUSDT,496.06,496.28,493.5,493.68,3385.79,1673869.72
2018-06-18 09-AM,ETHUSDT,496.78,498.62,494.6,496.06,4180.94,2075115.32
2018-06-18 08-AM,ETHUSDT,494.74,499.94,493.59,496.78,5167.04,2561852.64
2018-06-18 07-AM,ETHUSDT,493.86,495.14,493,494.74,3825.56,1889915.18
2018-06-18 06-AM,ETHUSDT,493.66,494.85,492.83,493.86,2471.12,1220823.47
2018-06-18 05-AM,ETHUSDT,493.01,495.44,491.4,493.66,5375.39,2652307.94
2018-06-18 04-AM,ETHUSDT,493.62,494.47,491.06,493.01,4595.4,2268351.83
2018-06-18 03-AM,ETHUSDT,495.07,495.59,493,493.62,6098.75,3017016.06
2018-06-18 02-AM,ETHUSDT,491.51,495.73,490.56,495.07,4688.67,2309778.42
2018-06-18 01-AM,ETHUSDT,490.17,494.09,487.34,491.51,4404.5,2161136.94
2018-06-18 12-AM,ETHUSDT,497.14,497.83,487.27,490.17,5571.17,2746149.88
2018-06-17 11-PM,ETHUSDT,499.01,499.41,492.7,497.14,5982.51,2969748.91
2018-06-17 10-PM,ETHUSDT,499.22,500.27,497.03,499.01,4804.87,2399637.66
2018-06-17 09-PM,ETHUSDT,499.59,500.55,498.23,499.22,2117.29,1057843.62
2018-06-17 08-PM,ETHUSDT,501.32,502.09,497.82,499.59,4829.29,2411928.84
2018-06-17 07-PM,ETHUSDT,500.63,503.45,500.2,501.32,6179.4,3099300.43
2018-06-17 06-PM,ETHUSDT,499.23,501.98,498.52,500.63,2919.14,1461010.9
2018-06-17 05-PM,ETHUSDT,499.8,500.71,498.53,499.23,4304.38,2149707.33
2018-06-17 04-PM,ETHUSDT,502.13,503,499.09,499.8,5162.62,2586947.09
2018-06-17 03-PM,ETHUSDT,498.32,502.97,496.61,502.13,4464.71,2229548.28
2018-06-17 02-PM,ETHUSDT,497.96,499.7,497.14,498.32,3925.13,1955536.19
2018-06-17 01-PM,ETHUSDT,495.9,499.72,494.25,497.96,4823.71,2399839.62
2018-06-17 12-PM,ETHUSDT,500.95,501.66,494.12,495.9,7312.55,3648487.28
2018-06-17 11-AM,ETHUSDT,500.24,501.46,498.61,500.95,4595.67,2299124.33
2018-06-17 10-AM,ETHUSDT,502.92,503.83,498,500.24,4512.31,2258213.76
2018-06-17 09-AM,ETHUSDT,502.29,504.48,500.3,502.92,3419.16,1717408.01
2018-06-17 08-AM,ETHUSDT,501.12,507.12,500,502.29,7633.28,3847555.43
2018-06-17 07-AM,ETHUSDT,501,502.35,500.08,501.12,2686.23,1346647.39
2018-06-17 06-AM,ETHUSDT,502.22,503.73,500.16,501,3858.82,1938298.9
2018-06-17 05-AM,ETHUSDT,505.06,505.97,502.2,502.22,5203.67,2624744.09
2018-06-17 04-AM,ETHUSDT,506.67,507.6,502.79,505.06,5449.22,2752507.36
