Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT
2019-03-23 06-PM,ETHUSDT,136.67,136.91,136.47,136.82,3868.33,528635.8
2019-03-23 05-PM,ETHUSDT,136.65,136.92,136.57,136.67,3167.09,433042.9
2019-03-23 04-PM,ETHUSDT,137.07,137.07,136.6,136.65,6836.45,935124.75
2019-03-23 03-PM,ETHUSDT,136.49,137.08,136.29,137.07,6174.71,844115.65
2019-03-23 02-PM,ETHUSDT,136.42,136.53,135.93,136.49,10799.41,1471119.7
2019-03-23 01-PM,ETHUSDT,136.66,136.74,136,136.42,10982.19,1497530.31
2019-03-23 12-PM,ETHUSDT,137.09,137.33,136.26,136.66,6405.05,877042.38
2019-03-23 11-AM,ETHUSDT,137.2,137.41,136.82,137.09,6049.41,829192.75
2019-03-23 10-AM,ETHUSDT,137.95,138.09,136.5,137.2,13181.92,1808302.76
2019-03-23 09-AM,ETHUSDT,138.2,138.2,137.8,137.95,6416.27,885313.94
2019-03-23 08-AM,ETHUSDT,137.66,138.21,137.46,138.2,12044.08,1660747.7
2019-03-23 07-AM,ETHUSDT,137.73,137.95,137.3,137.66,9697.0,1334884.58
2019-03-23 06-AM,ETHUSDT,136.77,138,136.77,137.73,14643.31,2014450.24
2019-03-23 05-AM,ETHUSDT,136.48,136.84,136.46,136.77,7277.81,994420.09
2019-03-23 04-AM,ETHUSDT,136.83,136.95,136.46,136.48,6216.44,849784.21
2019-03-23 03-AM,ETHUSDT,136.88,136.98,136.66,136.83,5196.61,711110.85
2019-03-23 02-AM,ETHUSDT,136.16,137,136.01,136.88,9443.96,1289456.8
2019-03-23 01-AM,ETHUSDT,135.81,136.42,135.72,136.16,4707.23,641035.85
2019-03-23 12-AM,ETHUSDT,135.98,136.02,135.6,135.81,5822.37,790541.81
2019-03-22 11-PM,ETHUSDT,136.11,136.49,135.9,135.98,2593.65,353257.03
2019-03-22 10-PM,ETHUSDT,136.3,136.41,136,136.11,3798.76,517343.75
2019-03-22 09-PM,ETHUSDT,136.25,136.51,135.9,136.3,4070.09,554588.54
2019-03-22 08-PM,ETHUSDT,136.89,136.89,136.1,136.25,4595.77,628017.59
2019-03-22 07-PM,ETHUSDT,136.68,136.94,136.57,136.89,3979.95,544307.62
2019-03-22 06-PM,ETHUSDT,136.91,137.05,136.65,136.68,5440.49,744456.64
2019-03-22 05-PM,ETHUSDT,136.6,137.2,136.41,136.91,8253.58,1128261.6
2019-03-22 04-PM,ETHUSDT,136.55,136.65,136.04,136.6,7019.71,957327.19
2019-03-22 03-PM,ETHUSDT,136.96,137.2,136.47,136.55,10022.38,1371540.79
2019-03-22 02-PM,ETHUSDT,136.54,137.03,136.46,136.96,10837.02,1482265.26
2019-03-22 01-PM,ETHUSDT,136.75,137.1,136.33,136.54,16564.84,2263914.17
2019-03-22 12-PM,ETHUSDT,135.71,137.05,135.51,136.75,11537.4,1571096.34
2019-03-22 11-AM,ETHUSDT,135.83,136,135.49,135.71,7597.43,1031274.12
2019-03-22 10-AM,ETHUSDT,135.65,136.21,135.56,135.83,6637.8,902293.8
2019-03-22 09-AM,ETHUSDT,135.93,136.39,135.5,135.65,10832.37,1472941.82
2019-03-22 08-AM,ETHUSDT,135.66,136.26,135.6,135.93,13758.22,1869562.22
2019-03-22 07-AM,ETHUSDT,135.32,135.68,135.16,135.66,11929.32,1615510.37
2019-03-22 06-AM,ETHUSDT,135.26,135.35,135.07,135.32,7933.78,1072651.97
2019-03-22 05-AM,ETHUSDT,134.9,135.28,134.84,135.26,4636.67,626466.38
2019-03-22 04-AM,ETHUSDT,134.84,134.97,134.69,134.9,7099.74,957093.37
2019-03-22 03-AM,ETHUSDT,135.1,135.37,134.82,134.84,4904.64,662725.36
2019-03-22 02-AM,ETHUSDT,134.84,135.29,134.73,135.1,4525.57,610847.67
2019-03-22 01-AM,ETHUSDT,134.95,135.35,134.7,134.84,6253.91,844149.24
2019-03-22 12-AM,ETHUSDT,134.85,135.05,134.29,134.95,6731.22,906897.49
2019-03-21 11-PM,ETHUSDT,135.05,135.45,134.74,134.85,8869.12,1197410.7
2019-03-21 10-PM,ETHUSDT,135.52,135.9,134.96,135.05,6032.42,816443.78
2019-03-21 09-PM,ETHUSDT,135.38,135.85,135.26,135.52,5158.68,699499.49
2019-03-21 08-PM,ETHUSDT,135.02,135.4,134.75,135.38,4485.32,605436.11
2019-03-21 07-PM,ETHUSDT,134.62,135.1,134.52,135.02,7573.78,1020636.6
2019-03-21 06-PM,ETHUSDT,134.62,134.7,134.37,134.62,5539.17,745324.86
2019-03-21 05-PM,ETHUSDT,134.52,134.9,133.93,134.62,9901.46,1330236.67
2019-03-21 04-PM,ETHUSDT,134.58,134.62,133.3,134.52,20963.04,2811018.15
2019-03-21 03-PM,ETHUSDT,132.59,134.98,132.23,134.58,38718.28,5196580.38
2019-03-21 02-PM,ETHUSDT,137.72,137.72,131.21,132.59,60588.04,8190626.21
2019-03-21 01-PM,ETHUSDT,138.25,138.44,136.91,137.72,23757.52,3270093.95
2019-03-21 12-PM,ETHUSDT,138.85,139.5,138.08,138.25,14896.66,2066369.46
2019-03-21 11-AM,ETHUSDT,138.59,139.19,138.5,138.85,8991.87,1248330.55
2019-03-21 10-AM,ETHUSDT,138.81,138.87,138.47,138.59,7642.08,1059882.48
2019-03-21 09-AM,ETHUSDT,138.94,138.99,138.79,138.81,5758.57,799723.92
2019-03-21 08-AM,ETHUSDT,139.12,139.25,138.93,138.94,6070.9,844339.12
2019-03-21 07-AM,ETHUSDT,138.81,139.48,138.73,139.12,8171.74,1137313.5
2019-03-21 06-AM,ETHUSDT,138.57,138.99,138.49,138.81,5968.5,828552.61
2019-03-21 05-AM,ETHUSDT,138.67,138.83,138.39,138.57,6597.93,914463.17
2019-03-21 04-AM,ETHUSDT,138.71,138.93,138.48,138.67,4965.74,688638.08
2019-03-21 03-AM,ETHUSDT,138.62,138.82,138.52,138.71,5891.37,816973.64
2019-03-21 02-AM,ETHUSDT,138.69,139,138.6,138.62,8713.72,1209434.99
2019-03-21 01-AM,ETHUSDT,139.3,139.5,137.86,138.69,14875.12,2061592.72
2019-03-21 12-AM,ETHUSDT,139.01,139.55,138.93,139.3,9857.29,1372861.08
2019-03-20 11-PM,ETHUSDT,139.25,139.4,138.7,139.01,7249.54,1007387.09
2019-03-20 10-PM,ETHUSDT,138.12,139.66,138.12,139.25,19873.95,2761082.03
2019-03-20 09-PM,ETHUSDT,138.12,138.26,137.98,138.12,2770.35,382672.0
2019-03-20 08-PM,ETHUSDT,137.83,138.25,137.82,138.12,4328.51,597510.58
2019-03-20 07-PM,ETHUSDT,137.95,138.04,136.91,137.83,6854.66,944059.88
2019-03-20 06-PM,ETHUSDT,137.74,138.29,137.68,137.95,5149.13,710604.82
2019-03-20 05-PM,ETHUSDT,138.06,138.24,137.5,137.74,5669.75,781698.24
2019-03-20 04-PM,ETHUSDT,138.24,138.8,137.9,138.06,11596.32,1603602.02
2019-03-20 03-PM,ETHUSDT,138.44,138.6,137.96,138.24,9549.78,1320572.83
2019-03-20 02-PM,ETHUSDT,138.13,138.44,137.91,138.44,8704.87,1202242.64
2019-03-20 01-PM,ETHUSDT,138.53,138.72,138.07,138.13,7018.24,971204.38
2019-03-20 12-PM,ETHUSDT,138.2,138.62,138.04,138.53,8607.44,1191071.53
2019-03-20 11-AM,ETHUSDT,138.1,138.7,137.99,138.2,12127.51,1677916.08
2019-03-20 10-AM,ETHUSDT,136.48,138.55,136.01,138.1,23669.92,3254368.26
2019-03-20 09-AM,ETHUSDT,137.92,138.05,136.32,136.48,15232.17,2091428.72
2019-03-20 08-AM,ETHUSDT,137.71,138.05,137.7,137.92,5961.46,822022.53
2019-03-20 07-AM,ETHUSDT,137.62,138.09,137.54,137.71,7001.37,964587.24
2019-03-20 06-AM,ETHUSDT,137.89,137.99,137.5,137.62,5976.94,823167.29
2019-03-20 05-AM,ETHUSDT,137.47,137.93,137.33,137.89,5007.0,689178.7
2019-03-20 04-AM,ETHUSDT,137.56,137.62,137.2,137.47,5328.99,732174.72
2019-03-20 03-AM,ETHUSDT,137.53,137.75,137.35,137.56,4474.38,615358.13
2019-03-20 02-AM,ETHUSDT,137.45,137.83,137.34,137.53,6216.94,855364.46
2019-03-20 01-AM,ETHUSDT,137.34,137.71,137.1,137.45,10901.61,1498832.46
2019-03-20 12-AM,ETHUSDT,138.55,138.9,137.06,137.34,14481.88,2001509.41
2019-03-19 11-PM,ETHUSDT,138.04,138.78,138.04,138.55,8494.62,1176183.49
2019-03-19 10-PM,ETHUSDT,138.07,138.37,137.03,138.04,5359.12,739455.08
2019-03-19 09-PM,ETHUSDT,138.16,138.25,137.63,138.07,3760.61,518669.92
2019-03-19 08-PM,ETHUSDT,138.18,138.4,137.92,138.16,4085.6,564468.68
2019-03-19 07-PM,ETHUSDT,138.09,138.39,137.82,138.18,4987.63,689141.33
2019-03-19 06-PM,ETHUSDT,138.44,138.57,137.95,138.09,5176.26,716118.07
2019-03-19 05-PM,ETHUSDT,138.11,139.05,138.08,138.44,12270.41,1700589.75
2019-03-19 04-PM,ETHUSDT,137.96,138.71,137.75,138.11,10220.19,1411619.87
2019-03-19 03-PM,ETHUSDT,138.06,138.09,137.72,137.96,11038.77,1522126.25
2019-03-19 02-PM,ETHUSDT,137.58,138.95,137.49,138.06,23443.43,3240804.58
2019-03-19 01-PM,ETHUSDT,137.51,138.2,137.45,137.58,13554.96,1867175.76
2019-03-19 12-PM,ETHUSDT,137.77,138.2,137.45,137.51,9781.24,1347196.13
2019-03-19 11-AM,ETHUSDT,138.34,138.4,137.7,137.77,8095.98,1117346.51
2019-03-19 10-AM,ETHUSDT,138.4,138.71,137.93,138.34,10913.31,1509034.74
2019-03-19 09-AM,ETHUSDT,137.64,138.63,137.5,138.4,9528.95,1315137.99
2019-03-19 08-AM,ETHUSDT,137.77,137.78,137.4,137.64,5608.15,771201.21
2019-03-19 07-AM,ETHUSDT,137.39,137.89,137.11,137.77,6082.23,836380.01
2019-03-19 06-AM,ETHUSDT,137.5,137.9,137.38,137.39,6973.12,960198.53
2019-03-19 05-AM,ETHUSDT,137.46,137.65,137.25,137.5,6615.89,909351.98
2019-03-19 04-AM,ETHUSDT,137.78,137.93,136.97,137.46,10044.83,1379668.69
2019-03-19 03-AM,ETHUSDT,138.1,138.3,137.62,137.78,5874.43,810937.28
2019-03-19 02-AM,ETHUSDT,138.19,138.69,138.1,138.1,6918.9,957585.92
2019-03-19 01-AM,ETHUSDT,138.71,139.38,138,138.19,10958.96,1519469.81
2019-03-19 12-AM,ETHUSDT,137.59,138.75,137.4,138.71,10683.87,1476392.57
2019-03-18 11-PM,ETHUSDT,137.95,138,137.44,137.59,4837.5,666419.93
2019-03-18 10-PM,ETHUSDT,137.77,138.14,137.7,137.95,5431.03,748945.6
2019-03-18 09-PM,ETHUSDT,137.63,138.3,137.6,137.77,4756.17,655935.85
2019-03-18 08-PM,ETHUSDT,137.39,138.07,137.34,137.63,6044.82,833098.42
2019-03-18 07-PM,ETHUSDT,137.81,137.87,136.98,137.39,8765.82,1203243.83
2019-03-18 06-PM,ETHUSDT,137.61,137.93,137.55,137.81,4508.72,621126.27
2019-03-18 05-PM,ETHUSDT,137.5,137.7,137.25,137.61,5658.77,777972.61
2019-03-18 04-PM,ETHUSDT,137.55,137.77,137.18,137.5,5641.82,775532.64
2019-03-18 03-PM,ETHUSDT,137.29,137.8,137.16,137.55,6324.96,869508.91
2019-03-18 02-PM,ETHUSDT,137.5,137.57,137,137.29,8056.73,1105736.28
2019-03-18 01-PM,ETHUSDT,137.88,138,137.21,137.5,8722.98,1200745.62
2019-03-18 12-PM,ETHUSDT,137.24,138.07,137.06,137.88,12517.22,1724036.51
2019-03-18 11-AM,ETHUSDT,137.29,137.68,136.47,137.24,14752.62,2023869.59
2019-03-18 10-AM,ETHUSDT,137.76,138.07,137.07,137.29,10291.1,1414985.3
2019-03-18 09-AM,ETHUSDT,138.18,138.23,137.64,137.76,8499.59,1172552.22
2019-03-18 08-AM,ETHUSDT,137.82,138.33,137.43,138.18,10546.85,1455322.48
2019-03-18 07-AM,ETHUSDT,137.87,137.95,137.02,137.82,10718.3,1474574.1
2019-03-18 06-AM,ETHUSDT,136.83,138.25,136.1,137.87,22824.36,3137854.22
2019-03-18 05-AM,ETHUSDT,139.88,140,136.77,136.83,33898.55,4684503.94
2019-03-18 04-AM,ETHUSDT,140.22,140.58,139.57,139.88,7818.43,1096058.85
2019-03-18 03-AM,ETHUSDT,140.75,140.79,140,140.22,8358.57,1174503.98
2019-03-18 02-AM,ETHUSDT,140.76,141.04,139.93,140.75,18334.95,2576433.9
2019-03-18 01-AM,ETHUSDT,140.08,142.01,140.07,140.76,29083.8,4101879.65
2019-03-18 12-AM,ETHUSDT,138.67,140.36,138.23,140.08,13566.99,1893910.91
2019-03-17 11-PM,ETHUSDT,138.9,138.96,138.45,138.67,6372.96,884115.22
2019-03-17 10-PM,ETHUSDT,139.11,139.8,138.52,138.9,9526.39,1325527.81
2019-03-17 09-PM,ETHUSDT,139.59,139.77,138.99,139.11,4842.14,674724.39
2019-03-17 08-PM,ETHUSDT,139.3,139.93,139.13,139.59,10222.23,1427033.14
2019-03-17 07-PM,ETHUSDT,138.88,139.31,138.7,139.3,4450.5,618568.06
2019-03-17 06-PM,ETHUSDT,138.74,139,138.61,138.88,3491.71,484786.63
2019-03-17 05-PM,ETHUSDT,138.92,138.92,138.46,138.74,5159.63,715782.44
2019-03-17 04-PM,ETHUSDT,139.36,139.93,138.33,138.92,9891.54,1376965.85
2019-03-17 03-PM,ETHUSDT,139.39,139.67,138.87,139.36,8802.21,1226181.0
2019-03-17 02-PM,ETHUSDT,139.17,140.37,138.88,139.39,16391.72,2287054.42
2019-03-17 01-PM,ETHUSDT,138.78,139.26,138.47,139.17,7317.06,1016495.84
2019-03-17 12-PM,ETHUSDT,138.91,138.99,138.31,138.78,7196.54,998018.72
2019-03-17 11-AM,ETHUSDT,138.93,139.5,138.57,138.91,10372.52,1442647.23
2019-03-17 10-AM,ETHUSDT,138.27,139.52,138.22,138.93,11892.66,1653206.59
2019-03-17 09-AM,ETHUSDT,138.64,138.7,138.05,138.27,7633.36,1056809.36
2019-03-17 08-AM,ETHUSDT,138.72,139.13,138.38,138.64,7104.03,985706.64
2019-03-17 07-AM,ETHUSDT,138.62,138.77,138.34,138.72,5895.94,816505.25
2019-03-17 06-AM,ETHUSDT,138.24,138.67,138.15,138.62,6962.02,963889.83
2019-03-17 05-AM,ETHUSDT,137.51,138.3,137.43,138.24,6882.36,948393.78
2019-03-17 04-AM,ETHUSDT,137.76,137.92,137.21,137.51,9609.49,1321865.68
2019-03-17 03-AM,ETHUSDT,137.58,138.15,137.44,137.76,11126.14,1533680.09
2019-03-17 02-AM,ETHUSDT,138.58,138.65,137.2,137.58,23995.28,3307662.22
2019-03-17 01-AM,ETHUSDT,138.38,139.23,138.3,138.58,12165.3,1689352.01
2019-03-17 12-AM,ETHUSDT,140.92,141.07,137.36,138.38,36447.74,5055367.01
2019-03-16 11-PM,ETHUSDT,141.25,141.41,140.76,140.92,5899.87,832780.15
2019-03-16 10-PM,ETHUSDT,141.06,141.33,140.77,141.25,6604.27,931499.99
2019-03-16 09-PM,ETHUSDT,140.31,141.15,140.14,141.06,6319.26,888978.74
2019-03-16 08-PM,ETHUSDT,140.03,140.43,139.56,140.31,5846.97,818607.9
2019-03-16 07-PM,ETHUSDT,140.5,140.65,139.5,140.03,8235.96,1153907.4
2019-03-16 06-PM,ETHUSDT,140.85,140.86,140.17,140.5,8431.62,1184970.86
2019-03-16 05-PM,ETHUSDT,140.83,141.5,140.77,140.85,11712.72,1653550.7
2019-03-16 04-PM,ETHUSDT,140.15,141.5,139.84,140.83,11853.07,1669443.65
2019-03-16 03-PM,ETHUSDT,140.68,140.68,139.77,140.15,10481.37,1468809.83
2019-03-16 02-PM,ETHUSDT,140.29,140.93,139.85,140.68,8503.56,1193869.86
2019-03-16 01-PM,ETHUSDT,139.46,140.63,139.45,140.29,16805.89,2354455.51
2019-03-16 12-PM,ETHUSDT,142.15,142.26,136.7,139.46,44322.78,6199727.22
2019-03-16 11-AM,ETHUSDT,141.92,142.4,141.29,142.15,14584.05,2068209.95
2019-03-16 10-AM,ETHUSDT,142.18,142.73,141.87,141.92,15084.81,2147366.16
2019-03-16 09-AM,ETHUSDT,141.33,142.33,141.2,142.18,14913.95,2115856.6
2019-03-16 08-AM,ETHUSDT,141.44,141.93,140.71,141.33,13219.75,1869393.74
2019-03-16 07-AM,ETHUSDT,141.98,142.69,141.39,141.44,12293.44,1747401.09
2019-03-16 06-AM,ETHUSDT,142.02,142.43,141.1,141.98,24502.56,3474401.73
2019-03-16 05-AM,ETHUSDT,143.2,143.84,141.8,142.02,33529.93,4784863.85
2019-03-16 04-AM,ETHUSDT,139.6,144.47,139.36,143.2,83321.89,11862468.4
2019-03-16 03-AM,ETHUSDT,138.82,140.36,138.55,139.6,31751.51,4434736.94
2019-03-16 02-AM,ETHUSDT,139.35,139.99,138.53,138.82,18915.91,2629862.55
2019-03-16 01-AM,ETHUSDT,138,139.8,137.19,139.35,33081.72,4589093.02
2019-03-16 12-AM,ETHUSDT,136.56,138,136.51,138,13710.42,1881957.59
2019-03-15 11-PM,ETHUSDT,135.79,136.67,135.61,136.56,8581.28,1168329.02
2019-03-15 10-PM,ETHUSDT,136.43,136.75,135.37,135.79,10140.28,1379265.51
2019-03-15 09-PM,ETHUSDT,136.75,136.83,136.12,136.43,4852.73,662088.72
2019-03-15 08-PM,ETHUSDT,137.08,137.25,136.61,136.75,5014.83,686581.15
2019-03-15 07-PM,ETHUSDT,136.93,137.19,136.68,137.08,4128.44,565508.0
2019-03-15 06-PM,ETHUSDT,137.19,137.25,136.5,136.93,6224.04,851663.86
2019-03-15 05-PM,ETHUSDT,136.74,137.38,136.74,137.19,10206.12,1399061.88
2019-03-15 04-PM,ETHUSDT,136.9,137.62,136.28,136.74,28081.48,3849082.03
2019-03-15 03-PM,ETHUSDT,135.39,137.42,135.14,136.9,29805.88,4062950.68
2019-03-15 02-PM,ETHUSDT,134.76,136,134.68,135.39,15250.65,2063541.11
2019-03-15 01-PM,ETHUSDT,134.69,135.15,134.5,134.76,9294.36,1252894.15
2019-03-15 12-PM,ETHUSDT,134.91,135.55,134.07,134.69,19766.2,2665278.99
2019-03-15 11-AM,ETHUSDT,133.75,135.3,133.53,134.91,23621.47,3179174.88
2019-03-15 10-AM,ETHUSDT,133.8,134.53,133.4,133.75,14558.92,1949110.66
2019-03-15 09-AM,ETHUSDT,133.34,133.84,133.16,133.8,10781.73,1438886.37
2019-03-15 08-AM,ETHUSDT,133.58,133.74,133.19,133.34,8783.79,1172155.04
2019-03-15 07-AM,ETHUSDT,133.52,133.81,133.21,133.58,9485.57,1265912.17
2019-03-15 06-AM,ETHUSDT,133.53,134,133.26,133.52,10138.78,1354680.75
2019-03-15 05-AM,ETHUSDT,133.4,133.64,133.24,133.53,6502.87,868028.87
2019-03-15 04-AM,ETHUSDT,133.13,133.55,133.06,133.4,10247.17,1366201.31
2019-03-15 03-AM,ETHUSDT,133.1,133.21,132.57,133.13,11840.85,1574916.47
2019-03-15 02-AM,ETHUSDT,133.44,133.58,133.09,133.1,5902.91,786846.79
2019-03-15 01-AM,ETHUSDT,133.13,133.97,132.97,133.44,10564.19,1410146.15
2019-03-15 12-AM,ETHUSDT,132.2,133.5,132.18,133.13,10784.77,1432760.39
2019-03-14 11-PM,ETHUSDT,132.04,132.4,131.94,132.2,5074.16,670648.84
2019-03-14 10-PM,ETHUSDT,132.18,132.28,131.91,132.04,4205.43,555598.98
2019-03-14 09-PM,ETHUSDT,132.12,132.23,131.91,132.18,3140.3,414741.71
2019-03-14 08-PM,ETHUSDT,132.12,132.25,132,132.12,3351.84,442837.06
2019-03-14 07-PM,ETHUSDT,132.11,132.33,132,132.12,3601.43,476011.24
2019-03-14 06-PM,ETHUSDT,132.54,132.6,132,132.11,5614.58,742342.25
2019-03-14 05-PM,ETHUSDT,131.94,132.59,131.94,132.54,5778.34,764182.76
2019-03-14 04-PM,ETHUSDT,132.22,132.61,131.87,131.94,9060.1,1197005.63
2019-03-14 03-PM,ETHUSDT,132.17,132.8,131.89,132.22,16797.57,2221901.38
2019-03-14 02-PM,ETHUSDT,131.71,135.11,128.52,132.17,87405.35,11538431.7
2019-03-14 01-PM,ETHUSDT,131.63,131.93,131.4,131.71,8265.28,1088366.36
2019-03-14 12-PM,ETHUSDT,131.4,132.05,130.81,131.63,13163.32,1731736.49
2019-03-14 11-AM,ETHUSDT,131.82,131.9,131.3,131.4,6524.82,858532.89
2019-03-14 10-AM,ETHUSDT,131.69,132.06,131.5,131.82,4851.41,639473.7
2019-03-14 09-AM,ETHUSDT,131.65,131.97,131.42,131.69,5777.65,760917.34
2019-03-14 08-AM,ETHUSDT,131.46,131.83,131.3,131.65,6702.82,882140.83
2019-03-14 07-AM,ETHUSDT,131.96,132,131.08,131.46,6346.18,834716.34
2019-03-14 06-AM,ETHUSDT,131.87,132,131.42,131.96,7509.96,989488.28
2019-03-14 05-AM,ETHUSDT,132.07,132.16,131.74,131.87,6484.38,855726.69
2019-03-14 04-AM,ETHUSDT,131.75,132.15,131.69,132.07,4929.94,650711.1
2019-03-14 03-AM,ETHUSDT,132.18,132.25,131.61,131.75,5406.35,712883.99
2019-03-14 02-AM,ETHUSDT,132.35,132.46,131.95,132.18,7645.69,1010979.8
2019-03-14 01-AM,ETHUSDT,132.17,132.5,131.66,132.35,9443.39,1247185.01
2019-03-14 12-AM,ETHUSDT,131.65,132.38,131.45,132.17,7401.01,975282.95
2019-03-13 11-PM,ETHUSDT,131.54,132.09,131.25,131.65,4993.32,657607.79
2019-03-13 10-PM,ETHUSDT,131.26,131.79,131.2,131.54,4908.79,645700.81
2019-03-13 09-PM,ETHUSDT,131.75,131.83,131.08,131.26,6431.23,844565.65
2019-03-13 08-PM,ETHUSDT,131.77,132,131.07,131.75,5846.3,770052.43
2019-03-13 07-PM,ETHUSDT,131.74,131.85,131.6,131.77,4638.17,610966.36
2019-03-13 06-PM,ETHUSDT,131.61,131.91,131.56,131.74,3814.0,502493.39
2019-03-13 05-PM,ETHUSDT,131.59,131.97,131.45,131.61,4391.91,578376.34
2019-03-13 04-PM,ETHUSDT,132.14,132.42,131.54,131.59,7150.61,942699.44
2019-03-13 03-PM,ETHUSDT,131.81,132.3,131.38,132.14,8394.62,1106008.85
2019-03-13 02-PM,ETHUSDT,132.36,132.84,131.52,131.81,10690.72,1414167.15
2019-03-13 01-PM,ETHUSDT,132.51,133.25,132.25,132.36,16114.67,2137774.75
2019-03-13 12-PM,ETHUSDT,131.56,132.54,131,132.51,11841.53,1559111.8
2019-03-13 11-AM,ETHUSDT,131.3,131.82,131.24,131.56,8346.75,1098342.98
2019-03-13 10-AM,ETHUSDT,131.67,131.76,130.58,131.3,21483.84,2818291.3
2019-03-13 09-AM,ETHUSDT,132.2,132.5,131.4,131.67,8335.97,1100995.97
2019-03-13 08-AM,ETHUSDT,132.48,132.7,132.17,132.2,10508.6,1391748.78
2019-03-13 07-AM,ETHUSDT,131.9,132.6,131.69,132.48,6543.56,864705.98
2019-03-13 06-AM,ETHUSDT,132.32,132.41,131.41,131.9,9406.2,1242041.57
2019-03-13 05-AM,ETHUSDT,132.66,132.85,132.23,132.32,8558.63,1134342.62
2019-03-13 04-AM,ETHUSDT,132.95,133.13,132.51,132.66,7378.87,980331.62
2019-03-13 03-AM,ETHUSDT,132.69,133.45,132.4,132.95,8680.35,1154236.98
2019-03-13 02-AM,ETHUSDT,132.74,132.89,132.35,132.69,6213.57,824119.35
2019-03-13 01-AM,ETHUSDT,133.42,133.47,132.37,132.74,9808.91,1302555.43
2019-03-13 12-AM,ETHUSDT,133.57,133.65,133.03,133.42,9266.09,1236041.31
2019-03-12 11-PM,ETHUSDT,133.54,134.05,132.99,133.57,10791.61,1440314.6
2019-03-12 10-PM,ETHUSDT,132.86,133.65,132.85,133.54,5625.72,749968.43
2019-03-12 09-PM,ETHUSDT,133.7,133.8,132.65,132.86,7281.89,970475.65
2019-03-12 08-PM,ETHUSDT,132.69,133.72,132.62,133.7,6332.78,843917.22
2019-03-12 07-PM,ETHUSDT,132.59,132.7,131.9,132.69,9810.56,1297518.55
2019-03-12 06-PM,ETHUSDT,132.87,133.21,132.29,132.59,6711.28,890975.79
2019-03-12 05-PM,ETHUSDT,133.47,133.49,132.78,132.87,5889.73,784584.64
2019-03-12 04-PM,ETHUSDT,133,133.49,132.7,133.47,12689.89,1690016.81
2019-03-12 03-PM,ETHUSDT,133.74,133.75,132.82,133,10382.9,1384462.01
2019-03-12 02-PM,ETHUSDT,133.93,133.99,133.3,133.74,7548.92,1008656.73
2019-03-12 01-PM,ETHUSDT,134.43,134.55,133.22,133.93,13692.33,1834107.05
2019-03-12 12-PM,ETHUSDT,133.86,134.49,133.74,134.43,7814.8,1048132.05
2019-03-12 11-AM,ETHUSDT,133.76,134.27,133.66,133.86,7252.65,971467.87
2019-03-12 10-AM,ETHUSDT,133.99,134.83,133.61,133.76,12591.46,1688187.5
2019-03-12 09-AM,ETHUSDT,133.76,134.39,133.4,133.99,11717.99,1567908.51
2019-03-12 08-AM,ETHUSDT,131.51,135.3,130.77,133.76,28333.71,3780675.52
2019-03-12 07-AM,ETHUSDT,131.51,131.51,131.51,131.51,0.0,0.0
2019-03-12 06-AM,ETHUSDT,131.51,131.51,131.51,131.51,0.0,0.0
2019-03-12 05-AM,ETHUSDT,131.51,131.51,131.51,131.51,0.0,0.0
2019-03-12 04-AM,ETHUSDT,131.51,131.51,131.51,131.51,0.0,0.0
2019-03-12 03-AM,ETHUSDT,131.51,131.51,131.51,131.51,0.0,0.0
2019-03-12 02-AM,ETHUSDT,131.51,131.51,131.51,131.51,0.0,0.0
2019-03-12 01-AM,ETHUSDT,132.19,132.29,131.5,131.51,12096.8,1594748.62
2019-03-12 12-AM,ETHUSDT,132.67,133.37,131.95,132.19,13363.42,1771744.32
2019-03-11 11-PM,ETHUSDT,133.05,133.6,132.1,132.67,7636.99,1015142.51
2019-03-11 10-PM,ETHUSDT,133.22,134.1,132.92,133.05,9470.55,1263901.26
2019-03-11 09-PM,ETHUSDT,132.45,133.42,132.29,133.22,6305.24,837770.97
2019-03-11 08-PM,ETHUSDT,131.54,132.55,131.54,132.45,6911.52,913563.37
2019-03-11 07-PM,ETHUSDT,132.71,132.83,131.37,131.54,5287.3,698847.11
2019-03-11 06-PM,ETHUSDT,132.46,133.12,132.43,132.71,9584.0,1272270.09
2019-03-11 05-PM,ETHUSDT,132.46,132.85,132.21,132.46,7210.15,955470.64
2019-03-11 04-PM,ETHUSDT,131.65,132.76,131.51,132.46,10128.96,1340456.34
2019-03-11 03-PM,ETHUSDT,132,132.27,131.44,131.65,7802.97,1029452.14
2019-03-11 02-PM,ETHUSDT,132.67,132.7,131.5,132,11261.42,1486504.98
2019-03-11 01-PM,ETHUSDT,131.62,132.79,131.3,132.67,14272.63,1888587.28
2019-03-11 12-PM,ETHUSDT,132.17,132.73,131,131.62,24582.85,3243059.08
2019-03-11 11-AM,ETHUSDT,132.88,133.3,131.9,132.17,17785.58,2359157.02
2019-03-11 10-AM,ETHUSDT,134.12,134.27,132.57,132.88,9144.5,1220506.5
2019-03-11 09-AM,ETHUSDT,133.4,134.21,132.81,134.12,10106.23,1349221.39
2019-03-11 08-AM,ETHUSDT,133.55,134.18,133.3,133.4,9006.39,1204576.91
2019-03-11 07-AM,ETHUSDT,134.28,134.57,133.44,133.55,11467.64,1537347.68
