Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTG,Volume BTC
2018-06-15,BTGBTC,0.005121,0.005204,0.005062,0.005137,58768.52,301.35
2018-06-14,BTGBTC,0.005138,0.005264,0.004981,0.005121,111142.89,571.51
2018-06-13,BTGBTC,0.005237,0.005272,0.004959,0.005138,119915.6,614.47
2018-06-12,BTGBTC,0.005384,0.005558,0.005195,0.005237,93336.75,504.9
2018-06-11,BTGBTC,0.005322,0.005438,0.005212,0.005384,93207.83,501.39
2018-06-10,BTGBTC,0.005763,0.005818,0.005244,0.005322,106648.72,595.84
2018-06-09,BTGBTC,0.005732,0.005819,0.005706,0.005763,107559.92,617.13
2018-06-08,BTGBTC,0.005846,0.005849,0.0057,0.005732,131721.76,759.82
2018-06-07,BTGBTC,0.005866,0.005919,0.005837,0.005846,93939.05,551.09
2018-06-06,BTGBTC,0.005991,0.006003,0.005858,0.005866,114720.21,677.17
2018-06-05,BTGBTC,0.005869,0.006046,0.005857,0.005991,113804.45,678.51
2018-06-04,BTGBTC,0.006076,0.006136,0.005733,0.005869,126471.19,744.45
2018-06-03,BTGBTC,0.005943,0.006189,0.005869,0.006076,104854.27,630.03
2018-06-02,BTGBTC,0.005825,0.005994,0.005786,0.005943,92986.24,548.1
2018-06-01,BTGBTC,0.005907,0.005964,0.005736,0.005825,91164.84,531.45
2018-05-31,BTGBTC,0.005694,0.006031,0.00558,0.005907,68794.26,400.89
2018-05-30,BTGBTC,0.00577,0.005966,0.005619,0.005694,47140.58,273.38
2018-05-29,BTGBTC,0.005651,0.005862,0.00561,0.00577,44453.67,254.09
2018-05-28,BTGBTC,0.006005,0.006044,0.005646,0.005651,41977.89,246.16
2018-05-27,BTGBTC,0.00602,0.006068,0.005965,0.006005,55453.26,332.89
2018-05-26,BTGBTC,0.006033,0.006085,0.00594,0.00602,57273.05,344.13
2018-05-25,BTGBTC,0.006191,0.006214,0.005988,0.006033,32444.75,199.26
2018-05-24,BTGBTC,0.005974,0.006235,0.005967,0.006191,50597.48,309.05
2018-05-23,BTGBTC,0.00628,0.00628,0.005934,0.005974,40903.71,246.65
2018-05-22,BTGBTC,0.006368,0.006394,0.006254,0.00628,2684.27,16.96
2018-05-21,BTGBTC,0.006563,0.006574,0.00633,0.006368,2423.78,15.54
2018-05-20,BTGBTC,0.006433,0.006609,0.006433,0.006563,1545.6,10.12
2018-05-19,BTGBTC,0.006611,0.00662,0.006306,0.006433,5497.54,35.88
2018-05-18,BTGBTC,0.006558,0.006619,0.00648,0.006611,55926.6,365.89
