Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XMR,Volume ETH
2019-08-07,XMRETH,0.3934,0.3934,0.3934,0.3934,0.0,0.0
2019-08-06,XMRETH,0.407,0.413,0.3934,0.3934,357.12,144.17
2019-08-05,XMRETH,0.3995,0.41,0.3944,0.4042,83.08,33.41
2019-08-04,XMRETH,0.3969,0.398,0.3969,0.398,1.531,0.6081
2019-08-03,XMRETH,0.387,0.3969,0.3832,0.3969,488.75,189.48
2019-08-02,XMRETH,0.3783,0.3894,0.378,0.3861,61.12,23.46
2019-08-01,XMRETH,0.369,0.373,0.369,0.373,0.05889,0.02197
2019-07-31,XMRETH,0.374,0.3797,0.369,0.369,28.65,10.73
2019-07-30,XMRETH,0.3783,0.3783,0.3783,0.3783,0.0,0.0
2019-07-29,XMRETH,0.3783,0.3783,0.3783,0.3783,0.0,0.0
2019-07-28,XMRETH,0.3805,0.3988,0.3783,0.3783,64.42,24.94
2019-07-27,XMRETH,0.3655,0.3725,0.3655,0.3725,6.676,2.473
2019-07-26,XMRETH,0.3703,0.379,0.3637,0.3655,168.3,62.39
2019-07-25,XMRETH,0.3741,0.3741,0.3669,0.3669,11.7,4.313
2019-07-24,XMRETH,0.3852,0.3966,0.37,0.3741,90.2,34.62
2019-07-23,XMRETH,0.3837,0.3879,0.3818,0.3834,0.759,0.2918
2019-07-22,XMRETH,0.3704,0.3888,0.3704,0.3837,92.09,35.21
2019-07-21,XMRETH,0.3726,0.3916,0.3704,0.3704,96.66,36.66
2019-07-20,XMRETH,0.3741,0.3796,0.3647,0.3726,230.34,85.9
2019-07-19,XMRETH,0.3701,0.386,0.3695,0.3741,61.27,23.04
2019-07-18,XMRETH,0.3627,0.3672,0.359,0.3605,55.3,20.26
2019-07-17,XMRETH,0.3727,0.3787,0.3627,0.3627,205.3,75.78
2019-07-16,XMRETH,0.3909,0.3935,0.3706,0.3727,358.97,135.99
2019-07-15,XMRETH,0.3812,0.4003,0.347,0.3909,278.05,103.96
2019-07-14,XMRETH,0.348,0.3812,0.3416,0.3812,458.52,164.87
2019-07-13,XMRETH,0.3587,0.3587,0.3394,0.348,110.12,38.03
2019-07-12,XMRETH,0.3341,0.3587,0.3226,0.3587,618.07,209.62
2019-07-11,XMRETH,0.3303,0.345,0.3254,0.3341,264.49,89.32
