Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume EUR
2019-07-03,LTCEUR,104.12,108.17,104.12,105.6,18.51,1987.46
2019-07-02,LTCEUR,108.46,108.46,99.83,104.12,63.49,6619.6
2019-07-01,LTCEUR,106.09,110.98,102,108.46,60.65,6473.65
2019-06-30,LTCEUR,116.41,121.81,106.08,106.09,51.91,5556.38
2019-06-29,LTCEUR,104.13,121.82,102,116.41,27.98,3104.81
2019-06-28,LTCEUR,99.96,116.4,99.96,104.13,249.72,26013.83
2019-06-27,LTCEUR,112.39,114.69,96.9,99.96,237.0,24534.34
2019-06-26,LTCEUR,120.89,120.89,110,112.39,138.51,16343.05
2019-06-25,LTCEUR,117.66,121.79,113.92,120.89,49.57,5839.0
2019-06-24,LTCEUR,120,121.81,116.8,117.66,58.24,6871.33
2019-06-23,LTCEUR,122.17,129.31,120,120,12.05,1471.22
2019-06-22,LTCEUR,125,129.98,122.17,122.17,10.6,1327.8
2019-06-21,LTCEUR,118.99,125,118.99,125,129.06,15644.43
2019-06-20,LTCEUR,121.12,130,118.99,118.99,104.32,12745.06
2019-06-19,LTCEUR,119.76,123.43,119.76,121.12,27.59,3366.48
2019-06-18,LTCEUR,119.6,122.99,115.77,119.76,75.06,9050.65
2019-06-17,LTCEUR,121.98,121.98,116.92,119.6,96.42,11482.48
2019-06-16,LTCEUR,123.46,126,116,121.98,36.61,4445.33
2019-06-15,LTCEUR,119.99,123.46,119.99,123.46,6.567,804.73
2019-06-14,LTCEUR,116.76,119.99,113.4,119.99,61.92,7203.54
2019-06-13,LTCEUR,118.61,120.45,115.37,116.76,27.25,3231.78
2019-06-12,LTCEUR,121.16,126.11,117.5,118.61,77.69,9482.66
2019-06-11,LTCEUR,114.6,121.16,111.49,121.16,88.88,10451.85
2019-06-10,LTCEUR,100.35,114.6,100.35,114.6,61.65,6747.29
2019-06-09,LTCEUR,104.6,104.6,100.35,100.35,7.687,779.96
2019-06-08,LTCEUR,102.07,108.54,102.07,104.6,1.095,117.84
2019-06-07,LTCEUR,95.02,109.19,95.02,102.07,24.7,2554.89
2019-06-06,LTCEUR,90.89,95.27,90.25,95.02,17.72,1650.46
2019-06-05,LTCEUR,90.4,93.41,90.23,90.89,46.53,4306.06
2019-06-04,LTCEUR,95.43,102.72,87.87,90.4,433.95,39998.13
2019-06-03,LTCEUR,105,105,95.43,95.43,119.97,11750.76
2019-06-02,LTCEUR,101,105,100.89,105,1.91,197.88
2019-06-01,LTCEUR,109.99,109.99,101,101,4.29,436.05
2019-05-31,LTCEUR,96.54,109.99,95.12,109.99,48.27,4781.64
2019-05-30,LTCEUR,105,106.99,92.69,96.54,95.28,9781.27
2019-05-29,LTCEUR,102.99,106.03,99.57,105,3.63,373.82
2019-05-28,LTCEUR,104.15,104.15,100.84,102.99,49.06,5012.4
2019-05-27,LTCEUR,99.78,108.22,99.78,104.15,157.97,16131.59
2019-05-26,LTCEUR,91.15,103.99,89.99,99.78,13.67,1360.37
2019-05-25,LTCEUR,99,99,91.15,91.15,2.32,212.0
2019-05-24,LTCEUR,80.25,99,79.51,99,24.65,2200.82
2019-05-23,LTCEUR,79.43,80.25,77.5,80.25,67.51,5351.79
2019-05-22,LTCEUR,83.07,83.07,79.43,79.43,35.64,2868.51
2019-05-21,LTCEUR,82.71,83.07,81.98,83.07,6.06,497.82
2019-05-20,LTCEUR,82.96,82.96,80.37,82.71,7.52,610.66
