Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume NGN
2018-07-21,BTCNGN,2590200,2607853,2581000,2593300,25.58,66366543.27
2018-07-20,BTCNGN,2620150,2665001,2590000,2590200,55.99,146600558.33
2018-07-19,BTCNGN,2588899,2624002,2556349,2620150,66.43,172897266.43
2018-07-18,BTCNGN,2547999,2670008,2518361,2588899,89.91,234078888.15
2018-07-17,BTCNGN,2333205,2650000,2333204,2547999,102.21,249886343.98
2018-07-16,BTCNGN,2221500,2358500,2221500,2333205,68.2,156872319.96
2018-07-15,BTCNGN,2207080,2250009,2205806,2221500,24.46,54543721.06
2018-07-14,BTCNGN,2210006,2235007,2205910,2207080,15.08,33366554.66
2018-07-13,BTCNGN,2156010,2239999,2156010,2210006,43.09,95343744.32
2018-07-12,BTCNGN,2255000,2255000,2150000,2156010,46.94,103589471.22
2018-07-11,BTCNGN,2257810,2278900,2230000,2254999,47.76,107446771.57
2018-07-10,BTCNGN,2349534,2349534,2223432,2257810,46.81,107003083.04
2018-07-09,BTCNGN,2331634,2355430,2328653,2343217,37.87,88632881.67
2018-07-08,BTCNGN,2356800,2390000,2330500,2331634,27.61,65049194.75
2018-07-07,BTCNGN,2336891,2357000,2319250,2356800,27.49,64160878.93
2018-07-06,BTCNGN,2330000,2344061,2319725,2336891,43.72,101764221.31
2018-07-05,BTCNGN,2369905,2390000,2314899,2330000,42.79,101119981.72
2018-07-04,BTCNGN,2305999,2400000,2300002,2369905,71.11,167113065.41
2018-07-03,BTCNGN,2337598,2364999,2303209,2305999,61.7,143592739.93
2018-07-02,BTCNGN,2227000,2370000,2195906,2337598,73.13,165714976.46
2018-07-01,BTCNGN,2219602,2250001,2204600,2227000,32.1,71611837.67
2018-06-30,BTCNGN,2152004,2276001,2152001,2219602,40.62,91173332.35
2018-06-29,BTCNGN,2108575,2220000,2075005,2152004,55.34,117318938.62
2018-06-28,BTCNGN,2207314,2227305,2108011,2108575,44.77,98459144.52
2018-06-27,BTCNGN,2229898,2230001,2163009,2207314,45.3,99962463.78
2018-06-26,BTCNGN,2257499,2260000,2229898,2229898,35.9,80746508.2
2018-06-25,BTCNGN,2237889,2300000,2229898,2257499,47.7,107425078.37
2018-06-24,BTCNGN,2251840,2273558,2150000,2237889,50.32,110358266.61
2018-06-23,BTCNGN,2221993,2299999,2221055,2251840,24.58,55298378.8
2018-06-22,BTCNGN,2418327,2418328,2220000,2221993,55.91,129848456.2
2018-06-21,BTCNGN,2420000,2436402,2409328,2418327,39.34,95385412.71
2018-06-20,BTCNGN,2413079,2483966,2355999,2420000,53.65,129320022.8
2018-06-19,BTCNGN,2355121,2430000,2315009,2413079,59.33,141807896.41
2018-06-18,BTCNGN,2327900,2435000,2301810,2355121,42.45,100073185.42
2018-06-17,BTCNGN,2350001,2364999,2311099,2327900,23.93,56035687.06
2018-06-16,BTCNGN,2365322,2389700,2330060,2350001,15.96,37598756.45
2018-06-15,BTCNGN,2426900,2426990,2365321,2365322,35.1,84201275.64
2018-06-14,BTCNGN,2280851,2450000,2280580,2426900,60.59,143941009.12
2018-06-13,BTCNGN,2392001,2420000,2279000,2280851,64.17,150935637.19
2018-06-12,BTCNGN,2475000,2550001,2352350,2392001,57.39,141741207.94
2018-06-11,BTCNGN,2491000,2518000,2440921,2475000,57.78,142807202.59
2018-06-10,BTCNGN,2725100,2725101,2480000,2491000,51.75,134014852.88
2018-06-09,BTCNGN,2750000,2760555,2725100,2725100,26.19,71975591.33
2018-06-08,BTCNGN,2755999,2779000,2734999,2750000,36.16,99631477.85
2018-06-07,BTCNGN,2765998,2790000,2744250,2755999,47.09,130501453.47
2018-06-06,BTCNGN,2763970,2785005,2720010,2765998,37.76,104151255.34
2018-06-05,BTCNGN,2718111,2769000,2700001,2763970,46.27,126069315.11
2018-06-04,BTCNGN,2790699,2790699,2710000,2718111,50.94,139858386.35
2018-06-03,BTCNGN,2779999,2836800,2740200,2790699,35.06,98191283.93
2018-06-02,BTCNGN,2737000,2799998,2736999,2779999,30.81,85460210.02
2018-06-01,BTCNGN,2744000,2769900,2723002,2737000,38.78,106370586.8
2018-05-31,BTCNGN,2718987,2763749,2684710,2744000,47.95,131771443.55
2018-05-30,BTCNGN,2738959,2764500,2680730,2718987,44.86,122641195.63
2018-05-29,BTCNGN,2665002,2789700,2618999,2738959,34.07,92235927.56
2018-05-28,BTCNGN,2718170,2730000,2657104,2665002,38.77,103863197.07
2018-05-27,BTCNGN,2745000,2774000,2680009,2718170,19.42,52815546.31
2018-05-26,BTCNGN,2739999,2800000,2739999,2745000,17.11,47514587.66
2018-05-25,BTCNGN,2770701,2799989,2727800,2749500,29.71,81957067.25
2018-05-24,BTCNGN,2800001,2899004,2700001,2770701,50.82,141434536.78
2018-05-23,BTCNGN,2960000,3003060,2744999,2800001,51.75,148984500.66
2018-05-22,BTCNGN,3058290,3058291,2960000,2960000,37.1,111891118.74
2018-05-21,BTCNGN,3092501,3117000,3055509,3059501,45.16,139345148.91
2018-05-20,BTCNGN,3025514,3118986,3025509,3092501,23.29,71464503.33
2018-05-19,BTCNGN,3019002,3070000,3000999,3025514,20.47,62060909.01
2018-05-18,BTCNGN,2970000,3080000,2902501,3019000,40.18,119486282.01
2018-05-17,BTCNGN,3006873,3054009,2970000,2970000,32.45,98335734.07
2018-05-16,BTCNGN,3100001,3120001,3000017,3006873,42.51,129438560.98
2018-05-15,BTCNGN,3122851,3197999,3100000,3100001,33.61,106010941.93
2018-05-14,BTCNGN,3233000,3233001,3110001,3122851,44.68,141536178.97
2018-05-13,BTCNGN,3189202,3360000,3125001,3233000,25.72,82537360.9
2018-05-12,BTCNGN,3132000,3270000,3008999,3148002,29.17,91589905.12
2018-05-11,BTCNGN,3313001,3313001,3115009,3132000,45.73,147241424.68
2018-05-10,BTCNGN,3405701,3450000,3313001,3313001,33.7,114122525.79
2018-05-09,BTCNGN,3355802,3425000,3250000,3405701,44.89,151023587.93
2018-05-08,BTCNGN,3450000,3470551,3350000,3355802,37.03,125897358.22
2018-05-07,BTCNGN,3498000,3500000,3400000,3450000,51.42,176490414.86
2018-05-06,BTCNGN,3583999,3644500,3453800,3498000,42.21,149227714.66
2018-05-05,BTCNGN,3519000,3645896,3518999,3584000,43.14,154645628.39
2018-05-04,BTCNGN,3460610,3527990,3400500,3519000,61.29,213946305.32
2018-05-03,BTCNGN,3321000,3475000,3250000,3460610,79.59,269664470.65
2018-05-02,BTCNGN,3283450,3325000,3280000,3321000,39.87,131742648.07
2018-05-01,BTCNGN,3345007,3359000,3262824,3283450,34.97,115707190.5
2018-04-30,BTCNGN,3380508,3389999,3320600,3345007,40.7,136423454.86
2018-04-29,BTCNGN,3335000,3420000,3329501,3380508,31.59,106626494.89
2018-04-28,BTCNGN,3226001,3369050,3226001,3335000,32.28,107716156.78
2018-04-27,BTCNGN,3329999,3369099,3225000,3226001,42.86,142661024.97
2018-04-26,BTCNGN,3202300,3349000,3100000,3329999,50.79,164084198.63
2018-04-25,BTCNGN,3548000,3548000,3155709,3202300,103.54,346722825.47
2018-04-24,BTCNGN,3219971,3548000,3219971,3548000,68.98,234249868.81
2018-04-23,BTCNGN,3203100,3267000,3175000,3219971,57.44,184824017.64
2018-04-22,BTCNGN,3189799,3249800,3180999,3203100,28.22,90809210.91
2018-04-21,BTCNGN,3177985,3282001,3125010,3189799,49.82,159245851.79
2018-04-20,BTCNGN,2946000,3197000,2933790,3177985,52.25,159028130.25
2018-04-19,BTCNGN,2893000,2970000,2873101,2946000,46.35,135482883.31
2018-04-18,BTCNGN,2845006,2910001,2845005,2893000,42.8,122835140.8
2018-04-17,BTCNGN,2841000,2900000,2815109,2845006,43.09,123245832.86
2018-04-16,BTCNGN,2954929,2960011,2805100,2841000,43.27,124293306.79
2018-04-15,BTCNGN,2859000,2995512,2858999,2954929,37.81,110962078.85
2018-04-14,BTCNGN,2824800,2910000,2802109,2859000,35.98,103066680.46
2018-04-13,BTCNGN,2750001,2932980,2731115,2824800,97.92,278840395.77
2018-04-12,BTCNGN,2459999,2750001,2431144,2750001,111.34,290724445.74
2018-04-11,BTCNGN,2425500,2474000,2416509,2459999,39.74,97276294.71
2018-04-10,BTCNGN,2405220,2469000,2405220,2425500,42.14,101948374.14
2018-04-09,BTCNGN,2468001,2549999,2405000,2405220,56.92,140849667.33
2018-04-08,BTCNGN,2460999,2535599,2453001,2468001,36.09,89676170.32
2018-04-07,BTCNGN,2330000,2500000,2309082,2460999,37.01,90611329.57
2018-04-06,BTCNGN,2428786,2441470,2301800,2330000,39.62,94428765.63
2018-04-05,BTCNGN,2412099,2479999,2409715,2428786,45.45,110791972.91
2018-04-04,BTCNGN,2608903,2639990,2412099,2412099,56.08,141417835.43
2018-04-03,BTCNGN,2460000,2660000,2446000,2608903,83.54,215611918.86
2018-04-02,BTCNGN,2431001,2500000,2429719,2460000,27.9,68779985.73
2018-04-01,BTCNGN,2520431,2548000,2330000,2431001,48.63,119151852.02
2018-03-31,BTCNGN,2491171,2698415,2458104,2520431,40.52,103183910.75
2018-03-30,BTCNGN,2576555,2715000,2410000,2491171,66.96,170228538.1
2018-03-29,BTCNGN,2832201,2846999,2520000,2576555,69.42,188040191.93
2018-03-28,BTCNGN,2825039,2900999,2800399,2832201,46.54,132998124.48
2018-03-27,BTCNGN,2979601,3050000,2812887,2825039,55.02,159441430.91
2018-03-26,BTCNGN,3085476,3115899,2870000,2979601,54.68,162432305.61
2018-03-25,BTCNGN,3119346,3140000,3070000,3085476,22.98,71211819.37
2018-03-24,BTCNGN,3135800,3220000,3101857,3119346,45.26,143496715.66
2018-03-23,BTCNGN,3133329,3150000,3000006,3135800,54.43,167617861.0
2018-03-22,BTCNGN,3175998,3250100,3081260,3133329,40.15,127368023.39
2018-03-21,BTCNGN,3223999,3325000,3058000,3175998,73.76,238925791.04
2018-03-20,BTCNGN,3031402,3296999,3020000,3223999,65.09,203807216.3
2018-03-19,BTCNGN,2915000,3169999,2875033,3031402,82.59,248012653.76
2018-03-18,BTCNGN,2861000,2950000,2600000,2915000,54.08,149301417.08
2018-03-17,BTCNGN,3006801,3006801,2760000,2861000,39.96,116213879.75
2018-03-16,BTCNGN,2970584,3200000,2850000,3006801,61.87,186172251.51
2018-03-15,BTCNGN,2975084,3050211,2718400,2970584,61.5,180446355.6
2018-03-14,BTCNGN,3314806,3348500,2705299,2975084,75.48,234480276.88
2018-03-13,BTCNGN,3327957,3380000,3282275,3314806,31.96,106370237.91
2018-03-12,BTCNGN,3427337,3595000,3264500,3327957,60.24,206409071.81
2018-03-11,BTCNGN,3248379,3496000,3226109,3427337,36.19,122219094.76
2018-03-10,BTCNGN,3407683,3540500,3205000,3248379,39.41,133884809.9
2018-03-09,BTCNGN,3424546,3598990,3000001,3407683,100.51,330403900.25
2018-03-08,BTCNGN,3668000,3689225,3420302,3424546,57.36,204434016.42
2018-03-07,BTCNGN,3855000,3889980,3500973,3668000,68.34,254396494.33
2018-03-06,BTCNGN,4075002,4075002,3800999,3855000,68.72,271138994.49
2018-03-05,BTCNGN,4060000,4097500,3997999,4075002,52.95,214295987.23
2018-03-04,BTCNGN,3999848,4060000,3921139,4060000,26.72,106204681.87
2018-03-03,BTCNGN,3879901,4097500,3879900,3999848,53.09,212454092.64
2018-03-02,BTCNGN,3810000,3898001,3802501,3879901,47.86,184552097.61
2018-03-01,BTCNGN,3728918,3833888,3701067,3810000,48.44,182569075.29
2018-02-28,BTCNGN,3756709,3885161,3720005,3728918,49.28,186482403.25
2018-02-27,BTCNGN,3637941,3820000,3613007,3756709,49.65,185579923.38
2018-02-26,BTCNGN,3527980,3699999,3425000,3637941,55.77,198993321.3
2018-02-25,BTCNGN,3561999,3655900,3490000,3527980,21.58,76325147.6
2018-02-24,BTCNGN,3679231,3841950,3515000,3561999,36.26,133394031.48
2018-02-23,BTCNGN,3625001,3841950,3416636,3679231,54.18,198944126.61
2018-02-22,BTCNGN,3750551,3992000,3503109,3625001,54.62,204240770.82
2018-02-21,BTCNGN,4130010,4162001,3664009,3750551,82.55,325491572.16
2018-02-20,BTCNGN,3960001,4195000,3960001,4130010,64.01,261995803.63
2018-02-19,BTCNGN,3751001,3985000,3750000,3960001,57.46,223099829.72
2018-02-18,BTCNGN,3900000,4082009,3700000,3751001,65.77,252961371.7
2018-02-17,BTCNGN,3565998,3949040,3565998,3900000,63.33,241583109.47
2018-02-16,BTCNGN,3525600,3576000,3450000,3565998,45.45,160145037.47
2018-02-15,BTCNGN,3353900,3601000,3316002,3525600,83.46,290873265.19
2018-02-14,BTCNGN,3071000,3374021,3071000,3353900,76.04,246585423.27
2018-02-13,BTCNGN,3120377,3150000,3001001,3071000,54.82,169132472.74
2018-02-12,BTCNGN,2980000,3150000,2963800,3120377,52.36,162060320.53
2018-02-11,BTCNGN,3068500,3099990,2909000,2980000,37.08,111914659.88
2018-02-10,BTCNGN,3080000,3349200,3001999,3068500,66.2,209471236.36
2018-02-09,BTCNGN,2965407,3097001,2900000,3080000,65.58,195490111.85
2018-02-08,BTCNGN,2750003,3100000,2750002,2965407,64.85,193942386.39
2018-02-07,BTCNGN,2784000,3160000,2500000,2750003,114.87,335468551.83
2018-02-06,BTCNGN,2396000,2825000,2000000,2784000,185.18,449217112.93
2018-02-05,BTCNGN,3068237,3068237,2251000,2396000,109.57,294435757.72
2018-02-04,BTCNGN,3259690,3387000,3000000,3068237,45.42,144392585.74
2018-02-03,BTCNGN,3199679,3449900,3030000,3259690,55.44,181336931.67
2018-02-02,BTCNGN,3199200,3600111,2500000,3199679,146.33,443556462.27
2018-02-01,BTCNGN,3672145,3740000,3302999,3465808,30.32,108914807.11
2018-01-31,BTCNGN,3756000,3828000,3603100,3672145,47.11,174496056.0
2018-01-30,BTCNGN,4114993,4143098,3706009,3756000,63.9,250443475.83
2018-01-29,BTCNGN,4221824,4221825,4100000,4114993,41.96,173498662.18
2018-01-28,BTCNGN,4150999,4390000,4140101,4221824,57.03,241233889.02
2018-01-27,BTCNGN,4089999,4160279,4070000,4150999,19.26,79557657.12
2018-01-26,BTCNGN,4155654,4225000,4000001,4089999,39.52,162689142.77
2018-01-25,BTCNGN,4124998,4239010,4066460,4155654,42.79,178528575.83
2018-01-24,BTCNGN,4155512,4200000,4006078,4124998,35.47,146148586.05
2018-01-23,BTCNGN,4249750,4398999,3905000,4155512,58.26,240680406.61
2018-01-22,BTCNGN,4585650,4673071,4000002,4249750,55.31,241229931.59
2018-01-21,BTCNGN,4938999,4990000,4510002,4585650,39.39,185804381.85
2018-01-20,BTCNGN,4500000,4999000,4415009,4938999,47.62,230400791.22
2018-01-19,BTCNGN,4568199,4650000,4360000,4500000,48.25,218417457.52
2018-01-18,BTCNGN,4377000,4799900,4200000,4605703,67.74,307122592.3
2018-01-17,BTCNGN,4460000,4920999,3001009,4377000,192.83,758464985.96
2018-01-16,BTCNGN,5331150,5400000,4000001,4460000,138.04,643355294.89
2018-01-15,BTCNGN,5446600,5558899,5250011,5331150,48.11,259491299.3
2018-01-14,BTCNGN,5655888,5664900,5200000,5443800,24.29,134208274.25
2018-01-13,BTCNGN,5599662,5799980,5555100,5655888,37.7,215204548.7
2018-01-12,BTCNGN,5591000,5667155,5500000,5599662,40.51,226469399.33
2018-01-11,BTCNGN,5887999,5976998,5400000,5591000,78.55,445054578.39
2018-01-10,BTCNGN,5973109,6015998,5700000,5887999,74.94,440694709.04
2018-01-09,BTCNGN,6005004,6120000,5890000,5973109,60.02,360978848.0
2018-01-08,BTCNGN,6248400,6252900,5700000,6005004,68.71,413577663.8
2018-01-07,BTCNGN,6520000,6550000,6011909,6248400,36.13,231033907.85
2018-01-06,BTCNGN,6615202,6615202,6381012,6520000,27.48,178317898.93
2018-01-05,BTCNGN,5855913,6662112,5750999,6615202,63.28,392161821.2
2018-01-04,BTCNGN,5685201,5900000,5610000,5855913,47.51,270886780.57
2018-01-03,BTCNGN,5429999,5767451,5420000,5685201,54.88,309268003.31
2018-01-02,BTCNGN,5351000,5599900,5103006,5429999,48.99,259245226.32
2018-01-01,BTCNGN,5410409,5469990,5270000,5351000,17.61,93867523.88
2017-12-31,BTCNGN,5474965,5550000,5035009,5410409,40.77,217378706.93
2017-12-30,BTCNGN,5709899,5709899,5400000,5474965,33.35,184565609.98
2017-12-29,BTCNGN,5541009,5799985,5447500,5709899,27.71,155201554.78
2017-12-28,BTCNGN,5894000,5948000,5300000,5541009,40.32,228788110.79
2017-12-27,BTCNGN,6023980,6120000,5860000,5894000,30.0,180003703.66
2017-12-26,BTCNGN,5803006,6150000,5500000,6023980,62.39,371273422.38
2017-12-25,BTCNGN,5820002,5970000,5703020,5803006,22.21,129169921.95
2017-12-24,BTCNGN,6125000,6249900,5600999,5820002,43.48,256444710.46
2017-12-23,BTCNGN,5562000,6200000,5401000,6040000,24.92,149702132.68
2017-12-22,BTCNGN,5591000,6220000,3610000,6220000,151.35,752684426.32
2017-12-21,BTCNGN,6490000,6500000,5505000,5591000,56.62,342276560.38
2017-12-20,BTCNGN,6700000,6889900,5500000,6730000,34.53,221346070.95
2017-12-19,BTCNGN,6940990,6999999,6600011,6844999,47.21,323512280.19
2017-12-18,BTCNGN,7029999,7029999,6840000,6941000,39.28,272591940.09
2017-12-17,BTCNGN,6990320,7260000,6840000,7029999,45.15,318878680.39
2017-12-16,BTCNGN,6452581,6992700,6360000,6990320,41.22,277767747.36
2017-12-15,BTCNGN,6101166,6199999,6100999,6199994,20.76,127764095.18
2017-12-14,BTCNGN,6147890,6150000,6101150,6101166,38.59,236522481.8
2017-12-13,BTCNGN,6194799,6199999,6099999,6147890,41.93,258172078.41
2017-12-12,BTCNGN,6162500,6200000,6020001,6194799,42.17,258333790.73
2017-12-11,BTCNGN,5900000,6200000,5751999,6162500,52.66,320094435.07
2017-12-10,BTCNGN,5792999,6150000,5200000,5900000,74.18,421240195.01
2017-12-09,BTCNGN,6198999,6210000,5200000,5792999,59.61,348677285.5
2017-12-08,BTCNGN,6599999,6850000,5700070,6198999,86.54,536727983.97
2017-12-07,BTCNGN,5494998,6599999,5101009,6599999,141.95,854366778.46
2017-12-06,BTCNGN,4400999,4798031,4400020,4798031,35.46,163358968.46
2017-12-05,BTCNGN,4087882,4500000,4084999,4400999,61.27,261404720.26
2017-12-04,BTCNGN,4035224,4089999,4007555,4087882,32.86,133279136.5
2017-12-03,BTCNGN,3978950,4099998,3966301,4035224,34.45,138947306.05
2017-12-02,BTCNGN,3939970,4000000,3929101,4000000,12.18,48317397.54
2017-12-01,BTCNGN,3795805,3997999,3612000,3939970,44.14,170053265.54
2017-11-30,BTCNGN,3786220,4021999,3590040,3795805,71.17,269223367.86
2017-11-29,BTCNGN,3675000,4199999,3160001,3786220,126.75,494385091.23
2017-11-28,BTCNGN,3544897,3678000,3540921,3675000,44.07,159665940.54
2017-11-27,BTCNGN,3339241,3548988,3309740,3543887,48.77,169512494.44
2017-11-26,BTCNGN,3122000,3390000,3121999,3339241,49.16,161851891.33
2017-11-25,BTCNGN,2996000,3146999,2996000,3122000,33.97,104223173.87
2017-11-24,BTCNGN,2937104,3000000,2930000,2996000,32.79,97466244.14
2017-11-23,BTCNGN,2953880,2953969,2911000,2937104,27.48,80724043.17
2017-11-22,BTCNGN,2940001,2959000,2921010,2953880,26.2,77124533.82
2017-11-21,BTCNGN,2969980,2969988,2886200,2940001,39.94,117160794.36
2017-11-20,BTCNGN,2813009,2987390,2813009,2969980,42.53,122527650.26
2017-11-19,BTCNGN,2760000,2850999,2758110,2813009,25.87,72388312.95
2017-11-18,BTCNGN,2755000,2769998,2725000,2760000,18.79,51616523.37
2017-11-17,BTCNGN,2740509,2799600,2700000,2755000,50.16,138194094.76
2017-11-16,BTCNGN,2617996,2750000,2608160,2740509,57.77,154490127.7
2017-11-15,BTCNGN,2438970,2636999,2425998,2617996,60.25,154507737.18
2017-11-14,BTCNGN,2411001,2449998,2402399,2438970,28.05,67991083.31
2017-11-13,BTCNGN,2263199,2500000,2232889,2411001,59.5,143181530.23
2017-11-12,BTCNGN,2440000,2442000,1850120,2232501,83.67,186718834.96
2017-11-11,BTCNGN,2442855,2549000,2400001,2440000,46.93,115594140.72
2017-11-10,BTCNGN,2613001,2637480,2401010,2442855,50.75,127874969.43
2017-11-09,BTCNGN,2650000,2665800,2630000,2639979,16.2,42921986.24
2017-11-08,BTCNGN,2606000,2728990,2560000,2650000,55.88,148371236.05
2017-11-07,BTCNGN,2641999,2650000,2605000,2606000,29.03,76182642.23
2017-11-06,BTCNGN,2706223,2730000,2600999,2637003,47.71,127622393.63
2017-11-05,BTCNGN,2655404,2735000,2655404,2706223,28.36,76746127.85
2017-11-04,BTCNGN,2621999,2673000,2571500,2655404,26.76,70424550.79
2017-11-03,BTCNGN,2598000,2675000,2557000,2621999,47.54,125440859.83
2017-11-02,BTCNGN,2380000,2549998,2380000,2549000,27.59,68470950.68
2017-11-01,BTCNGN,2250719,2387999,2250719,2380000,58.64,137507124.27
2017-10-31,BTCNGN,2165999,2250719,2155130,2250719,38.45,84483185.34
2017-10-30,BTCNGN,2160000,2185000,2130000,2165999,36.45,78657076.9
2017-10-29,BTCNGN,2110071,2187000,2100000,2160000,28.45,60656073.03
2017-10-28,BTCNGN,2100001,2122999,2100000,2110071,11.88,25074622.1
2017-10-27,BTCNGN,2125492,2138750,2100000,2100001,28.02,59457218.18
2017-10-26,BTCNGN,2048000,2133990,2035000,2125492,33.08,69458473.73
2017-10-25,BTCNGN,1997001,2050000,1970000,2039999,17.91,35974255.17
2017-10-24,BTCNGN,2129001,2135000,1994105,1997001,37.13,76639501.83
2017-10-23,BTCNGN,2145020,2160607,2100011,2129001,29.78,63618410.3
2017-10-22,BTCNGN,2178829,2178829,2122001,2145020,23.81,51186041.38
2017-10-21,BTCNGN,2152367,2200000,2135010,2178829,33.01,72032485.2
2017-10-20,BTCNGN,2017989,2197900,2000003,2152367,57.91,120649712.98
2017-10-19,BTCNGN,1999999,2017990,1990056,2017989,40.07,80437688.98
2017-10-18,BTCNGN,2002003,2006900,1753000,1999999,60.81,116927245.56
2017-10-17,BTCNGN,2018999,2019000,2001000,2002003,31.67,63683911.98
2017-10-16,BTCNGN,2025999,2029998,2000130,2018999,26.49,53314175.2
2017-10-15,BTCNGN,2030000,2049999,1994000,2025999,31.24,62906274.8
2017-10-14,BTCNGN,1989900,2039900,1977031,2030000,18.12,36500772.17
2017-10-13,BTCNGN,1950000,2499950,1899997,1977004,110.95,228019063.44
2017-10-12,BTCNGN,1699899,1950000,1699899,1950000,91.44,167413170.33
2017-10-11,BTCNGN,1677503,1699900,1674999,1699899,36.09,60987286.68
2017-10-10,BTCNGN,1686000,1698003,1676089,1677503,54.55,92335854.79
2017-10-09,BTCNGN,1593797,1698600,1586000,1686000,61.8,101026017.67
2017-10-08,BTCNGN,1539999,1600000,1539999,1593797,48.65,76404564.91
2017-10-07,BTCNGN,1525100,1540000,1519998,1539999,25.47,38951360.55
2017-10-06,BTCNGN,1499990,1540000,1485001,1529999,33.35,50553270.64
2017-10-05,BTCNGN,1488000,1509996,1465505,1499990,42.9,64014582.62
2017-10-04,BTCNGN,1478009,1510236,1460000,1488000,31.41,46899741.44
2017-10-03,BTCNGN,1515002,1525000,1400000,1478009,55.09,82630343.67
2017-10-02,BTCNGN,1518500,1559900,1493007,1515002,42.01,64339764.4
2017-10-01,BTCNGN,1510998,1519000,1492997,1518500,21.93,33050937.95
2017-09-30,BTCNGN,1454000,1519998,1448511,1510998,38.41,57308450.87
2017-09-29,BTCNGN,1452050,1470000,1376080,1454000,43.7,63142627.01
2017-09-28,BTCNGN,1469003,1499000,1451000,1452050,53.02,78266912.17
2017-09-27,BTCNGN,1368850,1479999,1368850,1469003,54.21,76590468.84
2017-09-26,BTCNGN,1353002,1380000,1353002,1368850,35.2,48252701.5
2017-09-25,BTCNGN,1299999,1365000,1299999,1353002,49.23,65540645.93
2017-09-24,BTCNGN,1318687,1329400,1291000,1299999,16.19,21180407.77
2017-09-23,BTCNGN,1277038,1340000,1276020,1318687,18.73,24631812.65
2017-09-22,BTCNGN,1305001,1338984,1302855,1314000,19.15,25246737.3
2017-09-21,BTCNGN,1381525,1381525,1300009,1305001,54.49,73579092.43
2017-09-20,BTCNGN,1369844,1395000,1358100,1381525,32.38,44584017.57
2017-09-19,BTCNGN,1398999,1399000,1350000,1369844,42.26,58220408.78
2017-09-18,BTCNGN,1243998,1449777,1230000,1398999,61.03,82610007.67
2017-09-17,BTCNGN,1277855,1277855,1214500,1243998,24.33,30069124.34
2017-09-16,BTCNGN,1297000,1399997,1230000,1277855,61.11,79478405.98
2017-09-15,BTCNGN,1063999,1490000,980000,1297000,139.09,160227847.42
2017-09-14,BTCNGN,1374996,1374996,1050000,1063999,87.78,106058571.1
2017-09-13,BTCNGN,1463924,1463924,1200999,1374996,63.74,86036752.09
2017-09-12,BTCNGN,1450100,1519000,1435000,1463924,30.44,44803698.3
2017-09-11,BTCNGN,1505999,1506000,1440599,1450100,33.98,49952176.18
2017-09-10,BTCNGN,1503200,1536790,1420000,1505999,48.56,70936425.62
2017-09-09,BTCNGN,1557824,1557824,1480000,1503200,29.09,44264924.46
2017-09-08,BTCNGN,1617489,1620000,1515000,1557824,44.93,71269607.75
2017-09-07,BTCNGN,1613008,1621001,1595001,1617489,34.49,55565420.59
2017-09-06,BTCNGN,1560580,1620000,1536005,1613008,59.5,95183200.53
2017-09-05,BTCNGN,1546999,1610000,1450000,1560580,68.42,104229877.24
2017-09-04,BTCNGN,1633005,1640440,1445002,1546999,71.15,110130226.58
2017-09-03,BTCNGN,1658580,1695000,1625000,1633005,34.48,57186995.34
2017-09-02,BTCNGN,1710201,1720000,1650000,1658580,41.69,70255242.34
2017-09-01,BTCNGN,1649779,1699000,1640060,1690002,15.3,25460272.45
2017-08-31,BTCNGN,1633509,1649789,1610500,1649779,34.65,56548683.63
2017-08-30,BTCNGN,1624970,1640000,1609999,1633509,30.34,49501733.52
2017-08-29,BTCNGN,1582499,1629765,1570000,1624970,55.95,89459572.36
2017-08-28,BTCNGN,1573279,1582500,1540001,1582499,26.01,40695145.35
2017-08-27,BTCNGN,1580505,1582997,1570000,1573279,9.68,15266824.25
2017-08-26,BTCNGN,1589954,1595501,1576100,1580719,4.14,6555365.79
2017-08-25,BTCNGN,1558999,1599998,1558999,1589954,38.19,60343653.88
2017-08-24,BTCNGN,1520000,1557899,1500001,1557899,32.76,50110091.48
2017-08-23,BTCNGN,1481000,1529999,1460000,1520000,42.81,64723389.96
2017-08-22,BTCNGN,1513701,1520999,1380001,1481000,49.78,72934036.07
2017-08-21,BTCNGN,1539998,1539999,1510003,1513701,25.4,38584476.42
2017-08-20,BTCNGN,1537515,1541996,1524990,1539998,20.57,31619842.92
2017-08-19,BTCNGN,1566999,1578001,1510000,1537515,41.83,64347320.28
2017-08-18,BTCNGN,1594500,1595000,1538060,1566999,35.0,55226334.31
2017-08-17,BTCNGN,1556355,1599899,1541007,1594500,52.2,82483643.2
2017-08-16,BTCNGN,1517206,1575000,1495000,1555300,41.14,63108345.58
2017-08-15,BTCNGN,1539450,1590000,1530611,1550100,41.09,64373729.3
2017-08-14,BTCNGN,1476589,1545000,1470021,1525000,62.48,94749159.58
2017-08-13,BTCNGN,1392252,1545000,1392252,1476589,72.21,106739458.02
2017-08-12,BTCNGN,1295000,1449998,1295000,1392252,62.67,86887363.67
2017-08-11,BTCNGN,1216000,1290000,1210155,1289000,41.59,51485783.33
2017-08-10,BTCNGN,1199999,1219999,1199999,1216000,34.23,41465259.36
2017-08-09,BTCNGN,1234000,1235000,1190000,1199999,37.17,45119020.04
2017-08-08,BTCNGN,1185147,1243699,1181050,1234000,46.49,56951409.41
