Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume NXT,Volume BTC
2018-06-15,NXTBTC,1.788e-05,1.801e-05,1.751e-05,1.772e-05,6728380.0,119.25
2018-06-14,NXTBTC,1.742e-05,1.885e-05,1.704e-05,1.788e-05,15591511.0,278.18
2018-06-13,NXTBTC,1.787e-05,1.836e-05,1.679e-05,1.742e-05,17669957.0,309.1
2018-06-12,NXTBTC,1.905e-05,1.976e-05,1.77e-05,1.787e-05,12226342.0,226.52
2018-06-11,NXTBTC,1.767e-05,1.912e-05,1.738e-05,1.905e-05,17682024.0,317.61
2018-06-10,NXTBTC,1.823e-05,1.837e-05,1.736e-05,1.767e-05,14130490.0,251.7
2018-06-09,NXTBTC,1.838e-05,1.841e-05,1.797e-05,1.823e-05,16005403.0,291.39
2018-06-08,NXTBTC,1.845e-05,1.852e-05,1.816e-05,1.838e-05,18456956.0,338.48
2018-06-07,NXTBTC,1.84e-05,1.917e-05,1.831e-05,1.845e-05,13600795.0,254.34
2018-06-06,NXTBTC,1.92e-05,1.937e-05,1.826e-05,1.84e-05,16787986.0,315.98
2018-06-05,NXTBTC,1.899e-05,1.923e-05,1.881e-05,1.92e-05,14360433.0,273.14
2018-06-04,NXTBTC,1.914e-05,1.933e-05,1.814e-05,1.899e-05,16157538.0,301.61
2018-06-03,NXTBTC,1.938e-05,1.965e-05,1.885e-05,1.914e-05,15703363.0,301.53
2018-06-02,NXTBTC,1.779e-05,1.962e-05,1.741e-05,1.938e-05,17821135.0,326.55
2018-06-01,NXTBTC,1.788e-05,1.795e-05,1.764e-05,1.779e-05,13564379.0,241.6
2018-05-31,NXTBTC,1.799e-05,1.811e-05,1.731e-05,1.788e-05,10719511.0,190.65
2018-05-30,NXTBTC,1.807e-05,1.839e-05,1.781e-05,1.799e-05,8801158.0,158.81
2018-05-29,NXTBTC,1.789e-05,1.856e-05,1.754e-05,1.807e-05,7641348.0,137.31
2018-05-28,NXTBTC,1.87e-05,1.956e-05,1.784e-05,1.789e-05,11569980.0,213.83
2018-05-27,NXTBTC,1.842e-05,1.889e-05,1.811e-05,1.87e-05,8555570.0,158.45
2018-05-26,NXTBTC,1.813e-05,1.86e-05,1.786e-05,1.842e-05,10053923.0,182.43
2018-05-25,NXTBTC,1.851e-05,1.858e-05,1.79e-05,1.813e-05,11889288.0,216.88
2018-05-24,NXTBTC,1.839e-05,1.91e-05,1.782e-05,1.851e-05,7689839.0,140.79
2018-05-23,NXTBTC,1.913e-05,1.913e-05,1.769e-05,1.839e-05,9381247.0,173.9
2018-05-22,NXTBTC,1.976e-05,2.072e-05,1.901e-05,1.913e-05,9954582.0,196.2
2018-05-21,NXTBTC,1.937e-05,1.98e-05,1.912e-05,1.976e-05,8167182.0,159.31
2018-05-20,NXTBTC,1.9e-05,1.962e-05,1.892e-05,1.937e-05,11219575.0,216.03
2018-05-19,NXTBTC,1.945e-05,1.971e-05,1.86e-05,1.9e-05,10999076.0,212.57
2018-05-18,NXTBTC,1.949e-05,1.965e-05,1.888e-05,1.945e-05,10269138.0,198.2
2018-05-17,NXTBTC,1.984e-05,2.028e-05,1.911e-05,1.949e-05,9991795.0,199.66
2018-05-16,NXTBTC,2.006e-05,2.01e-05,1.936e-05,1.984e-05,8039889.0,158.86
2018-05-15,NXTBTC,2.058e-05,2.102e-05,1.994e-05,2.006e-05,8265959.0,169.32
2018-05-14,NXTBTC,2.124e-05,2.125e-05,2.007e-05,2.058e-05,2211021.0,45.73
2018-05-13,NXTBTC,2.037e-05,2.159e-05,1.8e-05,2.124e-05,559747.0,11.7
2018-05-12,NXTBTC,2.065e-05,2.09e-05,1.952e-05,2.037e-05,658491.0,13.35
2018-05-11,NXTBTC,2.213e-05,2.226e-05,1.947e-05,2.065e-05,734331.0,15.21
2018-05-10,NXTBTC,2.286e-05,2.337e-05,2.203e-05,2.213e-05,256965.0,5.81
2018-05-09,NXTBTC,2.338e-05,2.341e-05,2.243e-05,2.286e-05,239189.0,5.44
2018-05-08,NXTBTC,2.376e-05,2.446e-05,2.277e-05,2.338e-05,483184.0,11.34
2018-05-07,NXTBTC,2.4e-05,2.452e-05,2.251e-05,2.376e-05,6696614.0,157.9
2018-05-06,NXTBTC,2.436e-05,2.444e-05,2.355e-05,2.4e-05,6747921.0,161.15
2018-05-05,NXTBTC,2.556e-05,2.561e-05,2.404e-05,2.436e-05,7155827.0,177.6
2018-05-04,NXTBTC,2.572e-05,2.656e-05,2.491e-05,2.556e-05,8176758.0,209.24
2018-05-03,NXTBTC,2.719e-05,2.747e-05,2.492e-05,2.572e-05,8712988.0,228.0
2018-05-02,NXTBTC,2.609e-05,2.889e-05,2.565e-05,2.719e-05,1445794.0,39.53
2018-05-01,NXTBTC,2.378e-05,2.633e-05,2.313e-05,2.609e-05,1143869.0,28.54
2018-04-30,NXTBTC,2.243e-05,2.49e-05,2.23e-05,2.378e-05,4986272.0,114.01
2018-04-29,NXTBTC,2.263e-05,2.284e-05,2.213e-05,2.243e-05,3718910.0,83.71
2018-04-28,NXTBTC,2.243e-05,2.331e-05,2.225e-05,2.263e-05,3096706.0,70.46
2018-04-27,NXTBTC,2.228e-05,2.374e-05,2.207e-05,2.243e-05,6188947.0,140.73
2018-04-26,NXTBTC,2.099e-05,2.261e-05,2.05e-05,2.228e-05,4275962.0,94.38
2018-04-25,NXTBTC,2.365e-05,2.37e-05,2.058e-05,2.099e-05,3560763.0,75.86
2018-04-24,NXTBTC,2.262e-05,2.433e-05,2.24e-05,2.365e-05,1950683.0,45.0
2018-04-23,NXTBTC,2.226e-05,2.306e-05,2.215e-05,2.262e-05,4583082.0,103.58
2018-04-22,NXTBTC,2.234e-05,2.347e-05,2.222e-05,2.226e-05,6977115.0,158.27
2018-04-21,NXTBTC,2.357e-05,2.382e-05,2.173e-05,2.234e-05,8541941.0,195.76
2018-04-20,NXTBTC,2.495e-05,2.541e-05,2.352e-05,2.357e-05,5600397.0,137.14
2018-04-19,NXTBTC,2.457e-05,2.561e-05,2.407e-05,2.495e-05,4585518.0,114.82
2018-04-18,NXTBTC,2.313e-05,2.459e-05,2.272e-05,2.457e-05,3021184.0,71.8
2018-04-17,NXTBTC,2.269e-05,2.451e-05,2.265e-05,2.313e-05,6395174.0,150.44
2018-04-16,NXTBTC,2.316e-05,2.395e-05,2.201e-05,2.269e-05,4764871.0,108.99
2018-04-15,NXTBTC,2.059e-05,2.418e-05,2.044e-05,2.316e-05,9105535.0,201.59
2018-04-14,NXTBTC,2.013e-05,2.126e-05,1.991e-05,2.059e-05,3905307.0,80.17
2018-04-13,NXTBTC,2.014e-05,2.14e-05,1.973e-05,2.013e-05,1227245.0,25.29
2018-04-12,NXTBTC,2.012e-05,2.213e-05,1.906e-05,2.014e-05,2844601.0,56.98
2018-04-11,NXTBTC,1.868e-05,2.106e-05,1.815e-05,2.012e-05,525023.0,10.21
2018-04-10,NXTBTC,1.731e-05,1.947e-05,1.723e-05,1.868e-05,3137468.0,57.14
2018-04-09,NXTBTC,1.74e-05,1.75e-05,1.686e-05,1.731e-05,2728098.0,47.14
2018-04-08,NXTBTC,1.656e-05,1.744e-05,1.647e-05,1.74e-05,1224993.0,20.97
2018-04-07,NXTBTC,1.671e-05,1.688e-05,1.639e-05,1.656e-05,1896258.0,31.65
2018-04-06,NXTBTC,1.652e-05,1.696e-05,1.65e-05,1.671e-05,7215163.0,120.4
2018-04-05,NXTBTC,1.701e-05,1.704e-05,1.638e-05,1.652e-05,5262035.0,87.58
2018-04-04,NXTBTC,1.678e-05,1.757e-05,1.65e-05,1.701e-05,3292106.0,55.67
2018-04-03,NXTBTC,1.647e-05,1.76e-05,1.627e-05,1.678e-05,1716181.0,29.09
2018-04-02,NXTBTC,1.576e-05,1.666e-05,1.561e-05,1.647e-05,881701.0,14.14
2018-04-01,NXTBTC,1.61e-05,1.621e-05,1.563e-05,1.576e-05,1224401.0,19.61
2018-03-31,NXTBTC,1.62e-05,1.657e-05,1.595e-05,1.61e-05,4228186.0,68.43
2018-03-30,NXTBTC,1.619e-05,1.662e-05,1.599e-05,1.62e-05,6234460.0,101.7
2018-03-29,NXTBTC,1.621e-05,1.636e-05,1.574e-05,1.619e-05,7021058.0,112.42
2018-03-28,NXTBTC,1.653e-05,1.672e-05,1.6e-05,1.621e-05,4691267.0,76.9
2018-03-27,NXTBTC,1.626e-05,1.659e-05,1.601e-05,1.653e-05,6669198.0,108.84
2018-03-26,NXTBTC,1.673e-05,1.758e-05,1.615e-05,1.626e-05,3150464.0,52.23
2018-03-25,NXTBTC,1.581e-05,1.716e-05,1.559e-05,1.673e-05,203757.0,3.34
2018-03-24,NXTBTC,1.533e-05,1.608e-05,1.525e-05,1.581e-05,248130.0,3.9
2018-03-23,NXTBTC,1.593e-05,1.632e-05,1.533e-05,1.533e-05,74192.0,1.17
2018-03-22,NXTBTC,1.607e-05,1.666e-05,1.556e-05,1.593e-05,162712.0,2.59
2018-03-21,NXTBTC,1.654e-05,1.677e-05,1.588e-05,1.607e-05,1221082.0,20.03
2018-03-20,NXTBTC,1.59e-05,1.696e-05,1.562e-05,1.654e-05,1371947.0,22.21
2018-03-19,NXTBTC,1.533e-05,1.613e-05,1.496e-05,1.59e-05,3229794.0,50.04
2018-03-18,NXTBTC,1.6e-05,1.602e-05,1.492e-05,1.533e-05,1921253.0,30.16
2018-03-17,NXTBTC,1.62e-05,1.629e-05,1.6e-05,1.6e-05,3320073.0,53.45
2018-03-16,NXTBTC,1.643e-05,1.67e-05,1.606e-05,1.62e-05,2475813.0,40.22
2018-03-15,NXTBTC,1.661e-05,1.681e-05,1.6e-05,1.643e-05,685281.0,11.23
2018-03-14,NXTBTC,1.685e-05,1.814e-05,1.65e-05,1.661e-05,1271949.0,22.3
2018-03-13,NXTBTC,1.698e-05,1.698e-05,1.626e-05,1.685e-05,1010646.0,16.79
2018-03-12,NXTBTC,1.707e-05,1.712e-05,1.66e-05,1.698e-05,2134446.0,36.08
2018-03-11,NXTBTC,1.704e-05,1.741e-05,1.699e-05,1.707e-05,1368091.0,23.48
2018-03-10,NXTBTC,1.726e-05,1.757e-05,1.702e-05,1.704e-05,1685738.0,29.23
2018-03-09,NXTBTC,1.803e-05,1.813e-05,1.691e-05,1.726e-05,3744542.0,65.7
2018-03-08,NXTBTC,1.785e-05,1.921e-05,1.729e-05,1.803e-05,2238613.0,40.59
2018-03-07,NXTBTC,1.677e-05,4.462e-05,1.66e-05,1.785e-05,13833809.0,298.41
2018-03-06,NXTBTC,1.689e-05,1.725e-05,1.662e-05,1.677e-05,2830476.0,47.72
2018-03-05,NXTBTC,1.717e-05,1.733e-05,1.673e-05,1.689e-05,650106.0,11.14
2018-03-04,NXTBTC,1.725e-05,1.734e-05,1.676e-05,1.717e-05,666223.0,11.39
2018-03-03,NXTBTC,1.807e-05,1.807e-05,1.72e-05,1.725e-05,535593.0,9.27
2018-03-02,NXTBTC,1.858e-05,1.858e-05,1.729e-05,1.807e-05,1052420.0,18.75
2018-03-01,NXTBTC,1.82e-05,1.907e-05,1.792e-05,1.858e-05,1468265.0,27.05
2018-02-28,NXTBTC,1.963e-05,1.974e-05,1.8e-05,1.82e-05,848355.0,16.04
2018-02-27,NXTBTC,2.024e-05,2.101e-05,1.926e-05,1.963e-05,407276.0,8.17
2018-02-26,NXTBTC,2.174e-05,2.182e-05,2.022e-05,2.024e-05,423512.0,8.83
2018-02-25,NXTBTC,2.07e-05,2.198e-05,2.07e-05,2.174e-05,4226054.0,89.85
2018-02-24,NXTBTC,2.058e-05,2.12e-05,1.998e-05,2.07e-05,7190481.0,147.5
2018-02-23,NXTBTC,2.032e-05,2.142e-05,2.01e-05,2.058e-05,6140904.0,127.77
2018-02-22,NXTBTC,2.095e-05,2.129e-05,1.982e-05,2.032e-05,8472642.0,174.33
2018-02-21,NXTBTC,2.123e-05,2.153e-05,2.014e-05,2.095e-05,9548673.0,199.1
2018-02-20,NXTBTC,2.388e-05,2.389e-05,2.084e-05,2.123e-05,9127330.0,204.34
2018-02-19,NXTBTC,2.309e-05,2.448e-05,2.296e-05,2.388e-05,7721539.0,183.85
2018-02-18,NXTBTC,2.4e-05,2.457e-05,2.287e-05,2.309e-05,6414630.0,151.37
2018-02-17,NXTBTC,2.472e-05,2.661e-05,2.384e-05,2.4e-05,6319790.0,156.88
2018-02-16,NXTBTC,2.557e-05,2.557e-05,2.325e-05,2.472e-05,5745262.0,141.18
2018-02-15,NXTBTC,2.305e-05,2.82e-05,2.122e-05,2.557e-05,5419032.0,133.92
2018-02-14,NXTBTC,2.232e-05,2.37e-05,2.163e-05,2.305e-05,2604090.0,59.24
2018-02-13,NXTBTC,2.232e-05,2.29e-05,2.163e-05,2.232e-05,1671117.0,37.22
2018-02-12,NXTBTC,2.217e-05,2.26e-05,2.192e-05,2.232e-05,5019742.0,111.82
2018-02-11,NXTBTC,2.263e-05,2.279e-05,2.178e-05,2.217e-05,7334222.0,163.41
2018-02-10,NXTBTC,2.304e-05,2.415e-05,2.215e-05,2.263e-05,7536121.0,173.67
2018-02-09,NXTBTC,2.146e-05,2.374e-05,2.117e-05,2.304e-05,10836217.0,242.89
2018-02-08,NXTBTC,2.125e-05,2.26e-05,2.099e-05,2.146e-05,9654313.0,209.47
2018-02-07,NXTBTC,2.219e-05,2.306e-05,2.109e-05,2.125e-05,8921032.0,196.22
2018-02-06,NXTBTC,2.231e-05,2.299e-05,2.057e-05,2.219e-05,11239359.0,245.91
2018-02-05,NXTBTC,2.409e-05,2.419e-05,2.201e-05,2.231e-05,10241350.0,232.06
2018-02-04,NXTBTC,2.492e-05,2.571e-05,2.323e-05,2.409e-05,3234717.0,78.96
2018-02-03,NXTBTC,2.505e-05,2.578e-05,2.384e-05,2.492e-05,5020711.0,124.73
2018-02-02,NXTBTC,2.568e-05,2.61e-05,2.251e-05,2.505e-05,7283497.0,177.23
2018-02-01,NXTBTC,2.788e-05,2.868e-05,2.512e-05,2.568e-05,7376962.0,196.57
2018-01-31,NXTBTC,2.778e-05,2.883e-05,2.666e-05,2.788e-05,4558472.0,126.51
2018-01-30,NXTBTC,3.049e-05,3.079e-05,2.724e-05,2.778e-05,1989671.0,59.08
2018-01-29,NXTBTC,2.834e-05,3.07e-05,2.831e-05,3.049e-05,969842.0,28.14
2018-01-28,NXTBTC,2.853e-05,2.883e-05,2.756e-05,2.834e-05,1231005.0,34.92
2018-01-27,NXTBTC,2.805e-05,2.867e-05,2.693e-05,2.853e-05,2444847.0,68.59
2018-01-26,NXTBTC,2.897e-05,2.956e-05,2.764e-05,2.805e-05,4554435.0,130.49
2018-01-25,NXTBTC,3.13e-05,3.177e-05,2.772e-05,2.897e-05,3943310.0,118.33
2018-01-24,NXTBTC,3.103e-05,3.203e-05,3.01e-05,3.13e-05,6732239.0,208.67
2018-01-23,NXTBTC,3.54e-05,3.54e-05,2.929e-05,3.103e-05,7083952.0,225.95
2018-01-22,NXTBTC,2.595e-05,3.738e-05,2.582e-05,3.54e-05,13600103.0,441.17
2018-01-21,NXTBTC,2.756e-05,2.767e-05,2.32e-05,2.595e-05,6753579.0,173.66
2018-01-20,NXTBTC,2.768e-05,2.837e-05,2.561e-05,2.756e-05,7399249.0,201.77
2018-01-19,NXTBTC,2.769e-05,2.867e-05,2.7e-05,2.768e-05,9959641.0,276.74
2018-01-18,NXTBTC,2.787e-05,2.905e-05,2.677e-05,2.769e-05,10065783.0,282.16
2018-01-17,NXTBTC,2.508e-05,2.809e-05,2.325e-05,2.787e-05,11332303.0,290.16
2018-01-16,NXTBTC,3.029e-05,3.067e-05,2.321e-05,2.508e-05,10665982.0,299.04
2018-01-15,NXTBTC,3.08e-05,3.2e-05,2.982e-05,3.029e-05,7255458.0,223.33
2018-01-14,NXTBTC,3.15e-05,3.199e-05,3.002e-05,3.08e-05,6378357.0,198.24
2018-01-13,NXTBTC,3.252e-05,3.43e-05,3.056e-05,3.15e-05,5354494.0,169.84
2018-01-12,NXTBTC,2.922e-05,3.49e-05,2.899e-05,3.252e-05,9688283.0,306.17
2018-01-11,NXTBTC,3.025e-05,3.2e-05,2.863e-05,2.922e-05,9037549.0,269.16
2018-01-10,NXTBTC,3.297e-05,3.405e-05,3.0e-05,3.025e-05,9081770.0,285.85
2018-01-09,NXTBTC,3.201e-05,3.5e-05,3.101e-05,3.297e-05,9124068.0,302.61
2018-01-08,NXTBTC,3.331e-05,3.35e-05,3.065e-05,3.201e-05,9357679.0,301.22
2018-01-07,NXTBTC,3.189e-05,3.555e-05,3.171e-05,3.331e-05,8954316.0,299.67
2018-01-06,NXTBTC,3.03e-05,4.4e-05,2.848e-05,3.189e-05,13402078.0,452.87
2018-01-05,NXTBTC,3.865e-05,4.004e-05,2.904e-05,3.03e-05,11040891.0,384.6
2018-01-04,NXTBTC,4.19e-05,4.43e-05,3.777e-05,3.865e-05,6058130.0,244.02
2018-01-03,NXTBTC,4.18e-05,4.5e-05,3.759e-05,4.19e-05,9290694.0,377.08
2018-01-02,NXTBTC,4.678e-05,4.87e-05,3.665e-05,4.18e-05,12364638.0,549.91
2018-01-01,NXTBTC,4.999e-05,5.001e-05,4.511e-05,4.678e-05,8106444.0,382.68
2017-12-31,NXTBTC,4.271e-05,5.755e-05,4.129e-05,4.999e-05,11201658.0,559.31
2017-12-30,NXTBTC,4.117e-05,5.1e-05,3.602e-05,4.271e-05,14549466.0,607.3
2017-12-29,NXTBTC,5.123e-05,5.192e-05,4.007e-05,4.117e-05,11188039.0,486.64
2017-12-28,NXTBTC,8.494e-05,9.012e-05,2.5e-05,5.123e-05,15953615.0,928.49
2017-12-27,NXTBTC,9.58e-05,0.0001193,7.5e-05,8.494e-05,9237362.0,852.19
2017-12-26,NXTBTC,0.0001146,0.0001299,8.303e-05,9.58e-05,5963784.0,606.63
2017-12-25,NXTBTC,0.0001271,0.000132,9.745e-05,0.0001146,4568779.0,563.67
2017-12-24,NXTBTC,0.0001257,0.0001381,0.000117,0.0001271,4049826.0,519.23
2017-12-23,NXTBTC,8.914e-05,0.0001388,8.562e-05,0.0001257,5501069.0,611.52
2017-12-22,NXTBTC,7.812e-05,9.3e-05,6.277e-05,8.914e-05,6985865.0,567.56
2017-12-21,NXTBTC,7.117e-05,8.271e-05,6.691e-05,7.812e-05,5505461.0,417.87
2017-12-20,NXTBTC,5.368e-05,7.4e-05,4.851e-05,7.117e-05,9572496.0,552.64
2017-12-19,NXTBTC,5.47e-05,5.755e-05,5.022e-05,5.368e-05,8324104.0,447.81
2017-12-18,NXTBTC,4.329e-05,6.052e-05,4.15e-05,5.47e-05,7988954.0,417.0
2017-12-17,NXTBTC,3.542e-05,4.45e-05,3.512e-05,4.329e-05,9324889.0,365.38
2017-12-16,NXTBTC,3.879e-05,4.055e-05,3.461e-05,3.542e-05,8943017.0,334.41
2017-12-15,NXTBTC,4.245e-05,4.305e-05,3.43e-05,3.879e-05,8547209.0,328.85
2017-12-14,NXTBTC,4.231e-05,4.377e-05,3.77e-05,4.245e-05,7654955.0,321.78
2017-12-13,NXTBTC,3.958e-05,4.616e-05,3.768e-05,4.231e-05,6779651.0,275.22
2017-12-12,NXTBTC,3.761e-05,4.0e-05,3.635e-05,3.958e-05,11032437.0,421.48
2017-12-11,NXTBTC,3.612e-05,4.2e-05,3.601e-05,3.761e-05,8688995.0,335.3
2017-12-10,NXTBTC,4.052e-05,4.118e-05,3.216e-05,3.612e-05,10079266.0,368.27
2017-12-09,NXTBTC,4.012e-05,4.391e-05,3.65e-05,4.052e-05,8488238.0,341.59
2017-12-08,NXTBTC,3.9e-05,4.744e-05,3.3e-05,4.012e-05,9570434.0,385.04
2017-12-07,NXTBTC,3.472e-05,4.38e-05,2.973e-05,3.9e-05,10139859.0,363.68
