Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume EUR
2019-08-07,BTCEUR,10232.75,10399.99,10150.02,10359.06,75.99,782095.52
2019-08-06,BTCEUR,10475,11000,10009.66,10232.75,2850.48,30121316.33
2019-08-05,BTCEUR,9886.47,10662.01,9886.42,10475,2143.23,22431410.84
2019-08-04,BTCEUR,9740,9969.88,9501.21,9886.47,873.48,8522215.43
2019-08-03,BTCEUR,9486.44,9830.52,9457.59,9740,679.12,6594364.83
2019-08-02,BTCEUR,9390.14,9612.85,9310.29,9486.44,1275.88,12076838.37
2019-08-01,BTCEUR,9113.98,9470.41,8952.45,9390.14,1215.76,11154971.11
2019-07-31,BTCEUR,8591.3,9120,8590.5,9113.98,1354.61,12063641.32
2019-07-30,BTCEUR,8529.57,8770.6,8403.69,8591.3,915.8,7862256.66
2019-07-29,BTCEUR,8563.17,8740.7,8400.1,8529.57,981.3,8394555.29
2019-07-28,BTCEUR,8529.85,8675.37,8200,8563.17,649.47,5516433.9
2019-07-27,BTCEUR,8853.45,9183,8355,8529.85,1557.63,13433907.58
2019-07-26,BTCEUR,8880.57,8909.99,8652.68,8853.45,1029.88,9054985.71
2019-07-25,BTCEUR,8766.97,9149.9,8740.04,8880.57,1192.07,10726018.36
2019-07-24,BTCEUR,8800.02,8924.6,8540,8766.97,1770.99,15441913.44
2019-07-23,BTCEUR,9203.18,9228.9,8800,8800.02,1373.23,12334429.01
2019-07-22,BTCEUR,9449.01,9532.66,8989.19,9203.18,1435.24,13241167.16
2019-07-21,BTCEUR,9590.37,9666.75,9202.17,9449.01,861.13,8093245.98
2019-07-20,BTCEUR,9405.59,9929.7,9230,9590.37,1237.9,11864460.05
2019-07-19,BTCEUR,9469.19,9589,8996.77,9405.59,1928.07,17900975.02
2019-07-18,BTCEUR,8648.16,8737.21,8524.51,8716.6,59.0,507436.15
2019-07-17,BTCEUR,8399.53,8913.61,8090,8648.16,2880.29,24536006.88
2019-07-16,BTCEUR,9635.14,9817.69,8355,8399.53,3367.47,30177232.2
2019-07-15,BTCEUR,9044.46,9854.87,8764,9635.14,2343.67,21676941.53
2019-07-14,BTCEUR,10121.29,10180,8969.99,9044.46,1731.0,16362150.47
2019-07-13,BTCEUR,10492.41,10519.97,9623,10121.29,1342.56,13423409.54
2019-07-12,BTCEUR,10089.99,10595,9824.22,10492.41,1247.46,12867618.1
2019-07-11,BTCEUR,10779.98,10779.98,9710.67,10089.99,3202.54,32678036.51
