Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume BTC
2019-07-03,ETHBTC,0.02732,0.02732,0.02587,0.02605,57.96,1.505
2019-07-02,ETHBTC,0.02743,0.0286,0.0266,0.02732,233.64,6.516
2019-07-01,ETHBTC,0.02683,0.02789,0.0268,0.02743,21.25,0.5758
2019-06-30,ETHBTC,0.02658,0.02683,0.02583,0.02683,141.0,3.76
2019-06-29,ETHBTC,0.02525,0.02658,0.02488,0.02658,98.97,2.544
2019-06-28,ETHBTC,0.02623,0.02654,0.02511,0.02525,80.13,2.075
2019-06-27,ETHBTC,0.02576,0.02737,0.0257,0.02623,161.44,4.244
2019-06-26,ETHBTC,0.02746,0.02776,0.02572,0.02576,234.68,6.217
2019-06-25,ETHBTC,0.02789,0.02818,0.0272,0.02746,23.78,0.6572
2019-06-24,ETHBTC,0.0285,0.02877,0.02789,0.02789,82.35,2.325
2019-06-23,ETHBTC,0.02864,0.02952,0.0285,0.0285,23.64,0.6836
2019-06-22,ETHBTC,0.02887,0.02918,0.02761,0.02864,20.97,0.5983
2019-06-21,ETHBTC,0.02797,0.02981,0.02797,0.02887,26.57,0.771
2019-06-20,ETHBTC,0.02911,0.02936,0.02797,0.02797,47.86,1.372
2019-06-19,ETHBTC,0.02977,0.02992,0.02911,0.02911,24.33,0.7172
2019-06-18,ETHBTC,0.02875,0.02977,0.02866,0.02977,20.0,0.5817
2019-06-17,ETHBTC,0.0302,0.0302,0.02875,0.02875,32.11,0.9452
2019-06-16,ETHBTC,0.03034,0.03086,0.02925,0.0302,69.48,2.089
2019-06-15,ETHBTC,0.03073,0.03104,0.02999,0.03034,56.99,1.736
2019-06-14,ETHBTC,0.03137,0.03137,0.03028,0.03073,96.24,2.936
2019-06-13,ETHBTC,0.03193,0.03237,0.03137,0.03137,8.918,0.2871
2019-06-12,ETHBTC,0.0311,0.03193,0.03088,0.03193,20.91,0.6496
2019-06-11,ETHBTC,0.03048,0.03154,0.03048,0.0311,13.19,0.4121
2019-06-10,ETHBTC,0.03008,0.03132,0.03008,0.03048,2.578,0.07964
2019-06-09,ETHBTC,0.031,0.03107,0.03008,0.03008,10.6,0.3199
2019-06-08,ETHBTC,0.03109,0.03163,0.03077,0.031,83.38,2.621
2019-06-07,ETHBTC,0.03178,0.03178,0.03109,0.03109,61.8,1.94
2019-06-06,ETHBTC,0.03131,0.03183,0.03111,0.03178,14.48,0.4519
2019-06-05,ETHBTC,0.03149,0.03158,0.0308,0.03131,8.2,0.2566
2019-06-04,ETHBTC,0.0309,0.0315,0.03046,0.03149,105.9,3.31
2019-06-03,ETHBTC,0.03028,0.03107,0.03028,0.0309,5.88,0.1806
2019-06-02,ETHBTC,0.0309,0.03144,0.03028,0.03028,35.32,1.09
2019-06-01,ETHBTC,0.03069,0.03207,0.03069,0.0309,48.23,1.52
2019-05-31,ETHBTC,0.031,0.03276,0.03049,0.03069,16.69,0.5205
2019-05-30,ETHBTC,0.03063,0.03297,0.03011,0.031,186.14,5.96
2019-05-29,ETHBTC,0.03079,0.03151,0.03028,0.03063,28.99,0.8927
2019-05-28,ETHBTC,0.03019,0.03079,0.02896,0.03079,54.41,1.65
2019-05-27,ETHBTC,0.0305,0.03147,0.02984,0.03019,31.6,0.9636
2019-05-26,ETHBTC,0.03082,0.03161,0.0305,0.0305,5.87,0.1822
2019-05-25,ETHBTC,0.03099,0.03242,0.03082,0.03082,16.5,0.5136
2019-05-24,ETHBTC,0.03093,0.03226,0.03088,0.03099,11.4,0.356
2019-05-23,ETHBTC,0.03124,0.0324,0.03093,0.03093,24.47,0.7849
2019-05-22,ETHBTC,0.03255,0.03268,0.03124,0.03124,19.58,0.6315
2019-05-21,ETHBTC,0.03225,0.033,0.0305,0.03255,83.12,2.59
2019-05-20,ETHBTC,0.0315,0.03225,0.02916,0.03225,18.26,0.5715
2019-05-19,ETHBTC,0.03213,0.03258,0.0315,0.0315,48.67,1.55
2019-05-18,ETHBTC,0.03376,0.03376,0.03206,0.03213,26.16,0.8428
2019-05-17,ETHBTC,0.03261,0.03396,0.03128,0.03376,144.96,4.74
2019-05-16,ETHBTC,0.0308,0.03413,0.03037,0.03261,220.68,7.21
2019-05-15,ETHBTC,0.02721,0.031,0.02698,0.0308,173.8,5.12
2019-05-14,ETHBTC,0.02588,0.02815,0.02483,0.02721,106.06,2.78
