Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DOG,Volume EBTC
2019-07-03,DOGEBTC,3.0e-07,3.0e-07,2.7e-07,2.7e-07,6071177.29,1.697
2019-07-02,DOGEBTC,3.0e-07,3.2e-07,2.8e-07,3.0e-07,27590169.52,8.327
2019-07-01,DOGEBTC,2.9e-07,3.1e-07,2.9e-07,3.0e-07,11587597.36,3.472
2019-06-30,DOGEBTC,2.8e-07,3.0e-07,2.7e-07,2.9e-07,5337222.49,1.542
2019-06-29,DOGEBTC,2.7e-07,2.9e-07,2.7e-07,2.8e-07,6807881.44,1.924
2019-06-28,DOGEBTC,3.0e-07,3.1e-07,2.7e-07,2.7e-07,25048685.79,7.119
2019-06-27,DOGEBTC,2.6e-07,3.4e-07,2.5e-07,3.0e-07,63703023.12,19.57
2019-06-26,DOGEBTC,2.9e-07,2.9e-07,2.4e-07,2.6e-07,57616181.5,15.1
2019-06-25,DOGEBTC,3.0e-07,3.1e-07,2.8e-07,2.9e-07,11009404.09,3.252
2019-06-24,DOGEBTC,3.1e-07,3.1e-07,2.9e-07,3.0e-07,5467311.5,1.671
2019-06-23,DOGEBTC,3.1e-07,3.1e-07,2.9e-07,3.1e-07,6922264.27,2.081
2019-06-22,DOGEBTC,3.2e-07,3.3e-07,2.9e-07,3.1e-07,37191336.91,11.53
2019-06-21,DOGEBTC,3.2e-07,3.3e-07,3.1e-07,3.2e-07,14883370.78,4.799
2019-06-20,DOGEBTC,3.4e-07,3.4e-07,3.2e-07,3.2e-07,10467759.46,3.456
2019-06-19,DOGEBTC,3.5e-07,3.5e-07,3.3e-07,3.4e-07,19996979.87,6.777
2019-06-18,DOGEBTC,3.5e-07,3.5e-07,3.4e-07,3.5e-07,12079218.9,4.143
2019-06-17,DOGEBTC,3.6e-07,3.6e-07,3.4e-07,3.5e-07,49355409.26,16.86
2019-06-16,DOGEBTC,3.5e-07,3.6e-07,3.5e-07,3.6e-07,7435005.17,2.635
2019-06-15,DOGEBTC,3.5e-07,3.6e-07,3.5e-07,3.5e-07,6734672.29,2.401
2019-06-14,DOGEBTC,3.6e-07,3.8e-07,3.5e-07,3.5e-07,9107913.15,3.277
2019-06-13,DOGEBTC,3.8e-07,3.8e-07,3.6e-07,3.6e-07,4181521.8,1.557
2019-06-12,DOGEBTC,3.9e-07,3.9e-07,3.7e-07,3.8e-07,6566677.09,2.471
