Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume WAV,Volume ESRUR
2019-04-21,WAVESRUR,177.53,177.58,170,174.03,1145.94,200051.39
2019-04-20,WAVESRUR,177.53,182,176.5,177.53,886.5,158493.1
2019-04-19,WAVESRUR,180,180.58,176.7,177.53,513.05,91223.48
2019-04-18,WAVESRUR,177.6,181,177,180,440.75,78826.98
2019-04-17,WAVESRUR,182.95,183.5,176.03,177.6,1356.14,243447.11
2019-04-16,WAVESRUR,181.91,184.52,179,182.95,767.19,138788.58
2019-04-15,WAVESRUR,185.02,191.9,181,181.91,2533.59,469989.77
2019-04-14,WAVESRUR,180.91,188.45,179.3,185.02,1049.59,191704.96
2019-04-13,WAVESRUR,183.9,185.6,178,180.91,531.52,96717.32
2019-04-12,WAVESRUR,179.3,196.67,174,183.9,1881.05,343063.23
2019-04-11,WAVESRUR,182.91,205,171,179.3,4618.28,851134.31
2019-04-10,WAVESRUR,188.45,193,180.7,182.91,1543.4,284448.71
2019-04-09,WAVESRUR,194.16,197.21,179,188.45,1357.69,258733.56
2019-04-08,WAVESRUR,195.25,201.1,192.24,194.16,8.87,1730.48
2019-04-07,WAVESRUR,193.35,206.38,193.11,195.25,15.3,3034.5
2019-04-06,WAVESRUR,193,197,190,193.35,87.86,16746.64
2019-04-05,WAVESRUR,179.36,193,179.36,193,8.96,1695.14
2019-04-04,WAVESRUR,192.17,200.1,178.89,179.36,31.15,5793.31
2019-04-03,WAVESRUR,199,208.94,190,192.17,36.79,7365.79
2019-04-02,WAVESRUR,188.58,199,183.55,199,24.85,4722.15
2019-04-01,WAVESRUR,186.8,188.58,184.78,188.58,39.25,7327.02
2019-03-31,WAVESRUR,184.59,188.95,183.01,186.8,30.94,5742.52
2019-03-30,WAVESRUR,183.79,187.97,182.56,184.59,6.53,1213.21
2019-03-29,WAVESRUR,181.5,185.41,179.96,183.79,15.92,2895.19
2019-03-28,WAVESRUR,180.36,181.5,179,181.5,27.46,4955.82
2019-03-27,WAVESRUR,177,181,177,180.36,13.35,2394.49
2019-03-26,WAVESRUR,177.31,178.98,175.77,177,5.08,900.04
2019-03-25,WAVESRUR,180.45,181,177.31,177.31,21.31,3819.54
2019-03-24,WAVESRUR,181.54,182.58,179,180.45,8.55,1546.02
2019-03-23,WAVESRUR,182,182.91,179,181.54,18.0,3259.82
2019-03-22,WAVESRUR,178.5,182,177.3,182,25.49,4565.53
2019-03-21,WAVESRUR,179.5,182,178,178.5,24.25,4337.75
2019-03-20,WAVESRUR,178.58,182.91,176.57,179.5,99.46,17833.82
2019-03-19,WAVESRUR,179.99,180.41,177.3,178.58,3.85,688.92
2019-03-18,WAVESRUR,180.54,181.29,179.99,179.99,0.03379,6.1
2019-03-17,WAVESRUR,179.42,181.97,178.85,180.54,1.53,278.15
2019-03-16,WAVESRUR,181.03,181.03,179.42,179.42,0.7413,133.39
2019-03-15,WAVESRUR,179,182.6,176.6,181.03,2.78,495.49
2019-03-14,WAVESRUR,176.02,179,175,179,52.47,9391.16
2019-03-13,WAVESRUR,176,176.41,176,176.02,0.0652,11.48
2019-03-12,WAVESRUR,173,176,171.5,176,10.75,1881.92
2019-03-11,WAVESRUR,178.02,178.84,173,173,2.42,418.25
2019-03-10,WAVESRUR,179.33,180.99,176,178.02,1.45,255.88
2019-03-09,WAVESRUR,174.62,179.99,174.62,179.33,0.195,34.99
2019-03-08,WAVESRUR,168.66,174.62,166.28,174.62,0.1258,21.11
2019-03-07,WAVESRUR,167.27,168.66,166.5,168.66,0.08775,14.77
2019-03-06,WAVESRUR,172.47,172.47,167.27,167.27,0.06488,10.86
2019-03-05,WAVESRUR,171.66,173,170.12,172.47,2.5,425.11
2019-03-04,WAVESRUR,176,176,171.66,171.66,0.0182,3.15
2019-03-03,WAVESRUR,176.14,178.91,176,176,2.01,354.48
2019-03-02,WAVESRUR,178.09,181.29,176.14,176.14,0.1403,24.72
2019-03-01,WAVESRUR,176,179.3,176,178.09,2.29,408.06
2019-02-28,WAVESRUR,175.5,179.99,175.5,176,0.08842,15.77
2019-02-27,WAVESRUR,175.7,178.76,175.5,175.5,0.9316,163.58
2019-02-26,WAVESRUR,180.36,180.41,175.7,175.7,0.569,100.6
2019-02-25,WAVESRUR,178,180.93,177.7,180.36,3.73,662.82
2019-02-24,WAVESRUR,185.08,188,178,178,0.2341,42.71
2019-02-23,WAVESRUR,186,187.79,185,185.08,5.31,995.33
2019-02-22,WAVESRUR,181.21,186,181.21,186,1.38,252.38
2019-02-21,WAVESRUR,180.36,182.16,180.11,181.21,34.96,6362.55
2019-02-20,WAVESRUR,183,186.15,179.01,180.36,5.12,936.7
2019-02-19,WAVESRUR,181.03,183,174.08,183,622.2,110173.1
2019-02-18,WAVESRUR,172.83,183,172.5,181.03,1269.79,225430.92
2019-02-17,WAVESRUR,176.27,178,172,172.83,822.19,142375.13
2019-02-16,WAVESRUR,178,179.69,173.75,176.27,837.85,147490.04
2019-02-15,WAVESRUR,178.38,180.5,175.77,178,531.2,94868.22
2019-02-14,WAVESRUR,183.5,183.5,175.71,178.38,999.85,178706.8
2019-02-13,WAVESRUR,184.11,188.38,179.01,183.5,845.91,153210.17
2019-02-12,WAVESRUR,188,188.45,176.19,184.11,470.97,86107.96
2019-02-11,WAVESRUR,176.9,188,170,188,1085.43,193308.16
2019-02-10,WAVESRUR,169.77,177.51,167.5,176.9,676.02,116492.71
2019-02-09,WAVESRUR,171.4,173.47,167.26,169.77,362.4,61385.2
2019-02-08,WAVESRUR,163.3,179,159,171.4,1660.92,280701.55
2019-02-07,WAVESRUR,161,179.19,159,163.3,1010.12,169850.97
2019-02-06,WAVESRUR,176.9,176.9,160.24,161,1218.85,202699.01
2019-02-05,WAVESRUR,183.27,188,172,176.9,1028.72,184078.21
2019-02-04,WAVESRUR,187.1,191,182,183.27,596.63,110856.61
2019-02-03,WAVESRUR,182.11,191.78,179.3,187.1,440.69,81665.3
2019-02-02,WAVESRUR,182.1,185.2,180,182.11,421.08,76249.79
2019-02-01,WAVESRUR,188.5,188.5,180,182.1,409.19,75282.99
2019-01-31,WAVESRUR,192,197.85,184.11,188.5,712.58,134246.32
2019-01-30,WAVESRUR,200,204,183.1,192,2473.71,485408.93
2019-01-29,WAVESRUR,197,204.99,185.22,200,2066.37,405351.2
2019-01-28,WAVESRUR,183,199.27,174.33,197,1119.09,206507.19
2019-01-27,WAVESRUR,180.2,196,174,183,778.99,145870.94
2019-01-26,WAVESRUR,187.54,190.26,170,180.2,1129.02,207387.11
2019-01-25,WAVESRUR,185,197.36,185,187.54,748.57,142807.13
2019-01-24,WAVESRUR,200,209,175,185,1320.74,254927.02
2019-01-23,WAVESRUR,186.58,215.67,183,200,2021.75,417410.13
2019-01-22,WAVESRUR,169.6,197.55,167.48,186.58,604.8,107290.74
2019-01-21,WAVESRUR,172.42,177.2,160.71,169.6,915.75,155536.97
2019-01-20,WAVESRUR,177.46,178.08,168.2,172.42,768.55,133072.45
2019-01-19,WAVESRUR,173.76,178,168,177.46,281.09,48843.57
2019-01-18,WAVESRUR,175.5,177,165,173.76,532.05,92230.82
2019-01-17,WAVESRUR,172.32,183,172.32,175.5,635.4,111762.64
2019-01-16,WAVESRUR,180.32,183.75,172,172.32,468.41,82937.33
2019-01-15,WAVESRUR,185.92,188.64,175.93,180.32,1845.26,338782.38
2019-01-14,WAVESRUR,184.03,196.85,179.19,185.92,2030.7,384380.11
2019-01-13,WAVESRUR,179.64,184.03,170,184.03,775.18,138851.79
2019-01-12,WAVESRUR,181.97,184.18,175.5,179.64,858.18,153739.41
2019-01-11,WAVESRUR,184,188.89,180,181.97,1118.09,206338.84
2019-01-10,WAVESRUR,194,200.44,180.4,184,2024.88,378868.17
2019-01-09,WAVESRUR,198,207,194,194,431.32,85398.99
2019-01-08,WAVESRUR,204.97,212.38,190.1,198,1101.58,224523.3
2019-01-07,WAVESRUR,220.29,222.98,202.45,204.97,404.82,85295.41
2019-01-06,WAVESRUR,220.04,223,211,220.29,533.88,115331.37
2019-01-05,WAVESRUR,219.97,225.47,215.41,220.04,438.85,95823.39
2019-01-04,WAVESRUR,220.49,225.47,215.1,219.97,361.39,79250.96
2019-01-03,WAVESRUR,224.88,226.71,220.1,220.49,394.18,87450.42
2019-01-02,WAVESRUR,224.8,228.2,220.12,224.88,762.01,170722.09
2019-01-01,WAVESRUR,230,233.65,220,224.8,498.19,112962.69
2018-12-31,WAVESRUR,215.2,240,213.65,230,526.24,117442.85
2018-12-30,WAVESRUR,215.55,223.16,210,215.2,340.08,73581.01
2018-12-29,WAVESRUR,225,228.8,215.55,215.55,828.86,183850.82
2018-12-28,WAVESRUR,220.16,232.5,207,225,1147.17,252760.78
2018-12-27,WAVESRUR,226,230.97,216,220.16,1084.43,243580.49
2018-12-26,WAVESRUR,232.1,241.68,219.45,226,1004.23,230013.48
2018-12-25,WAVESRUR,264,264,222.43,232.1,2135.25,506606.18
2018-12-24,WAVESRUR,265.87,280,250,264,2260.37,600563.68
2018-12-23,WAVESRUR,272,285,252,265.87,2952.96,789018.88
2018-12-22,WAVESRUR,231.01,285.65,222,272,3452.68,898797.54
2018-12-21,WAVESRUR,286.99,291.99,220,231.01,3731.65,942132.14
2018-12-20,WAVESRUR,265.88,312.87,246.13,286.99,6302.95,1768811.82
2018-12-19,WAVESRUR,240.08,326,233.66,265.88,8666.28,2377620.92
2018-12-18,WAVESRUR,177.53,250,173,240.08,6334.54,1344539.8
2018-12-17,WAVESRUR,170.25,180,163,177.53,3061.41,532115.86
2018-12-16,WAVESRUR,173.02,176,162,170.25,2784.28,472068.08
2018-12-15,WAVESRUR,168.92,181.49,164.95,173.02,3165.22,548876.89
2018-12-14,WAVESRUR,153.01,181.9,151.4,168.92,7297.77,1235152.93
2018-12-13,WAVESRUR,139.92,166.01,129.1,153.01,11496.84,1743436.65
2018-12-12,WAVESRUR,118,143.5,117.3,139.92,6682.99,899705.3
2018-12-11,WAVESRUR,111.1,119.05,110,118,3278.12,377200.41
2018-12-10,WAVESRUR,119.76,119.96,111.1,111.1,4203.96,478321.56
2018-12-09,WAVESRUR,115.87,124,111.37,119.76,3806.64,446675.51
2018-12-08,WAVESRUR,108,115.87,105.94,115.87,3933.4,433822.11
2018-12-07,WAVESRUR,116.89,118.39,101,108,8477.38,898587.7
2018-12-06,WAVESRUR,136.77,136.77,113.01,116.89,5118.23,642969.3
2018-12-05,WAVESRUR,156,165.03,133.5,136.77,7922.21,1179167.88
2018-12-04,WAVESRUR,109,168.8,105.41,156,12263.13,1762496.91
2018-12-03,WAVESRUR,114.93,117.6,99.74,109,8201.05,897036.31
2018-12-02,WAVESRUR,98.88,115.23,98.88,114.93,5358.63,585792.48
2018-12-01,WAVESRUR,89.09,101,89.09,98.88,3274.85,313769.53
2018-11-30,WAVESRUR,86.13,93.55,83,89.09,5441.03,465381.69
2018-11-29,WAVESRUR,81.8,90.44,78.82,86.13,3671.7,308367.5
2018-11-28,WAVESRUR,70.81,84.62,70.81,81.8,2108.31,165533.27
2018-11-27,WAVESRUR,70.5,72.64,69.32,70.81,1908.77,135585.73
2018-11-26,WAVESRUR,72.16,77.99,68.04,70.5,3527.6,258276.1
2018-11-25,WAVESRUR,71.27,78,66.74,72.16,4178.16,299250.96
2018-11-24,WAVESRUR,78.68,80.8,71.27,71.27,1980.6,152912.03
2018-11-23,WAVESRUR,79.4,81.94,76,78.68,1993.42,155425.31
2018-11-22,WAVESRUR,79.17,82.92,78.76,79.4,1895.07,153075.73
2018-11-21,WAVESRUR,73.35,84.77,73.1,79.17,3375.8,265181.32
2018-11-20,WAVESRUR,93.2,93.54,73,73.35,6611.85,552371.54
2018-11-19,WAVESRUR,108.46,112.6,90.08,93.2,4046.94,403794.15
2018-11-18,WAVESRUR,107.91,110.55,106.2,108.46,590.53,63734.51
2018-11-17,WAVESRUR,107.94,109.53,105.1,107.91,1320.7,142100.89
2018-11-16,WAVESRUR,108.02,109.51,105,107.94,1315.06,141064.2
2018-11-15,WAVESRUR,111.3,115.34,101.12,108.02,3154.68,342117.84
2018-11-14,WAVESRUR,116.6,117.15,103,111.3,3246.75,360899.84
2018-11-13,WAVESRUR,118.48,119.46,115.73,116.6,1749.55,204818.13
2018-11-12,WAVESRUR,118.46,118.53,116,118.48,1778.75,208453.7
2018-11-11,WAVESRUR,118.85,121.2,117.1,118.46,2237.47,265071.36
2018-11-10,WAVESRUR,117.73,120.45,117.73,118.85,810.37,96602.6
2018-11-09,WAVESRUR,121.09,121.2,117.45,117.73,1192.21,141693.53
2018-11-08,WAVESRUR,120.43,121.81,117.1,121.09,561.2,66996.86
2018-11-07,WAVESRUR,120.89,122,119.73,120.43,992.02,120103.81
2018-11-06,WAVESRUR,121,123.6,117,120.89,2549.42,308335.19
2018-11-05,WAVESRUR,122.61,124.63,121,121,2708.4,328824.49
2018-11-04,WAVESRUR,124.37,124.63,122.3,122.61,1144.7,140870.6
2018-11-03,WAVESRUR,125.02,125.02,121.2,124.37,1148.91,142024.16
2018-11-02,WAVESRUR,124.3,126.13,121,125.02,1061.91,130666.07
2018-11-01,WAVESRUR,121.64,126.3,121,124.3,797.4,97710.03
2018-10-31,WAVESRUR,119.24,124.08,116.8,121.64,898.38,108150.66
2018-10-30,WAVESRUR,120.43,123.24,116.92,119.24,978.31,116878.47
2018-10-29,WAVESRUR,126,128.35,117.82,120.43,1387.51,169897.0
2018-10-28,WAVESRUR,128.01,130,125.78,126,1566.0,200931.79
2018-10-27,WAVESRUR,128.93,129,126.59,128.01,573.52,73040.72
2018-10-26,WAVESRUR,130.02,131.39,125.78,128.93,684.86,88073.72
2018-10-25,WAVESRUR,131.16,132.93,129.4,130.02,1089.01,142257.55
2018-10-24,WAVESRUR,130,135.52,130,131.16,995.57,131229.65
2018-10-23,WAVESRUR,130.61,138.2,128.78,130,1572.98,209704.73
2018-10-22,WAVESRUR,133.48,133.48,128.78,130.61,969.12,126792.63
2018-10-21,WAVESRUR,133,134.01,131.92,133.48,617.33,82052.86
2018-10-20,WAVESRUR,132.94,134.01,130.2,133,1162.07,153577.24
2018-10-19,WAVESRUR,132.31,135.22,131,132.94,858.44,114431.24
2018-10-18,WAVESRUR,134.8,136.66,132,132.31,1109.61,149586.08
2018-10-17,WAVESRUR,133.26,137,133.07,134.8,1280.36,173013.68
2018-10-16,WAVESRUR,133.63,135.25,131.26,133.26,797.9,106524.42
2018-10-15,WAVESRUR,132.73,137.7,132,133.63,1662.0,223273.98
2018-10-14,WAVESRUR,134.1,136.1,132.21,132.73,1126.29,151622.56
2018-10-13,WAVESRUR,132,136.94,130.01,134.1,1623.95,217434.63
2018-10-12,WAVESRUR,132.5,136.5,130.01,132,3298.07,441489.21
2018-10-11,WAVESRUR,142.4,143.72,128.78,132.5,3035.56,411105.21
2018-10-10,WAVESRUR,141.55,144,140,142.4,1520.66,216193.31
2018-10-09,WAVESRUR,143.12,144.45,141.2,141.55,611.07,87149.85
2018-10-08,WAVESRUR,143.88,144.51,139.1,143.12,1623.16,229051.47
2018-10-07,WAVESRUR,143.41,147.21,141.5,143.88,730.17,105075.72
2018-10-06,WAVESRUR,145.91,149.29,142.38,143.41,1025.95,149203.03
2018-10-05,WAVESRUR,142.01,149.3,139.1,145.91,2188.04,315096.44
2018-10-04,WAVESRUR,145.78,149.49,141.01,142.01,1369.86,197036.03
2018-10-03,WAVESRUR,145.55,146.5,139.1,145.78,2531.31,360508.74
2018-10-02,WAVESRUR,145.57,147.5,143.02,145.55,1937.64,281560.37
2018-10-01,WAVESRUR,150.36,150.36,145,145.57,2302.91,337739.83
2018-09-30,WAVESRUR,150,153,148.82,150.36,1931.14,289798.32
2018-09-29,WAVESRUR,149.62,151.5,147.1,150,1910.97,286155.06
2018-09-28,WAVESRUR,155.36,156.4,149,149.62,1971.64,298057.73
2018-09-27,WAVESRUR,160,162,150,155.36,2709.72,419179.48
2018-09-26,WAVESRUR,150.76,161.8,147.2,160,3617.95,559188.9
2018-09-25,WAVESRUR,152.29,152.91,144,150.76,3748.21,554893.57
2018-09-24,WAVESRUR,157.54,158.74,149.7,152.29,2415.78,369762.45
2018-09-23,WAVESRUR,154.44,167.8,151.3,157.54,2578.96,407765.59
2018-09-22,WAVESRUR,155.57,157.5,150.1,154.44,2264.42,349009.4
2018-09-21,WAVESRUR,154.44,158.5,150,155.57,2024.42,312177.39
2018-09-20,WAVESRUR,159,160.5,152,154.44,1886.38,293578.52
2018-09-19,WAVESRUR,152.9,165.2,151.08,159,1234.5,195661.6
2018-09-18,WAVESRUR,151.37,154.8,147,152.9,1466.53,221506.76
2018-09-17,WAVESRUR,158.41,160,147.81,151.37,2276.4,354586.49
2018-09-16,WAVESRUR,163.29,164,156,158.41,2028.23,322621.79
2018-09-15,WAVESRUR,164.18,164.18,159.6,163.29,1093.57,177119.5
2018-09-14,WAVESRUR,175.72,175.72,151,164.18,3660.64,600798.41
2018-09-13,WAVESRUR,161.9,177.88,159.91,175.72,3461.17,588890.5
2018-09-12,WAVESRUR,160.09,166.5,145,161.9,2876.7,445833.28
2018-09-11,WAVESRUR,168.91,183.9,158,160.09,4967.12,848243.71
2018-09-10,WAVESRUR,141.13,183,138.13,168.91,8982.4,1525336.66
2018-09-09,WAVESRUR,143.86,144.9,138,141.13,2307.79,325689.09
2018-09-08,WAVESRUR,137.33,147.85,137.33,143.86,1195.17,169154.56
2018-09-07,WAVESRUR,142,146.98,137.33,137.33,2158.89,304451.42
2018-09-06,WAVESRUR,144.14,147.85,135.78,142,2654.61,375076.84
2018-09-05,WAVESRUR,155.99,158.09,143.22,144.14,1912.59,284920.75
2018-09-04,WAVESRUR,153.52,158.09,149,155.99,1624.01,251923.3
2018-09-03,WAVESRUR,145.84,153.86,140.5,153.52,2360.13,347323.7
2018-09-02,WAVESRUR,153.2,153.2,143,145.84,1394.24,206490.52
2018-09-01,WAVESRUR,142.96,153.2,142.08,153.2,3526.66,518387.31
2018-08-31,WAVESRUR,145.93,147.8,142,142.96,2054.98,296084.14
2018-08-30,WAVESRUR,151.2,152.8,135.86,145.93,3436.24,498008.0
2018-08-29,WAVESRUR,154,160,148.3,151.2,2109.79,322741.33
2018-08-28,WAVESRUR,149.01,157.8,149,154,1998.04,305356.61
2018-08-27,WAVESRUR,146.53,156.8,146.53,149.01,620.25,92393.72
2018-08-26,WAVESRUR,157.52,162.36,146.53,146.53,1489.85,227139.84
2018-08-25,WAVESRUR,158.35,160,153,157.52,905.87,142532.05
2018-08-24,WAVESRUR,151,160,149,158.35,1361.75,207839.39
2018-08-23,WAVESRUR,144.25,153.88,142,151,1731.93,257873.31
2018-08-22,WAVESRUR,149,150.8,144,144.25,1901.35,278133.46
2018-08-21,WAVESRUR,144.11,150.05,140.5,149,1104.27,162547.59
2018-08-20,WAVESRUR,147.3,150,141.37,144.11,408.28,59282.1
2018-08-19,WAVESRUR,144.36,151,141.9,147.3,1211.17,177310.8
2018-08-18,WAVESRUR,140.36,146.38,139,144.36,1006.81,143174.11
2018-08-17,WAVESRUR,133,147.21,133,140.36,1949.54,273054.06
2018-08-16,WAVESRUR,136,138.53,132,133,1247.92,168218.47
2018-08-15,WAVESRUR,130.3,140,126.56,136,2180.74,294217.25
2018-08-14,WAVESRUR,139.5,143.2,125,130.3,2242.26,293932.79
2018-08-13,WAVESRUR,148.63,159.72,139.5,139.5,2435.88,366943.52
2018-08-12,WAVESRUR,126.2,126.2,126.2,126.2,0.0,0.0
2018-08-11,WAVESRUR,127,127,122.2,126.2,1237.18,153490.33
2018-08-10,WAVESRUR,123,129.91,116,127,1799.35,220198.5
2018-08-09,WAVESRUR,115,123,111.09,123,1660.3,193817.3
2018-08-08,WAVESRUR,118.65,118.78,108.7,115,3547.41,399900.47
2018-08-07,WAVESRUR,121.32,121.5,116,118.65,3051.83,363144.7
2018-08-06,WAVESRUR,122.4,124.45,119,121.32,1993.71,240466.18
2018-08-05,WAVESRUR,120.34,122.55,119.02,122.4,1751.8,212312.62
2018-08-04,WAVESRUR,118.5,125.76,116.44,120.34,3769.65,447661.37
2018-08-03,WAVESRUR,123.6,123.6,115.1,118.5,8006.94,952604.41
2018-08-02,WAVESRUR,143.97,145.94,118,123.6,8782.15,1120209.39
2018-08-01,WAVESRUR,147.59,149.94,140,143.97,3343.57,474610.07
2018-07-31,WAVESRUR,158.8,158.8,145,147.59,4038.49,603347.59
2018-07-30,WAVESRUR,162.66,162.66,153.9,158.8,2045.64,322783.91
2018-07-29,WAVESRUR,160.01,162.7,159,162.66,1030.51,165703.41
2018-07-28,WAVESRUR,161.72,165,159,160.01,721.4,116153.84
2018-07-27,WAVESRUR,163.97,166.02,156.2,161.72,2191.22,350899.64
2018-07-26,WAVESRUR,164,170,162.03,163.97,2136.32,354516.78
2018-07-25,WAVESRUR,164.51,167.78,160,164,2447.0,398777.35
2018-07-24,WAVESRUR,172.62,172.99,161,164.51,5484.15,910497.01
2018-07-23,WAVESRUR,176.3,180.13,170.88,172.62,1646.8,289816.64
2018-07-22,WAVESRUR,184.98,185,174,176.3,1837.11,329557.36
2018-07-21,WAVESRUR,182.56,187,176,184.98,523.98,94800.8
2018-07-20,WAVESRUR,185.32,189.3,175,182.56,1937.6,353864.55
2018-07-19,WAVESRUR,184.04,189.99,178,185.32,1684.55,307359.67
2018-07-18,WAVESRUR,185,195.85,183,184.04,1941.27,364756.23
2018-07-17,WAVESRUR,177.6,191.89,173,185,2547.64,464752.89
2018-07-16,WAVESRUR,173.7,181,169.1,177.6,953.24,166889.32
2018-07-15,WAVESRUR,171.83,175,169.21,173.7,989.1,169793.9
2018-07-14,WAVESRUR,170.05,175,165,171.83,1355.01,227101.32
2018-07-13,WAVESRUR,167.84,176,165.6,170.05,1014.3,171813.11
2018-07-12,WAVESRUR,174.31,175.88,163.91,167.84,1044.26,175632.14
2018-07-11,WAVESRUR,175.73,177.19,167.53,174.31,1498.99,257115.24
2018-07-10,WAVESRUR,185.04,186.86,171,175.73,2562.61,449662.05
2018-07-09,WAVESRUR,187.34,188.67,185.04,185.04,1270.7,237307.8
