Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume RUR
2019-05-18,ETHRUR,15544.27,15999.99,15200,15600,196.95,3078174.83
2019-05-17,ETHRUR,16841.59,16990.01,14239.99,15455.95,425.45,6623327.44
2019-05-16,ETHRUR,16110,17578.17,15250,16841.59,625.83,10505872.83
2019-05-15,ETHRUR,13950.18,16300,13606.97,16110,538.07,8134188.58
2019-05-14,ETHRUR,12840.06,13996.97,12805,13950.18,369.67,4992052.69
2019-05-13,ETHRUR,12280.01,13196.29,12130,12840.06,356.47,4504211.62
2019-05-12,ETHRUR,11701.2,12900,11701.2,12280.01,307.87,3814876.45
2019-05-11,ETHRUR,11500,12800,11150.1,12510,357.34,4304575.16
2019-05-10,ETHRUR,11299,11684.22,11178.64,11500,225.89,2595221.03
2019-05-09,ETHRUR,11150,11350,11000.01,11299,132.17,1485384.42
2019-05-08,ETHRUR,11000,11269.91,10739.41,11150,221.72,2453938.26
2019-05-07,ETHRUR,11115.26,11500,11079.29,11380,139.05,1574816.32
2019-05-06,ETHRUR,10551,11350,10479.54,11115.26,393.1,4292685.46
2019-05-05,ETHRUR,10649.95,10729,10499,10551,146.78,1557164.14
2019-05-04,ETHRUR,10800,10849,10499,10649.95,190.81,2026084.76
2019-05-03,ETHRUR,10450,10830.09,10280,10800,214.94,2281770.37
2019-05-02,ETHRUR,10450,10550.11,10350,10450,109.41,1138489.18
2019-05-01,ETHRUR,10555.48,10700,10300,10450,147.71,1552851.62
2019-04-30,ETHRUR,10409,10700,10333,10555.48,204.41,2136633.79
2019-04-29,ETHRUR,10408.12,10515,10201,10409,145.57,1509247.26
2019-04-28,ETHRUR,10620,10720,10400,10408.12,110.46,1161027.46
2019-04-27,ETHRUR,10385.26,10798,10200,10620,150.63,1576576.58
2019-04-26,ETHRUR,10365.53,10667,10281.82,10507.94,101.17,1058346.36
2019-04-25,ETHRUR,11007.6,11120,10364.09,10365.53,177.16,1921107.03
2019-04-24,ETHRUR,11294.37,11328.91,10700.99,11007.6,184.49,2024483.45
2019-04-23,ETHRUR,11397.79,11750,11256.91,11294.37,191.39,2186006.99
2019-04-22,ETHRUR,11308,11444,11254.99,11397.79,124.87,1412471.56
2019-04-21,ETHRUR,11570.42,11570.42,11199,11308,130.85,1486424.66
2019-04-20,ETHRUR,11500,11670,11394.96,11570.42,91.03,1048153.25
2019-04-19,ETHRUR,11450,11510,11302,11484.47,141.51,1610881.11
2019-04-18,ETHRUR,11099.69,11500,10963.48,11450,201.54,2277797.07
2019-04-17,ETHRUR,11170.09,11295,10950,11099.69,132.31,1467234.88
2019-04-16,ETHRUR,11083,11307.86,11049.4,11166.07,151.1,1690767.76
2019-04-15,ETHRUR,11244.04,11374.98,11000,11083,205.73,2295699.98
2019-04-14,ETHRUR,11201.33,11348.99,11050.45,11244.04,173.95,1936359.87
2019-04-13,ETHRUR,11255.04,11352,11046.6,11201.33,142.76,1600651.48
2019-04-12,ETHRUR,11249.1,11353.87,10980,11255.04,158.74,1772309.77
2019-04-11,ETHRUR,11788.74,11798.87,10900,11251.25,314.67,3534985.39
2019-04-10,ETHRUR,11605,11999,11400,11788.74,210.71,2483264.33
2019-04-09,ETHRUR,11890,11990.75,11600.26,11605,60.33,708700.76
2019-04-08,ETHRUR,11452,12000,11452,11890,5.04,59709.46
2019-04-07,ETHRUR,10925,11479.99,10900.02,11452,2.5,27688.88
2019-04-06,ETHRUR,10954.59,11301,10650,10925,3.93,42898.12
2019-04-05,ETHRUR,10051.23,10954.59,10051.23,10954.59,5.73,61211.1
2019-04-04,ETHRUR,10590.9,10590.9,9863.93,10051.23,6.96,72155.4
2019-04-03,ETHRUR,10300.01,11642.63,10261.64,10590.9,7.81,84738.51
2019-04-02,ETHRUR,9118.47,10300.01,9118.47,10300.01,6.21,59203.43
2019-04-01,ETHRUR,9326,9338,9100,9118.47,2.67,24562.65
2019-03-31,ETHRUR,9335.5,9342.8,9237.49,9326,11.32,105403.1
2019-03-30,ETHRUR,9202.65,9405.69,9202.65,9335.5,3.43,31867.54
2019-03-29,ETHRUR,9049,9213.12,8970,9202.65,4.01,36261.69
2019-03-28,ETHRUR,9040.96,9077.1,8959.15,9049,5.11,46013.96
2019-03-27,ETHRUR,8785,9040.96,8785,9040.96,2.26,20109.19
2019-03-26,ETHRUR,8839,8900,8777.91,8785,5.64,49666.78
2019-03-25,ETHRUR,8925,8993,8771.98,8839,11.36,100791.2
2019-03-24,ETHRUR,8985.5,9039.74,8925,8925,1.79,15981.18
2019-03-23,ETHRUR,8989.27,9044,8902.9,8985.5,3.81,34266.54
2019-03-22,ETHRUR,8871.76,9000,8800,8989.27,4.41,39076.76
2019-03-21,ETHRUR,9028,9028,8801,8871.76,1.81,16183.68
2019-03-20,ETHRUR,9018,9048,8950,9028,3.7,33289.51
2019-03-19,ETHRUR,8945,9038,8943,9018,1.86,16699.41
2019-03-18,ETHRUR,9104.96,9104.96,8945,8945,0.007498,67.55
2019-03-17,ETHRUR,9072.5,9110,9036.42,9104.96,0.7652,6924.06
2019-03-16,ETHRUR,8895.52,9240,8895.52,9072.5,0.4534,4134.93
2019-03-15,ETHRUR,8636,8978.34,8614.31,8895.52,0.355,3090.03
2019-03-14,ETHRUR,8665.19,8665.19,8543.57,8636,0.5905,5072.87
2019-03-13,ETHRUR,8710.33,8710.33,8634,8665.19,0.2261,1952.48
2019-03-12,ETHRUR,8749.68,8800.32,8671.99,8710.33,0.007458,64.94
2019-03-11,ETHRUR,8910,9000,8700.51,8749.68,0.2741,2384.92
2019-03-10,ETHRUR,9010,9010,8910,8910,1.11,9895.09
2019-03-09,ETHRUR,9000.05,9033,8900,9010,0.3398,3048.86
2019-03-08,ETHRUR,8931.92,9000.05,8802.24,9000.05,0.04943,438.27
2019-03-07,ETHRUR,8850.57,8983.06,8832.29,8931.92,0.01176,105.09
2019-03-06,ETHRUR,8550,8920,8550,8850.57,0.04643,413.97
2019-03-05,ETHRUR,8370.2,8550,8370.2,8550,0.0132,112.49
2019-03-04,ETHRUR,8850.83,8850.83,8344.01,8370.2,0.4146,3506.78
2019-03-03,ETHRUR,8788.83,8939,8788.83,8850.83,0.1989,1756.92
2019-03-02,ETHRUR,9138,9138,8788.83,8788.83,0.000124,1.09
2019-03-01,ETHRUR,9006.04,9138,9000,9138,0.1424,1289.78
2019-02-28,ETHRUR,9197,9197,9006.04,9006.04,0.006529,58.93
2019-02-27,ETHRUR,9063,9197,9034.83,9197,0.001641,14.98
2019-02-26,ETHRUR,9200,9230.09,9063,9063,0.02617,237.9
2019-02-25,ETHRUR,9398,9400,9200,9200,0.05024,462.27
2019-02-24,ETHRUR,10190.01,10506.25,9398,9398,0.4692,4839.93
2019-02-23,ETHRUR,9662.97,10190.01,9564.14,10190.01,0.6518,6535.04
2019-02-22,ETHRUR,9400,9670,9350,9662.97,2.79,26991.2
2019-02-21,ETHRUR,9529,9529,9400,9400,0.0231,219.09
2019-02-20,ETHRUR,9464.73,9529,9199,9529,1.74,15980.38
2019-02-19,ETHRUR,9500,9651,9283.19,9464.73,146.5,1388056.31
2019-02-18,ETHRUR,8836.7,9750,8738.52,9500,452.8,4189023.44
2019-02-17,ETHRUR,8155.4,8850.03,8080,8836.7,276.48,2318017.98
2019-02-16,ETHRUR,8199.84,8251,8051,8155.4,151.78,1237159.93
2019-02-15,ETHRUR,8021,8300,7951,8199.84,223.46,1818533.43
2019-02-14,ETHRUR,7895.21,8114,7895.04,8021,221.04,1770986.92
2019-02-13,ETHRUR,7866.21,8100,7866.21,7895.21,212.13,1688871.8
2019-02-12,ETHRUR,7850.57,7950,7800,7866.21,187.65,1470849.97
2019-02-11,ETHRUR,7998.92,7999,7667.62,7850.57,227.5,1779308.94
2019-02-10,ETHRUR,7697.16,7999,7482.11,7998.92,250.89,1907183.44
2019-02-09,ETHRUR,7595.12,7800,7400,7697.16,213.35,1627294.8
2019-02-08,ETHRUR,6856,7845.79,6702,7595.12,290.98,2117327.5
2019-02-07,ETHRUR,6706.78,6959.28,6675.09,6856,175.73,1193420.24
2019-02-06,ETHRUR,6981.26,7040,6542.04,6706.78,236.03,1580967.32
2019-02-05,ETHRUR,7175,7175,6900,6981.26,263.43,1846074.18
2019-02-04,ETHRUR,7132.52,7190,7063,7175,159.1,1131492.34
