Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LIZ,Volume ARUR
2018-07-10 01-AM,LIZARUR,1861,1870,1861,1861,0.4826,902.37
2018-07-10 12-AM,LIZARUR,1861,1861,1861,1861,0.01038,19.32
2018-07-09 11-PM,LIZARUR,1866,1866,1861,1861,4.44,8263.31
2018-07-09 10-PM,LIZARUR,1865,1986,1865,1866,8.5,16015.76
2018-07-09 09-PM,LIZARUR,1865,1986,1865,1865,3.85,7276.26
2018-07-09 08-PM,LIZARUR,1865,1988,1865,1865,32.27,62940.79
2018-07-09 07-PM,LIZARUR,1850,1995,1837,1865,19.05,36051.47
2018-07-09 06-PM,LIZARUR,1861,1920,1820,1850,52.41,97084.14
2018-07-09 05-PM,LIZARUR,1986.02,2004.87,1860,1861,67.17,128708.99
2018-07-09 04-PM,LIZARUR,2017.98,2049,1914,1986.02,40.9,80088.18
2018-07-09 03-PM,LIZARUR,2091.61,2091.61,2011,2017.98,1.32,2660.18
2018-07-09 02-PM,LIZARUR,2010.01,2100,2001,2091.61,60.53,123670.85
2018-07-09 01-PM,LIZARUR,2150,2150,2000,2010.01,78.56,162208.32
2018-07-09 12-PM,LIZARUR,2170,2282,2150,2150,27.68,59909.24
2018-07-09 11-AM,LIZARUR,2165,2293,2150,2170,45.77,99167.05
2018-07-09 10-AM,LIZARUR,2220,2243,2165,2165,58.68,128937.68
2018-07-09 09-AM,LIZARUR,2250,2297,2180,2220,33.78,74836.58
2018-07-09 08-AM,LIZARUR,2270,2290,2201,2250,31.84,71893.14
2018-07-09 07-AM,LIZARUR,2163,2279,2163,2270,67.35,150617.18
2018-07-09 06-AM,LIZARUR,2200,2200,2160,2163,2.1,4607.56
2018-07-09 05-AM,LIZARUR,2317,2317,2122,2200,21.75,48496.27
2018-07-09 04-AM,LIZARUR,2150,2346,2100,2317,46.73,100995.79
2018-07-09 03-AM,LIZARUR,2150,2151,2100,2150,21.25,45696.66
2018-07-09 02-AM,LIZARUR,2150,2150,2150,2150,0.0,0.0
2018-07-09 01-AM,LIZARUR,2150.1,2190,2150,2150,9.27,19928.76
2018-07-09 12-AM,LIZARUR,2150,2150.1,2150,2150.1,0.005223,11.23
2018-07-08 11-PM,LIZARUR,2200,2200,2150,2150,0.003411,7.33
2018-07-08 10-PM,LIZARUR,2150,2250,2150,2200,1.01,2214.33
2018-07-08 09-PM,LIZARUR,2340,2400,2150,2150,6.88,15252.98
2018-07-08 08-PM,LIZARUR,2499,2499,2340,2340,28.27,67979.18
2018-07-08 07-PM,LIZARUR,2350,2499,2350,2499,2.17,5320.89
2018-07-08 06-PM,LIZARUR,2431,2533.99,2341,2350,24.6,59585.15
2018-07-08 05-PM,LIZARUR,2550,2550,2411,2431,76.69,186246.13
2018-07-08 04-PM,LIZARUR,2510,2550,2411,2550,34.8,86432.97
2018-07-08 03-PM,LIZARUR,2402,2520,2400,2510,73.23,180915.98
2018-07-08 02-PM,LIZARUR,2400,2440,2388,2402,10.24,24569.07
2018-07-08 01-PM,LIZARUR,2400,2490.01,2325,2400,4.32,10565.99
2018-07-08 12-PM,LIZARUR,2305,2500,2305,2400,56.39,134116.5
2018-07-08 11-AM,LIZARUR,2340,2340,2300,2305,30.37,70078.11
2018-07-08 10-AM,LIZARUR,2260,2350,2260,2340,18.78,43468.26
2018-07-08 09-AM,LIZARUR,2380,2390.8,2260,2260,9.4,21554.11
2018-07-08 08-AM,LIZARUR,2220,2390.8,2220,2380,0.2272,525.58
2018-07-08 07-AM,LIZARUR,2182,2450,2182,2220,24.24,55935.88
2018-07-08 06-AM,LIZARUR,2250.8,2318,2182,2182,2.07,4784.0
2018-07-08 05-AM,LIZARUR,2250,2344,2200,2250.8,14.12,32456.74
2018-07-08 04-AM,LIZARUR,2345,2345,2200,2250,0.3533,789.86
2018-07-08 03-AM,LIZARUR,2241,2345,2200,2345,1.0,2205.76
2018-07-08 02-AM,LIZARUR,2140,2241,2140,2241,0.01054,23.63
2018-07-08 01-AM,LIZARUR,2140,2345,2140,2140,0.2416,519.19
2018-07-08 12-AM,LIZARUR,2347,2347,2140,2140,8.59,19021.87
2018-07-07 11-PM,LIZARUR,2140,2347,2140,2347,0.2883,617.71
2018-07-07 10-PM,LIZARUR,2140,2350,2140,2140,12.54,27215.6
2018-07-07 09-PM,LIZARUR,2275.2,2360,2105,2140,24.82,56820.13
2018-07-07 08-PM,LIZARUR,2153.53,2289,2075.11,2275.2,27.86,59698.95
2018-07-07 07-PM,LIZARUR,2150,2230.09,2022,2153.53,45.37,94909.99
2018-07-07 06-PM,LIZARUR,2061,2190,2061,2150,9.93,20740.26
2018-07-07 05-PM,LIZARUR,2199,2230.09,2061,2061,47.14,99667.95
2018-07-07 04-PM,LIZARUR,2225.1,2350,2100,2199,64.05,141640.55
2018-07-07 03-PM,LIZARUR,2293.11,2360,2225.1,2225.1,16.63,37210.8
2018-07-07 02-PM,LIZARUR,2348,2359.1,2270,2293.11,8.72,19929.31
2018-07-07 01-PM,LIZARUR,2225,2348,2225,2348,14.2,32334.99
2018-07-07 12-PM,LIZARUR,2308.03,2398,2222,2225,107.51,246063.08
2018-07-07 11-AM,LIZARUR,2400,2454,2304.9,2308.03,101.58,240481.11
2018-07-07 10-AM,LIZARUR,2502,2550,2400,2400,103.83,256655.27
2018-07-07 09-AM,LIZARUR,2550,2610,2501,2502,72.43,184095.39
2018-07-07 08-AM,LIZARUR,2500,2600,2500,2550,46.25,119479.34
2018-07-07 07-AM,LIZARUR,2425.2,2651,2425.2,2500,81.96,202989.88
2018-07-07 06-AM,LIZARUR,2699,2699,2415,2425.2,37.63,95454.68
2018-07-07 05-AM,LIZARUR,2606,2706,2606,2699,9.95,26305.22
2018-07-07 04-AM,LIZARUR,2600,2754.2,2600,2606,35.2,94988.77
2018-07-07 03-AM,LIZARUR,2300,2600,2300,2600,8.96,22594.98
2018-07-07 02-AM,LIZARUR,2800,2800,2300,2300,82.68,219875.75
2018-07-07 01-AM,LIZARUR,2870,2926,2800,2800,7.6,21294.08
2018-07-07 12-AM,LIZARUR,2927,2927,2870,2870,2.15,6196.96
2018-07-06 11-PM,LIZARUR,2871,2931.13,2871,2927,3.07,8909.32
2018-07-06 10-PM,LIZARUR,2870,2950,2870,2871,9.6,27786.57
2018-07-06 09-PM,LIZARUR,2910.14,2950,2870,2870,57.17,166829.31
2018-07-06 08-PM,LIZARUR,2913.05,2940,2910.14,2910.14,31.02,90336.67
2018-07-06 07-PM,LIZARUR,2913.05,2913.05,2913.05,2913.05,0.03359,97.84
2018-07-06 06-PM,LIZARUR,2914.05,2914.05,2913.05,2913.05,0.0001666,0.4853
2018-07-06 05-PM,LIZARUR,2914.05,2914.05,2880,2914.05,11.78,33940.48
2018-07-06 04-PM,LIZARUR,2870,2940,2870,2913.05,0.1626,473.86
2018-07-06 03-PM,LIZARUR,3087,3100,2997,2997,46.73,142230.6
2018-07-06 02-PM,LIZARUR,3100,3101,3080.53,3087,28.25,87354.97
2018-07-06 01-PM,LIZARUR,3155,3197,3066,3100,21.18,65547.64
2018-07-06 12-PM,LIZARUR,3100,3161,3062,3155,45.05,139420.21
2018-07-06 11-AM,LIZARUR,3132,3225.32,3100,3100,20.58,65438.42
2018-07-06 10-AM,LIZARUR,3157,3209.14,3130,3132,72.19,227737.43
2018-07-06 09-AM,LIZARUR,3200,3255,3156,3157,27.1,86477.04
2018-07-06 08-AM,LIZARUR,3250,3300,3150,3200,5.55,17914.64
2018-07-06 07-AM,LIZARUR,3300,3300,3133,3250,45.84,148591.8
2018-07-06 06-AM,LIZARUR,3100,3498,3003,3300,21.06,67082.89
2018-07-06 05-AM,LIZARUR,3172,3172,3100,3100,27.11,84122.52
2018-07-06 04-AM,LIZARUR,3101,3280,3100,3172,13.07,40671.38
2018-07-06 03-AM,LIZARUR,3100.1,3250,3100.1,3101,8.64,26969.6
2018-07-06 02-AM,LIZARUR,3102,3200,3100,3100.1,18.51,57869.29
2018-07-06 01-AM,LIZARUR,3151,3300,3101,3102,43.05,135681.97
2018-07-06 12-AM,LIZARUR,3360,3580,3107.1,3151,57.75,186198.19
2018-07-05 11-PM,LIZARUR,3430,3600,3360,3360,15.81,54964.94
2018-07-05 10-PM,LIZARUR,3362,3430,3362,3430,0.05126,175.83
2018-07-05 09-PM,LIZARUR,3451,3451,3360,3362,92.14,313423.79
2018-07-05 08-PM,LIZARUR,3465.01,3656,3451,3451,24.16,83912.57
2018-07-05 07-PM,LIZARUR,3452,3680,3402,3465.01,19.75,70092.88
2018-07-05 06-PM,LIZARUR,3838,3838,3440,3452,141.93,503873.13
2018-07-05 05-PM,LIZARUR,4030,4038,3507,3838,91.82,352145.53
2018-07-05 04-PM,LIZARUR,4040,4089,3980,4030,18.23,72737.54
2018-07-05 03-PM,LIZARUR,4080,4082,4010,4040,4.02,16228.58
2018-07-05 02-PM,LIZARUR,4090,4090,4009,4080,7.55,30453.81
2018-07-05 01-PM,LIZARUR,4100,4100,4024,4090,5.21,21012.19
2018-07-05 12-PM,LIZARUR,4020,4100,4007,4100,56.65,229374.78
2018-07-05 11-AM,LIZARUR,4007,4087,4006,4020,40.77,165056.65
2018-07-05 10-AM,LIZARUR,4025,4059,4006.2,4007,38.31,154887.9
2018-07-05 09-AM,LIZARUR,4021.9,4107,4011,4025,23.0,92701.9
2018-07-05 08-AM,LIZARUR,4090,4110,4021.9,4021.9,16.91,68516.55
2018-07-05 07-AM,LIZARUR,4020.9,4090,4020.9,4090,32.61,132733.74
2018-07-05 06-AM,LIZARUR,4090,4090,4015,4020.9,0.2963,1193.07
2018-07-05 05-AM,LIZARUR,4089,4090,4001,4090,19.17,77496.37
2018-07-05 04-AM,LIZARUR,4020,4100,3999,4089,7.1,28827.0
2018-07-05 03-AM,LIZARUR,3990,4100,3990,4020,3.08,12391.47
2018-07-05 02-AM,LIZARUR,3990,3990,3990,3990,0.0,0.0
2018-07-05 01-AM,LIZARUR,3980,3990,3980,3990,2.73,10891.45
2018-07-05 12-AM,LIZARUR,3977,3980,3977,3980,0.002027,8.07
2018-07-04 11-PM,LIZARUR,4117,4120,3977,3977,2.29,9098.67
2018-07-04 10-PM,LIZARUR,4110.99,4120,4004,4117,0.01901,77.57
2018-07-04 09-PM,LIZARUR,4050,4110.99,4050,4110.99,2.98,12114.58
2018-07-04 08-PM,LIZARUR,4069,4100.99,4004,4050,23.52,95215.39
2018-07-04 07-PM,LIZARUR,4019,4069,4005,4069,25.6,102802.54
2018-07-04 06-PM,LIZARUR,4100,4100,3930,4019,76.75,305616.31
2018-07-04 05-PM,LIZARUR,4069,4101,4004,4100,13.45,54887.23
2018-07-04 04-PM,LIZARUR,4078.9,4078.9,4003,4069,10.08,40823.49
2018-07-04 03-PM,LIZARUR,4000,4080,4000,4078.9,15.98,65140.54
2018-07-04 02-PM,LIZARUR,4020,4101,3965.65,4000,14.06,56574.41
2018-07-04 01-PM,LIZARUR,4050,4150,3960.1,4020,96.08,385747.26
2018-07-04 12-PM,LIZARUR,4126,4199,4035,4050,24.08,99108.69
2018-07-04 11-AM,LIZARUR,4014,4126,4000,4126,27.48,112145.9
2018-07-04 10-AM,LIZARUR,3995,4098,3960,4014,35.69,142814.18
2018-07-04 09-AM,LIZARUR,4070,4099,3950,3995,13.83,55442.0
2018-07-04 08-AM,LIZARUR,4020,4070,3999,4070,15.0,60886.63
2018-07-04 07-AM,LIZARUR,4050,4060,3996,4020,11.17,45041.73
2018-07-04 06-AM,LIZARUR,4040,4050,3997,4050,22.85,92426.41
2018-07-04 05-AM,LIZARUR,3992,4072,3992,4040,8.5,34269.99
2018-07-04 04-AM,LIZARUR,3991,4098,3991,3992,4.26,17100.25
2018-07-04 03-AM,LIZARUR,3999,4099.99,3965,3991,17.9,71801.22
2018-07-04 02-AM,LIZARUR,4000,4000,3999,3999,0.02013,80.48
2018-07-04 01-AM,LIZARUR,3999,4000,3926,4000,0.2224,886.66
2018-07-04 12-AM,LIZARUR,3924,3999,3924,3999,0.1408,556.71
2018-07-03 11-PM,LIZARUR,4200,4200,3924,3924,0.2212,868.07
2018-07-03 10-PM,LIZARUR,4049,4200,3923,4200,4.06,16654.81
2018-07-03 09-PM,LIZARUR,4049,4200,4049,4049,19.14,79643.33
2018-07-03 08-PM,LIZARUR,4044,4049,4040,4049,7.26,29345.09
2018-07-03 07-PM,LIZARUR,3998,4044,3912,4044,9.38,37477.33
2018-07-03 06-PM,LIZARUR,4045,4045,3910,3998,3.83,15055.23
2018-07-03 05-PM,LIZARUR,3960,4045,3905,4045,22.21,88465.12
2018-07-03 04-PM,LIZARUR,3970,3999,3904,3960,18.75,73942.43
2018-07-03 03-PM,LIZARUR,4049,4049,3901,3970,42.07,165676.51
2018-07-03 02-PM,LIZARUR,3909,4049,3909,4049,19.03,75300.69
2018-07-03 01-PM,LIZARUR,4000.21,4040,3903,3909,32.1,128257.57
2018-07-03 12-PM,LIZARUR,3930,4040,3900.2,4000.21,67.66,268997.92
2018-07-03 11-AM,LIZARUR,3900,4100,3900,3930,17.22,69705.0
2018-07-03 10-AM,LIZARUR,4005,4050,3900,3900,25.43,100769.76
2018-07-03 09-AM,LIZARUR,4050,4200,3900,4005,190.25,766845.98
2018-07-03 08-AM,LIZARUR,4010,4290,4010,4050,36.33,147870.73
2018-07-03 07-AM,LIZARUR,4200,4300,4010,4010,64.35,272034.61
2018-07-03 06-AM,LIZARUR,4103,4299,4100,4200,18.67,79646.06
2018-07-03 05-AM,LIZARUR,4202,4302,4103,4103,5.28,21675.38
2018-07-03 04-AM,LIZARUR,4360.7,4360.7,4100,4202,2.39,10095.59
2018-07-03 03-AM,LIZARUR,3871,4360.7,3852,4360.7,30.39,126790.53
2018-07-03 02-AM,LIZARUR,3900,4224.98,3871,3871,2.05,8132.52
2018-07-03 01-AM,LIZARUR,3900,4224.98,3832,3900,0.3047,1181.31
2018-07-03 12-AM,LIZARUR,3901,3901,3900,3900,26.05,101595.62
2018-07-02 11-PM,LIZARUR,3901,3901,3901,3901,2.11,8227.04
2018-07-02 10-PM,LIZARUR,4104,4109,3901,3901,61.5,245681.72
2018-07-02 09-PM,LIZARUR,4100,4358,4100,4104,4.24,17746.02
2018-07-02 08-PM,LIZARUR,4557,4557.1,4100,4100,54.02,232051.83
2018-07-02 07-PM,LIZARUR,4556.2,4744,4556.2,4557,33.55,152932.91
2018-07-02 06-PM,LIZARUR,4590,4744,4550.1,4556.2,46.39,215625.75
2018-07-02 05-PM,LIZARUR,4300,4640,4128,4590,63.82,283767.73
2018-07-02 04-PM,LIZARUR,4600,4999,3900,4300,228.69,1035977.67
2018-07-02 03-PM,LIZARUR,3750,5300,3705,4600,84.03,364303.92
2018-07-02 02-PM,LIZARUR,3620,3900,3539,3750,108.07,390574.35
2018-07-02 01-PM,LIZARUR,3900,3999,3560.99,3620,82.58,316007.93
2018-07-02 12-PM,LIZARUR,3902,3990,3880,3900,55.21,217483.55
2018-07-02 11-AM,LIZARUR,3960,3995.8,3900,3902,33.46,132010.88
2018-07-02 10-AM,LIZARUR,3887,4086,3880.01,3960,74.57,294869.33
2018-07-02 09-AM,LIZARUR,4051,4159,3870,3887,95.16,374879.42
2018-07-02 08-AM,LIZARUR,4396,4396,4051,4051,25.92,108824.76
2018-07-02 07-AM,LIZARUR,4206.01,4399,4202.66,4396,41.24,177909.2
2018-07-02 06-AM,LIZARUR,4361,4450.9,4200,4206.01,32.92,143736.57
2018-07-02 05-AM,LIZARUR,4514,4514,4350,4361,16.27,71342.68
2018-07-02 04-AM,LIZARUR,4554,4555.01,4500,4514,29.74,134122.62
2018-07-02 03-AM,LIZARUR,4550,4650,4520,4554,10.59,48220.47
2018-07-02 02-AM,LIZARUR,4580,4666,4550,4550,8.61,39598.61
2018-07-02 01-AM,LIZARUR,4610,4700,4570,4580,3.56,16339.43
2018-07-02 12-AM,LIZARUR,4701,4777,4600,4610,19.38,90511.41
2018-07-01 11-PM,LIZARUR,4750.02,4800,4700.01,4701,5.41,25416.02
2018-07-01 10-PM,LIZARUR,4800,4800,4700.01,4750.02,5.87,27766.63
2018-07-01 09-PM,LIZARUR,4790.2,4820,4700.01,4800,21.4,101311.1
2018-07-01 08-PM,LIZARUR,4710.7,4820,4710.7,4790.2,7.06,33663.0
2018-07-01 07-PM,LIZARUR,4750,4823,4700,4710.7,23.48,112163.05
2018-07-01 06-PM,LIZARUR,4745.03,4825,4700,4750,50.46,239267.99
2018-07-01 05-PM,LIZARUR,4807,4807,4701.03,4745.03,24.01,114182.37
2018-07-01 04-PM,LIZARUR,4786,4850,4757,4807,20.49,98551.84
2018-07-01 03-PM,LIZARUR,4838,4846.9,4752,4786,11.79,56930.92
2018-07-01 02-PM,LIZARUR,4761,4840,4751,4838,3.63,17544.55
2018-07-01 01-PM,LIZARUR,4746,4846.9,4746,4761,37.66,179965.09
2018-07-01 12-PM,LIZARUR,4800,4846.9,4743,4746,18.93,90962.04
2018-07-01 11-AM,LIZARUR,4799,4889,4720.31,4800,34.29,164528.5
2018-07-01 10-AM,LIZARUR,4853,4855,4700,4799,47.23,224892.31
2018-07-01 09-AM,LIZARUR,5010,5050,4851,4853,42.24,207071.15
2018-07-01 08-AM,LIZARUR,5090,5090,5010,5010,20.19,101682.15
2018-07-01 07-AM,LIZARUR,5015,5100,5012,5090,24.78,124962.35
2018-07-01 06-AM,LIZARUR,5049.1,5100,5010,5015,22.37,113507.26
2018-07-01 05-AM,LIZARUR,5004,5100,5004,5049.1,11.89,59832.34
2018-07-01 04-AM,LIZARUR,5200,5200,5002,5004,1.42,7147.78
2018-07-01 03-AM,LIZARUR,4925,5200,4925,5200,17.78,89834.25
2018-07-01 02-AM,LIZARUR,5200,5200,4925,4925,15.48,77639.17
2018-07-01 01-AM,LIZARUR,5030,5200,4925,5200,14.55,74955.02
2018-07-01 12-AM,LIZARUR,5172.99,5172.99,4925,5030,2.17,10852.81
2018-06-30 11-PM,LIZARUR,5126,5172.99,4921,5172.99,4.46,22835.09
2018-06-30 10-PM,LIZARUR,4918,5126.5,4918,5126,1.34,6601.89
2018-06-30 09-PM,LIZARUR,5127,5127,4912.01,4918,14.18,72446.8
2018-06-30 08-PM,LIZARUR,5000,5127,4900,5127,15.07,74776.89
2018-06-30 07-PM,LIZARUR,5150,5173,5000,5000,7.82,40056.0
2018-06-30 06-PM,LIZARUR,5200,5200,5011.51,5150,19.92,101894.77
2018-06-30 05-PM,LIZARUR,5100,5200,5000,5200,3.83,19388.2
2018-06-30 04-PM,LIZARUR,5001,5100,4905,5100,11.07,55436.5
2018-06-30 03-PM,LIZARUR,4950,5075,4941,5001,12.35,61908.39
2018-06-30 02-PM,LIZARUR,5010,5074,4881,4950,10.51,52390.35
2018-06-30 01-PM,LIZARUR,4930,5100,4920,5010,15.05,75105.54
2018-06-30 12-PM,LIZARUR,4916,5000,4850,4930,17.65,87235.86
2018-06-30 11-AM,LIZARUR,5094.9,5098.9,4907,4916,61.66,306890.85
2018-06-30 10-AM,LIZARUR,5161,5161,4855.99,5094.9,68.99,344169.43
2018-06-30 09-AM,LIZARUR,5215,5300,5160,5161,27.13,141122.41
2018-06-30 08-AM,LIZARUR,5200.1,5300,5200.1,5215,16.82,87877.49
2018-06-30 07-AM,LIZARUR,5302,5400,5160,5200.1,20.99,110000.62
2018-06-30 06-AM,LIZARUR,5219,5488,5219,5302,11.15,60189.4
2018-06-30 05-AM,LIZARUR,5469,5500,5152,5219,11.13,59221.89
2018-06-30 04-AM,LIZARUR,5100,5540,5100,5469,29.66,159414.92
2018-06-30 03-AM,LIZARUR,5298.99,5298.99,5100,5100,11.23,57715.86
2018-06-30 02-AM,LIZARUR,5050,5299,5050,5298.99,6.71,35405.1
2018-06-30 01-AM,LIZARUR,5066.6,5348,5050,5050,22.03,111345.14
2018-06-30 12-AM,LIZARUR,5106,5107,5066.6,5066.6,8.97,45761.21
2018-06-29 11-PM,LIZARUR,5590,5590,5106,5106,11.67,60973.12
2018-06-29 10-PM,LIZARUR,5342,5590,5341,5590,2.41,12946.78
2018-06-29 09-PM,LIZARUR,5457,5559,5342,5342,11.61,63227.64
2018-06-29 08-PM,LIZARUR,5400,5536,5341,5457,16.55,89372.09
2018-06-29 07-PM,LIZARUR,5300.52,5559.52,5300.52,5400,9.2,50398.94
2018-06-29 06-PM,LIZARUR,5400,5600,5280,5300.52,23.04,124882.89
2018-06-29 05-PM,LIZARUR,5407,5565,5400,5400,18.73,102268.55
2018-06-29 04-PM,LIZARUR,5667,5864,5407,5407,49.81,285689.71
2018-06-29 03-PM,LIZARUR,5500,5867,5500,5667,34.71,197542.52
2018-06-29 02-PM,LIZARUR,5456,5568,5456,5500,35.8,198468.27
2018-06-29 01-PM,LIZARUR,5401,5600,5401,5456,24.84,136796.87
2018-06-29 12-PM,LIZARUR,5250,5600,5250,5401,28.38,152953.07
2018-06-29 11-AM,LIZARUR,5570,5630,5250,5250,44.57,241183.81
2018-06-29 10-AM,LIZARUR,5400,5700,5220,5570,90.46,499014.43
2018-06-29 09-AM,LIZARUR,5500,5670,5050,5400,126.26,665841.82
2018-06-29 08-AM,LIZARUR,6150,6250,5500,5500,173.0,982368.07
2018-06-29 07-AM,LIZARUR,6201,6273,6099,6150,22.24,137286.4
2018-06-29 06-AM,LIZARUR,6129.99,6289,6003,6201,31.26,190738.43
2018-06-29 05-AM,LIZARUR,6405,6405,6129.99,6129.99,35.06,218718.09
2018-06-29 04-AM,LIZARUR,6590,6666,6380,6405,12.14,78770.19
2018-06-29 03-AM,LIZARUR,6500,6650,6454,6590,5.21,33897.61
2018-06-29 02-AM,LIZARUR,6699,6699,6404,6500,11.85,77336.72
2018-06-29 01-AM,LIZARUR,6505.9,6700,6505,6699,3.12,20660.44
2018-06-29 12-AM,LIZARUR,6795,6795,6505,6505.9,1.12,7265.39
2018-06-28 11-PM,LIZARUR,6512,6795,6505,6795,6.92,45088.83
2018-06-28 10-PM,LIZARUR,6600,6799,6512,6512,10.32,69509.89
2018-06-28 09-PM,LIZARUR,6799,6799,6512,6600,13.59,90303.46
2018-06-28 08-PM,LIZARUR,6730,6799,6572,6799,19.45,131023.25
2018-06-28 07-PM,LIZARUR,6696,6730,6504,6730,13.96,92637.65
2018-06-28 06-PM,LIZARUR,6606,6829,6504,6696,18.08,119143.51
2018-06-28 05-PM,LIZARUR,6800,6850,6600,6606,23.21,156844.67
2018-06-28 04-PM,LIZARUR,6659.9,6800,6505,6800,19.26,129196.28
2018-06-28 03-PM,LIZARUR,6585,6801,6555,6659.9,11.31,76406.84
2018-06-28 02-PM,LIZARUR,6550,6800,6505,6585,24.39,162375.74
2018-06-28 01-PM,LIZARUR,6752,6800,6500,6550,42.92,280969.27
2018-06-28 12-PM,LIZARUR,6750,6830,6750,6752,28.14,190616.56
2018-06-28 11-AM,LIZARUR,6750,6888,6661,6750,23.59,159960.2
2018-06-28 10-AM,LIZARUR,6590,6900,6590,6750,42.66,286156.97
2018-06-28 09-AM,LIZARUR,6901,7200,6590,6590,63.25,431461.09
2018-06-28 08-AM,LIZARUR,7150,7500,6901,6901,63.21,455079.06
2018-06-28 07-AM,LIZARUR,7002,7160,6900,7150,25.68,181960.69
2018-06-28 06-AM,LIZARUR,6950,7150,6950,7002,25.96,183739.99
2018-06-28 05-AM,LIZARUR,7148,7159,6850.1,6950,14.11,99861.96
2018-06-28 04-AM,LIZARUR,7000,7199,6803,7148,4.59,32453.57
2018-06-28 03-AM,LIZARUR,7350,7350,6801,7000,9.15,64217.51
2018-06-28 02-AM,LIZARUR,6762,7350,6762,7350,4.34,30880.17
2018-06-28 01-AM,LIZARUR,6753,7850,6753,6762,13.76,101201.73
2018-06-28 12-AM,LIZARUR,6752,7160,6752,6753,4.67,32912.61
2018-06-27 11-PM,LIZARUR,7300,7300,6752,6752,7.47,50929.69
2018-06-27 10-PM,LIZARUR,6777,7440,6777,7300,10.17,72626.9
2018-06-27 09-PM,LIZARUR,6990,8500,6777,6777,39.74,288154.26
2018-06-27 08-PM,LIZARUR,6920,7100,6773,6990,11.1,77114.9
2018-06-27 07-PM,LIZARUR,7200,7230,6752,6920,23.81,167129.41
2018-06-27 06-PM,LIZARUR,6840,7200,6701,7200,31.75,221086.54
2018-06-27 05-PM,LIZARUR,6419,6850,6419,6840,21.96,146770.0
2018-06-27 04-PM,LIZARUR,6680,6720,6240,6419,43.48,284269.92
2018-06-27 03-PM,LIZARUR,6732,6732,6600,6680,5.2,34656.11
2018-06-27 02-PM,LIZARUR,6576,6799,6405,6732,22.29,148225.19
2018-06-27 01-PM,LIZARUR,6699,6798,6222,6576,18.82,124269.85
2018-06-27 12-PM,LIZARUR,6720,6800,6550,6699,32.07,215309.96
2018-06-27 11-AM,LIZARUR,6580.22,6800,6520,6720,29.83,198140.24
2018-06-27 10-AM,LIZARUR,6390,6640,6300,6580.22,36.95,238097.59
2018-06-27 09-AM,LIZARUR,6852,6852,6300,6390,58.16,387588.19
2018-06-27 08-AM,LIZARUR,6951,7001,6852,6852,20.07,139530.81
2018-06-27 07-AM,LIZARUR,6790,6951,6790,6951,13.83,95000.55
2018-06-27 06-AM,LIZARUR,6795,7001,6790,6790,34.14,235815.6
2018-06-27 05-AM,LIZARUR,7035,7040,6753,6795,39.08,271277.45
2018-06-27 04-AM,LIZARUR,6900,7310,6750,7035,28.37,197280.24
2018-06-27 03-AM,LIZARUR,6990,7310,6719,6900,1.87,13094.62
2018-06-27 02-AM,LIZARUR,7000,7310,6990,6990,18.33,128927.81
2018-06-27 01-AM,LIZARUR,6710,7000,6710,7000,10.05,70033.41
2018-06-27 12-AM,LIZARUR,7000,7000,6710,6710,10.3,69946.17
2018-06-26 11-PM,LIZARUR,6950,7000,6801,7000,14.04,96296.32
2018-06-26 10-PM,LIZARUR,6930,7000,6800,6950,10.57,72524.05
2018-06-26 09-PM,LIZARUR,6710,6941,6710,6930,17.66,121783.42
2018-06-26 08-PM,LIZARUR,6899,6941,6710,6710,32.18,220624.77
2018-06-26 07-PM,LIZARUR,6800,6899,6655,6899,22.84,155046.66
2018-06-26 06-PM,LIZARUR,6730,6811,6606,6800,7.89,52946.71
2018-06-26 05-PM,LIZARUR,6636,6850,6600,6730,8.79,58927.32
2018-06-26 04-PM,LIZARUR,6654,6941,6500,6636,28.13,190909.14
2018-06-26 03-PM,LIZARUR,6850,6900,6500,6654,19.76,132920.53
2018-06-26 02-PM,LIZARUR,6485,6977,6485,6850,105.81,719119.06
2018-06-26 01-PM,LIZARUR,6300,6485,6300,6485,9.88,63637.08
2018-06-26 12-PM,LIZARUR,6340,6450,6220,6300,18.02,114024.31
2018-06-26 11-AM,LIZARUR,6440,6440,6200,6340,13.86,87332.88
2018-06-26 10-AM,LIZARUR,6400,6486,6200,6440,33.4,212261.55
2018-06-26 09-AM,LIZARUR,6750,6750,6400,6400,49.99,328466.32
2018-06-26 08-AM,LIZARUR,6720,6924,6530,6750,25.72,174359.99
2018-06-26 07-AM,LIZARUR,6700,6839,6700,6720,19.03,128476.3
2018-06-26 06-AM,LIZARUR,6536,6750,6536,6700,20.58,137239.99
2018-06-26 05-AM,LIZARUR,6750,6750,6502,6536,4.41,28984.05
2018-06-26 04-AM,LIZARUR,6785,6785,6500,6750,7.44,48773.6
2018-06-26 03-AM,LIZARUR,6370,6800,6370,6785,7.3,48467.99
2018-06-26 02-AM,LIZARUR,6986,6986,6330,6370,13.4,90605.62
2018-06-26 01-AM,LIZARUR,6460,6987,6460,6986,3.34,22696.95
2018-06-26 12-AM,LIZARUR,6460,6987,6460,6460,34.71,238408.99
2018-06-25 11-PM,LIZARUR,6502,6502,6460,6460,0.903,5835.98
2018-06-25 10-PM,LIZARUR,6900,6900,6500,6502,14.14,95489.48
