Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume EOS,Volume USD
2019-04-25,EOSUSD,4.82,5,4.5,4.5,545.72,2547.66
2019-04-24,EOSUSD,5.15,5.15,4.82,4.82,306.52,1555.97
2019-04-23,EOSUSD,5.22,5.22,5.05,5.15,154.01,800.65
2019-04-22,EOSUSD,5.09,5.22,5.02,5.22,41.57,212.56
2019-04-21,EOSUSD,5.08,5.33,5,5.09,205.05,1041.73
2019-04-20,EOSUSD,5.36,5.36,5.06,5.08,209.65,1079.01
2019-04-19,EOSUSD,5.12,5.38,5.01,5.36,398.92,2068.0
2019-04-18,EOSUSD,5.01,5.3,5.01,5.12,538.76,2805.76
2019-04-17,EOSUSD,5.07,5.3,5,5.01,361.55,1868.08
2019-04-16,EOSUSD,5.08,5.34,4.95,5.07,299.15,1527.44
2019-04-15,EOSUSD,5.1,5.47,4.96,5.08,1258.84,6594.65
2019-04-14,EOSUSD,5.07,5.4,4.95,5.1,320.68,1625.1
2019-04-13,EOSUSD,5.23,5.27,4.96,5.07,327.87,1661.57
2019-04-12,EOSUSD,5.1,5.27,4.95,5.23,271.8,1412.83
2019-04-11,EOSUSD,5.51,5.51,4.95,5.1,1972.93,10276.8
2019-04-10,EOSUSD,5.01,5.51,5.01,5.51,776.13,4123.46
2019-04-09,EOSUSD,5.11,5.2,4.8,5.01,165.61,853.12
2019-04-08,EOSUSD,4.9,5.11,4.82,5.11,233.77,1173.97
2019-04-07,EOSUSD,4.79,4.9,4.55,4.9,127.74,622.99
2019-04-06,EOSUSD,4.6,4.88,4.55,4.79,88.17,410.02
2019-04-05,EOSUSD,4.3,4.94,4.3,4.6,85.35,385.87
2019-04-04,EOSUSD,4.76,4.91,4.16,4.3,143.28,676.65
2019-04-03,EOSUSD,4.5,4.95,4.44,4.76,475.42,2283.96
2019-04-02,EOSUSD,3.98,4.5,3.98,4.5,63.69,273.95
2019-04-01,EOSUSD,4.1,4.12,3.98,3.98,44.69,182.8
2019-03-31,EOSUSD,3.98,4.15,3.98,4.1,41.45,170.12
2019-03-30,EOSUSD,4,4.07,3.94,3.98,226.73,917.03
2019-03-29,EOSUSD,3.75,4,3.75,4,81.81,317.74
2019-03-28,EOSUSD,4,4.07,3.73,3.75,121.54,464.77
2019-03-27,EOSUSD,3.65,4.15,3.65,4,648.75,2520.29
2019-03-26,EOSUSD,3.63,3.65,3.6,3.65,527.55,1901.11
2019-03-25,EOSUSD,3.69,3.69,3.6,3.63,833.46,3030.12
2019-03-24,EOSUSD,3.74,3.74,3.62,3.69,7.3,26.77
2019-03-23,EOSUSD,3.72,3.74,3.65,3.74,2.49,9.24
2019-03-22,EOSUSD,3.61,3.72,3.6,3.72,28.46,104.38
2019-03-21,EOSUSD,3.6,3.72,3.6,3.61,42.93,157.05
2019-03-20,EOSUSD,3.6,3.72,3.6,3.6,3.14,11.36
2019-03-19,EOSUSD,3.52,3.72,3.52,3.6,18.53,67.23
2019-03-18,EOSUSD,3.52,3.69,3.5,3.52,7.89,27.62
2019-03-17,EOSUSD,3.55,3.6,3.52,3.52,14.18,50.15
2019-03-16,EOSUSD,3.55,3.67,3.52,3.55,1.99,7.14
2019-03-15,EOSUSD,3.49,3.55,3.49,3.55,32.41,114.91
2019-03-14,EOSUSD,3.35,3.49,3.35,3.49,38.77,134.32
2019-03-13,EOSUSD,3.41,3.41,3.35,3.35,1.9,6.41
2019-03-12,EOSUSD,3.41,3.6,3.41,3.41,4.37,15.23
2019-03-11,EOSUSD,3.65,3.68,3.41,3.41,0.1799,0.6438
2019-03-10,EOSUSD,3.58,3.65,3.58,3.65,0.6808,2.48
2019-03-09,EOSUSD,3.7,3.7,3.58,3.58,6.98,25.17
2019-03-08,EOSUSD,3.58,3.7,3.58,3.7,4.74,17.09
2019-03-07,EOSUSD,3.74,3.74,3.58,3.58,8.06,29.19
2019-03-06,EOSUSD,3.76,3.76,3.7,3.74,8.88,33.16
2019-03-05,EOSUSD,3.6,3.76,3.49,3.76,16.63,58.04
2019-03-04,EOSUSD,3.62,3.62,3.46,3.6,20.69,73.24
2019-03-03,EOSUSD,3.56,3.62,3.56,3.62,0.7823,2.83
2019-03-02,EOSUSD,3.67,3.67,3.53,3.56,5.95,21.41
2019-03-01,EOSUSD,3.62,3.79,3.62,3.67,0.7556,2.78
2019-02-28,EOSUSD,3.47,3.87,3.47,3.62,37.11,143.09
2019-02-27,EOSUSD,3.55,3.6,3.5,3.5,228.85,812.48
2019-02-26,EOSUSD,3.79,3.79,3.5,3.55,5.78,21.25
2019-02-25,EOSUSD,3.59,3.79,3.47,3.79,4.66,17.29
2019-02-24,EOSUSD,3.8,4.35,3.5,3.59,20.24,73.43
2019-02-23,EOSUSD,3.8,3.8,3.65,3.8,124.13,455.52
2019-02-22,EOSUSD,3.67,3.8,3.67,3.8,3.55,13.4
2019-02-21,EOSUSD,3.72,3.72,3.56,3.67,8.1,29.21
2019-02-20,EOSUSD,3.42,3.72,3.42,3.72,73.94,253.67
2019-02-19,EOSUSD,3.4,3.5,3.16,3.42,507.85,1687.77
2019-02-18,EOSUSD,2.95,3.4,2.81,3.4,1712.19,5397.99
2019-02-17,EOSUSD,2.9,2.95,2.8,2.95,67.37,193.88
2019-02-16,EOSUSD,2.8,2.95,2.8,2.9,51.92,148.01
2019-02-15,EOSUSD,2.8,3,2.8,2.8,49.79,147.08
2019-02-14,EOSUSD,2.92,2.99,2.71,2.8,203.64,598.41
2019-02-13,EOSUSD,2.7,2.99,2.7,2.92,301.62,889.49
2019-02-12,EOSUSD,2.7,2.95,2.7,2.7,41.72,119.72
2019-02-11,EOSUSD,2.73,2.8,2.7,2.7,60.16,165.25
2019-02-10,EOSUSD,2.74,2.99,2.66,2.73,256.53,714.39
2019-02-09,EOSUSD,2.73,2.77,2.73,2.74,259.07,709.41
2019-02-08,EOSUSD,2.36,2.76,2.32,2.73,997.94,2611.15
2019-02-07,EOSUSD,2.33,2.36,2.33,2.36,75.37,175.8
2019-02-06,EOSUSD,2.35,2.37,2.33,2.33,133.85,312.2
2019-02-05,EOSUSD,2.32,2.44,2.3,2.35,262.15,618.71
2019-02-04,EOSUSD,2.38,2.49,2.3,2.32,755.72,1826.4
2019-02-03,EOSUSD,2.31,2.5,2.26,2.38,291.48,680.71
2019-02-02,EOSUSD,2.5,2.5,2.25,2.31,25.17,58.37
2019-02-01,EOSUSD,2.36,2.5,2.36,2.5,4.12,9.82
2019-01-31,EOSUSD,2.47,2.5,2.36,2.36,28.16,68.79
2019-01-30,EOSUSD,2.37,2.47,2.34,2.47,34.8,84.34
2019-01-29,EOSUSD,2.52,2.52,2.34,2.37,168.99,407.55
2019-01-28,EOSUSD,2.5,2.55,2.3,2.52,55.16,135.23
2019-01-27,EOSUSD,2.67,2.67,2.5,2.5,61.11,158.17
2019-01-26,EOSUSD,2.65,2.7,2.59,2.67,180.36,469.8
2019-01-25,EOSUSD,2.43,2.65,2.43,2.65,208.19,533.81
2019-01-24,EOSUSD,2.66,2.66,2.43,2.43,89.77,232.19
2019-01-23,EOSUSD,2.7,2.7,2.56,2.66,124.01,326.24
2019-01-22,EOSUSD,2.44,2.7,2.44,2.7,49.75,127.69
2019-01-21,EOSUSD,2.5,2.59,2.44,2.44,71.2,179.62
2019-01-20,EOSUSD,2.78,2.78,2.5,2.5,157.88,402.96
2019-01-19,EOSUSD,2.65,2.8,2.53,2.78,200.77,539.61
2019-01-18,EOSUSD,2.66,2.66,2.5,2.65,687.7,1809.77
2019-01-17,EOSUSD,2.69,2.69,2.4,2.66,479.35,1254.5
2019-01-16,EOSUSD,2.47,2.69,2.47,2.69,468.38,1217.11
2019-01-15,EOSUSD,2.54,2.72,2.33,2.47,173.8,450.28
2019-01-14,EOSUSD,2.3,2.65,2.22,2.54,377.05,925.75
2019-01-13,EOSUSD,2.69,2.69,2.3,2.3,150.54,350.62
2019-01-12,EOSUSD,2.78,2.78,2.3,2.69,136.56,334.73
2019-01-11,EOSUSD,2.65,2.78,2.61,2.78,231.59,609.69
2019-01-10,EOSUSD,2.9,3.04,2.65,2.65,986.13,2793.27
2019-01-09,EOSUSD,3.2,3.2,2.79,2.9,189.9,551.17
2019-01-08,EOSUSD,2.81,3.2,2.77,3.2,352.2,1061.89
2019-01-07,EOSUSD,3,3.04,2.8,2.81,274.96,804.86
2019-01-06,EOSUSD,2.88,3.1,2.8,3,433.33,1280.88
2019-01-05,EOSUSD,2.87,3.05,2.87,2.88,77.87,230.09
2019-01-04,EOSUSD,2.93,3.08,2.76,2.87,229.85,673.68
2019-01-03,EOSUSD,3.04,3.1,2.93,2.93,456.65,1360.54
2019-01-02,EOSUSD,2.98,3.1,2.84,3.04,284.62,849.91
2019-01-01,EOSUSD,2.89,2.98,2.7,2.98,165.06,464.05
2018-12-31,EOSUSD,2.89,2.89,2.72,2.89,133.42,374.04
2018-12-30,EOSUSD,2.88,2.95,2.72,2.89,285.85,824.97
2018-12-29,EOSUSD,2.8,2.88,2.68,2.88,359.79,989.42
2018-12-28,EOSUSD,2.68,2.85,2.67,2.8,135.98,378.63
2018-12-27,EOSUSD,2.79,2.89,2.68,2.68,907.99,2440.62
2018-12-26,EOSUSD,2.68,2.92,2.67,2.79,206.11,565.04
2018-12-25,EOSUSD,3.2,3.2,2.67,2.68,577.99,1668.56
2018-12-24,EOSUSD,2.86,3.26,2.86,3.2,850.06,2673.36
2018-12-23,EOSUSD,2.83,3.13,2.66,2.86,355.7,1052.99
2018-12-22,EOSUSD,2.7,2.83,2.62,2.83,185.79,511.31
2018-12-21,EOSUSD,2.72,2.94,2.7,2.7,290.45,800.71
2018-12-20,EOSUSD,2.71,2.96,2.61,2.72,455.17,1288.94
2018-12-19,EOSUSD,2.6,2.96,2.6,2.71,594.02,1669.99
2018-12-18,EOSUSD,2.47,2.65,2.33,2.6,535.09,1377.47
2018-12-17,EOSUSD,1.99,2.65,1.99,2.47,198.7,478.47
2018-12-16,EOSUSD,2.05,2.13,1.99,1.99,12.94,27.01
2018-12-15,EOSUSD,2.05,2.05,2.05,2.05,0.0,0.0
2018-12-14,EOSUSD,1.9,2.16,1.9,2.05,34.39,71.65
2018-12-13,EOSUSD,2.22,2.33,1.9,1.9,115.85,248.16
2018-12-12,EOSUSD,2.36,2.37,2.17,2.22,46.25,104.78
2018-12-11,EOSUSD,2.38,2.38,2.28,2.36,15.8,36.33
2018-12-10,EOSUSD,2.46,2.46,2.3,2.38,115.47,268.95
2018-12-09,EOSUSD,2.35,2.46,2.3,2.46,214.14,520.85
2018-12-08,EOSUSD,2.3,2.37,2.14,2.35,162.99,372.59
2018-12-07,EOSUSD,2.47,2.47,2,2.3,252.36,567.41
2018-12-06,EOSUSD,2.65,2.7,2.22,2.47,312.0,792.26
2018-12-05,EOSUSD,2.89,2.9,2.65,2.65,163.21,464.81
2018-12-04,EOSUSD,2.86,2.97,2.77,2.89,350.11,999.48
2018-12-03,EOSUSD,3.04,3.15,2.86,2.86,491.46,1420.42
2018-12-02,EOSUSD,3.06,3.24,3,3.04,175.84,538.73
2018-12-01,EOSUSD,3.04,3.25,3.03,3.06,314.96,980.79
2018-11-30,EOSUSD,3.08,3.33,3.03,3.04,100.74,314.12
2018-11-29,EOSUSD,3.35,3.48,3.08,3.08,329.75,1073.25
2018-11-28,EOSUSD,3.12,3.7,3.11,3.35,265.02,860.8
2018-11-27,EOSUSD,3.22,3.47,3.1,3.12,137.68,440.31
2018-11-26,EOSUSD,3.5,3.52,3.21,3.22,229.14,780.85
2018-11-25,EOSUSD,3.44,3.71,3.2,3.5,344.79,1165.1
2018-11-24,EOSUSD,3.99,4,3.23,3.44,316.0,1084.15
2018-11-23,EOSUSD,3.8,3.99,3.31,3.99,120.76,445.01
2018-11-22,EOSUSD,4.25,4.25,3.8,3.8,116.96,463.98
2018-11-21,EOSUSD,3.88,4.52,3.63,4.25,192.97,791.13
2018-11-20,EOSUSD,4.16,4.48,3.58,3.88,451.79,1854.51
2018-11-19,EOSUSD,4.78,4.81,4.14,4.16,411.47,1871.85
2018-11-18,EOSUSD,4.94,4.95,4.77,4.78,141.99,700.45
2018-11-17,EOSUSD,4.8,4.94,4.75,4.94,6.59,32.02
2018-11-16,EOSUSD,5,5.1,4.54,4.8,100.21,479.83
2018-11-15,EOSUSD,5.09,5.2,4.7,5,590.12,2980.75
2018-11-14,EOSUSD,5.35,5.39,4.88,5.09,209.75,1072.52
2018-11-13,EOSUSD,5.59,5.59,5.32,5.35,48.9,262.15
2018-11-12,EOSUSD,5.58,5.59,5.4,5.59,92.57,509.67
2018-11-11,EOSUSD,5.49,5.59,5.2,5.58,820.39,4374.83
2018-11-10,EOSUSD,5.52,5.69,5.41,5.49,49.72,273.53
2018-11-09,EOSUSD,5.61,5.72,5.52,5.52,57.36,321.01
2018-11-08,EOSUSD,5.68,5.75,5.6,5.61,61.1,347.06
2018-11-07,EOSUSD,5.77,5.9,5.67,5.68,257.15,1493.5
2018-11-06,EOSUSD,5.64,5.77,5.57,5.77,95.24,538.95
2018-11-05,EOSUSD,5.66,5.66,5.57,5.64,91.0,511.6
2018-11-04,EOSUSD,5.59,5.66,5.46,5.66,75.71,425.15
2018-11-03,EOSUSD,5.38,5.59,5.38,5.59,77.5,418.39
2018-11-02,EOSUSD,5.35,5.6,5.35,5.38,37.87,206.01
2018-11-01,EOSUSD,5.44,5.44,5.35,5.35,23.38,126.15
2018-10-31,EOSUSD,5.32,5.44,5.32,5.44,1.39,7.55
2018-10-30,EOSUSD,5.4,5.44,5.32,5.32,33.79,181.02
2018-10-29,EOSUSD,5.62,5.62,5.4,5.4,262.39,1432.33
2018-10-28,EOSUSD,5.61,5.62,5.51,5.62,168.52,943.46
2018-10-27,EOSUSD,5.52,5.63,5.47,5.61,192.9,1072.23
2018-10-26,EOSUSD,5.52,5.64,5.51,5.52,96.97,534.94
2018-10-25,EOSUSD,5.55,5.76,5.51,5.52,102.11,568.46
2018-10-24,EOSUSD,5.7,5.7,5.48,5.55,274.01,1516.9
2018-10-23,EOSUSD,5.56,5.7,5.55,5.7,86.92,488.24
2018-10-22,EOSUSD,5.65,5.85,5.53,5.56,39.26,224.06
2018-10-21,EOSUSD,5.5,5.65,5.5,5.65,73.85,412.81
2018-10-20,EOSUSD,5.49,5.65,5.49,5.5,11.5,64.65
2018-10-19,EOSUSD,5.44,5.6,5.44,5.49,389.12,2130.04
2018-10-18,EOSUSD,5.7,5.7,5.44,5.44,99.1,551.79
2018-10-17,EOSUSD,5.61,5.7,5.44,5.7,51.88,288.48
2018-10-16,EOSUSD,5.4,5.7,5.4,5.61,110.78,618.3
2018-10-15,EOSUSD,5.46,5.78,5.29,5.4,247.49,1360.96
2018-10-14,EOSUSD,5.46,5.62,5.46,5.46,166.09,915.25
2018-10-13,EOSUSD,5.45,5.66,5.45,5.46,21.62,121.2
2018-10-12,EOSUSD,5.6,5.9,5,5.45,281.36,1580.03
2018-10-11,EOSUSD,5.8,5.8,5.6,5.6,1285.86,7211.64
2018-10-10,EOSUSD,6,6.03,5.8,5.8,202.94,1206.1
2018-10-09,EOSUSD,6.05,6.05,5.77,6,217.23,1286.42
2018-10-08,EOSUSD,5.72,6.05,5.72,6.05,136.48,813.35
2018-10-07,EOSUSD,5.73,5.78,5.72,5.72,68.19,390.22
2018-10-06,EOSUSD,5.74,6.1,5.72,5.73,125.8,733.28
2018-10-05,EOSUSD,5.82,5.85,5.72,5.74,171.72,994.25
2018-10-04,EOSUSD,5.6,5.92,5.6,5.82,482.29,2777.38
2018-10-03,EOSUSD,5.74,5.74,5.6,5.6,335.02,1906.51
2018-10-02,EOSUSD,5.75,5.77,5.57,5.74,162.56,920.32
2018-10-01,EOSUSD,5.5,5.92,5.5,5.75,52.82,303.4
2018-09-30,EOSUSD,5.9,5.97,5.5,5.5,154.19,894.78
2018-09-29,EOSUSD,5.77,5.9,5.6,5.9,107.45,616.66
2018-09-28,EOSUSD,5.84,6.14,5.77,5.77,321.21,1889.77
2018-09-27,EOSUSD,5.84,6,5.6,5.84,626.25,3620.98
2018-09-26,EOSUSD,5.46,5.9,5.45,5.84,398.72,2238.67
2018-09-25,EOSUSD,5.65,5.65,5.32,5.46,637.79,3485.91
2018-09-24,EOSUSD,6.02,6.04,5.65,5.65,1098.87,6294.03
2018-09-23,EOSUSD,5.9,6.15,5.77,6.02,136.1,810.1
2018-09-22,EOSUSD,6.01,6.15,5.83,5.9,83.95,502.07
2018-09-21,EOSUSD,5.75,6.1,5.55,6.01,302.43,1768.35
2018-09-20,EOSUSD,5.4,5.75,5.33,5.75,136.14,751.8
2018-09-19,EOSUSD,5.24,5.5,5.22,5.4,78.15,416.57
2018-09-18,EOSUSD,5.1,5.38,5.03,5.24,253.99,1327.86
2018-09-17,EOSUSD,5.59,5.6,4.96,5.1,352.5,1821.02
2018-09-16,EOSUSD,5.43,5.59,5.34,5.59,69.36,381.53
2018-09-15,EOSUSD,5.32,5.76,5.32,5.43,67.13,366.07
2018-09-14,EOSUSD,5.53,5.76,5.23,5.32,509.21,2732.0
2018-09-13,EOSUSD,4.95,6,4.95,5.53,1001.6,5485.95
2018-09-12,EOSUSD,5.29,5.29,4.94,4.95,22.97,115.92
2018-09-11,EOSUSD,5.35,5.35,5.01,5.29,63.71,328.61
2018-09-10,EOSUSD,5.18,5.38,5.12,5.35,60.82,319.36
2018-09-09,EOSUSD,5,5.5,4.91,5.18,417.49,2202.09
2018-09-08,EOSUSD,5.15,5.53,5,5,531.4,2768.52
2018-09-07,EOSUSD,5.4,5.72,5.15,5.15,171.0,913.8
2018-09-06,EOSUSD,5.56,5.88,5.2,5.4,254.46,1400.27
2018-09-05,EOSUSD,6.56,6.69,5.5,5.56,521.6,3152.25
2018-09-04,EOSUSD,6.57,6.7,6.5,6.56,88.43,580.47
2018-09-03,EOSUSD,6.46,6.7,6.4,6.57,120.63,786.42
2018-09-02,EOSUSD,6.76,6.84,6.44,6.46,495.79,3258.74
2018-09-01,EOSUSD,6.23,7,6.23,6.76,829.38,5563.79
2018-08-31,EOSUSD,6.16,6.29,6,6.23,1033.16,6336.21
2018-08-30,EOSUSD,6.39,6.7,5.85,6.16,711.55,4350.02
2018-08-29,EOSUSD,6.7,6.82,6.25,6.39,195.94,1272.35
2018-08-28,EOSUSD,5.51,6.8,5.51,6.7,218.54,1372.32
2018-08-27,EOSUSD,6.11,6.74,4.6,5.51,269.42,1634.35
2018-08-26,EOSUSD,5.74,6.74,5.74,6.11,151.91,924.0
2018-08-25,EOSUSD,6,6.11,5.74,5.74,104.49,627.07
2018-08-24,EOSUSD,6.01,6.13,6,6,77.62,468.0
2018-08-23,EOSUSD,6.01,6.18,6.01,6.01,91.62,554.08
2018-08-22,EOSUSD,6.4,6.4,6.01,6.01,119.93,734.2
2018-08-21,EOSUSD,6.3,6.57,6.01,6.4,348.96,2200.16
2018-08-20,EOSUSD,6.75,6.75,6.3,6.3,71.97,471.95
2018-08-19,EOSUSD,6.66,6.94,6.51,6.75,185.26,1228.03
2018-08-18,EOSUSD,7.06,7.06,6.5,6.66,241.49,1628.94
2018-08-17,EOSUSD,6.54,7.17,6.54,7.06,88.66,618.43
2018-08-16,EOSUSD,7.09,7.18,6.5,6.54,118.04,819.46
2018-08-15,EOSUSD,6.4,7.18,6.4,7.09,110.45,776.32
2018-08-14,EOSUSD,6.73,6.99,6.24,6.4,248.84,1648.17
2018-08-13,EOSUSD,6.78,7.17,6.71,6.73,191.23,1308.94
2018-08-12,EOSUSD,6.73,6.73,6.73,6.73,0.0,0.0
2018-08-11,EOSUSD,7.01,7.12,6.7,6.73,99.27,686.59
2018-08-10,EOSUSD,8,8,7.01,7.01,562.3,4204.36
2018-08-09,EOSUSD,7.3,8,7.3,8,249.38,1912.69
2018-08-08,EOSUSD,8.02,8.05,7.3,7.3,194.07,1501.02
2018-08-07,EOSUSD,8.5,8.73,8,8.02,155.74,1298.04
2018-08-06,EOSUSD,9,9,8.31,8.5,31.45,266.74
2018-08-05,EOSUSD,8.7,9,8.31,9,38.61,329.57
2018-08-04,EOSUSD,8.7,9.1,8.5,8.7,65.52,576.01
2018-08-03,EOSUSD,8.89,9.19,8.7,8.7,97.89,866.24
2018-08-02,EOSUSD,9.02,9.2,8.77,8.89,105.13,937.87
2018-08-01,EOSUSD,9,9.23,8.8,9.02,274.39,2464.34
2018-07-31,EOSUSD,9.07,9.24,8.95,9,181.82,1642.73
2018-07-30,EOSUSD,9.8,9.8,9.07,9.07,297.15,2805.36
2018-07-29,EOSUSD,9.7,10.2,9.7,9.8,266.84,2621.48
2018-07-28,EOSUSD,10.11,10.22,9.7,9.7,125.18,1243.41
2018-07-27,EOSUSD,10.22,10.22,9.7,10.11,166.45,1675.14
2018-07-26,EOSUSD,10.28,10.58,10.21,10.22,144.99,1500.17
2018-07-25,EOSUSD,11.1,11.1,10.21,10.28,228.1,2398.47
2018-07-24,EOSUSD,10.7,11.1,10.35,11.1,282.11,3028.67
2018-07-23,EOSUSD,10.6,10.8,10.06,10.7,167.63,1753.12
2018-07-22,EOSUSD,10.56,10.65,9.93,10.6,118.24,1225.7
2018-07-21,EOSUSD,9.62,10.65,9.62,10.56,137.76,1433.4
2018-07-20,EOSUSD,10.65,10.99,9.5,9.62,189.65,1963.66
2018-07-19,EOSUSD,10.65,10.67,10.23,10.65,199.08,2077.35
2018-07-18,EOSUSD,10.87,11.27,10.27,10.65,386.69,4205.36
2018-07-17,EOSUSD,10.59,11.16,10.2,10.87,349.47,3725.67
2018-07-16,EOSUSD,10.17,10.59,9.94,10.59,353.25,3649.24
2018-07-15,EOSUSD,10.08,10.55,9.8,10.17,228.22,2310.81
2018-07-14,EOSUSD,10.2,10.29,9.09,10.08,198.99,1935.62
2018-07-13,EOSUSD,10.57,10.7,10,10.2,268.58,2790.98
2018-07-12,EOSUSD,11.17,11.43,10.34,10.57,222.45,2387.2
2018-07-11,EOSUSD,11.13,11.44,11.12,11.17,147.25,1651.68
2018-07-10,EOSUSD,11.9,11.9,11.13,11.13,271.16,3168.55
2018-07-09,EOSUSD,12.3,12.35,11.9,11.9,323.34,3896.59
2018-07-08,EOSUSD,12.2,12.35,12.01,12.3,368.53,4482.02
2018-07-07,EOSUSD,12.2,12.2,11.91,12.2,112.9,1360.35
