Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XBY,Volume BTC
2019-07-03,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-07-02,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-07-01,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-30,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-29,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-28,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-27,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-26,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-25,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-24,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-23,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-22,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-21,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-20,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-19,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-18,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-17,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-16,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-15,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-14,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-13,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-12,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-11,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-10,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-09,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-08,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-07,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-06,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-05,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-04,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-03,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-02,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-06-01,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-05-31,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-05-30,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-05-29,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-05-28,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-05-27,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-05-26,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-05-25,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-05-24,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-05-23,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-05-22,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
2019-05-21,XBYBTC,2.9e-06,2.9e-06,2.9e-06,2.9e-06,0.0,0.0
