Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume EUR
2019-07-03,BTCEUR,9656.65,10296.05,9656.65,10096.21,18.95,190651.93
2019-07-02,BTCEUR,9407.65,9691.8,8579.34,9656.65,82.6,752134.63
2019-07-01,BTCEUR,9500,9860.01,8875.44,9407.65,101.36,965414.67
2019-06-30,BTCEUR,10480.37,10726.82,9500,9500,11.8,117873.09
2019-06-29,BTCEUR,10848.88,10950,10200,10480.37,6.651,69391.47
2019-06-28,BTCEUR,9826.95,15900,9585.44,10848.88,76.71,810297.9
2019-06-27,BTCEUR,11373.65,11700,9055.19,9826.95,117.75,1226260.89
2019-06-26,BTCEUR,10327.26,12226.27,8700,11373.65,97.3,1103043.6
2019-06-25,BTCEUR,9654.23,10500,9557.26,10327.26,82.74,821826.57
2019-06-24,BTCEUR,9512.49,9746.42,9290.27,9654.23,76.44,734597.6
2019-06-23,BTCEUR,9346.15,9856,9224.36,9512.49,6.079,57317.56
2019-06-22,BTCEUR,8938.56,9826.31,3328.67,9346.15,33.03,287994.36
2019-06-21,BTCEUR,8402.51,8938.56,8402.51,8938.56,58.12,505179.34
2019-06-20,BTCEUR,8290.82,8500,7467,8402.51,29.16,238006.57
2019-06-19,BTCEUR,8038.77,8318.05,8038.77,8290.82,61.68,508078.38
2019-06-18,BTCEUR,8328.6,8400,7985.71,8038.77,85.93,712067.22
2019-06-17,BTCEUR,8044.19,8437.36,7900.03,8328.6,126.78,1044438.83
2019-06-16,BTCEUR,7899.99,8309.69,7806.28,8044.19,35.46,285713.94
2019-06-15,BTCEUR,7750.36,7899.99,7712.04,7899.99,5.185,40436.31
2019-06-14,BTCEUR,7315.18,7773.09,7277.33,7750.36,114.43,863856.52
2019-06-13,BTCEUR,7214.09,7386.32,7176.02,7315.18,59.53,432418.84
2019-06-12,BTCEUR,7004.4,7275.88,6949.09,7214.09,86.74,616681.2
2019-06-11,BTCEUR,7082.65,7082.65,6856.45,7004.4,54.44,379536.33
2019-06-10,BTCEUR,6771.79,7213.01,6700,7082.65,55.38,392931.53
2019-06-09,BTCEUR,7027.38,7073.77,6711.07,6771.79,2.034,14014.19
2019-06-08,BTCEUR,7087.77,7097.81,6950,7027.38,0.726,5101.86
2019-06-07,BTCEUR,6915.01,7204,6890.1,7087.77,105.46,755332.68
2019-06-06,BTCEUR,6923.07,7073.27,6645.62,6915.01,45.3,314104.3
2019-06-05,BTCEUR,6956.94,7169.29,6818.47,6923.07,50.88,356906.68
2019-06-04,BTCEUR,7381.72,7586.59,6680.47,6956.94,59.68,422349.93
2019-06-03,BTCEUR,7840.59,7840.59,7291.4,7381.72,82.84,636326.24
2019-06-02,BTCEUR,7700,7977.99,7665.72,7840.59,2.31,18192.14
