Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HUSD
2018-06-11 04-AM,DASHUSD,275.4,275.4,273.72,273.97,260.85,71488.34
2018-06-11 03-AM,DASHUSD,274.46,275.95,274.35,275.4,15.12,4159.73
2018-06-11 02-AM,DASHUSD,272.11,275.02,272.11,274.46,31.22,8568.32
2018-06-11 01-AM,DASHUSD,277.07,277.07,268.96,272.11,129.06,34929.11
2018-06-11 12-AM,DASHUSD,271.45,277.46,269.85,277.07,146.08,39985.65
2018-06-10 11-PM,DASHUSD,271.62,272.33,270.4,271.45,26.25,7130.69
2018-06-10 10-PM,DASHUSD,271.13,272.71,270,271.62,282.75,76724.79
2018-06-10 09-PM,DASHUSD,273.19,273.19,270.31,271.13,202.89,55075.57
2018-06-10 08-PM,DASHUSD,278.72,278.72,272.35,273.19,784.5,215065.69
2018-06-10 07-PM,DASHUSD,277.81,279.5,275.1,278.72,31.18,8642.1
2018-06-10 06-PM,DASHUSD,276.53,277.81,273.96,277.81,314.69,86726.43
2018-06-10 05-PM,DASHUSD,286,286,275.26,276.53,172.7,47990.38
2018-06-10 04-PM,DASHUSD,291.43,291.64,286,286,344.49,100088.1
2018-06-10 03-PM,DASHUSD,293.21,293.21,290.79,291.43,234.17,68195.35
2018-06-10 02-PM,DASHUSD,291.55,293.21,291.37,293.21,53.21,15580.57
2018-06-10 01-PM,DASHUSD,290.24,291.55,289.19,291.55,366.6,106133.01
2018-06-10 12-PM,DASHUSD,289.89,291.92,289.89,290.24,171.43,49905.4
2018-06-10 11-AM,DASHUSD,287.4,290.2,287.4,289.89,114.79,33247.65
2018-06-10 10-AM,DASHUSD,286.31,287.4,285.34,287.4,205.81,59052.54
2018-06-10 09-AM,DASHUSD,283.77,286.85,283.54,286.31,79.74,22810.65
2018-06-10 08-AM,DASHUSD,282.49,283.77,282.31,283.77,3.02,854.28
2018-06-10 07-AM,DASHUSD,289.48,289.48,282.49,282.49,87.47,24947.26
2018-06-10 06-AM,DASHUSD,290.21,290.25,289.39,289.48,3.83,1108.88
2018-06-10 05-AM,DASHUSD,286.97,290.33,286.18,290.21,460.03,132482.35
2018-06-10 04-AM,DASHUSD,284.77,288.07,284.77,286.97,577.25,165971.82
2018-06-10 03-AM,DASHUSD,285.13,286.05,284.7,284.77,35.92,10239.81
2018-06-10 02-AM,DASHUSD,287,287,284.26,285.13,222.48,63479.48
2018-06-10 01-AM,DASHUSD,287.86,288.65,287,287,17.11,4930.63
2018-06-10 12-AM,DASHUSD,297.42,297.9,287.86,287.86,13.24,3896.93
2018-06-09 11-PM,DASHUSD,301.25,301.87,297.42,297.42,4.38,1315.05
2018-06-09 10-PM,DASHUSD,300.9,301.25,300.11,301.25,0.34,102.11
2018-06-09 09-PM,DASHUSD,300.56,301.11,300.12,300.9,21.84,6564.96
2018-06-09 08-PM,DASHUSD,301.35,301.35,300.43,300.56,19.78,5948.24
2018-06-09 07-PM,DASHUSD,300.86,301.81,300.86,301.35,0.263,79.33
2018-06-09 06-PM,DASHUSD,300.02,301.15,299.52,300.86,377.48,113268.24
2018-06-09 05-PM,DASHUSD,301.61,301.61,299.64,300.02,545.7,163733.88
2018-06-09 04-PM,DASHUSD,301.55,301.62,301.07,301.61,223.41,67309.29
2018-06-09 03-PM,DASHUSD,300.82,301.55,300.82,301.55,279.21,84194.33
2018-06-09 02-PM,DASHUSD,300.19,301.81,300.19,300.82,175.56,52823.78
2018-06-09 01-PM,DASHUSD,301.14,301.29,300.14,300.19,78.91,23719.31
2018-06-09 12-PM,DASHUSD,303.32,304,300.47,301.14,59.95,18143.0
2018-06-09 11-AM,DASHUSD,303.59,304.32,302.79,303.32,255.08,77345.3
2018-06-09 10-AM,DASHUSD,301.59,303.59,301.59,303.59,21.06,6377.61
2018-06-09 09-AM,DASHUSD,302.46,303.05,301.59,301.59,8.95,2701.94
2018-06-09 08-AM,DASHUSD,298.33,304,298.17,302.46,800.38,240174.23
2018-06-09 07-AM,DASHUSD,311.75,312.32,296.87,298.33,719.92,219394.63
2018-06-09 06-AM,DASHUSD,310.35,311.94,310.32,311.75,22.69,7054.03
2018-06-09 05-AM,DASHUSD,310.82,310.82,310.01,310.35,3.07,951.59
2018-06-09 04-AM,DASHUSD,310.66,312.11,310.66,310.82,336.48,104919.43
2018-06-09 03-AM,DASHUSD,310.79,310.87,310.24,310.66,41.87,13006.66
2018-06-09 02-AM,DASHUSD,309.3,310.79,308.16,310.79,5.51,1703.7
2018-06-09 01-AM,DASHUSD,311.72,311.72,308.39,309.3,11.43,3547.36
2018-06-09 12-AM,DASHUSD,310.17,312.04,310.17,311.72,8.58,2673.76
2018-06-08 11-PM,DASHUSD,312.49,312.49,310.17,310.17,17.46,5436.79
2018-06-08 10-PM,DASHUSD,312.59,312.59,312,312.49,18.99,5932.01
2018-06-08 09-PM,DASHUSD,313.63,313.63,311.7,312.59,18.12,5658.36
2018-06-08 08-PM,DASHUSD,312.22,313.7,312.22,313.63,9.47,2967.94
2018-06-08 07-PM,DASHUSD,311.89,312.22,311.68,312.22,118.93,37129.89
2018-06-08 06-PM,DASHUSD,312.58,312.69,311.84,311.89,16.86,5265.38
2018-06-08 05-PM,DASHUSD,310.2,312.58,310,312.58,7.26,2262.15
2018-06-08 04-PM,DASHUSD,306.91,310.2,306.91,310.2,2.55,786.44
2018-06-08 03-PM,DASHUSD,306.47,307.65,305.84,306.91,2.9,889.78
2018-06-08 02-PM,DASHUSD,303.43,306.63,303.22,306.47,17.75,5416.75
2018-06-08 01-PM,DASHUSD,302.91,304.24,302.91,303.43,599.45,181839.03
2018-06-08 12-PM,DASHUSD,303.31,303.56,302.91,302.91,2.71,822.17
2018-06-08 11-AM,DASHUSD,304.1,304.1,303.03,303.31,255.11,77478.25
2018-06-08 10-AM,DASHUSD,309.9,309.9,304.1,304.1,332.94,101825.45
2018-06-08 09-AM,DASHUSD,311.83,311.83,308.73,309.9,202.95,62823.07
2018-06-08 08-AM,DASHUSD,311.9,311.93,311.05,311.83,14.72,4585.97
2018-06-08 07-AM,DASHUSD,312.18,312.33,311.6,311.9,509.27,158864.86
2018-06-08 06-AM,DASHUSD,311.97,312.37,311.42,312.18,207.69,64819.17
2018-06-08 05-AM,DASHUSD,313.32,313.32,311.6,311.97,397.82,124163.81
2018-06-08 04-AM,DASHUSD,315,315,313.32,313.32,2.44,763.64
2018-06-08 03-AM,DASHUSD,315.78,315.78,314.7,315,3.44,1083.5
2018-06-08 02-AM,DASHUSD,317.13,317.13,315.58,315.78,8.39,2647.2
2018-06-08 01-AM,DASHUSD,317.01,317.37,317.01,317.13,9.48,3008.65
2018-06-08 12-AM,DASHUSD,315.96,317.12,315.93,317.01,115.74,36597.07
2018-06-07 11-PM,DASHUSD,315.53,316.13,314.2,315.96,817.04,257486.09
2018-06-07 10-PM,DASHUSD,315.42,315.53,313.99,315.53,479.31,150867.06
