Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTG,Volume KRW
2019-06-03,BTGKRW,35130,37370,33550,33550,56928.41,2028676898.69
2019-06-02,BTGKRW,34710,35880,34040,35130,20589.38,721648544.87
2019-06-01,BTGKRW,36620,36620,34400,34710,29009.95,1029760898.43
2019-05-31,BTGKRW,33840,36710,32000,36620,58448.79,1983069947.31
2019-05-30,BTGKRW,37010,39500,32000,33840,266974.92,9876077089.12
2019-05-29,BTGKRW,28480,38500,27420,37010,403214.63,13359693566.81
2019-05-28,BTGKRW,28820,29900,28000,28480,34020.14,978872222.0
2019-05-27,BTGKRW,27960,29390,27770,28820,43889.17,1253744624.55
2019-05-26,BTGKRW,26750,28500,26030,27960,42190.55,1150423734.34
2019-05-25,BTGKRW,26790,27150,26490,26750,13447.2,360466117.17
2019-05-24,BTGKRW,27000,27500,26510,26790,23631.65,640527883.92
2019-05-23,BTGKRW,26930,27730,25000,27000,34582.4,912364936.85
2019-05-22,BTGKRW,27030,29270,26380,26930,108503.32,3034939995.46
2019-05-21,BTGKRW,24490,31210,23900,27030,198356.2,5484366935.37
2019-05-20,BTGKRW,25410,26070,23500,24490,19662.91,483723714.46
2019-05-19,BTGKRW,23770,26300,23510,25410,23025.17,577545044.72
2019-05-18,BTGKRW,24380,24700,22550,23770,14132.61,339290235.34
2019-05-17,BTGKRW,25480,25950,22000,24380,36070.83,851561365.38
2019-05-16,BTGKRW,26880,28580,24990,25480,71691.74,1929669176.04
2019-05-15,BTGKRW,25550,26880,24390,26880,62719.48,1612721963.2
2019-05-14,BTGKRW,24550,26670,23850,25550,99913.83,2534092931.17
2019-05-13,BTGKRW,22700,25350,22000,24550,51142.82,1231397207.85
2019-05-12,BTGKRW,23630,25690,22250,22700,83365.07,2018001242.42
2019-05-11,BTGKRW,21770,24320,21590,23630,36681.95,831702800.22
2019-05-10,BTGKRW,21540,21770,20370,21770,17869.39,378765166.14
2019-05-09,BTGKRW,21010,23490,20800,21540,33808.73,738729771.99
2019-05-08,BTGKRW,20820,21450,20140,21010,9259.88,193070000.5
2019-05-07,BTGKRW,20350,21390,20100,20850,9510.19,199498841.62
2019-05-06,BTGKRW,20860,20860,19600,20350,8376.64,169543289.57
2019-05-05,BTGKRW,21130,21130,20380,20860,13556.8,282864570.46
2019-05-04,BTGKRW,20100,21500,18600,21130,26503.74,548511952.44
2019-05-03,BTGKRW,19130,21500,19000,20100,29706.74,607408089.73
2019-05-02,BTGKRW,18910,19550,18740,19130,8950.19,171592165.73
2019-05-01,BTGKRW,18640,19280,18510,18910,13174.98,249075004.02
2019-04-30,BTGKRW,17780,18700,16800,18640,16716.26,299617589.94
2019-04-29,BTGKRW,18450,18600,17510,17780,9020.98,162428659.49
2019-04-28,BTGKRW,18680,18890,18300,18450,4574.21,85126706.67
2019-04-27,BTGKRW,18960,18970,18200,18680,4753.47,88224468.99
2019-04-26,BTGKRW,18250,18990,17440,18960,14106.06,256834513.07
2019-04-25,BTGKRW,19030,19500,18150,18250,8338.05,157080600.71
2019-04-24,BTGKRW,20180,20260,18500,19030,9853.25,191441012.51
2019-04-23,BTGKRW,20310,20920,20160,20180,15428.55,316635711.94
2019-04-22,BTGKRW,20470,20790,19970,20310,6933.79,140960846.67
2019-04-21,BTGKRW,20970,21080,19960,20470,9721.57,197779354.67
2019-04-20,BTGKRW,20890,21450,20600,20970,6980.71,146205560.19
2019-04-19,BTGKRW,20890,21540,20150,20890,13811.61,288166671.14
2019-04-18,BTGKRW,21400,21500,20150,20890,23719.85,493049380.54
2019-04-17,BTGKRW,21840,22000,20780,21400,20857.56,445813281.85
2019-04-16,BTGKRW,21500,23650,20050,21840,59024.98,1275656977.74
2019-04-15,BTGKRW,21060,24990,19800,21500,146838.37,3322394722.12
2019-04-14,BTGKRW,20300,21700,19300,21060,9030.92,183239714.96
2019-04-13,BTGKRW,21340,22370,20030,20300,11884.95,247942523.51
2019-04-12,BTGKRW,20500,21750,19210,21340,18470.16,379724324.67
2019-04-11,BTGKRW,23300,23550,18930,20500,46989.04,990661178.8
2019-04-10,BTGKRW,22500,23790,22500,23300,27637.37,638205771.28
2019-04-09,BTGKRW,23590,23740,22400,22500,21627.06,495102422.37
2019-04-08,BTGKRW,23400,26290,22500,23590,69424.17,1683795551.61
2019-04-07,BTGKRW,23200,24000,22260,23400,54200.58,1242648808.45
2019-04-06,BTGKRW,23320,28500,22230,23200,324607.21,8304366122.45
2019-04-05,BTGKRW,17780,30870,17530,23320,313219.63,7709667552.77
2019-04-04,BTGKRW,17900,18640,17070,17780,31105.26,558853170.68
2019-04-03,BTGKRW,17380,19830,15090,17900,74232.69,1340925931.22
2019-04-02,BTGKRW,15450,17390,15370,17380,41903.55,684574672.53
2019-04-01,BTGKRW,14860,16190,14760,15450,63872.2,1003264730.44
2019-03-19,BTGKRW,14810,14830,14710,14710,418.39,6188339.11
2019-03-18,BTGKRW,14800,15200,14670,14810,17005.04,253624440.15
2019-03-17,BTGKRW,14940,15030,14510,14800,11340.14,166951924.86
2019-03-16,BTGKRW,14980,15790,14800,14940,34256.94,522611160.82
2019-03-15,BTGKRW,14980,15300,14600,14980,19631.87,291163731.51
2019-03-14,BTGKRW,14060,16370,13950,14980,103139.49,1541906355.67
2019-03-13,BTGKRW,13920,14700,13660,14060,40251.61,570624070.7
2019-03-12,BTGKRW,13560,14000,13130,13920,17876.92,244268976.0
2019-03-11,BTGKRW,13800,14380,13500,13560,19626.76,268761122.66
2019-03-10,BTGKRW,13980,13980,13730,13800,7592.77,104915777.62
2019-03-09,BTGKRW,13890,14370,13730,13980,11412.64,159096891.45
2019-03-08,BTGKRW,13680,14600,13620,13890,23625.25,335111635.66
2019-03-07,BTGKRW,13820,13850,13620,13680,6503.0,89422753.98
2019-03-06,BTGKRW,13580,13880,13450,13820,11603.99,158796720.15
2019-03-05,BTGKRW,13090,13800,12940,13580,11177.32,149197809.69
2019-03-04,BTGKRW,13430,13430,12620,13090,11448.88,148341601.37
2019-03-03,BTGKRW,13700,13810,13280,13430,8338.95,112848927.18
2019-03-02,BTGKRW,13850,13960,13600,13700,7233.83,99591252.95
2019-03-01,BTGKRW,13860,14000,13620,13850,15417.34,213680719.08
2019-02-28,BTGKRW,14130,14130,13800,13860,6599.28,92076398.66
2019-02-27,BTGKRW,14100,14250,13560,14130,32433.0,458065522.41
2019-02-26,BTGKRW,13990,14780,13690,14100,14684.31,205846421.65
2019-02-25,BTGKRW,13600,14190,13520,13990,19452.59,269033594.01
2019-02-24,BTGKRW,14500,15400,13520,13600,64595.26,944727222.97
2019-02-23,BTGKRW,13750,14500,13480,14500,84747.19,1203265229.53
2019-02-22,BTGKRW,13800,13980,13490,13750,315843.11,4336577909.79
2019-02-21,BTGKRW,13850,14820,13280,13800,156770.66,2183066661.18
2019-02-20,BTGKRW,13550,13940,13130,13850,9732016.64,131278118401.13
2019-02-19,BTGKRW,13040,14400,12820,13550,15554143.5,212585428641.05
2019-02-18,BTGKRW,11380,14260,11380,13040,18834013.99,246824050487.84
2019-02-17,BTGKRW,11260,11400,11110,11380,28049428.67,316430154233.41
2019-02-16,BTGKRW,11240,11360,11200,11260,18471.17,208050194.81
2019-02-15,BTGKRW,11200,11390,11110,11240,22799926.03,255224115562.89
2019-02-14,BTGKRW,11220,11290,11010,11200,6755447.6,75498229646.51
2019-02-13,BTGKRW,11250,11410,11110,11220,10670651.33,120162851321.04
2019-02-12,BTGKRW,11060,11350,10990,11250,6427856.35,72352058453.46
2019-02-11,BTGKRW,11330,11330,10970,11060,40375997.59,450284719388.27
2019-02-10,BTGKRW,11280,11410,10890,11330,9407483.16,105496903374.82
2019-02-09,BTGKRW,11340,11400,10960,11280,23367801.85,263706631652.84
2019-02-08,BTGKRW,10290,11600,10270,11340,50879193.49,558392627524.69
2019-02-07,BTGKRW,10200,10650,10190,10290,41257248.95,429580519043.02
2019-02-06,BTGKRW,10600,10810,10160,10200,18172548.8,188758912218.13
2019-02-05,BTGKRW,10820,10820,10510,10600,148657.37,1574676158.24
2019-02-04,BTGKRW,10650,11230,10520,10820,71510.02,767815058.62
2019-02-03,BTGKRW,10970,11000,10620,10650,14923412.74,160312333942.1
2019-02-02,BTGKRW,11050,11190,10760,10970,22134704.31,242034249468.03
2019-02-01,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-31,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-30,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-29,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-28,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-27,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-26,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-25,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-24,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-23,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-22,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-21,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-20,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-19,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-18,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-17,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-16,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-15,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-14,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-13,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-12,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-11,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-10,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-09,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-08,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-07,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-06,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-05,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-04,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-03,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-02,BTGKRW,24900,24900,24900,24900,0.0,0.0
2019-01-01,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-31,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-30,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-29,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-28,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-27,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-26,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-25,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-24,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-23,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-22,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-21,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-20,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-19,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-18,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-17,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-16,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-15,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-14,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-13,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-12,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-11,BTGKRW,24900,24900,21480,21480,0.0,0.0
2018-12-10,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-09,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-08,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-07,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-06,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-05,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-04,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-03,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-02,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-12-01,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-11-30,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-11-29,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-11-28,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-11-27,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-11-26,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-11-25,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-11-24,BTGKRW,24900,24900,23650,23650,0.0,0.0
2018-11-23,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-11-22,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-11-21,BTGKRW,24900,24900,24900,24900,0.0,0.0
2018-11-20,BTGKRW,29800,30550,20400,24900,2851258.51,84817602453.36
2018-11-19,BTGKRW,30980,31500,29800,29800,15419905.99,468129329139.72
2018-11-18,BTGKRW,30870,32000,30590,30980,3067391.54,94934571626.27
2018-11-17,BTGKRW,30600,30990,29590,30870,8627552.76,265603522531.68
2018-11-16,BTGKRW,30110,31230,29390,30600,12233584.88,372334427219.85
2018-11-15,BTGKRW,30450,31490,29000,30110,9435212.04,287272386361.95
2018-11-14,BTGKRW,31800,33050,29010,30450,6100239.76,190607917166.85
2018-11-13,BTGKRW,32530,32710,31750,31800,9480677.08,306497805463.49
2018-11-12,BTGKRW,33210,33460,32120,32530,6008024.53,195582999846.81
2018-11-11,BTGKRW,33750,34480,33130,33210,108068.45,3659776884.49
2018-11-10,BTGKRW,32960,34110,32910,33750,5558.53,186207289.58
2018-11-09,BTGKRW,33630,33990,32640,32960,10715.44,356652375.59
2018-11-08,BTGKRW,35290,35420,33500,33630,771194.84,26513270736.8
2018-11-07,BTGKRW,35870,36150,33910,35290,325499.28,11366925777.64
2018-11-06,BTGKRW,33730,35890,33070,35870,30939.98,1058682004.11
2018-11-05,BTGKRW,33050,34000,31850,33730,335074.64,10994084782.75
2018-11-04,BTGKRW,30030,34700,30030,33050,83302.66,2647026846.27
2018-11-03,BTGKRW,30920,30930,30000,30030,20034.33,609878875.58
2018-11-02,BTGKRW,30000,30980,29620,30920,9648.22,291661887.38
2018-11-01,BTGKRW,29800,30300,29350,30000,1137195.36,33831564000.0
2018-10-31,BTGKRW,29450,30600,29010,29800,83053.52,2473530930.73
2018-10-30,BTGKRW,29500,30000,29100,29450,12305.57,363588772.03
2018-10-29,BTGKRW,30400,30450,29000,29500,17012.37,505601189.92
2018-10-28,BTGKRW,30750,31350,30200,30400,6873.26,210211040.04
2018-10-27,BTGKRW,30300,31000,30000,30750,2286176.58,69305554656.6
2018-10-26,BTGKRW,30300,30600,29950,30300,2128564.44,64392972080.57
2018-10-25,BTGKRW,30700,31200,29800,30300,1026070.25,30994671888.72
2018-10-24,BTGKRW,29800,31600,29700,30700,108904.02,3371170088.5
2018-10-23,BTGKRW,29350,30850,26350,29800,29776.19,880381113.95
2018-10-22,BTGKRW,29600,30200,29300,29350,77659.14,2290834690.91
2018-10-21,BTGKRW,29900,30050,29300,29600,158739.11,4719534431.52
2018-10-20,BTGKRW,29500,30400,29150,29900,12781.34,381699374.09
2018-10-19,BTGKRW,29550,29650,28900,29500,19683.64,575919705.19
2018-10-18,BTGKRW,29650,29700,29150,29550,1264010.76,37137491684.6
2018-10-17,BTGKRW,30100,30400,29400,29650,7910.88,234882527.36
2018-10-16,BTGKRW,29500,29500,29450,29450,0.0,0.0
2018-10-15,BTGKRW,28400,30250,27600,29500,197367.57,5644840968.49
2018-10-14,BTGKRW,27800,28600,27750,28400,13472.31,380401906.76
2018-10-13,BTGKRW,28600,29600,27800,27800,15320.46,436867187.18
2018-10-12,BTGKRW,27150,29750,27100,28600,22372.95,636764306.88
2018-10-11,BTGKRW,30000,30000,27150,27150,31739.77,897021308.27
2018-10-10,BTGKRW,30600,30800,29700,30000,33984.1,1023133453.6
2018-10-09,BTGKRW,31100,31300,30450,30600,17770.75,546897213.54
2018-10-08,BTGKRW,30700,31650,30350,31100,27309.55,842828428.81
2018-10-07,BTGKRW,31900,32250,30250,30700,147949.77,4662172337.47
2018-10-06,BTGKRW,31350,34000,31050,31900,279065.32,8916400668.84
2018-10-05,BTGKRW,29350,32400,29000,31350,160646.08,4769998968.82
2018-10-04,BTGKRW,29200,30450,29000,29350,173629.81,5136531602.23
2018-10-03,BTGKRW,28800,29250,28200,29200,165609.53,4747738904.0
2018-10-02,BTGKRW,28300,29050,28250,28800,139938.37,3984541975.33
2018-10-01,BTGKRW,28700,29350,27800,28300,193724.75,5540676206.51
2018-09-30,BTGKRW,29400,29800,28400,28700,122118.03,3567242808.14
2018-09-29,BTGKRW,29950,30350,28550,29400,91864.12,2686985229.03
2018-09-28,BTGKRW,29750,32200,28150,29950,117594.02,3485354972.51
2018-09-27,BTGKRW,26500,32450,26150,29750,259491.2,7533337139.21
2018-09-26,BTGKRW,24900,27800,24800,26500,165561.7,4240609637.97
2018-09-25,BTGKRW,25050,25250,24300,24900,13975.5,345679051.17
2018-09-24,BTGKRW,25750,25800,24800,25050,14215.73,358881983.96
2018-09-23,BTGKRW,25200,26000,24700,25750,27360.02,693536204.46
2018-09-22,BTGKRW,25600,25800,24300,25200,36474.47,911973345.4
2018-09-21,BTGKRW,24200,25850,24100,25600,55791.7,1391775953.72
2018-09-20,BTGKRW,23650,24600,23500,24200,25479.23,606217620.23
2018-09-19,BTGKRW,24050,24450,23300,23650,21764.73,517858339.52
2018-09-18,BTGKRW,23250,24600,22900,24050,33590.12,797029368.98
2018-09-17,BTGKRW,23700,24600,22500,23250,31609.35,740066957.04
2018-09-16,BTGKRW,22850,24200,22550,23700,25233.88,591396514.23
2018-09-15,BTGKRW,23100,23450,22700,22850,18526.04,428153264.04
2018-09-14,BTGKRW,22950,23400,22000,23100,35770.71,810150882.98
2018-09-13,BTGKRW,22200,23700,21700,22950,42277.01,960637823.87
2018-09-12,BTGKRW,21800,22400,20500,22200,38100.48,815342824.34
2018-09-11,BTGKRW,22700,22800,21500,21800,23472.09,516859960.61
2018-09-10,BTGKRW,22150,22750,21800,22700,35110.61,781577070.1
2018-09-09,BTGKRW,21650,23000,20950,22150,137860.63,2974998202.42
2018-09-08,BTGKRW,21450,23400,21400,21650,142477.63,3138293118.34
2018-09-07,BTGKRW,22800,23450,21150,21450,93601.92,2091182188.03
2018-09-06,BTGKRW,21850,23000,20050,22800,106734.87,2317827936.29
2018-09-05,BTGKRW,24100,27450,21800,21850,306243.76,7579785038.96
2018-09-04,BTGKRW,23950,24800,23800,24100,148051.85,3589964975.85
2018-09-03,BTGKRW,24250,24350,23700,23950,85333.17,2046057733.39
2018-09-02,BTGKRW,24850,24950,23850,24250,107337.68,2610661273.75
2018-09-01,BTGKRW,25150,25350,23600,24850,147824.65,3604407671.17
2018-08-31,BTGKRW,24700,25500,24250,25150,32382.73,801193582.82
2018-08-30,BTGKRW,25200,25400,23950,24700,37209.56,917278354.11
2018-08-29,BTGKRW,25550,25650,24700,25200,84812.69,2135627601.09
2018-08-28,BTGKRW,25000,25900,24650,25550,29452.56,744028522.98
2018-08-27,BTGKRW,24250,25300,24200,25000,32117.56,787665450.43
2018-08-26,BTGKRW,24600,24900,24100,24250,13664.83,333174310.5
2018-08-25,BTGKRW,24500,25500,24250,24600,18734.18,463045140.71
2018-08-24,BTGKRW,24900,24950,24150,24500,13607.04,332038842.01
2018-08-23,BTGKRW,24450,24900,24050,24900,11302.45,275775257.5
2018-08-22,BTGKRW,25350,26150,24400,24450,19417.08,490805981.82
2018-08-21,BTGKRW,24550,25700,24500,25350,8995.39,225402395.24
2018-08-20,BTGKRW,26100,26500,24400,24550,29145.18,747109975.33
2018-08-19,BTGKRW,26150,26700,25500,26100,15111.79,392534382.62
2018-08-18,BTGKRW,26800,27400,25300,26150,33205.49,875475450.55
2018-08-17,BTGKRW,26000,27700,25500,26800,42699.08,1125017079.44
2018-08-16,BTGKRW,25950,27200,24900,26000,39022.01,1011532574.41
2018-08-15,BTGKRW,26500,28350,25500,25950,84843.74,2276374748.45
2018-08-14,BTGKRW,25900,36700,22000,26500,150944.24,4108418195.49
2018-08-13,BTGKRW,26300,28700,25450,25900,56047.52,1516595190.19
2018-08-12,BTGKRW,26300,26300,26300,26300,0.0,0.0
2018-08-11,BTGKRW,28150,28200,25000,26300,23667.03,626913285.63
2018-08-10,BTGKRW,28700,29300,27600,28150,23448.52,668570285.99
2018-08-09,BTGKRW,28700,31000,27500,28700,49217.75,1416622189.3
2018-08-08,BTGKRW,29700,29750,28100,28700,49087.04,1414699946.9
2018-08-07,BTGKRW,31550,32000,29000,29700,51624.8,1606079263.99
2018-08-06,BTGKRW,31950,32800,30400,31550,54078.69,1703827134.8
2018-08-05,BTGKRW,31100,32000,30350,31950,26147.01,814449610.76
2018-08-04,BTGKRW,32150,33800,29900,31100,41391.07,1310392913.01
2018-08-03,BTGKRW,34000,34100,29800,32150,60333.49,1920431804.61
2018-08-02,BTGKRW,37600,39300,32800,34000,98691.89,3503957447.54
2018-08-01,BTGKRW,37150,39500,35450,37600,72679.25,2688621618.15
2018-07-31,BTGKRW,39400,39750,35500,37150,99783.36,3762562498.96
2018-07-30,BTGKRW,41250,41700,37900,39400,91167.2,3652552912.43
2018-07-29,BTGKRW,40050,47700,40050,41250,255208.23,10933265779.01
2018-07-28,BTGKRW,39750,41000,39450,40050,63348.54,2548301838.64
2018-07-27,BTGKRW,39700,42100,38800,39750,176760.38,7086185347.82
2018-07-26,BTGKRW,41600,43800,39100,39700,122113.2,5087436698.8
2018-07-25,BTGKRW,41750,45150,39550,41600,150577.21,6289145541.14
2018-07-24,BTGKRW,42600,50400,40650,41750,487296.82,21850546716.59
2018-07-23,BTGKRW,34800,62650,34550,42600,966275.6,44505414266.45
2018-07-22,BTGKRW,34750,45150,33600,34800,280627.08,10640940080.53
2018-07-21,BTGKRW,33200,36500,32300,34750,46717.52,1596653126.09
2018-07-20,BTGKRW,35250,35400,33100,33200,40068.1,1377703122.2
2018-07-19,BTGKRW,35650,35950,34200,35250,46964.65,1655234876.06
2018-07-18,BTGKRW,35500,37500,34400,35650,84779.92,3054012752.76
2018-07-17,BTGKRW,34800,36650,33000,35500,93953.73,3229803616.33
2018-07-16,BTGKRW,33000,34900,32000,34800,135933.85,4532829035.1
2018-07-15,BTGKRW,32100,36950,31950,33000,193455.02,6671318236.12
