Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XDN,Volume BTC
2018-01-24,XDNBTC,2.37e-06,2.59e-06,2.3e-06,2.4e-06,217203600.0,521.83
2018-01-23,XDNBTC,2.38e-06,2.53e-06,2.32e-06,2.37e-06,187872300.0,456.57
2018-01-22,XDNBTC,2.43e-06,2.61e-06,2.3e-06,2.38e-06,212501200.0,518.68
2018-01-21,XDNBTC,2.6e-06,2.81e-06,2.3e-06,2.43e-06,231194600.0,586.91
2018-01-20,XDNBTC,2.63e-06,2.82e-06,2.36e-06,2.6e-06,190809700.0,487.61
2018-01-19,XDNBTC,2.47e-06,2.98e-06,2.01e-06,2.63e-06,264829300.0,645.31
2018-01-18,XDNBTC,2.42e-06,2.69e-06,2.21e-06,2.47e-06,203537300.0,506.11
2018-01-17,XDNBTC,2.18e-06,2.6e-06,1.86e-06,2.42e-06,226745800.0,478.85
2018-01-16,XDNBTC,2.53e-06,2.65e-06,1.8e-06,2.18e-06,264753300.0,605.64
2018-01-15,XDNBTC,2.87e-06,2.96e-06,2.5e-06,2.53e-06,175577300.0,471.67
2018-01-14,XDNBTC,2.97e-06,3.4e-06,2.85e-06,2.87e-06,171369200.0,512.34
2018-01-13,XDNBTC,3.15e-06,3.3e-06,2.85e-06,2.97e-06,177895300.0,543.45
2018-01-12,XDNBTC,3.09e-06,3.8e-06,2.9e-06,3.15e-06,197802900.0,637.52
2018-01-11,XDNBTC,2.53e-06,3.29e-06,2.3e-06,3.09e-06,297892200.0,863.0
2018-01-10,XDNBTC,2.67e-06,3.18e-06,2.5e-06,2.53e-06,225436100.0,612.32
2018-01-09,XDNBTC,2.8e-06,3.62e-06,2.4e-06,2.67e-06,319015500.0,923.1
2018-01-08,XDNBTC,3.12e-06,3.36e-06,2.26e-06,2.8e-06,192983400.0,543.26
2018-01-07,XDNBTC,3.25e-06,3.9e-06,2.79e-06,3.12e-06,182559100.0,637.29
2018-01-06,XDNBTC,2.59e-06,3.9e-06,2.15e-06,3.25e-06,309185500.0,1057.01
2018-01-05,XDNBTC,1.78e-06,2.86e-06,1.52e-06,2.59e-06,391999300.0,782.14
2018-01-04,XDNBTC,1.35e-06,1.94e-06,1.27e-06,1.78e-06,406195100.0,619.61
2018-01-03,XDNBTC,1.35e-06,1.44e-06,1.29e-06,1.35e-06,271344600.0,368.86
2018-01-02,XDNBTC,1.51e-06,1.58e-06,1.25e-06,1.35e-06,390113000.0,573.16
2018-01-01,XDNBTC,1.5e-06,1.58e-06,1.47e-06,1.51e-06,311941300.0,472.98
2017-12-31,XDNBTC,1.51e-06,1.63e-06,1.44e-06,1.5e-06,241956700.0,369.7
2017-12-30,XDNBTC,1.13e-06,1.55e-06,1.13e-06,1.51e-06,448095000.0,614.13
2017-12-29,XDNBTC,1.24e-06,1.3e-06,1.09e-06,1.13e-06,393991400.0,467.96
2017-12-28,XDNBTC,1.08e-06,1.31e-06,1.01e-06,1.24e-06,345993500.0,404.04
2017-12-27,XDNBTC,1.15e-06,1.31e-06,1.07e-06,1.08e-06,432539900.0,520.21
2017-12-26,XDNBTC,1.42e-06,1.57e-06,8.9e-07,1.15e-06,363713200.0,421.14
2017-12-25,XDNBTC,1.9e-06,2.0e-06,1.03e-06,1.42e-06,429983600.0,705.43
2017-12-24,XDNBTC,1.37e-06,2.13e-06,1.1e-06,1.9e-06,546821100.0,958.02
2017-12-23,XDNBTC,7.7e-07,1.45e-06,7.5e-07,1.37e-06,681400700.0,645.1
2017-12-22,XDNBTC,9.7e-07,9.7e-07,6.1e-07,7.7e-07,596935400.0,476.62
2017-12-21,XDNBTC,6.9e-07,9.9e-07,6.3e-07,9.7e-07,639485700.0,511.64
2017-12-20,XDNBTC,5.9e-07,6.9e-07,4.5e-07,6.9e-07,923778000.0,535.85
2017-12-19,XDNBTC,6.1e-07,6.5e-07,5.3e-07,5.9e-07,700417800.0,429.98
2017-12-18,XDNBTC,5.1e-07,7.4e-07,5.0e-07,6.1e-07,594848400.0,387.2
2017-12-17,XDNBTC,2.6e-07,6.7e-07,2.6e-07,5.1e-07,1946408600.0,745.89
2017-12-16,XDNBTC,2.0e-07,2.7e-07,2.0e-07,2.6e-07,1868816700.0,426.08
2017-12-15,XDNBTC,2.1e-07,2.2e-07,1.9e-07,2.0e-07,2327514800.0,483.36
2017-12-14,XDNBTC,2.2e-07,2.4e-07,2.0e-07,2.1e-07,1744400900.0,381.37
2017-12-13,XDNBTC,1.9e-07,2.3e-07,1.8e-07,2.2e-07,2202966000.0,447.39
2017-12-12,XDNBTC,1.8e-07,2.0e-07,1.6e-07,1.9e-07,2431513500.0,444.02
2017-12-11,XDNBTC,1.8e-07,2.0e-07,1.8e-07,1.8e-07,2042546000.0,382.37
2017-12-10,XDNBTC,2.1e-07,2.1e-07,1.7e-07,1.8e-07,1894356600.0,348.83
2017-12-09,XDNBTC,2.0e-07,2.3e-07,1.9e-07,2.1e-07,1666336300.0,337.97
2017-12-08,XDNBTC,1.9e-07,2.2e-07,1.8e-07,2.0e-07,2373451800.0,458.87
2017-12-07,XDNBTC,2.3e-07,2.5e-07,1.9e-07,1.9e-07,1939127100.0,413.63
2017-12-06,XDNBTC,2.4e-07,2.6e-07,2.1e-07,2.3e-07,1724591500.0,406.61
2017-12-05,XDNBTC,2.6e-07,2.8e-07,2.3e-07,2.4e-07,1774175100.0,432.86
2017-12-04,XDNBTC,2.3e-07,2.8e-07,2.3e-07,2.6e-07,1664808500.0,425.49
2017-12-03,XDNBTC,2.3e-07,2.4e-07,2.2e-07,2.3e-07,1933733300.0,444.18
2017-12-02,XDNBTC,2.3e-07,2.4e-07,2.2e-07,2.3e-07,1563307800.0,360.39
2017-12-01,XDNBTC,2.4e-07,2.8e-07,2.3e-07,2.3e-07,1202151200.0,291.44
2017-11-30,XDNBTC,2.3e-07,2.5e-07,2.2e-07,2.4e-07,2183389000.0,498.72
2017-11-29,XDNBTC,2.4e-07,2.5e-07,2.2e-07,2.3e-07,1723026800.0,399.7
2017-11-28,XDNBTC,2.6e-07,2.7e-07,2.2e-07,2.4e-07,1356711900.0,340.5
2017-11-27,XDNBTC,2.6e-07,2.6e-07,2.4e-07,2.6e-07,1685874900.0,424.2
2017-11-26,XDNBTC,2.6e-07,2.8e-07,2.5e-07,2.6e-07,1613211400.0,419.91
2017-11-25,XDNBTC,2.7e-07,2.8e-07,2.6e-07,2.6e-07,1466840400.0,387.35
2017-11-24,XDNBTC,2.9e-07,2.9e-07,2.7e-07,2.7e-07,1282802500.0,353.82
2017-11-23,XDNBTC,2.8e-07,3.3e-07,2.7e-07,2.9e-07,1548786600.0,439.65
2017-11-22,XDNBTC,2.6e-07,2.8e-07,2.6e-07,2.8e-07,1701309400.0,453.23
2017-11-21,XDNBTC,2.5e-07,2.7e-07,2.3e-07,2.6e-07,1616196500.0,413.68
2017-11-20,XDNBTC,2.8e-07,2.9e-07,2.4e-07,2.5e-07,2302192100.0,618.15
2017-11-19,XDNBTC,2.8e-07,2.8e-07,2.7e-07,2.8e-07,1591057600.0,440.58
2017-11-18,XDNBTC,2.8e-07,2.9e-07,2.7e-07,2.8e-07,1677883200.0,465.86
2017-11-17,XDNBTC,2.9e-07,3.0e-07,2.6e-07,2.8e-07,1387075800.0,388.86
2017-11-16,XDNBTC,3.0e-07,3.1e-07,2.8e-07,2.9e-07,2049166000.0,607.47
2017-11-15,XDNBTC,3.1e-07,3.3e-07,2.9e-07,3.0e-07,964279100.0,297.02
2017-11-14,XDNBTC,2.9e-07,3.3e-07,2.6e-07,3.1e-07,1580351400.0,477.85
2017-11-13,XDNBTC,3.0e-07,3.2e-07,2.7e-07,2.9e-07,1803298100.0,539.08
2017-11-12,XDNBTC,3.3e-07,3.3e-07,2.8e-07,3.0e-07,1336522000.0,414.42
2017-11-11,XDNBTC,3.3e-07,3.5e-07,3.2e-07,3.3e-07,1348731300.0,451.25
2017-11-10,XDNBTC,3.5e-07,3.5e-07,3.2e-07,3.3e-07,1492224600.0,504.39
2017-11-09,XDNBTC,3.1e-07,3.5e-07,3.1e-07,3.5e-07,1606417700.0,525.22
2017-11-08,XDNBTC,3.1e-07,3.2e-07,2.9e-07,3.1e-07,1349621800.0,406.77
2017-11-07,XDNBTC,3.2e-07,3.3e-07,3.1e-07,3.1e-07,1088338200.0,347.74
2017-11-06,XDNBTC,3.1e-07,3.4e-07,3.0e-07,3.2e-07,1298844500.0,411.7
2017-11-05,XDNBTC,3.2e-07,3.6e-07,3.0e-07,3.1e-07,1075544600.0,347.86
2017-11-04,XDNBTC,2.6e-07,3.8e-07,2.5e-07,3.2e-07,1710826800.0,508.58
2017-11-03,XDNBTC,2.7e-07,2.8e-07,2.3e-07,2.6e-07,1413336400.0,358.39
2017-11-02,XDNBTC,2.8e-07,3.2e-07,2.2e-07,2.7e-07,2134015900.0,560.73
2017-11-01,XDNBTC,3.2e-07,3.5e-07,2.7e-07,2.8e-07,1212753100.0,358.95
2017-10-31,XDNBTC,3.8e-07,3.9e-07,3.0e-07,3.2e-07,1234372700.0,420.39
2017-10-30,XDNBTC,4.7e-07,5.2e-07,3.7e-07,3.8e-07,644656100.0,272.23
2017-10-29,XDNBTC,2.6e-07,6.9e-07,2.6e-07,4.7e-07,9601192800.0,2775.25
2017-10-28,XDNBTC,2.7e-07,2.8e-07,2.6e-07,2.6e-07,1598958500.0,429.46
2017-10-27,XDNBTC,2.7e-07,2.9e-07,2.6e-07,2.7e-07,1396754700.0,380.41
2017-10-26,XDNBTC,2.8e-07,3.1e-07,2.6e-07,2.7e-07,1731279100.0,485.53
2017-10-25,XDNBTC,3.6e-07,4.1e-07,2.7e-07,2.8e-07,992081800.0,298.24
2017-10-24,XDNBTC,2.0e-07,5.3e-07,2.0e-07,3.6e-07,2905376900.0,764.05
2017-10-23,XDNBTC,2.3e-07,2.3e-07,2.0e-07,2.0e-07,2010421800.0,424.51
2017-10-22,XDNBTC,2.3e-07,2.6e-07,2.1e-07,2.3e-07,1802631300.0,413.63
2017-10-21,XDNBTC,2.1e-07,2.3e-07,1.9e-07,2.3e-07,2243215800.0,467.87
2017-10-20,XDNBTC,2.4e-07,2.5e-07,2.1e-07,2.1e-07,1910113500.0,434.5
2017-10-19,XDNBTC,2.6e-07,2.7e-07,2.0e-07,2.4e-07,3369383600.0,839.37
2017-10-18,XDNBTC,2.6e-07,3.1e-07,2.6e-07,2.6e-07,2978862700.0,801.45
2017-10-17,XDNBTC,2.8e-07,2.8e-07,2.5e-07,2.6e-07,4878557600.0,1307.84
2017-10-16,XDNBTC,3.0e-07,3.1e-07,2.6e-07,2.8e-07,2900272500.0,818.24
2017-10-15,XDNBTC,2.9e-07,3.0e-07,2.7e-07,3.0e-07,1789359200.0,514.54
2017-10-14,XDNBTC,2.5e-07,3.2e-07,2.4e-07,2.9e-07,1779343000.0,471.96
2017-10-13,XDNBTC,3.1e-07,3.2e-07,2.3e-07,2.5e-07,1902829800.0,530.92
2017-10-12,XDNBTC,3.7e-07,3.8e-07,3.0e-07,3.1e-07,1733354500.0,586.61
2017-10-11,XDNBTC,3.3e-07,3.9e-07,3.2e-07,3.7e-07,1673513600.0,594.08
2017-10-10,XDNBTC,3.3e-07,3.8e-07,3.0e-07,3.3e-07,1619015600.0,534.66
2017-10-09,XDNBTC,3.7e-07,4.2e-07,3.0e-07,3.3e-07,1722465700.0,626.19
2017-10-08,XDNBTC,4.7e-07,4.7e-07,3.3e-07,3.7e-07,1371321700.0,595.96
2017-10-07,XDNBTC,4.6e-07,5.0e-07,4.5e-07,4.7e-07,1007564400.0,470.45
2017-10-06,XDNBTC,4.7e-07,5.1e-07,4.4e-07,4.6e-07,1295333600.0,607.47
2017-10-05,XDNBTC,5.0e-07,5.1e-07,4.6e-07,4.7e-07,1207450300.0,582.54
2017-10-04,XDNBTC,5.1e-07,5.2e-07,4.9e-07,5.0e-07,847346900.0,426.05
2017-10-03,XDNBTC,5.2e-07,5.4e-07,4.9e-07,5.1e-07,1108268500.0,571.07
2017-10-02,XDNBTC,5.4e-07,5.9e-07,4.9e-07,5.2e-07,1067712500.0,566.33
2017-10-01,XDNBTC,5.3e-07,5.5e-07,5.1e-07,5.4e-07,818009400.0,435.44
2017-09-30,XDNBTC,5.2e-07,5.4e-07,5.0e-07,5.3e-07,908588100.0,479.11
2017-09-29,XDNBTC,5.6e-07,5.6e-07,4.9e-07,5.2e-07,920944900.0,493.97
2017-09-28,XDNBTC,5.8e-07,6.0e-07,5.3e-07,5.6e-07,781924200.0,436.98
2017-09-27,XDNBTC,5.9e-07,6.0e-07,5.8e-07,5.8e-07,606575800.0,357.42
2017-09-26,XDNBTC,5.8e-07,6.3e-07,5.8e-07,5.9e-07,764513000.0,457.4
2017-09-25,XDNBTC,5.7e-07,6.3e-07,5.7e-07,5.8e-07,930913900.0,551.47
2017-09-24,XDNBTC,5.7e-07,5.9e-07,5.6e-07,5.7e-07,715661400.0,411.08
