Created on 01-28-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-10-03 11-PM,ETHEUR,190.1,190.3,190.09,190.3,0.4295,81.64
2018-10-03 10-PM,ETHEUR,188.49,190.17,187.69,190.1,391.77,74025.51
2018-10-03 09-PM,ETHEUR,189.57,190.4,188.49,188.49,293.83,55733.15
2018-10-03 08-PM,ETHEUR,188.76,189.98,188.14,189.57,394.73,74504.8
2018-10-03 07-PM,ETHEUR,189.92,190.36,188,188.76,525.1,99176.09
2018-10-03 06-PM,ETHEUR,191.47,191.47,189.8,189.92,691.58,131754.99
2018-10-03 05-PM,ETHEUR,191.85,192.02,191.07,191.47,337.14,64630.23
2018-10-03 04-PM,ETHEUR,191.61,192.15,191.29,191.85,298.11,57128.87
2018-10-03 03-PM,ETHEUR,192.18,192.18,190.82,191.61,735.3,140944.62
2018-10-03 02-PM,ETHEUR,189.42,193.62,189.18,192.18,1241.63,237773.33
2018-10-03 01-PM,ETHEUR,188.96,190.29,188.66,189.42,470.17,89083.08
2018-10-03 12-PM,ETHEUR,190.1,190.55,188.92,188.96,733.07,138891.65
2018-10-03 11-AM,ETHEUR,190.01,190.81,189.81,190.1,525.28,100006.97
2018-10-03 10-AM,ETHEUR,189.39,191.49,189.02,190.01,1048.22,199458.48
2018-10-03 09-AM,ETHEUR,188.02,191.75,188,189.39,1817.87,344206.76
2018-10-03 08-AM,ETHEUR,188.21,189.07,186.9,188.02,1173.17,220499.82
2018-10-03 07-AM,ETHEUR,188.85,188.92,188.21,188.21,545.27,102901.7
2018-10-03 06-AM,ETHEUR,189.08,189.14,187.56,188.85,961.41,181142.77
2018-10-03 05-AM,ETHEUR,189.41,190.17,188.81,189.08,336.77,63864.19
2018-10-03 04-AM,ETHEUR,188.36,189.77,187.46,189.41,340.26,64247.88
2018-10-03 03-AM,ETHEUR,189.71,189.71,186.26,188.36,443.05,83281.82
2018-10-03 02-AM,ETHEUR,193.91,193.91,189.1,189.71,1692.21,323200.26
2018-10-03 01-AM,ETHEUR,195.11,195.22,193.69,193.91,534.49,103836.8
2018-10-03 12-AM,ETHEUR,195.3,195.3,194.32,195.11,209.78,40886.42
2018-10-02 11-PM,ETHEUR,196.89,196.89,195.2,195.3,142.19,27882.51
2018-10-02 10-PM,ETHEUR,195.87,196.89,195.87,196.89,211.24,41506.29
2018-10-02 09-PM,ETHEUR,195.88,195.89,195.26,195.87,239.15,46795.32
2018-10-02 08-PM,ETHEUR,195.94,196.25,195.76,195.88,391.36,76687.28
2018-10-02 07-PM,ETHEUR,196.13,196.78,195.6,195.94,715.32,140401.01
2018-10-02 06-PM,ETHEUR,195.19,196.15,195.19,196.13,418.36,81957.37
2018-10-02 05-PM,ETHEUR,195.95,196.4,192.79,195.19,1603.1,311582.6
2018-10-02 04-PM,ETHEUR,196.59,196.59,194.81,195.95,640.47,125310.16
2018-10-02 03-PM,ETHEUR,196.04,196.65,195.53,196.59,648.93,127127.23
2018-10-02 02-PM,ETHEUR,197.32,197.55,196.04,196.04,507.93,99972.48
2018-10-02 01-PM,ETHEUR,197.73,197.73,197.1,197.32,357.32,70544.07
2018-10-02 12-PM,ETHEUR,197.6,198.11,196.48,197.73,587.66,115887.87
2018-10-02 11-AM,ETHEUR,198.54,198.54,197.6,197.6,461.32,91353.57
2018-10-02 10-AM,ETHEUR,198.02,198.78,198,198.54,532.33,105596.22
2018-10-02 09-AM,ETHEUR,198.99,199.4,198.01,198.02,320.97,63803.56
