Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LSK,Volume ETH
2018-07-01,LSKETH,0.01182,0.01201,0.01172,0.01201,303.73,3.63
2018-06-30,LSKETH,0.01155,0.01193,0.01146,0.01182,400.63,4.71
2018-06-29,LSKETH,0.01162,0.01177,0.0115,0.01155,698.61,8.13
2018-06-28,LSKETH,0.01209,0.0121,0.01162,0.01162,404.97,4.83
2018-06-27,LSKETH,0.01216,0.01225,0.01192,0.01209,549.45,6.68
2018-06-26,LSKETH,0.01206,0.01225,0.01195,0.01216,925.83,11.11
2018-06-25,LSKETH,0.01191,0.01215,0.01174,0.01206,2259.0,27.27
2018-06-24,LSKETH,0.01182,0.01225,0.0116,0.01191,1328.87,15.9
2018-06-23,LSKETH,0.01167,0.0119,0.0114,0.01182,289.07,3.38
2018-06-22,LSKETH,0.01187,0.01187,0.01128,0.01167,2449.56,28.3
2018-06-21,LSKETH,0.01198,0.01198,0.01162,0.01187,2095.59,24.62
2018-06-20,LSKETH,0.01201,0.01201,0.01075,0.01198,1317.32,15.03
2018-06-19,LSKETH,0.01236,0.0124,0.012,0.01201,476.43,5.79
2018-06-18,LSKETH,0.01246,0.01259,0.012,0.01236,1990.22,24.44
2018-06-17,LSKETH,0.01298,0.013,0.01246,0.01246,845.83,10.69
2018-06-16,LSKETH,0.01324,0.01324,0.01294,0.01298,1804.37,23.46
2018-06-15,LSKETH,0.01337,0.01352,0.01302,0.01324,1235.77,16.46
2018-06-14,LSKETH,0.01337,0.0137,0.013,0.01337,2538.3,33.91
2018-06-13,LSKETH,0.01357,0.01381,0.01325,0.01337,1743.05,23.46
2018-06-12,LSKETH,0.01348,0.01375,0.0131,0.01357,1143.84,15.45
2018-06-11,LSKETH,0.01365,0.01388,0.01348,0.01348,691.53,9.48
2018-06-10,LSKETH,0.014,0.01416,0.01322,0.01365,2711.35,37.31
2018-06-09,LSKETH,0.0141,0.01436,0.014,0.014,257.7,3.65
2018-06-08,LSKETH,0.01446,0.01461,0.0141,0.0141,390.52,5.59
2018-06-07,LSKETH,0.01455,0.01472,0.01431,0.01446,2001.06,29.02
2018-06-06,LSKETH,0.01495,0.01495,0.01455,0.01455,2387.15,35.05
2018-06-05,LSKETH,0.01518,0.0154,0.01493,0.01495,437.42,6.62
2018-06-04,LSKETH,0.01607,0.01619,0.01508,0.01518,3092.5,47.94
2018-06-03,LSKETH,0.01576,0.0165,0.01528,0.01607,1430.79,23.03
2018-06-02,LSKETH,0.01508,0.01613,0.01483,0.01576,4878.49,75.82
2018-06-01,LSKETH,0.01479,0.01508,0.01455,0.01508,960.8,14.22
2018-05-31,LSKETH,0.01511,0.01519,0.0144,0.01479,10043.93,148.74
2018-05-30,LSKETH,0.01581,0.01581,0.01509,0.01511,738.59,11.29
2018-05-29,LSKETH,0.01539,0.01581,0.01527,0.01581,611.58,9.48
2018-05-28,LSKETH,0.01552,0.01645,0.01539,0.01539,3217.93,51.24
2018-05-27,LSKETH,0.01504,0.01561,0.01504,0.01552,444.31,6.82
2018-05-26,LSKETH,0.01537,0.01538,0.01496,0.01504,576.65,8.74
2018-05-25,LSKETH,0.01562,0.01575,0.015,0.01537,433.56,6.63
2018-05-24,LSKETH,0.01571,0.01581,0.0152,0.01562,1008.25,15.63
2018-05-23,LSKETH,0.01515,0.01596,0.01476,0.01571,4854.78,74.05
2018-05-22,LSKETH,0.01566,0.01566,0.01486,0.01515,847.25,12.9
2018-05-21,LSKETH,0.01565,0.01625,0.0155,0.01566,2601.56,41.71
2018-05-20,LSKETH,0.01521,0.01565,0.01506,0.01565,1206.29,18.5
2018-05-19,LSKETH,0.01515,0.01579,0.015,0.01521,1384.99,21.35
2018-05-18,LSKETH,0.01508,0.01562,0.01489,0.01515,1716.35,26.25
2018-05-17,LSKETH,0.01477,0.0159,0.01435,0.01508,3341.74,50.89
2018-05-16,LSKETH,0.01496,0.01496,0.0144,0.01477,1274.86,18.7
2018-05-15,LSKETH,0.01532,0.01555,0.01479,0.01496,2102.48,32.21
