Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume REP,Volume BTC
2019-04-24,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-23,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-22,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-21,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-20,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-19,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-18,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-17,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-16,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-15,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-14,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-13,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-12,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-11,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-10,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-09,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-08,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-07,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-06,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-05,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-04,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-03,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-02,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-04-01,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-31,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-30,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-29,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-28,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-27,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-26,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-25,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-24,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-23,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-22,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-21,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-20,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-19,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-18,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-17,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-16,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-15,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-14,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-13,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-12,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-11,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-10,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-09,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-08,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-07,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-06,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-05,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-04,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-03,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-02,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-03-01,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-28,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-27,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-26,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-25,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-24,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-23,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-22,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-21,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-20,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-19,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-18,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-17,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-16,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-15,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-14,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-13,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-12,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-11,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-10,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-09,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-08,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-07,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-06,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-05,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-04,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-03,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-02,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-02-01,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-31,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-30,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-29,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-28,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-27,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-26,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-25,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-24,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-23,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-22,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-21,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-20,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-19,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-18,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-17,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-16,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-15,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-14,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-13,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-12,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-11,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-10,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-09,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-08,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-07,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-06,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-05,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-04,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-03,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-02,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2019-01-01,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-31,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-30,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-29,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-28,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-27,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-26,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-25,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-24,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-23,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-22,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-21,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-20,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-19,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-18,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-17,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-16,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-15,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-14,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-13,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-12,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-11,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-10,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-09,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-08,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-07,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-06,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-05,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-04,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-03,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-02,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-12-01,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-30,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-29,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-28,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-27,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-26,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-25,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-24,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-23,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-22,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-21,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-20,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-19,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-18,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-17,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-16,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-15,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-14,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-13,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-12,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-11,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-10,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-09,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-08,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-07,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-06,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-05,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-04,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-03,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-02,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-11-01,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-31,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-30,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-29,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-28,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-27,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-26,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-25,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-24,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-23,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-22,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-21,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-20,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-19,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-18,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-17,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-16,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-15,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-14,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-13,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-12,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-11,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-10,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-09,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-08,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-07,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-06,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-05,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-04,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-03,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-02,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-10-01,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-30,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-29,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-28,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-27,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-26,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-25,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-24,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-23,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-22,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-21,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-20,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-19,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-18,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-17,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-16,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-15,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-14,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-13,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-12,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-11,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-10,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-09,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-08,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-07,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-06,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-05,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-04,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-03,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-02,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-09-01,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-31,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-30,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-29,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-28,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-27,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-26,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-25,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-24,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-23,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-22,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-21,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-20,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-19,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-18,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-17,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-16,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-15,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-14,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-13,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-12,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-11,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-10,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-09,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-08,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-07,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-06,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-05,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-04,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-03,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-02,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-08-01,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-31,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-30,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-29,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-28,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-27,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-26,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-25,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-24,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-23,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-22,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-21,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-20,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-19,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-18,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-17,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-16,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-15,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-14,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-13,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-12,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-11,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-10,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-09,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-08,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-07,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-06,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-05,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-04,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-03,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-02,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-07-01,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-06-30,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-06-29,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-06-28,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-06-27,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-06-26,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-06-25,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
2018-06-24,REPBTC,0.002,0.002,0.002,0.002,0.0,0.0
