Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume PLN
2019-06-22 03-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-22 02-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-22 01-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-22 12-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 11-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 10-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 09-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 08-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 07-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 06-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 05-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 04-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 03-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 02-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 01-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 12-PM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 11-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 10-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 09-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 08-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 07-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 06-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 05-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 04-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 03-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 02-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
2019-06-21 01-AM,BTCPLN,29450,29450,29450,29450,0.0,0.0
