Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume NEO,Volume BTC
2019-08-07,NEOBTC,0.0009901,0.0009901,0.0009842,0.0009892,274.19,0.2714
2019-08-06,NEOBTC,0.001015,0.001023,0.0009763,0.0009901,10651.12,10.61
2019-08-05,NEOBTC,0.001088,0.001088,0.001015,0.001015,40886.88,42.24
2019-08-04,NEOBTC,0.001126,0.001126,0.001084,0.001088,5318.27,5.892
2019-08-03,NEOBTC,0.00111,0.001123,0.001088,0.001112,6550.77,7.236
2019-08-02,NEOBTC,0.00114,0.001141,0.001105,0.00111,4803.51,5.365
2019-08-01,NEOBTC,0.001165,0.001165,0.001115,0.00114,3894.32,4.452
2019-07-31,NEOBTC,0.001171,0.001229,0.001149,0.001165,5425.08,6.471
2019-07-30,NEOBTC,0.001186,0.001186,0.001164,0.001171,5310.19,6.229
2019-07-29,NEOBTC,0.001175,0.001188,0.001169,0.001179,2793.06,3.299
2019-07-28,NEOBTC,0.001195,0.001208,0.001153,0.001175,4238.86,5.063
2019-07-27,NEOBTC,0.001215,0.00122,0.00118,0.001195,6977.85,8.319
2019-07-26,NEOBTC,0.001205,0.001226,0.001202,0.001215,7592.63,9.255
2019-07-25,NEOBTC,0.001203,0.001229,0.001198,0.001205,8502.31,10.28
2019-07-24,NEOBTC,0.00114,0.001216,0.001128,0.001203,11282.52,13.28
2019-07-23,NEOBTC,0.001165,0.001173,0.001123,0.00114,7707.66,8.827
2019-07-22,NEOBTC,0.00122,0.001233,0.001145,0.001165,14455.88,17.01
2019-07-21,NEOBTC,0.001244,0.001262,0.001203,0.00122,6995.37,8.587
2019-07-20,NEOBTC,0.001237,0.001291,0.001226,0.001244,12679.63,15.89
2019-07-19,NEOBTC,0.001221,0.00125,0.001177,0.001237,10478.88,12.81
2019-07-18,NEOBTC,0.001113,0.00112,0.001099,0.00112,937.93,1.038
2019-07-17,NEOBTC,0.001082,0.001145,0.001066,0.001113,24183.77,26.54
2019-07-16,NEOBTC,0.001129,0.001147,0.001075,0.001082,14108.17,15.51
2019-07-15,NEOBTC,0.00118,0.001181,0.00111,0.001129,11474.51,13.12
2019-07-14,NEOBTC,0.001247,0.00125,0.00117,0.00118,23360.17,28.36
2019-07-13,NEOBTC,0.001303,0.001306,0.001244,0.001247,17190.9,21.98
2019-07-12,NEOBTC,0.001286,0.00133,0.00128,0.001303,15026.67,19.6
2019-07-11,NEOBTC,0.001335,0.001344,0.001281,0.001286,15411.23,20.15
2019-07-10,NEOBTC,0.001371,0.001371,0.001259,0.001335,21240.35,28.09
2019-07-09,NEOBTC,0.001429,0.001429,0.001369,0.001371,17908.6,25.1
2019-07-08,NEOBTC,0.001506,0.001508,0.00141,0.001429,10883.87,15.82
2019-07-07,NEOBTC,0.001499,0.001509,0.001473,0.001506,6887.52,10.24
2019-07-06,NEOBTC,0.001554,0.001554,0.001482,0.001499,9817.01,14.79
2019-07-05,NEOBTC,0.001529,0.001565,0.001508,0.001554,10849.16,16.65
2019-07-04,NEOBTC,0.001496,0.001542,0.001486,0.001529,38210.12,57.61
2019-07-03,NEOBTC,0.001658,0.001658,0.001488,0.001496,24072.59,37.45
2019-07-02,NEOBTC,0.0016,0.001718,0.001597,0.001658,40745.08,67.57
2019-07-01,NEOBTC,0.001548,0.001615,0.001507,0.0016,27144.13,42.03
2019-06-30,NEOBTC,0.001546,0.001583,0.001503,0.001548,18911.42,29.07
2019-06-29,NEOBTC,0.001469,0.001556,0.001468,0.001546,22951.5,34.69
2019-06-28,NEOBTC,0.001521,0.001575,0.001457,0.001469,27194.51,41.49
2019-06-27,NEOBTC,0.001482,0.001603,0.001461,0.001521,42832.55,64.5
2019-06-26,NEOBTC,0.001661,0.00175,0.001326,0.001482,84777.27,128.88
2019-06-25,NEOBTC,0.001622,0.001725,0.00155,0.001661,32799.05,53.43
2019-06-24,NEOBTC,0.001546,0.00169,0.001538,0.001622,22065.49,35.59
2019-06-23,NEOBTC,0.001632,0.001733,0.001532,0.001546,50190.11,82.08
2019-06-22,NEOBTC,0.00138,0.001725,0.001334,0.001632,92272.03,142.16
2019-06-21,NEOBTC,0.001426,0.001435,0.00138,0.00138,22946.47,32.38
2019-06-20,NEOBTC,0.001481,0.001488,0.001392,0.001426,17104.67,24.53
2019-06-19,NEOBTC,0.001504,0.001524,0.001481,0.001481,14487.14,21.8
2019-06-18,NEOBTC,0.001521,0.001522,0.001472,0.001504,13520.61,20.23
2019-06-17,NEOBTC,0.001567,0.001615,0.001493,0.001521,18361.93,28.34
2019-06-16,NEOBTC,0.001584,0.001584,0.001521,0.001567,16343.79,25.34
2019-06-15,NEOBTC,0.00155,0.001645,0.00155,0.001584,28663.07,45.98
2019-06-14,NEOBTC,0.001581,0.001606,0.0015,0.00155,22289.97,34.55
2019-06-13,NEOBTC,0.001583,0.001672,0.001568,0.001581,24100.05,39.14
2019-06-12,NEOBTC,0.001554,0.001599,0.00153,0.001583,28386.01,44.72
2019-06-11,NEOBTC,0.001541,0.001574,0.001516,0.001554,12244.35,18.84
2019-06-10,NEOBTC,0.001507,0.001625,0.001504,0.001541,21764.36,34.0
2019-06-09,NEOBTC,0.001516,0.001527,0.001484,0.001507,7179.08,10.79
2019-06-08,NEOBTC,0.001526,0.001554,0.0015,0.001516,5374.96,8.2
2019-06-07,NEOBTC,0.001496,0.001551,0.001476,0.001526,18175.9,27.42
2019-06-06,NEOBTC,0.001488,0.001508,0.001468,0.001496,11503.52,17.08
2019-06-05,NEOBTC,0.001491,0.001508,0.001468,0.001488,14851.96,22.1
2019-06-04,NEOBTC,0.001538,0.001552,0.001459,0.001491,19688.69,29.79
2019-06-03,NEOBTC,0.001615,0.001618,0.00153,0.001538,14297.46,22.32
2019-06-02,NEOBTC,0.00161,0.00162,0.00158,0.001615,9061.13,14.53
2019-06-01,NEOBTC,0.001583,0.00168,0.001568,0.00161,24022.17,39.09
2019-05-31,NEOBTC,0.001522,0.001597,0.001499,0.001583,12059.75,18.64
2019-05-30,NEOBTC,0.001573,0.001708,0.001493,0.001522,48333.84,77.95
2019-05-29,NEOBTC,0.001447,0.001666,0.001395,0.001573,53832.32,83.72
2019-05-28,NEOBTC,0.00141,0.001472,0.001378,0.001447,14954.85,21.26
2019-05-27,NEOBTC,0.001379,0.001432,0.00136,0.00141,14559.73,20.23
2019-05-26,NEOBTC,0.001422,0.001438,0.001351,0.001379,15696.46,21.85
2019-05-25,NEOBTC,0.001439,0.001456,0.001418,0.001422,5335.07,7.62
2019-05-24,NEOBTC,0.001451,0.001468,0.001426,0.001439,10353.59,15.03
2019-05-23,NEOBTC,0.001461,0.001486,0.001431,0.001451,17734.19,25.77
2019-05-22,NEOBTC,0.001529,0.001543,0.001456,0.001461,19078.08,28.5
2019-05-21,NEOBTC,0.001511,0.001579,0.001487,0.001529,16166.38,24.69
2019-05-20,NEOBTC,0.001431,0.001586,0.001407,0.001511,45059.98,66.76
2019-05-19,NEOBTC,0.001472,0.001483,0.001421,0.001431,25239.46,36.55
2019-05-18,NEOBTC,0.001532,0.001545,0.001454,0.001472,10750.67,16.07
2019-05-17,NEOBTC,0.001533,0.001548,0.00146,0.001532,23830.75,36.16
2019-05-16,NEOBTC,0.001569,0.00167,0.00146,0.001533,57049.77,89.87
2019-05-15,NEOBTC,0.00139,0.001582,0.00137,0.001569,77209.42,115.35
2019-05-14,NEOBTC,0.001246,0.001396,0.001229,0.00139,60820.63,79.72
2019-05-13,NEOBTC,0.001338,0.00138,0.00121,0.001246,35322.04,45.35
2019-05-12,NEOBTC,0.001366,0.001378,0.001282,0.001338,19985.94,26.6
2019-05-11,NEOBTC,0.001377,0.001471,0.001287,0.001366,48224.52,67.34
2019-05-10,NEOBTC,0.001396,0.001444,0.001315,0.001377,26207.07,36.45
2019-05-09,NEOBTC,0.001514,0.001524,0.001376,0.001396,24602.79,35.07
2019-05-08,NEOBTC,0.001523,0.001524,0.00149,0.001514,13575.32,20.44
2019-05-07,NEOBTC,0.001593,0.00162,0.001551,0.00157,4776.33,7.55
2019-05-06,NEOBTC,0.001602,0.00162,0.001557,0.001593,13403.69,21.27
2019-05-05,NEOBTC,0.001623,0.00165,0.001597,0.001602,11647.38,18.92
2019-05-04,NEOBTC,0.001726,0.001735,0.001615,0.001623,12403.65,20.71
2019-05-03,NEOBTC,0.001788,0.001795,0.00169,0.001726,16098.62,28.06
2019-05-02,NEOBTC,0.001806,0.001834,0.001782,0.001788,11160.14,20.06
2019-05-01,NEOBTC,0.001825,0.001843,0.00177,0.001806,10034.6,18.06
2019-04-30,NEOBTC,0.001796,0.001828,0.001788,0.001825,9474.01,17.08
2019-04-29,NEOBTC,0.001763,0.001887,0.00176,0.001796,24674.71,44.95
2019-04-28,NEOBTC,0.001802,0.001823,0.001754,0.001763,4760.36,8.52
2019-04-27,NEOBTC,0.001782,0.00183,0.001769,0.001802,12122.87,21.94
2019-04-26,NEOBTC,0.001845,0.001845,0.001745,0.001782,12614.38,22.45
2019-04-25,NEOBTC,0.001825,0.001908,0.001817,0.001845,17423.39,32.38
2019-04-24,NEOBTC,0.001862,0.001875,0.001744,0.001825,25949.96,46.89
2019-04-23,NEOBTC,0.00201,0.002022,0.001861,0.001862,19024.88,36.76
2019-04-22,NEOBTC,0.001996,0.002065,0.001987,0.00201,13845.51,28.16
2019-04-21,NEOBTC,0.002055,0.002066,0.001952,0.001996,12905.71,25.75
2019-04-20,NEOBTC,0.0021,0.002104,0.00204,0.002055,6994.08,14.51
2019-04-19,NEOBTC,0.002138,0.00214,0.00208,0.0021,9353.2,19.62
2019-04-18,NEOBTC,0.002097,0.002154,0.002097,0.002138,9589.29,20.48
2019-04-17,NEOBTC,0.0021,0.002137,0.00208,0.002097,12177.03,25.5
2019-04-16,NEOBTC,0.002122,0.002139,0.002084,0.0021,6739.76,14.25
2019-04-15,NEOBTC,0.002191,0.002208,0.002092,0.002122,13290.67,28.66
