Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume NXT,Volume ETH
2018-04-24,NXTETH,0.000316,0.000332,0.000299,0.000325,282520.0,88.58
2018-04-23,NXTETH,0.000317,0.000332,0.00031,0.000316,145040.0,45.87
2018-04-22,NXTETH,0.000329,0.000333,0.000314,0.000317,92110.0,29.5
2018-04-21,NXTETH,0.000341,0.00035,0.000325,0.000329,132320.0,44.41
2018-04-20,NXTETH,0.000364,0.000369,0.000339,0.000341,135420.0,47.85
2018-04-19,NXTETH,0.000379,0.00039,0.000364,0.000364,15380.0,5.81
2018-04-18,NXTETH,0.000365,0.000379,0.000362,0.000379,83230.0,30.9
2018-04-17,NXTETH,0.00036,0.000383,0.000359,0.000365,374300.0,138.3
2018-04-16,NXTETH,0.000365,0.000383,0.000349,0.00036,299130.0,107.5
2018-04-15,NXTETH,0.000328,0.000379,0.000322,0.000365,483080.0,169.16
2018-04-14,NXTETH,0.000323,0.000337,0.000317,0.000328,481630.0,157.81
2018-04-13,NXTETH,0.000324,0.00034,0.000315,0.000323,453070.0,147.99
2018-04-12,NXTETH,0.000328,0.000354,0.000316,0.000324,560550.0,185.53
2018-04-11,NXTETH,0.00031,0.000343,0.000296,0.000328,386540.0,121.58
2018-04-10,NXTETH,0.000296,0.000328,0.000292,0.00031,371000.0,113.99
2018-04-09,NXTETH,0.000303,0.000303,0.000288,0.000296,423860.0,125.25
2018-04-08,NXTETH,0.000298,0.000304,0.00029,0.000303,505200.0,150.27
2018-04-07,NXTETH,0.0003,0.000301,0.000291,0.000298,415090.0,124.07
2018-04-06,NXTETH,0.000294,0.000303,0.000294,0.0003,96670.0,28.84
2018-04-05,NXTETH,0.000304,0.000307,0.000293,0.000294,406080.0,120.88
2018-04-04,NXTETH,0.000303,0.000321,0.000292,0.000304,504670.0,156.0
2018-04-03,NXTETH,0.000303,0.000327,0.000298,0.000303,388370.0,121.6
2018-04-02,NXTETH,0.000282,0.000309,0.000277,0.000303,301780.0,87.41
2018-04-01,NXTETH,0.000285,0.000294,0.00027,0.000282,328570.0,94.27
2018-03-31,NXTETH,0.000283,0.000288,0.000279,0.000285,239020.0,67.49
2018-03-30,NXTETH,0.000299,0.00031,0.000281,0.000283,352030.0,103.47
2018-03-29,NXTETH,0.000289,0.000299,0.000284,0.000299,290630.0,84.52
2018-03-28,NXTETH,0.000287,0.000294,0.000282,0.000289,421670.0,122.18
2018-03-27,NXTETH,0.000275,0.000288,0.000263,0.000287,233130.0,64.94
2018-03-26,NXTETH,0.000273,0.000284,0.000263,0.000275,576260.0,158.76
2018-03-25,NXTETH,0.000258,0.000283,0.000258,0.000273,523370.0,140.04
2018-03-24,NXTETH,0.000253,0.000273,0.000251,0.000258,377160.0,98.41
2018-03-23,NXTETH,0.000257,0.000264,0.00025,0.000253,190280.0,48.75
2018-03-22,NXTETH,0.000254,0.000262,0.000253,0.000257,134900.0,34.67
2018-03-21,NXTETH,0.000268,0.000271,0.000253,0.000254,373900.0,96.77
2018-03-20,NXTETH,0.000246,0.000283,0.000244,0.000268,481540.0,124.55
2018-03-19,NXTETH,0.000236,0.000248,0.00023,0.000246,326050.0,78.5
2018-03-18,NXTETH,0.000227,0.000246,0.000223,0.000236,378400.0,88.98
2018-03-17,NXTETH,0.000225,0.000228,0.000217,0.000227,38480.0,8.53
2018-03-16,NXTETH,0.000222,0.000226,0.000217,0.000225,33340.0,7.43
2018-03-15,NXTETH,0.000225,0.000225,0.000216,0.000222,86430.0,19.07
2018-03-14,NXTETH,0.000222,0.00024,0.000222,0.000225,323210.0,74.43
2018-03-13,NXTETH,0.000222,0.000224,0.000214,0.000222,90330.0,19.77
2018-03-12,NXTETH,0.000229,0.00023,0.000221,0.000222,355320.0,80.02
2018-03-11,NXTETH,0.000221,0.000234,0.000217,0.000229,211290.0,47.9
2018-03-10,NXTETH,0.00022,0.000226,0.000217,0.000221,201780.0,44.78
2018-03-09,NXTETH,0.000242,0.000242,0.00022,0.00022,482750.0,110.82
2018-03-08,NXTETH,0.000236,0.000264,0.000227,0.000242,546450.0,131.89
2018-03-07,NXTETH,0.000222,0.0005,0.000214,0.000236,1964020.0,566.47
2018-03-06,NXTETH,0.000229,0.00023,0.00022,0.000222,320640.0,72.24
2018-03-05,NXTETH,0.000228,0.000231,0.000223,0.000229,296180.0,67.09
2018-03-04,NXTETH,0.000233,0.000233,0.00022,0.000228,307920.0,69.29
2018-03-03,NXTETH,0.000232,0.000233,0.000225,0.000233,170230.0,38.88
2018-03-02,NXTETH,0.000234,0.000234,0.000223,0.000232,296360.0,67.31
2018-03-01,NXTETH,0.000222,0.000237,0.000217,0.000234,372570.0,84.63
2018-02-28,NXTETH,0.000239,0.000241,0.000218,0.000222,259880.0,59.67
2018-02-27,NXTETH,0.000242,0.000251,0.000237,0.000239,303050.0,73.53
2018-02-26,NXTETH,0.000244,0.000251,0.000235,0.000242,311240.0,75.78
2018-02-25,NXTETH,0.00024,0.000252,0.000238,0.000244,300050.0,73.6
2018-02-24,NXTETH,0.000241,0.000253,0.000236,0.00024,322830.0,79.03
2018-02-23,NXTETH,0.000251,0.000256,0.00024,0.000241,438010.0,108.77
2018-02-22,NXTETH,0.000262,0.000269,0.000245,0.000251,325240.0,83.11
2018-02-21,NXTETH,0.000271,0.000272,0.000249,0.000262,505120.0,131.26
2018-02-20,NXTETH,0.000284,0.000287,0.00026,0.000271,526870.0,144.57
2018-02-19,NXTETH,0.000265,0.000399,0.00025,0.000284,404940.0,114.82
2018-02-18,NXTETH,0.000275,0.00029,0.000259,0.000265,471710.0,127.28
2018-02-17,NXTETH,0.000261,0.000291,0.000261,0.000275,497170.0,135.83
2018-02-16,NXTETH,0.000275,0.000275,0.000248,0.000261,599420.0,158.24
2018-02-15,NXTETH,0.000238,0.000305,0.000223,0.000275,662020.0,175.5
2018-02-14,NXTETH,0.000228,0.000244,0.000222,0.000238,576210.0,134.1
2018-02-13,NXTETH,0.000232,0.000235,0.000217,0.000228,303080.0,68.6
2018-02-12,NXTETH,0.000221,0.000232,0.00021,0.000232,445050.0,99.63
2018-02-11,NXTETH,0.000225,0.000233,0.000217,0.000221,379010.0,84.88
2018-02-10,NXTETH,0.000227,0.000244,0.00022,0.000225,374000.0,86.91
2018-02-09,NXTETH,0.000218,0.000235,0.000213,0.000227,437510.0,97.89
2018-02-08,NXTETH,0.000215,0.000228,0.000211,0.000218,494640.0,108.45
2018-02-07,NXTETH,0.000218,0.000234,0.000213,0.000215,646540.0,142.57
2018-02-06,NXTETH,0.000221,0.000232,0.00021,0.000218,625360.0,138.14
2018-02-05,NXTETH,0.000236,0.000238,0.000212,0.000221,538080.0,121.67
2018-02-04,NXTETH,0.000241,0.000248,0.000229,0.000236,177250.0,42.4
2018-02-03,NXTETH,0.000243,0.000254,0.000224,0.000241,535810.0,126.26
2018-02-02,NXTETH,0.000228,0.000251,0.000211,0.000243,944230.0,217.0
2018-02-01,NXTETH,0.000253,0.000256,0.000213,0.000228,860760.0,198.78
2018-01-31,NXTETH,0.000264,0.000266,0.00025,0.000253,530310.0,136.49
2018-01-30,NXTETH,0.000288,0.000301,0.000264,0.000264,247450.0,69.78
2018-01-29,NXTETH,0.000272,0.000304,0.000271,0.000288,167710.0,46.88
2018-01-28,NXTETH,0.000294,0.000302,0.000264,0.000272,228400.0,64.85
2018-01-27,NXTETH,0.0003,0.000304,0.000286,0.000294,203100.0,60.53
2018-01-26,NXTETH,0.000308,0.000322,0.000273,0.0003,501580.0,152.33
2018-01-25,NXTETH,0.000337,0.000337,0.00029,0.000308,485240.0,153.63
2018-01-24,NXTETH,0.000341,0.000355,0.000331,0.000337,798050.0,271.95
2018-01-23,NXTETH,0.000383,0.000383,0.000321,0.000341,786240.0,273.75
2018-01-22,NXTETH,0.000287,0.0004,0.000286,0.000383,1159170.0,406.1
2018-01-21,NXTETH,0.000306,0.000307,0.000266,0.000287,517780.0,150.13
2018-01-20,NXTETH,0.000311,0.00034,0.000291,0.000306,388610.0,118.29
2018-01-19,NXTETH,0.000307,0.000317,0.000281,0.000311,400820.0,121.89
2018-01-18,NXTETH,0.000306,0.00036,0.000294,0.000307,760380.0,236.22
2018-01-17,NXTETH,0.000271,0.000312,0.000268,0.000306,1093030.0,313.79
2018-01-16,NXTETH,0.000325,0.000359,0.000253,0.000271,1245770.0,373.9
2018-01-15,NXTETH,0.000311,0.00035,0.000289,0.000325,707140.0,226.23
2018-01-14,NXTETH,0.000325,0.000389,0.000292,0.000311,868860.0,280.78
2018-01-13,NXTETH,0.000361,0.000398,0.000312,0.000325,660220.0,226.0
2018-01-12,NXTETH,0.00034,0.000394,0.000325,0.000361,904030.0,326.55
2018-01-11,NXTETH,0.000366,0.000366,0.000301,0.00034,785650.0,266.18
2018-01-10,NXTETH,0.000368,0.000379,0.0002,0.000366,1077920.0,364.67
2018-01-09,NXTETH,0.000422,0.000453,0.000357,0.000368,975100.0,398.98
2018-01-08,NXTETH,0.000486,0.000489,0.0004,0.000422,1203890.0,531.36
2018-01-07,NXTETH,0.000544,0.000612,0.00047,0.000486,943680.0,489.5
2018-01-06,NXTETH,0.000532,0.00078,0.00048,0.000544,793580.0,456.31
2018-01-05,NXTETH,0.000619,0.000633,0.00051,0.000532,606080.0,343.49
2018-01-04,NXTETH,0.000669,0.000692,0.00055,0.000619,512810.0,324.04
2018-01-03,NXTETH,0.000713,0.000779,0.0006,0.000669,711410.0,484.16
2018-01-02,NXTETH,0.000836,0.000863,0.000647,0.000713,575430.0,425.92
2018-01-01,NXTETH,0.000936,0.000936,0.00075,0.000836,566590.0,481.54
2017-12-31,NXTETH,0.000778,0.001114,0.0007,0.000936,828260.0,769.18
2017-12-30,NXTETH,0.000808,0.000999,0.000629,0.000778,1076330.0,832.98
2017-12-29,NXTETH,0.001026,0.001034,0.00075,0.000808,885110.0,765.4
2017-12-28,NXTETH,0.001774,0.001919,0.00045,0.001026,1293440.0,1504.38
2017-12-27,NXTETH,0.001995,0.0024,0.0016,0.001774,1143800.0,2224.5
2017-12-26,NXTETH,0.002196,0.00271,0.001784,0.001995,959590.0,2044.35
2017-12-25,NXTETH,0.00261,0.00275,0.002162,0.002196,790480.0,1889.15
2017-12-24,NXTETH,0.002598,0.003,0.0024,0.00261,906210.0,2419.81
2017-12-23,NXTETH,0.001833,0.0029,0.001708,0.002598,905990.0,2063.22
2017-12-22,NXTETH,0.001535,0.002,0.00132,0.001833,901070.0,1496.6
2017-12-21,NXTETH,0.001474,0.0023,0.001085,0.001535,816710.0,1251.2
2017-12-20,NXTETH,0.001162,0.001541,0.001,0.001474,890310.0,1064.62
2017-12-19,NXTETH,0.001325,0.001353,0.001101,0.001162,947830.0,1135.14
2017-12-18,NXTETH,0.001153,0.001597,0.001,0.001325,1122090.0,1515.12
2017-12-17,NXTETH,0.000992,0.00165,0.0009,0.001153,1333310.0,1436.06
2017-12-16,NXTETH,0.001002,0.001111,0.000913,0.000992,1057710.0,1053.28
2017-12-15,NXTETH,0.00102,0.001119,0.000931,0.001002,1078570.0,1093.59
2017-12-14,NXTETH,0.001003,0.001045,0.0009,0.00102,972620.0,954.88
2017-12-13,NXTETH,0.001058,0.001144,0.000952,0.001003,979710.0,1014.36
2017-12-12,NXTETH,0.001206,0.001266,0.001,0.001058,1054450.0,1211.48
2017-12-11,NXTETH,0.001282,0.001599,0.001202,0.001206,500570.0,683.78
2017-12-10,NXTETH,0.0013,0.001345,0.001014,0.001282,125410.0,148.78
2017-12-09,NXTETH,0.001445,0.001537,0.0011,0.0013,97720.0,125.93
2017-12-08,NXTETH,0.001562,0.00164,0.001225,0.001445,125540.0,184.52
2017-12-07,NXTETH,0.001108,0.001741,0.000951,0.001562,103230.0,133.27
2017-12-06,NXTETH,0.000905,0.001195,0.000828,0.001108,130480.0,126.57
2017-12-05,NXTETH,0.000945,0.000969,0.000816,0.000905,81590.0,74.64
2017-12-04,NXTETH,0.000933,0.00116,0.000774,0.000945,230170.0,231.49
2017-12-03,NXTETH,0.000769,0.00109,0.00069,0.000933,360990.0,313.22
2017-12-02,NXTETH,0.000492,0.000905,0.000488,0.000769,127860.0,76.6
2017-12-01,NXTETH,0.000434,0.000492,0.00039,0.000492,79840.0,36.31
2017-11-30,NXTETH,0.000377,0.00044,0.00037,0.000434,67860.0,26.65
2017-11-29,NXTETH,0.000418,0.000465,0.000369,0.000377,90580.0,36.98
2017-11-28,NXTETH,0.000436,0.000453,0.000398,0.000418,78100.0,33.07
2017-11-27,NXTETH,0.000347,0.000496,0.000347,0.000436,180700.0,75.43
2017-11-26,NXTETH,0.000299,0.000355,0.000276,0.000347,8840.0,2.81
