Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume EUR
2019-08-07 03-AM,BTCEUR,10446.66,10471.07,10416.73,10434.44,0.487,5091.57
2019-08-07 02-AM,BTCEUR,10356.2,10472.85,10356.2,10446.66,0.9262,9652.96
2019-08-07 01-AM,BTCEUR,10306.46,10381.46,10291,10356.2,1.029,10647.35
2019-08-07 12-AM,BTCEUR,10323.06,10333.33,10253.95,10306.46,1.07,11024.62
2019-08-06 11-PM,BTCEUR,10199.78,10333.33,10187.77,10323.06,1.16,11905.45
2019-08-06 10-PM,BTCEUR,10247.58,10276.75,10182.83,10199.78,1.056,10809.63
2019-08-06 09-PM,BTCEUR,10509.22,10533.72,10242.5,10247.58,5.179,53468.78
2019-08-06 08-PM,BTCEUR,10510.63,10567.96,10447.07,10509.22,1.537,16200.12
2019-08-06 07-PM,BTCEUR,10532.62,10568.15,10503.03,10510.63,0.9368,9871.45
2019-08-06 06-PM,BTCEUR,10552.71,10559.54,10504.8,10532.62,0.8487,8937.0
2019-08-06 05-PM,BTCEUR,10558.11,10590,10494.64,10552.71,0.9733,10283.93
2019-08-06 04-PM,BTCEUR,10561.82,10590,10494.56,10558.11,0.8537,8993.25
2019-08-06 03-PM,BTCEUR,10574.28,10586.78,10497.87,10561.82,0.9465,9970.17
2019-08-06 02-PM,BTCEUR,10590,10590,10531.1,10574.28,0.9141,9656.23
2019-08-06 01-PM,BTCEUR,10526.44,10590.6,10494.55,10590,2.35,24775.49
2019-08-06 12-PM,BTCEUR,10644.36,10652.93,10465.26,10526.44,1.708,18008.68
2019-08-06 11-AM,BTCEUR,10629.06,10653.94,10578.58,10644.36,0.8654,9195.58
2019-08-06 10-AM,BTCEUR,11043.93,11051.68,10553.41,10629.06,2.549,27609.42
2019-08-06 09-AM,BTCEUR,10970.54,11050.58,10970.54,11043.93,0.9178,10104.6
2019-08-06 08-AM,BTCEUR,10933.55,11001,10933.55,10970.54,0.9689,10635.8
2019-08-06 07-AM,BTCEUR,10868.74,11007,10854.13,10933.55,1.756,19256.39
2019-08-06 06-AM,BTCEUR,10605.04,10900,10601.34,10868.74,2.479,26790.12
2019-08-06 05-AM,BTCEUR,10490.41,10605.04,10490.41,10605.04,1.026,10814.16
2019-08-06 04-AM,BTCEUR,10538.64,10538.64,10466.04,10490.41,0.8834,9276.24
2019-08-06 03-AM,BTCEUR,10485.11,10538.64,10472.37,10538.64,0.9233,9701.91
2019-08-06 02-AM,BTCEUR,10445.88,10517.35,10444.26,10485.11,0.9017,9444.14
2019-08-06 01-AM,BTCEUR,10569.68,10588.64,10436.06,10445.88,0.9768,10275.96
2019-08-06 12-AM,BTCEUR,10575.51,10602.86,10517.79,10569.68,0.9196,9716.94
2019-08-05 11-PM,BTCEUR,10612.26,10627.42,10559.21,10575.51,0.9203,9751.87
2019-08-05 10-PM,BTCEUR,10586.11,10642.31,10560.34,10612.26,0.9605,10181.73
2019-08-05 09-PM,BTCEUR,10599.58,10607.23,10558.83,10586.11,0.8749,9255.09
2019-08-05 08-PM,BTCEUR,10609.6,10642.31,10523.95,10599.58,1.043,11056.36
2019-08-05 07-PM,BTCEUR,10617.06,10642.31,10608.09,10609.6,0.8729,9272.67
2019-08-05 06-PM,BTCEUR,10631.93,10708.38,10617.02,10617.06,0.9888,10525.22
2019-08-05 05-PM,BTCEUR,10657.17,10711,10623.17,10631.93,1.375,14687.76
