Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume SAL,Volume TETH
2019-08-07,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-08-06,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-08-05,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-08-04,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-08-03,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-08-02,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-08-01,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-31,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-30,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-29,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-28,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-27,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-26,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-25,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-24,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-23,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-22,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-21,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-20,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-19,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-18,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-17,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-16,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-15,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-14,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-13,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-12,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-11,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-10,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-09,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-08,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-07,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-06,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-05,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-04,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-03,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-02,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-07-01,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-30,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-29,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-28,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-27,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-26,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-25,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-24,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-23,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-22,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-21,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-20,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-19,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-18,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-17,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-16,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-15,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-14,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-13,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-12,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-11,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-10,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-09,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-08,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-07,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-06,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-05,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-04,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-03,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-02,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-06-01,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-31,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-30,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-29,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-28,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-27,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-26,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-25,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-24,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-23,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-22,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-21,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-20,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-19,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-18,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-17,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-16,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-15,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-14,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-13,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-12,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-11,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-10,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-09,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-08,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-07,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-06,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-05,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-04,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-03,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-02,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-05-01,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-30,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-29,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-28,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-27,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-26,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-25,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-24,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-23,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-22,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-21,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-20,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-19,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-18,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-17,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-16,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-15,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-14,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-13,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-12,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-11,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-10,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-09,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-08,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-07,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-06,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-05,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-04,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-03,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-02,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-04-01,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-19,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-18,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-17,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-16,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-15,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-14,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-13,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-12,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-11,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-10,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-09,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-08,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-07,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-06,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-05,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-04,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-03,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-02,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-03-01,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-28,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-27,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-26,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-25,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-24,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-23,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-22,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-21,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-20,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-19,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-18,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-17,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-16,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-15,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-14,SALTETH,0.001741,0.001741,0.001741,0.001741,0.0,0.0
2019-02-13,SALTETH,0.001727,0.001745,0.00169,0.001741,323.69,0.5588
2019-02-12,SALTETH,0.001772,0.001772,0.001727,0.001727,1889.57,3.27
2019-02-11,SALTETH,0.001727,0.00178,0.001727,0.001772,3070.57,5.39
2019-02-10,SALTETH,0.00183,0.00183,0.001727,0.001727,3988.49,7.03
2019-02-09,SALTETH,0.001828,0.00186,0.001828,0.00183,366.39,0.6754
2019-02-08,SALTETH,0.001954,0.002001,0.00179,0.001828,8361.04,15.96
2019-02-07,SALTETH,0.001892,0.001954,0.00188,0.001954,1770.86,3.42
2019-02-06,SALTETH,0.001911,0.001965,0.001871,0.001892,1984.61,3.78
2019-02-05,SALTETH,0.001919,0.002024,0.001903,0.001911,1773.16,3.54
2019-02-04,SALTETH,0.001939,0.001944,0.00191,0.001919,799.72,1.54
2019-02-03,SALTETH,0.00196,0.001986,0.001939,0.001939,728.01,1.44
2019-02-02,SALTETH,0.00193,0.001998,0.00193,0.00196,670.05,1.33
2019-02-01,SALTETH,0.001935,0.001935,0.00192,0.00193,181.07,0.3499
2019-01-31,SALTETH,0.001962,0.001962,0.001919,0.001935,8031.15,15.5
2019-01-30,SALTETH,0.00201,0.002015,0.00195,0.001962,595.46,1.18
2019-01-29,SALTETH,0.001975,0.00201,0.00195,0.00201,559.81,1.11
2019-01-28,SALTETH,0.002067,0.002067,0.001975,0.001975,413.49,0.8406
2019-01-27,SALTETH,0.002,0.002083,0.001921,0.002067,1941.98,3.81
2019-01-26,SALTETH,0.001977,0.002,0.001941,0.002,399.99,0.7881
2019-01-25,SALTETH,0.00198,0.002,0.00194,0.001977,172.69,0.3394
2019-01-24,SALTETH,0.002041,0.002187,0.001978,0.00198,2788.17,5.82
2019-01-23,SALTETH,0.001895,0.002056,0.001895,0.002041,25524.55,51.51
2019-01-22,SALTETH,0.001878,0.002035,0.00185,0.001895,3902.56,7.63
2019-01-21,SALTETH,0.001874,0.00192,0.001874,0.001878,729.42,1.39
2019-01-20,SALTETH,0.001901,0.002153,0.00183,0.001874,21488.82,43.1
2019-01-19,SALTETH,0.00178,0.001925,0.00178,0.001901,14751.17,27.46
2019-01-18,SALTETH,0.001811,0.00189,0.001757,0.00178,3270.19,5.91
2019-01-17,SALTETH,0.001787,0.001875,0.001787,0.001811,10254.42,18.65
2019-01-16,SALTETH,0.001728,0.00182,0.001728,0.001787,9453.11,16.86
2019-01-15,SALTETH,0.00169,0.00174,0.00168,0.001728,1659.87,2.84
2019-01-14,SALTETH,0.001752,0.001853,0.001655,0.00169,25916.22,43.95
2019-01-13,SALTETH,0.00172,0.001821,0.00172,0.001752,2020.16,3.58
2019-01-12,SALTETH,0.001694,0.00172,0.00166,0.00172,4780.06,8.09
2019-01-11,SALTETH,0.00163,0.00176,0.00163,0.001694,933.58,1.59
2019-01-10,SALTETH,0.001622,0.001713,0.001622,0.00163,4805.51,7.98
2019-01-09,SALTETH,0.00163,0.001671,0.001591,0.001622,6141.38,9.91
2019-01-08,SALTETH,0.001617,0.00164,0.001617,0.00163,871.93,1.42
2019-01-07,SALTETH,0.001564,0.00174,0.001564,0.001617,5307.22,8.77
2019-01-06,SALTETH,0.001555,0.001628,0.001551,0.001564,7540.24,11.85
2019-01-05,SALTETH,0.00155,0.001555,0.001445,0.001555,16921.59,25.36
2019-01-04,SALTETH,0.0016,0.0016,0.001505,0.00155,2008.77,3.08
2019-01-03,SALTETH,0.001579,0.001684,0.001579,0.0016,16541.23,26.72
2019-01-02,SALTETH,0.00172,0.00172,0.001552,0.001579,11876.0,19.21
2019-01-01,SALTETH,0.00179,0.001871,0.00169,0.00172,55554.45,97.32
2018-12-31,SALTETH,0.001725,0.00322,0.00171,0.00179,188925.84,387.97
2018-12-30,SALTETH,0.001679,0.001816,0.001648,0.001725,3451.7,6.04
2018-12-29,SALTETH,0.001797,0.001797,0.00163,0.001679,4712.31,8.01
2018-12-28,SALTETH,0.001926,0.001976,0.001716,0.001797,6236.16,11.52
2018-12-27,SALTETH,0.001799,0.001931,0.001799,0.001926,1997.62,3.76
2018-12-26,SALTETH,0.00176,0.00182,0.001716,0.001799,3993.96,7.04
2018-12-25,SALTETH,0.00184,0.00191,0.00176,0.00176,5417.14,9.83
2018-12-24,SALTETH,0.001889,0.001889,0.00172,0.00184,16744.71,29.92
2018-12-23,SALTETH,0.00216,0.00216,0.00187,0.001889,28551.35,54.48
2018-12-22,SALTETH,0.00204,0.002354,0.00204,0.00216,3677.86,8.11
2018-12-21,SALTETH,0.002119,0.002198,0.00204,0.00204,2368.44,5.04
2018-12-20,SALTETH,0.002105,0.002265,0.00205,0.002119,34924.78,74.34
2018-12-19,SALTETH,0.00212,0.002251,0.002042,0.002105,21914.6,47.9
2018-12-18,SALTETH,0.00223,0.002257,0.00212,0.00212,3106.23,6.84
2018-12-17,SALTETH,0.00232,0.00232,0.00223,0.00223,1113.08,2.53
2018-12-16,SALTETH,0.00238,0.0024,0.00228,0.00232,2282.73,5.32
2018-12-15,SALTETH,0.002255,0.002505,0.002254,0.00238,8287.73,20.01
2018-12-14,SALTETH,0.00224,0.002259,0.00222,0.002255,3314.17,7.42
2018-12-13,SALTETH,0.002352,0.002353,0.00224,0.00224,1022.15,2.34
2018-12-12,SALTETH,0.00238,0.00238,0.00231,0.002352,3431.7,7.98
2018-12-11,SALTETH,0.002352,0.00253,0.00231,0.00238,6585.93,15.61
2018-12-10,SALTETH,0.00235,0.00246,0.00235,0.002352,2394.1,5.78
2018-12-09,SALTETH,0.0023,0.00235,0.00224,0.00235,9212.46,21.19
2018-12-08,SALTETH,0.002188,0.00245,0.00218,0.0023,3186.96,7.52
2018-12-07,SALTETH,0.002414,0.002414,0.00215,0.002188,15685.45,34.85
2018-12-06,SALTETH,0.002616,0.002616,0.00227,0.002414,4688.43,11.22
2018-12-05,SALTETH,0.00228,0.00284,0.00228,0.002616,29876.69,77.01
2018-12-04,SALTETH,0.002126,0.002372,0.002064,0.00228,15390.08,34.11
2018-12-03,SALTETH,0.002186,0.002186,0.002064,0.002126,7362.84,15.29
2018-12-02,SALTETH,0.00216,0.002186,0.00211,0.002186,3442.21,7.38
2018-12-01,SALTETH,0.002075,0.00222,0.00202,0.00216,8754.45,18.89
2018-11-30,SALTETH,0.002197,0.002197,0.001971,0.002075,8965.71,18.75
2018-11-29,SALTETH,0.002271,0.002523,0.00214,0.002197,22632.44,53.31
2018-11-28,SALTETH,0.00187,0.002271,0.00187,0.002271,17900.14,38.04
2018-11-27,SALTETH,0.001865,0.001904,0.001865,0.00187,5801.4,10.97
2018-11-26,SALTETH,0.001848,0.002013,0.001806,0.001865,7261.9,13.5
