Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ADA,Volume ETH
2019-01-17,ADAETH,0.0003614,0.000375,0.0003609,0.0003682,2160955.11,797.9
2019-01-16,ADAETH,0.0003525,0.0003667,0.0003501,0.0003614,1802687.69,647.26
2019-01-15,ADAETH,0.0003418,0.0003562,0.0003355,0.0003525,1093757.27,377.17
2019-01-14,ADAETH,0.0003451,0.000354,0.000332,0.0003418,1188050.49,409.32
2019-01-13,ADAETH,0.0003492,0.0003503,0.0003391,0.0003451,946967.39,327.63
2019-01-12,ADAETH,0.0003487,0.0003493,0.0003383,0.0003492,874995.18,300.9
2019-01-11,ADAETH,0.0003478,0.0003558,0.0003352,0.0003487,933620.66,324.2
2019-01-10,ADAETH,0.0003453,0.0003646,0.0003371,0.0003478,4509210.38,1583.11
2019-01-09,ADAETH,0.0003257,0.000351,0.000324,0.0003453,2634209.33,900.5
2019-01-08,ADAETH,0.0003174,0.0003298,0.0003152,0.0003257,1345186.31,434.59
2019-01-07,ADAETH,0.0003148,0.0003259,0.0003131,0.0003174,3480347.1,1118.09
2019-01-06,ADAETH,0.0002885,0.0003175,0.0002862,0.0003148,2115179.06,647.11
2019-01-05,ADAETH,0.0002829,0.000289,0.000274,0.0002885,1609745.07,450.17
2019-01-04,ADAETH,0.000287,0.0002897,0.0002798,0.0002829,2553641.96,724.24
2019-01-03,ADAETH,0.0002914,0.0002925,0.0002844,0.000287,1028652.76,297.05
2019-01-02,ADAETH,0.000303,0.000303,0.000283,0.0002914,1455027.63,424.47
2019-01-01,ADAETH,0.0003101,0.0003101,0.000297,0.000303,670878.67,203.73
2018-12-31,ADAETH,0.000308,0.0003126,0.0003009,0.0003101,1321433.66,404.34
2018-12-30,ADAETH,0.000304,0.000316,0.0003023,0.000308,1909003.74,587.39
2018-12-29,ADAETH,0.000304,0.0003203,0.000297,0.000304,2705477.57,818.79
2018-12-28,ADAETH,0.0003173,0.0003217,0.0003008,0.000304,1644956.41,514.74
2018-12-27,ADAETH,0.0003152,0.000322,0.0003101,0.0003173,2023177.96,640.05
2018-12-26,ADAETH,0.000322,0.0003222,0.0003104,0.0003152,1189107.29,374.77
