Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DOG,Volume EUSD
2018-10-13,DOGEUSD,0.005557,0.00564,0.005402,0.005493,914430.28,5025.27
2018-10-12,DOGEUSD,0.005217,0.00557,0.005185,0.005557,790240.9,4327.32
2018-10-11,DOGEUSD,0.005664,0.005761,0.005043,0.005217,1176137.62,6342.95
2018-10-10,DOGEUSD,0.005678,0.005784,0.005644,0.005664,761318.17,4344.14
2018-10-09,DOGEUSD,0.005673,0.00579,0.005563,0.005678,900900.59,5122.36
2018-10-08,DOGEUSD,0.005697,0.00575,0.005555,0.005673,875671.62,4955.96
2018-10-07,DOGEUSD,0.005579,0.00572,0.0055,0.005697,670718.39,3761.47
2018-10-06,DOGEUSD,0.005686,0.0058,0.005563,0.005579,1077419.11,6098.05
2018-10-05,DOGEUSD,0.005692,0.00585,0.005583,0.005686,920936.93,5241.42
2018-10-04,DOGEUSD,0.005744,0.005851,0.005581,0.005692,1080385.29,6185.32
2018-10-03,DOGEUSD,0.005889,0.005938,0.005683,0.005744,1040646.1,6048.21
2018-10-02,DOGEUSD,0.00608,0.006092,0.00585,0.005889,863123.79,5139.68
2018-10-01,DOGEUSD,0.005956,0.00619,0.005904,0.00608,1347046.67,8133.66
2018-09-30,DOGEUSD,0.006039,0.006039,0.005936,0.005956,651247.48,3900.71
2018-09-29,DOGEUSD,0.00591,0.006073,0.005901,0.006039,798444.3,4777.96
2018-09-28,DOGEUSD,0.005975,0.006122,0.0059,0.00591,722648.3,4335.73
2018-09-27,DOGEUSD,0.005872,0.0062,0.0058,0.005975,888785.43,5311.74
2018-09-26,DOGEUSD,0.005821,0.006,0.00582,0.005872,979351.83,5807.75
2018-09-25,DOGEUSD,0.00578,0.006097,0.00578,0.005821,1553392.79,9120.01
2018-09-24,DOGEUSD,0.006,0.00624,0.00578,0.00578,1691158.62,9954.99
2018-09-23,DOGEUSD,0.00584,0.006,0.005806,0.006,1117256.71,6647.33
2018-09-22,DOGEUSD,0.005793,0.00599,0.005683,0.00584,1073741.47,6257.32
2018-09-21,DOGEUSD,0.005989,0.006067,0.0056,0.005793,2079120.45,12174.91
2018-09-20,DOGEUSD,0.005847,0.0062,0.0058,0.005989,1774363.46,10553.14
2018-09-19,DOGEUSD,0.006248,0.00625,0.005516,0.005847,2452331.82,14393.63
2018-09-18,DOGEUSD,0.006499,0.00658,0.005961,0.006248,1823865.06,11329.4
2018-09-17,DOGEUSD,0.00662,0.006782,0.006355,0.006499,1377932.3,9015.4
2018-09-16,DOGEUSD,0.0063,0.006743,0.00625,0.00662,1532004.93,9982.61
2018-09-15,DOGEUSD,0.00634,0.0065,0.006242,0.0063,1230618.11,7827.99
2018-09-14,DOGEUSD,0.006729,0.00684,0.006203,0.00634,2347689.09,15364.59
2018-09-13,DOGEUSD,0.006715,0.0069,0.00661,0.006729,2120731.99,14354.6
2018-09-12,DOGEUSD,0.006459,0.006875,0.006456,0.006715,1937395.17,12895.2
2018-09-11,DOGEUSD,0.00717,0.007232,0.006222,0.006459,6274275.89,42254.6
2018-09-10,DOGEUSD,0.006072,0.00719,0.006002,0.00717,6645338.17,44222.89
2018-09-09,DOGEUSD,0.005905,0.006191,0.005905,0.006072,3819559.89,22985.97
2018-09-08,DOGEUSD,0.005486,0.006106,0.005486,0.005905,4129060.43,24192.06
2018-09-07,DOGEUSD,0.00522,0.0057,0.005153,0.005486,8862605.98,47819.06
2018-09-06,DOGEUSD,0.005279,0.005314,0.004983,0.00522,3066892.23,15898.99
