Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume USD
2018-06-11,BCHUSD,939.91,978.54,919.45,939.33,2023.7,1910507.05
2018-06-10,BCHUSD,1085.44,1086.89,904.2,939.91,8311.89,8350207.93
2018-06-09,BCHUSD,1114.43,1138,1083.13,1085.44,5505.33,6139153.49
2018-06-08,BCHUSD,1145.11,1149.76,1087.84,1114.43,5028.45,5620090.13
2018-06-07,BCHUSD,1131.14,1169,1130,1145.11,4615.93,5286734.24
2018-06-06,BCHUSD,1153.43,1161,1100.21,1131.14,5767.88,6537833.02
2018-06-05,BCHUSD,1105.94,1163.72,1060,1153.43,6566.35,7280455.78
2018-06-04,BCHUSD,1168,1212.99,1083.62,1105.94,5610.7,6346661.61
2018-06-03,BCHUSD,1082.74,1194.36,1072.39,1168,2242.79,2549469.4
2018-06-02,BCHUSD,1003.99,1100,995.12,1082.74,1791.21,1869463.64
2018-06-01,BCHUSD,1000.97,1014.5,981.3,1003.99,3463.97,3458058.92
2018-05-31,BCHUSD,984.6,1030,975.58,1000.97,5548.97,5558550.34
2018-05-30,BCHUSD,988.37,1033.8,955,984.6,6395.68,6367240.2
2018-05-29,BCHUSD,890.7,1007.34,882.08,988.37,6360.62,6028095.39
2018-05-28,BCHUSD,998.43,1009.02,878,890.7,6076.76,5726637.49
2018-05-27,BCHUSD,1013.56,1014.06,985.25,998.43,4680.14,4674866.59
2018-05-26,BCHUSD,1019.29,1047.88,1004.13,1013.56,4828.73,4954343.22
2018-05-25,BCHUSD,1076.73,1076.73,992.8,1019.29,5273.07,5431545.04
2018-05-24,BCHUSD,999.61,1079.48,956.97,1076.73,5789.9,5918633.77
2018-05-23,BCHUSD,1140.45,1155.54,984.56,999.61,6114.51,6457607.35
2018-05-22,BCHUSD,1230.9,1235.28,1127.66,1140.45,4844.96,5704063.62
2018-05-21,BCHUSD,1289.38,1303.21,1216,1230.9,4292.23,5370445.62
2018-05-20,BCHUSD,1175.56,1306.56,1164.07,1289.38,5165.19,6396797.81
2018-05-19,BCHUSD,1203.06,1210.27,1151.64,1175.56,4568.89,5385985.76
2018-05-18,BCHUSD,1199.3,1221.52,1130.92,1203.06,4191.47,4960196.13
2018-05-17,BCHUSD,1280.01,1341.34,1181.66,1199.3,4559.66,5726817.79
2018-05-16,BCHUSD,1335.75,1358.91,1220.64,1280.01,3436.86,4370898.03
2018-05-15,BCHUSD,1420.15,1449.76,1313.53,1335.75,3504.06,4901938.94
2018-05-14,BCHUSD,1483.45,1498,1340.8,1420.15,4195.91,5967411.78
2018-05-13,BCHUSD,1468.25,1505.17,1410.88,1483.45,2911.73,4253829.67
2018-05-12,BCHUSD,1374.01,1520.77,1277.24,1468.25,3425.13,4812920.68
2018-05-11,BCHUSD,1521.17,1560.31,1320.2,1374.01,5058.52,7226536.98
2018-05-10,BCHUSD,1626.8,1667.64,1506.22,1521.17,2979.78,4814800.44
2018-05-09,BCHUSD,1611.32,1679.03,1466.11,1626.8,3429.14,5399017.04
2018-05-08,BCHUSD,1651.29,1693.44,1554,1611.32,2932.17,4730840.59
2018-05-07,BCHUSD,1761.18,1777.85,1566.98,1651.29,3331.79,5475904.31
2018-05-06,BCHUSD,1768.35,1849,1643.87,1761.18,4149.31,7233153.73
2018-05-05,BCHUSD,1517.23,1768.36,1513.57,1768.35,4306.97,7148891.78
2018-05-04,BCHUSD,1517.57,1550,1465.56,1517.23,3032.33,4556803.29
2018-05-03,BCHUSD,1455.38,1540,1454.12,1517.57,3613.33,5430775.14
2018-05-02,BCHUSD,1357.78,1495.29,1324.97,1455.38,3465.53,4918188.41
2018-05-01,BCHUSD,1354.28,1362.61,1258.41,1357.78,3374.37,4384312.11
2018-04-30,BCHUSD,1444.21,1452.27,1340.7,1354.28,3514.52,4920029.56
2018-04-29,BCHUSD,1393.2,1483.88,1372.71,1444.21,3330.64,4760754.08
2018-04-28,BCHUSD,1344.95,1417.64,1339.06,1393.2,2854.71,3957954.05
2018-04-27,BCHUSD,1423.8,1424.76,1341,1344.95,2508.82,3484996.83
2018-04-26,BCHUSD,1303.36,1428.22,1246.13,1423.8,4662.24,6278146.97
2018-04-25,BCHUSD,1407.03,1449.93,1229.66,1303.36,6307.65,8343310.38
2018-04-24,BCHUSD,1466.84,1590.78,1394.8,1407.03,5683.39,8546028.22
2018-04-23,BCHUSD,1225.08,1489.11,1221.38,1466.84,6943.58,9731419.21
2018-04-22,BCHUSD,1176.49,1289.02,1132.74,1225.08,4508.05,5488055.07
2018-04-21,BCHUSD,1141.93,1206.95,1035,1176.49,4704.48,5356861.36
2018-04-20,BCHUSD,992.37,1165.31,964.2,1141.93,5437.06,5802524.13
2018-04-19,BCHUSD,914.64,1010,897.39,992.37,4073.59,3877624.53
2018-04-18,BCHUSD,780.72,919.75,777.53,914.64,4767.87,4089942.67
2018-04-17,BCHUSD,790,808.15,776.11,780.72,3562.8,2825557.89
2018-04-16,BCHUSD,798.65,817.35,764.64,790,4524.83,3557443.78
2018-04-15,BCHUSD,754.89,807.4,754.32,798.65,3431.59,2694944.59
2018-04-14,BCHUSD,763.38,776.52,736.01,754.89,4358.29,3311476.35
2018-04-13,BCHUSD,760.32,808.04,742.73,763.38,4523.8,3490468.25
2018-04-12,BCHUSD,684.96,762.65,673.09,760.32,5345.52,3803328.13
2018-04-11,BCHUSD,671.94,685,661.82,684.96,4334.92,2908638.64
2018-04-10,BCHUSD,658.9,681.06,649,671.94,2646.21,1761755.97
2018-04-09,BCHUSD,670.49,700,648.7,658.9,3070.72,2090492.87
2018-04-08,BCHUSD,661.14,678.73,660.48,670.49,4057.64,2716940.78
2018-04-07,BCHUSD,631.09,673.64,628.9,661.14,4280.41,2804819.13
2018-04-06,BCHUSD,663.21,668.9,619.75,631.09,4604.92,2935451.95
2018-04-05,BCHUSD,675.64,685.6,642.85,663.21,4419.63,2926950.53
2018-04-04,BCHUSD,728.3,731.23,662,675.64,5643.94,3886905.64
2018-04-03,BCHUSD,682.98,741.68,678.73,728.3,4193.13,2991946.28
2018-04-02,BCHUSD,666.29,712.58,663.22,682.98,4444.74,3065436.5
2018-04-01,BCHUSD,707.73,721.83,653,666.29,5203.89,3541872.61
2018-03-31,BCHUSD,721.58,760.98,702.47,707.73,3883.1,2815650.28
2018-03-30,BCHUSD,734.56,795.95,707.5,721.58,5227.77,3864516.43
2018-03-29,BCHUSD,872.16,881.57,731,734.56,6086.08,4800512.49
2018-03-28,BCHUSD,892.22,911.12,863.2,872.16,3033.01,2697940.88
2018-03-27,BCHUSD,930.3,944.54,886.83,892.22,4844.66,4453660.58
2018-03-26,BCHUSD,995.08,1000.79,900,930.3,3620.65,3425291.35
2018-03-25,BCHUSD,999.95,1014.78,987.37,995.08,3385.6,3381843.42
2018-03-24,BCHUSD,1054.85,1057.55,995.27,999.95,3942.4,4067781.85
