Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume AUD
2019-04-25,ETCAUD,7.93,8.19,7.5,7.51,2022.85,15586.04
2019-04-24,ETCAUD,8.42,8.42,7.5,7.93,1458.17,11450.34
2019-04-23,ETCAUD,8.44,8.63,8.23,8.42,693.92,5813.92
2019-04-22,ETCAUD,8.35,8.44,8.2,8.44,140.09,1163.35
2019-04-21,ETCAUD,8.83,8.83,8.16,8.35,367.81,3070.02
2019-04-20,ETCAUD,8.7,8.88,8.7,8.83,83.1,729.51
2019-04-19,ETCAUD,8.9,8.9,8.67,8.7,1366.18,12075.44
2019-04-18,ETCAUD,8.7,8.99,8.68,8.9,407.37,3598.86
2019-04-17,ETCAUD,8.67,8.81,8.6,8.7,376.06,3270.93
2019-04-16,ETCAUD,8.7,8.75,8.47,8.67,355.29,3053.57
2019-04-15,ETCAUD,8.88,9.15,8.44,8.7,538.39,4811.76
2019-04-14,ETCAUD,8.86,8.9,8.73,8.88,751.18,6612.23
2019-04-13,ETCAUD,8.83,9.02,8.68,8.86,316.22,2809.85
2019-04-12,ETCAUD,8.52,9.12,8.35,8.83,2330.3,20174.53
2019-04-11,ETCAUD,9.82,9.82,8.52,8.52,5115.77,46321.48
2019-04-10,ETCAUD,9.61,10.14,9.61,9.82,3330.02,33147.69
2019-04-09,ETCAUD,10.2,10.4,9.55,9.61,3340.13,32994.84
2019-04-08,ETCAUD,10.68,11.17,9.65,10.2,6910.63,73162.1
2019-04-07,ETCAUD,8.44,11,8.44,10.68,7138.04,70703.7
2019-04-06,ETCAUD,8.12,8.45,7.73,8.44,1191.23,9679.03
2019-04-05,ETCAUD,7.5,8.21,7.43,8.12,1310.13,10308.72
2019-04-04,ETCAUD,7.32,7.83,7.32,7.5,890.26,6663.03
2019-04-03,ETCAUD,7.66,8.58,7.32,7.32,8838.06,69331.52
2019-04-02,ETCAUD,6.68,7.66,6.68,7.66,3641.38,25678.94
2019-04-01,ETCAUD,6.78,6.79,6.66,6.68,859.9,5759.52
2019-03-31,ETCAUD,6.76,6.78,6.65,6.78,324.91,2164.24
2019-03-30,ETCAUD,6.89,6.89,6.64,6.76,450.31,2994.07
2019-03-29,ETCAUD,6.57,6.89,6.57,6.89,170.49,1153.65
2019-03-28,ETCAUD,6.65,6.65,6.55,6.57,38.56,253.1
