Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume AUD
2019-03-27,ETCAUD,6.36,6.71,6.36,6.65,137.05,900.82
2019-03-26,ETCAUD,6.41,6.58,6.36,6.36,121.18,786.04
2019-03-25,ETCAUD,6.7,6.78,6.41,6.41,450.69,2954.6
2019-03-24,ETCAUD,6.79,6.79,6.64,6.7,864.58,5822.65
2019-03-23,ETCAUD,6.95,6.95,6.73,6.79,134.43,918.94
2019-03-22,ETCAUD,6.53,6.95,6.53,6.95,4267.18,29015.45
2019-03-21,ETCAUD,6.21,6.76,6.2,6.53,4415.84,28726.74
2019-03-20,ETCAUD,6.38,6.56,6.15,6.21,2149.19,13711.89
2019-03-19,ETCAUD,6.05,6.4,6.05,6.38,730.74,4556.57
2019-03-18,ETCAUD,6.19,6.26,6.05,6.05,301.08,1847.05
2019-03-17,ETCAUD,6.25,6.25,6.12,6.19,95.77,590.95
2019-03-16,ETCAUD,6.02,6.25,6.02,6.25,952.18,5863.9
2019-03-15,ETCAUD,6.04,6.18,5.96,6.02,696.87,4245.79
2019-03-14,ETCAUD,5.94,6.1,5.86,6.04,462.91,2741.97
2019-03-13,ETCAUD,6.04,6.05,5.88,5.94,840.96,5016.79
2019-03-12,ETCAUD,5.95,6.04,5.86,6.04,291.74,1725.17
2019-03-11,ETCAUD,6.06,6.19,5.95,5.95,135.87,809.82
2019-03-10,ETCAUD,6.03,6.06,5.92,6.06,7.74,46.56
2019-03-09,ETCAUD,5.91,6.03,5.87,6.03,125.76,755.2
2019-03-08,ETCAUD,6.11,6.18,5.91,5.91,504.36,3053.76
2019-03-07,ETCAUD,5.86,6.28,5.86,6.11,337.34,2039.85
2019-03-06,ETCAUD,5.87,6.13,5.82,5.86,1232.61,7515.15
2019-03-05,ETCAUD,5.61,6,5.61,5.87,291.83,1733.15
2019-03-04,ETCAUD,6,6,5.6,5.61,749.83,4319.06
2019-03-03,ETCAUD,6,6,6,6,0.0,0.0
2019-03-02,ETCAUD,5.92,6.03,5.75,6,418.54,2465.67
2019-03-01,ETCAUD,5.78,5.98,5.71,5.92,546.51,3248.46
2019-02-28,ETCAUD,5.76,5.83,5.76,5.78,16.73,96.42
2019-02-27,ETCAUD,5.8,6.01,5.76,5.76,149.32,879.68
2019-02-26,ETCAUD,5.88,5.97,5.78,5.8,383.12,2250.84
2019-02-25,ETCAUD,5.93,5.93,5.63,5.88,654.26,3786.81
2019-02-24,ETCAUD,6.76,6.85,5.55,5.93,2067.37,12774.97
2019-02-23,ETCAUD,6.57,6.77,6.25,6.76,1201.53,7906.48
2019-02-22,ETCAUD,5.95,6.59,5.95,6.57,938.81,5938.8
2019-02-21,ETCAUD,6.4,6.5,5.95,5.95,941.57,5861.99
2019-02-20,ETCAUD,6.01,6.5,6.01,6.4,375.41,2404.25
2019-02-19,ETCAUD,5.94,6.64,5.94,6.01,1130.48,7236.68
2019-02-18,ETCAUD,5.7,6.03,5.51,5.94,1206.77,7027.15
2019-02-17,ETCAUD,5.68,5.74,5.45,5.7,939.73,5368.66
2019-02-16,ETCAUD,5.79,5.79,5.44,5.68,755.88,4197.44
2019-02-15,ETCAUD,5.7,5.79,5.7,5.79,34.88,201.06
2019-02-14,ETCAUD,5.6,5.71,5.02,5.7,719.91,3827.66
2019-02-13,ETCAUD,5.49,5.7,5.37,5.6,69.04,385.96
2019-02-12,ETCAUD,5.64,5.7,5.34,5.49,120.58,678.51
2019-02-11,ETCAUD,5.75,5.75,5.34,5.64,726.88,4100.71
2019-02-10,ETCAUD,5.5,5.75,5.32,5.75,34.76,187.04
2019-02-09,ETCAUD,5.63,5.81,5.33,5.5,65.34,364.98
2019-02-08,ETCAUD,5.24,5.88,5.24,5.63,555.59,3059.62
2019-02-07,ETCAUD,5.15,5.32,5.1,5.24,591.14,3082.72
2019-02-06,ETCAUD,5.24,5.24,4.94,5.15,3168.79,15937.91
2019-02-05,ETCAUD,5.33,5.33,5.24,5.24,524.89,2761.4
2019-02-04,ETCAUD,5.4,5.4,5.27,5.33,78.44,416.11
2019-02-03,ETCAUD,5.41,5.41,5.3,5.4,54.78,293.59
2019-02-02,ETCAUD,5.31,5.41,5.26,5.41,121.72,654.63
2019-02-01,ETCAUD,5.31,5.31,5.26,5.31,15.94,83.92
2019-01-31,ETCAUD,5.36,5.49,5.3,5.31,28.64,153.93
2019-01-30,ETCAUD,5.26,5.43,5.26,5.36,161.34,859.22
2019-01-29,ETCAUD,5.32,5.58,5.26,5.26,301.68,1644.85
2019-01-28,ETCAUD,5.76,5.93,5.25,5.32,2677.16,14738.76
2019-01-27,ETCAUD,5.96,5.96,5.76,5.76,198.32,1162.77
2019-01-26,ETCAUD,6,6.04,5.96,5.96,0.012,0.07233
2019-01-25,ETCAUD,6.02,6.09,6,6,39.95,242.95
2019-01-24,ETCAUD,5.93,6.02,5.91,6.02,102.65,609.85
2019-01-23,ETCAUD,6.05,6.06,5.93,5.93,669.95,4043.73
2019-01-22,ETCAUD,6.03,6.06,5.85,6.05,533.55,3145.01
2019-01-21,ETCAUD,5.89,6.03,5.88,6.03,315.6,1890.09
2019-01-20,ETCAUD,6.25,6.25,5.83,5.89,2721.7,16124.52
2019-01-19,ETCAUD,6.06,6.33,6.06,6.25,538.36,3352.33
2019-01-18,ETCAUD,6.05,6.17,6,6.06,127.03,768.31
2019-01-17,ETCAUD,5.97,6.05,5.9,6.05,229.83,1375.24
2019-01-16,ETCAUD,5.71,6.03,5.7,5.97,935.55,5495.58
2019-01-15,ETCAUD,6.07,6.13,5.71,5.71,2938.98,17714.06
2019-01-14,ETCAUD,5.93,6.17,5.82,6.07,915.72,5472.89
2019-01-13,ETCAUD,6.32,6.33,5.72,5.93,3324.84,19732.87
2019-01-12,ETCAUD,6.16,6.48,6.1,6.32,391.83,2470.9
2019-01-11,ETCAUD,5.93,6.31,5.93,6.16,641.9,3976.61
2019-01-10,ETCAUD,6.9,6.9,5.9,5.93,7921.66,49743.42
2019-01-09,ETCAUD,6.83,7.06,6.83,6.9,1083.13,7507.52
2019-01-08,ETCAUD,6.86,7.1,6.7,6.83,3897.28,26708.09
