Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume TRX,Volume ETH
2019-07-03,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-07-02,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-07-01,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-30,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-29,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-28,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-27,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-26,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-25,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-24,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-23,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-22,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-21,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-20,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-19,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-18,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-17,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-16,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-15,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-14,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-13,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-12,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-11,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-10,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-09,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-08,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-07,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-06,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-05,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-04,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-03,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-02,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-06-01,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-31,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-30,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-29,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-28,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-27,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-26,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-25,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-24,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-23,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-22,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-21,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-20,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-19,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-18,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-17,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-16,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-15,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-14,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-13,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-12,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-11,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-10,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-09,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-08,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-07,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-06,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-05,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-04,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-03,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-02,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-05-01,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-30,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-29,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-28,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-27,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-26,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-25,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-24,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-23,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-22,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-21,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-20,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-19,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-18,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-17,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-16,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-15,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-14,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-13,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-12,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-11,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-10,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-09,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-08,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-07,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-06,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-05,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-04,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-03,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-02,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-04-01,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-31,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-30,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-29,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-28,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-27,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-26,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-25,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-24,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-23,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-22,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-21,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-20,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-19,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-18,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-17,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-16,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-15,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-14,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-13,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-12,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-11,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-10,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-09,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-08,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-07,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-06,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-05,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-04,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-03,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-02,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-03-01,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-02-28,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-02-27,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
2019-02-26,TRXETH,0.000255,0.000255,0.000255,0.000255,0.0,0.0
