Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume AUD
2019-06-18 01-AM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-18 12-AM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 11-PM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 10-PM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 09-PM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 08-PM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 07-PM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 06-PM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 05-PM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 04-PM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 03-PM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 02-PM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 01-PM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 12-PM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 11-AM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 10-AM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 09-AM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 08-AM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 07-AM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 06-AM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 05-AM,BCHAUD,580,580,580,580,0.0,0.0
2019-06-17 04-AM,BCHAUD,580,580,580,580,0.0,0.0
