Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ADX,Volume ETH
2019-05-15,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-14,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-13,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-12,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-11,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-10,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-09,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-08,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-07,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-06,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-05,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-04,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-03,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-02,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-05-01,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-30,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-29,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-28,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-27,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-26,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-25,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-24,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-23,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-22,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-21,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-20,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-19,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-18,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-17,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-16,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-15,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-14,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-13,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-12,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-11,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-10,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-09,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-08,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-07,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-06,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-05,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-04,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-03,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-02,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-04-01,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-31,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-30,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-29,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-28,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-27,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-26,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-25,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-24,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-23,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-22,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-21,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-20,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-19,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-18,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-17,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-16,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-15,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-14,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-13,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-12,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-11,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-10,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-09,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-08,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-07,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-06,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-05,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-04,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-03,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-02,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-03-01,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-28,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-27,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-26,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-25,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-24,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-23,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-22,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-21,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-20,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-19,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-18,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-17,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-16,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-15,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-14,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-13,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-12,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-11,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-10,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-09,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-08,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-07,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-06,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-05,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-04,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-03,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-02,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-02-01,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-01-31,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-01-30,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-01-29,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-01-28,ADXETH,0.0008487,0.0008487,0.0008487,0.0008487,0.0,0.0
2019-01-27,ADXETH,0.0008856,0.0008893,0.0008339,0.0008487,4051.07,3.46
2019-01-26,ADXETH,0.0009003,0.0009194,0.0008801,0.0008856,3460.28,3.11
2019-01-25,ADXETH,0.0009303,0.0009303,0.0008958,0.0009003,1179.75,1.06
2019-01-24,ADXETH,0.0009054,0.000944,0.0008977,0.0009303,1354.26,1.25
2019-01-23,ADXETH,0.0008981,0.001016,0.0008662,0.0009054,6684.08,6.29
2019-01-22,ADXETH,0.0008771,0.0009582,0.0008715,0.0008981,3726.06,3.41
2019-01-21,ADXETH,0.0008687,0.0008841,0.0008539,0.0008771,5346.03,4.62
2019-01-20,ADXETH,0.0008875,0.0009457,0.0008504,0.0008687,29217.11,25.68
2019-01-19,ADXETH,0.000812,0.001069,0.0008057,0.0008875,38882.69,34.08
2019-01-18,ADXETH,0.0008229,0.0008245,0.0007839,0.000812,51305.04,41.38
2019-01-17,ADXETH,0.0007861,0.0008499,0.0007841,0.0008229,73964.0,60.16
2019-01-16,ADXETH,0.0007792,0.0007875,0.0007642,0.0007861,73704.08,57.67
2019-01-15,ADXETH,0.0007286,0.0007902,0.0007261,0.0007792,90383.48,67.92
2019-01-14,ADXETH,0.0007508,0.000771,0.0007178,0.0007286,47869.92,35.27
2019-01-13,ADXETH,0.0007334,0.0007633,0.0007334,0.0007508,62767.19,46.63
2019-01-12,ADXETH,0.0007292,0.0007364,0.0007165,0.0007334,73397.06,53.23
2019-01-11,ADXETH,0.0007218,0.0007381,0.0007098,0.0007292,80505.29,58.39
2019-01-10,ADXETH,0.0007333,0.0007712,0.0007169,0.0007218,98017.51,71.32
2019-01-09,ADXETH,0.0007194,0.0007374,0.0007107,0.0007333,94606.51,68.6
2019-01-08,ADXETH,0.0007189,0.000743,0.0007187,0.0007194,150402.68,108.56
2019-01-07,ADXETH,0.0007143,0.0007228,0.000709,0.0007189,130215.96,93.11
2019-01-06,ADXETH,0.0006994,0.0007187,0.0006963,0.0007143,123035.91,86.94
2019-01-05,ADXETH,0.0007122,0.0007228,0.0006869,0.0006994,140093.42,97.18
2019-01-04,ADXETH,0.0007154,0.0007339,0.0007033,0.0007122,86027.35,61.46
2019-01-03,ADXETH,0.0007023,0.0007275,0.000688,0.0007154,114615.45,80.96
2019-01-02,ADXETH,0.0007416,0.0007613,0.0006987,0.0007023,131757.22,95.03
2019-01-01,ADXETH,0.000725,0.0007739,0.0007246,0.0007416,121570.62,90.12
2018-12-31,ADXETH,0.0007329,0.0007409,0.0007107,0.000725,148687.26,107.78
2018-12-30,ADXETH,0.0007272,0.0007564,0.0007254,0.0007329,116986.74,86.64
2018-12-29,ADXETH,0.0007553,0.0007631,0.0007089,0.0007272,85081.09,63.14
2018-12-28,ADXETH,0.0008134,0.0008907,0.0007485,0.0007553,91452.61,73.03
2018-12-27,ADXETH,0.0007795,0.0008187,0.0007753,0.0008134,145491.26,114.61
2018-12-26,ADXETH,0.0007824,0.0007993,0.0007676,0.0007795,166934.37,129.95
2018-12-25,ADXETH,0.0008159,0.0008314,0.0007743,0.0007824,127462.71,101.02
2018-12-24,ADXETH,0.0008593,0.0008602,0.0007545,0.0008159,134416.58,108.07
2018-12-23,ADXETH,0.0009372,0.0009816,0.0008379,0.0008593,126799.55,110.47
2018-12-22,ADXETH,0.0009066,0.001002,0.0009065,0.0009372,132401.29,123.88
2018-12-21,ADXETH,0.0009345,0.0009503,0.0008647,0.0009066,147799.64,133.05
2018-12-20,ADXETH,0.001004,0.001034,0.0009104,0.0009345,138006.72,132.77
2018-12-19,ADXETH,0.0009727,0.001047,0.0009613,0.001004,148104.36,145.15
2018-12-18,ADXETH,0.00101,0.00102,0.0009682,0.0009727,153391.09,153.18
2018-12-17,ADXETH,0.0009903,0.001139,0.0009896,0.00101,152682.46,161.11
2018-12-16,ADXETH,0.0009969,0.001007,0.0009665,0.0009903,145789.12,143.88
2018-12-15,ADXETH,0.001015,0.001015,0.0009877,0.0009969,156768.16,157.18
2018-12-14,ADXETH,0.001033,0.001075,0.001006,0.001015,142685.66,147.29
2018-12-13,ADXETH,0.001032,0.001076,0.001018,0.001033,150264.2,155.91
2018-12-12,ADXETH,0.00104,0.001042,0.0009969,0.001032,147500.55,148.74
2018-12-11,ADXETH,0.001113,0.001113,0.0009963,0.00104,125364.23,128.12
2018-12-10,ADXETH,0.0009761,0.001203,0.0009761,0.001113,136877.33,149.59
2018-12-09,ADXETH,0.0009441,0.0009761,0.0009264,0.0009761,153452.84,145.21
2018-12-08,ADXETH,0.0009493,0.0009569,0.0009218,0.0009441,173137.57,162.67
2018-12-07,ADXETH,0.00102,0.001025,0.0009045,0.0009493,187571.52,180.22
2018-12-06,ADXETH,0.001062,0.001132,0.00097,0.00102,161831.47,162.66
2018-12-05,ADXETH,0.001063,0.001066,0.001014,0.001062,132352.0,137.64
2018-12-04,ADXETH,0.001004,0.001331,0.001004,0.001063,130635.44,145.16
2018-12-03,ADXETH,0.001065,0.001065,0.0009756,0.001004,135795.02,134.92
2018-12-02,ADXETH,0.001223,0.001223,0.001026,0.001065,108061.08,115.03
2018-12-01,ADXETH,0.0008342,0.001469,0.0008342,0.001223,128295.44,147.07
2018-11-30,ADXETH,0.0008959,0.0008983,0.0008128,0.0008342,142477.65,120.1
2018-11-29,ADXETH,0.0009167,0.00092,0.0008644,0.0008959,171322.87,153.17
2018-11-28,ADXETH,0.0008602,0.001049,0.0008589,0.0009167,158839.7,145.18
2018-11-27,ADXETH,0.0007768,0.0009141,0.0007763,0.0008602,145192.65,115.25
2018-11-26,ADXETH,0.0007552,0.0008225,0.0007518,0.0007768,163567.42,127.09
2018-11-25,ADXETH,0.0007969,0.0008088,0.0007209,0.0007552,151758.33,115.48
2018-11-24,ADXETH,0.0008112,0.0008578,0.0007946,0.0007969,131284.86,108.39
2018-11-23,ADXETH,0.0007766,0.0009402,0.00076,0.0008112,130956.01,104.93
2018-11-22,ADXETH,0.0007664,0.0008134,0.00076,0.0007766,93446.25,72.47
2018-11-21,ADXETH,0.000765,0.0008002,0.0007388,0.0007664,77931.91,59.88
2018-11-20,ADXETH,0.0007572,0.0007736,0.0006714,0.000765,144745.28,105.06
2018-11-19,ADXETH,0.0008597,0.0008631,0.0007492,0.0007572,118408.75,95.08
2018-11-18,ADXETH,0.0008386,0.0008679,0.0008307,0.0008597,113380.48,95.45
2018-11-17,ADXETH,0.0008277,0.0008465,0.0008089,0.0008386,109225.51,90.9
2018-11-16,ADXETH,0.00083,0.000848,0.000823,0.0008277,116113.46,97.16
2018-11-15,ADXETH,0.0008825,0.000927,0.0008033,0.00083,109293.03,92.13
2018-11-14,ADXETH,0.0009617,0.0009702,0.0008589,0.0008825,70723.44,63.52
2018-11-13,ADXETH,0.0009917,0.00101,0.0009567,0.0009617,98831.92,97.75
2018-11-12,ADXETH,0.001021,0.001025,0.0009799,0.0009917,83856.86,83.02
2018-11-11,ADXETH,0.0009984,0.001082,0.0009965,0.001021,91361.13,93.27
2018-11-10,ADXETH,0.001001,0.001003,0.0009859,0.0009984,77202.53,76.88
2018-11-09,ADXETH,0.001011,0.001019,0.000996,0.001001,86169.32,86.75
2018-11-08,ADXETH,0.00102,0.001027,0.001006,0.001011,80699.13,82.1
2018-11-07,ADXETH,0.0009786,0.001027,0.0009725,0.00102,89186.77,89.75
2018-11-06,ADXETH,0.001039,0.001039,0.0009756,0.0009786,78812.96,78.62
2018-11-05,ADXETH,0.001072,0.001074,0.001032,0.001039,84168.9,88.3
2018-11-04,ADXETH,0.001131,0.001131,0.001036,0.001072,78580.65,85.12
2018-11-03,ADXETH,0.00115,0.001154,0.001113,0.001131,80618.02,91.04
2018-11-02,ADXETH,0.001175,0.001181,0.001147,0.00115,81268.12,94.69
2018-11-01,ADXETH,0.00114,0.001179,0.001138,0.001175,65857.03,76.1
2018-10-31,ADXETH,0.001153,0.001154,0.001103,0.00114,62275.94,70.78
2018-10-30,ADXETH,0.00109,0.001171,0.001075,0.001153,85581.91,95.79
2018-10-29,ADXETH,0.001134,0.001135,0.001087,0.00109,77748.03,86.16
2018-10-28,ADXETH,0.001119,0.001142,0.001112,0.001134,85817.41,96.31
2018-10-27,ADXETH,0.001138,0.001148,0.001112,0.001119,60975.1,69.19
2018-10-26,ADXETH,0.001163,0.001167,0.001118,0.001138,61340.38,69.97
2018-10-25,ADXETH,0.001144,0.001176,0.001129,0.001163,78781.37,90.02
2018-10-24,ADXETH,0.001147,0.001167,0.001125,0.001144,59750.07,68.07
2018-10-23,ADXETH,0.001193,0.001202,0.001146,0.001147,71714.43,83.6
2018-10-22,ADXETH,0.001202,0.001203,0.001162,0.001193,67493.73,79.78
2018-10-21,ADXETH,0.001269,0.001308,0.001189,0.001202,51116.77,62.96
2018-10-20,ADXETH,0.001157,0.001368,0.001137,0.001269,59978.91,74.9
2018-10-19,ADXETH,0.001061,0.001182,0.001045,0.001157,72235.84,77.68
2018-10-18,ADXETH,0.001047,0.001073,0.001042,0.001061,78190.88,82.82
2018-10-17,ADXETH,0.001042,0.001051,0.001014,0.001047,65069.18,67.43
2018-10-16,ADXETH,0.0009688,0.001091,0.0009679,0.001042,87771.9,90.98
2018-10-15,ADXETH,0.001028,0.001033,0.0009179,0.0009688,72513.25,70.27
2018-10-14,ADXETH,0.001042,0.001046,0.001005,0.001028,57974.0,59.42
2018-10-13,ADXETH,0.0009829,0.001057,0.0009772,0.001042,47189.04,47.93
2018-10-12,ADXETH,0.001,0.001057,0.000979,0.0009829,40368.29,40.49
2018-10-11,ADXETH,0.00103,0.001221,0.0009704,0.001,59608.06,62.5
2018-10-10,ADXETH,0.0009174,0.001221,0.000906,0.00103,75383.13,79.46
2018-10-09,ADXETH,0.0009202,0.0009368,0.0009114,0.0009174,28571.74,26.29
2018-10-08,ADXETH,0.0009534,0.0009542,0.0009157,0.0009202,35853.58,33.43
2018-10-07,ADXETH,0.0008898,0.0009595,0.0008864,0.0009534,41803.25,37.66
2018-10-06,ADXETH,0.0009088,0.0009147,0.0008893,0.0008898,29862.42,26.97
2018-10-05,ADXETH,0.0008903,0.0009441,0.0008889,0.0009088,42058.9,38.33
2018-10-04,ADXETH,0.0008813,0.0008978,0.0008647,0.0008903,40079.09,35.13
2018-10-03,ADXETH,0.000889,0.000889,0.0008714,0.0008813,41423.91,36.36
2018-10-02,ADXETH,0.0008703,0.000893,0.0008703,0.000889,47931.43,42.41
2018-10-01,ADXETH,0.000871,0.0008828,0.0008638,0.0008703,33158.48,28.95
2018-09-30,ADXETH,0.0008896,0.0009482,0.000868,0.000871,40312.56,35.85
2018-09-29,ADXETH,0.0009019,0.0009061,0.0008483,0.0008896,45724.4,40.12
2018-09-28,ADXETH,0.0008909,0.0009048,0.0008703,0.0009019,37581.17,33.25
2018-09-27,ADXETH,0.0009047,0.000937,0.0008878,0.0008909,75498.17,68.15
2018-09-26,ADXETH,0.0009,0.0009281,0.0008942,0.0009047,77177.64,70.11
2018-09-25,ADXETH,0.0008196,0.001076,0.0008161,0.0009,111321.61,102.62
2018-09-24,ADXETH,0.0008126,0.0008377,0.0007963,0.0008196,71800.61,58.31
2018-09-23,ADXETH,0.0008052,0.0008411,0.000805,0.0008126,75799.37,62.31
2018-09-22,ADXETH,0.0008098,0.0008503,0.0007883,0.0008052,83662.53,67.33
2018-09-21,ADXETH,0.000823,0.0009231,0.0008022,0.0008098,102761.6,85.31
2018-09-20,ADXETH,0.000831,0.0008638,0.000812,0.000823,108077.5,89.54
2018-09-19,ADXETH,0.0008456,0.0008544,0.0008291,0.000831,96999.54,81.68
2018-09-18,ADXETH,0.0008631,0.0008761,0.0008456,0.0008456,73625.74,63.76
2018-09-17,ADXETH,0.0008521,0.0009441,0.0008348,0.0008631,83054.64,72.2
2018-09-16,ADXETH,0.0008787,0.0009109,0.0008171,0.0008521,109707.14,92.45
2018-09-15,ADXETH,0.0007769,0.0008914,0.0007516,0.0008787,100159.77,77.04
2018-09-14,ADXETH,0.000792,0.0008168,0.0007599,0.0007769,95894.03,74.86
2018-09-13,ADXETH,0.0008452,0.0008479,0.0007861,0.000792,105662.02,86.89
2018-09-12,ADXETH,0.0008616,0.0009001,0.0008408,0.0008452,164607.1,142.41
2018-09-11,ADXETH,0.0008673,0.0008729,0.0008471,0.0008616,191841.91,165.2
2018-09-10,ADXETH,0.0008915,0.0009069,0.0008534,0.0008673,230334.11,201.78
2018-09-09,ADXETH,0.0008081,0.0009368,0.0008079,0.0008915,239570.2,202.43
2018-09-08,ADXETH,0.0007812,0.0008291,0.0007714,0.0008081,175737.02,138.21
2018-09-07,ADXETH,0.0007605,0.0007813,0.0007439,0.0007812,191812.79,145.25
2018-09-06,ADXETH,0.0007441,0.0007637,0.0007163,0.0007605,227162.44,166.52
2018-09-05,ADXETH,0.0007775,0.0007928,0.0007349,0.0007441,174818.57,132.56
2018-09-04,ADXETH,0.0007736,0.0007788,0.0007585,0.0007775,154430.57,118.46
2018-09-03,ADXETH,0.0007347,0.0007846,0.0007346,0.0007736,187331.97,140.65
2018-09-02,ADXETH,0.0007562,0.0007569,0.000731,0.0007347,225389.47,168.5
2018-09-01,ADXETH,0.0007451,0.0007987,0.0007405,0.0007562,364600.95,277.58
2018-08-31,ADXETH,0.0007274,0.0007586,0.0007234,0.0007451,207329.81,153.09
2018-08-30,ADXETH,0.0007322,0.0007395,0.0006951,0.0007274,257242.2,184.24
2018-08-29,ADXETH,0.0007131,0.0007355,0.0006959,0.0007322,308394.47,219.19
