Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTG,Volume KRW
2019-02-08 02-AM,BTGKRW,10280,10350,10270,10320,939.21,9672704.84
2019-02-08 01-AM,BTGKRW,10300,10350,10280,10280,8893.54,91766627.49
2019-02-08 12-AM,BTGKRW,10290,10350,10290,10300,5137.08,53095799.06
2019-02-07 11-PM,BTGKRW,10390,10450,10290,10290,9189346.83,95346716200.44
2019-02-07 10-PM,BTGKRW,10390,10450,10360,10390,10294238.13,106954809322.85
2019-02-07 09-PM,BTGKRW,10430,10500,10350,10390,11623674.67,121097478816.66
2019-02-07 08-PM,BTGKRW,10470,10500,10430,10430,7055986.28,73656753855.45
2019-02-07 07-PM,BTGKRW,10560,10590,10380,10470,1592899.31,16706229801.18
2019-02-07 06-PM,BTGKRW,10540,10600,10380,10560,1439026.8,15164267418.16
2019-02-07 05-PM,BTGKRW,10460,10630,10460,10540,49069.93,518886505.55
2019-02-07 04-PM,BTGKRW,10440,10570,10440,10460,640.78,6715659.52
2019-02-07 03-PM,BTGKRW,10480,10490,10440,10440,545.29,5713125.87
2019-02-07 02-PM,BTGKRW,10500,10500,10370,10480,756.58,7908326.36
2019-02-07 01-PM,BTGKRW,10500,10520,10420,10500,170.61,1786473.0
2019-02-07 12-PM,BTGKRW,10530,10650,10450,10500,885.79,9367714.01
2019-02-07 11-AM,BTGKRW,10420,10530,10420,10530,382.72,4013784.52
2019-02-07 10-AM,BTGKRW,10450,10590,10410,10420,1070.97,11289656.66
2019-02-07 09-AM,BTGKRW,10340,10500,10340,10450,1521.29,15835403.39
2019-02-07 08-AM,BTGKRW,10350,10400,10330,10340,474.58,4916820.06
2019-02-07 07-AM,BTGKRW,10350,10420,10350,10350,8.42,87169.6
2019-02-07 06-AM,BTGKRW,10410,10410,10330,10350,511.86,5298218.56
2019-02-07 05-AM,BTGKRW,10360,10430,10320,10410,2224.88,23106002.4
2019-02-07 04-AM,BTGKRW,10360,10430,10350,10360,1480.11,15368138.4
2019-02-07 03-AM,BTGKRW,10360,10360,10310,10360,47.54,490767.26
2019-02-07 02-AM,BTGKRW,10270,10360,10270,10360,324.37,3356414.31
2019-02-07 01-AM,BTGKRW,10250,10370,10230,10270,651.69,6746485.5
2019-02-07 12-AM,BTGKRW,10200,10310,10190,10250,1309.52,13376963.3
2019-02-06 11-PM,BTGKRW,10390,10400,10200,10200,4341777.76,45049398792.38
2019-02-06 10-PM,BTGKRW,10390,10810,10340,10390,10106456.0,105006282661.94
2019-02-06 09-PM,BTGKRW,10390,10430,10350,10390,2266813.03,23561501739.35
2019-02-06 08-PM,BTGKRW,10380,10400,10370,10390,1435216.02,14911894471.45
2019-02-06 07-PM,BTGKRW,10380,10380,10380,10380,199.22,2067876.61
2019-02-06 06-PM,BTGKRW,10500,10500,10380,10380,190.11,1975220.49
2019-02-06 05-PM,BTGKRW,10310,10510,10310,10500,1301.37,13573572.41
2019-02-06 04-PM,BTGKRW,10250,10490,10250,10310,3934.58,40866484.55
2019-02-06 03-PM,BTGKRW,10170,10300,10160,10250,1666.35,17096889.81
2019-02-06 02-PM,BTGKRW,10180,10270,10160,10170,241.62,2463260.06
2019-02-06 01-PM,BTGKRW,10230,10230,10180,10180,754.71,7697591.18
2019-02-06 12-PM,BTGKRW,10220,10230,10160,10230,1076.3,10955905.36
2019-02-06 11-AM,BTGKRW,10240,10240,10160,10220,929.98,9473562.35
2019-02-06 10-AM,BTGKRW,10220,10280,10200,10240,1039.44,10612109.98
2019-02-06 09-AM,BTGKRW,10210,10290,10210,10220,226.1,2315915.57
2019-02-06 08-AM,BTGKRW,10240,10260,10200,10210,756.01,7741107.34
2019-02-06 07-AM,BTGKRW,10270,10270,10200,10240,576.61,5889940.13
2019-02-06 06-AM,BTGKRW,10200,10270,10200,10270,754.31,7721122.17
2019-02-06 05-AM,BTGKRW,10270,10300,10180,10200,1073.59,10952758.23
2019-02-06 04-AM,BTGKRW,10260,10270,10200,10270,647.12,6628775.06
2019-02-06 03-AM,BTGKRW,10370,10370,10260,10260,864.95,8895268.18
2019-02-06 02-AM,BTGKRW,10270,10370,10200,10370,1168.33,11979876.38
2019-02-06 01-AM,BTGKRW,10540,10540,10270,10270,3719.0,38638077.05
2019-02-06 12-AM,BTGKRW,10600,10600,10500,10540,1166.3,12289240.11
2019-02-05 11-PM,BTGKRW,10610,10610,10510,10600,699.17,7374038.21
2019-02-05 10-PM,BTGKRW,10550,10610,10550,10610,9.08,95992.78
2019-02-05 09-PM,BTGKRW,10550,10550,10550,10550,260.92,2752710.22
2019-02-05 08-PM,BTGKRW,10550,10550,10550,10550,27.82,293450.36
2019-02-05 07-PM,BTGKRW,10550,10550,10550,10550,0.0,0.0
2019-02-05 06-PM,BTGKRW,10620,10620,10550,10550,345.12,3644281.73
2019-02-05 05-PM,BTGKRW,10600,10620,10560,10620,66.91,708558.42
2019-02-05 04-PM,BTGKRW,10600,10600,10560,10600,72.23,765009.84
2019-02-05 03-PM,BTGKRW,10610,10620,10560,10600,140849.97,1491762138.0
2019-02-05 02-PM,BTGKRW,10600,10620,10600,10610,460.18,4883048.0
2019-02-05 01-PM,BTGKRW,10580,10600,10580,10600,51.26,542385.78
2019-02-05 12-PM,BTGKRW,10650,10650,10550,10580,352.4,3722101.93
2019-02-05 11-AM,BTGKRW,10590,10650,10590,10650,497.57,5277326.63
2019-02-05 10-AM,BTGKRW,10640,10640,10590,10590,145.84,1546470.61
2019-02-05 09-AM,BTGKRW,10560,10640,10550,10640,615.49,6505400.54
2019-02-05 08-AM,BTGKRW,10610,10610,10550,10560,436.3,4607119.54
2019-02-05 07-AM,BTGKRW,10600,10620,10530,10610,923.89,9798163.3
2019-02-05 06-AM,BTGKRW,10650,10680,10560,10600,248.87,2638930.34
2019-02-05 05-AM,BTGKRW,10740,10740,10650,10650,896.94,9561180.41
2019-02-05 04-AM,BTGKRW,10660,10740,10660,10740,103.45,1107004.66
2019-02-05 03-AM,BTGKRW,10730,10730,10660,10660,38.72,413187.34
2019-02-05 02-AM,BTGKRW,10730,10750,10660,10730,763.66,8181806.72
2019-02-05 01-AM,BTGKRW,10760,10760,10700,10730,740.79,7949819.68
2019-02-05 12-AM,BTGKRW,10820,10820,10750,10760,50.78,546033.22
2019-02-04 11-PM,BTGKRW,10750,10820,10750,10820,246.13,2658040.0
2019-02-04 10-PM,BTGKRW,10860,10860,10750,10750,155.08,1673348.98
2019-02-04 09-PM,BTGKRW,10910,10950,10860,10860,68.93,750271.89
2019-02-04 08-PM,BTGKRW,10890,10910,10820,10910,134.13,1455807.4
2019-02-04 07-PM,BTGKRW,10710,11010,10710,10890,1874.48,20487046.85
2019-02-04 06-PM,BTGKRW,10750,10810,10690,10710,326.12,3515590.89
2019-02-04 05-PM,BTGKRW,10750,10760,10750,10750,86.14,926248.93
2019-02-04 04-PM,BTGKRW,10720,10840,10690,10750,32058.03,343724309.92
2019-02-04 03-PM,BTGKRW,10700,10730,10700,10720,19382.26,207763079.93
2019-02-04 02-PM,BTGKRW,10890,10890,10520,10700,3363.51,35950783.83
2019-02-04 01-PM,BTGKRW,10800,10970,10800,10890,657.9,7137200.38
2019-02-04 12-PM,BTGKRW,10670,11230,10630,10800,5301.53,57537526.06
2019-02-04 11-AM,BTGKRW,10710,10710,10670,10670,1061.42,11346929.29
2019-02-04 10-AM,BTGKRW,10730,10760,10700,10710,190.73,2047596.74
2019-02-04 09-AM,BTGKRW,10670,10750,10670,10730,466.3,4990739.58
2019-02-04 08-AM,BTGKRW,10780,10800,10670,10670,1074.65,11545343.64
2019-02-04 07-AM,BTGKRW,10750,10810,10730,10780,199.04,2142952.72
2019-02-04 06-AM,BTGKRW,10800,10850,10750,10750,348.99,3758628.59
2019-02-04 05-AM,BTGKRW,10720,10810,10720,10800,652.88,7019600.03
2019-02-04 04-AM,BTGKRW,10720,10760,10720,10720,892.29,9567212.65
2019-02-04 03-AM,BTGKRW,10690,10770,10680,10720,517.45,5554802.29
2019-02-04 02-AM,BTGKRW,10780,10780,10690,10690,417.55,4480632.02
2019-02-04 01-AM,BTGKRW,10680,10780,10670,10780,351.06,3753605.71
2019-02-04 12-AM,BTGKRW,10650,10760,10640,10680,1683.41,18027760.3
2019-02-03 11-PM,BTGKRW,10700,10700,10640,10650,414.78,4433916.94
2019-02-03 10-PM,BTGKRW,10740,10760,10620,10700,4164239.81,44641286320.16
2019-02-03 09-PM,BTGKRW,10770,10770,10720,10740,8484574.2,91190398335.45
2019-02-03 08-PM,BTGKRW,10770,10810,10710,10770,2262995.25,24354445266.38
2019-02-03 07-PM,BTGKRW,10780,10830,10770,10770,66.96,724415.16
2019-02-03 06-PM,BTGKRW,10850,10850,10780,10780,129.16,1392376.06
2019-02-03 05-PM,BTGKRW,10780,10850,10780,10850,1.86,20172.88
2019-02-03 04-PM,BTGKRW,10820,10820,10760,10780,498.43,5368949.1
2019-02-03 03-PM,BTGKRW,10800,10820,10790,10820,761.41,8220602.1
2019-02-03 02-PM,BTGKRW,10860,10860,10800,10800,321.84,3478043.86
2019-02-03 01-PM,BTGKRW,10800,10860,10800,10860,170.38,1841165.67
2019-02-03 12-PM,BTGKRW,10900,10900,10800,10800,408.92,4425191.33
2019-02-03 11-AM,BTGKRW,10900,10900,10840,10900,380.73,4137720.25
2019-02-03 10-AM,BTGKRW,10840,10900,10810,10900,604.51,6562620.65
2019-02-03 09-AM,BTGKRW,10840,10900,10830,10840,703.62,7637375.77
2019-02-03 08-AM,BTGKRW,10890,10890,10830,10840,1019.14,11049369.17
2019-02-03 07-AM,BTGKRW,10920,10920,10880,10890,1470.94,16028915.72
2019-02-03 06-AM,BTGKRW,10940,10980,10900,10920,984.74,10760000.72
2019-02-03 05-AM,BTGKRW,10940,10990,10930,10940,411.09,4499477.67
2019-02-03 04-AM,BTGKRW,10990,10990,10940,10940,594.53,6512794.07
2019-02-03 03-AM,BTGKRW,10980,11000,10950,10990,237.57,2603738.81
2019-02-03 02-AM,BTGKRW,10980,10980,10940,10980,132.97,1459271.18
2019-02-03 01-AM,BTGKRW,10920,10980,10910,10980,1202.2,13130476.79
2019-02-03 12-AM,BTGKRW,10970,10990,10910,10920,1087.71,11917426.22
2019-02-02 11-PM,BTGKRW,10900,10990,10860,10970,1184353.86,12909498316.34
2019-02-02 10-PM,BTGKRW,10950,10980,10890,10900,8443102.73,92277174896.95
2019-02-02 09-PM,BTGKRW,10950,10970,10870,10950,7458796.71,81583086677.18
2019-02-02 08-PM,BTGKRW,10870,10950,10870,10950,4895459.18,53598151914.55
2019-02-02 07-PM,BTGKRW,10950,10950,10870,10870,236.28,2569490.85
2019-02-02 06-PM,BTGKRW,10890,10950,10880,10950,1.36,14917.62
2019-02-02 05-PM,BTGKRW,10900,10900,10880,10890,136.9,1490504.18
2019-02-02 04-PM,BTGKRW,10920,10980,10900,10900,817.58,8940938.75
2019-02-02 03-PM,BTGKRW,10960,11000,10920,10920,531.3,5807987.44
2019-02-02 02-PM,BTGKRW,10910,11000,10900,10960,882.74,9678424.65
2019-02-02 01-PM,BTGKRW,10990,11000,10900,10910,151.28,1649982.21
2019-02-02 12-PM,BTGKRW,11000,11000,10900,10990,941.31,10295439.22
2019-02-02 11-AM,BTGKRW,10930,11050,10910,11000,31302.15,342764456.66
2019-02-02 10-AM,BTGKRW,10910,10990,10910,10930,36218.34,396445663.33
2019-02-02 09-AM,BTGKRW,10800,10910,10770,10910,7163.6,77458823.53
2019-02-02 08-AM,BTGKRW,10830,10860,10760,10800,36374.16,393832015.94
2019-02-02 07-AM,BTGKRW,10890,10890,10800,10830,30494.17,330479772.08
2019-02-02 06-AM,BTGKRW,10980,10980,10800,10890,2043.82,22177244.86
2019-02-02 05-AM,BTGKRW,10980,11050,10890,10980,1522.66,16682820.62
2019-02-02 04-AM,BTGKRW,11060,11060,10970,10980,828.34,9109258.9
2019-02-02 03-AM,BTGKRW,11090,11090,10960,11060,134.0,1472414.12
2019-02-02 02-AM,BTGKRW,11000,11090,10900,11090,862.22,9440037.94
2019-02-02 01-AM,BTGKRW,11070,11070,11000,11000,1211.57,13390320.57
2019-02-02 12-AM,BTGKRW,11050,11190,10970,11070,1138.05,12637149.55
2019-02-01 11-PM,BTGKRW,11170,11170,10950,11050,269.77,2991796.53
2019-02-01 10-PM,BTGKRW,10980,11170,10940,11170,561559.09,6165759659.19
2019-02-01 09-PM,BTGKRW,11010,11090,11010,11010,2583737.02,28447352619.89
2019-02-01 08-PM,BTGKRW,11000,11100,10940,11040,3086179.03,34043110989.55
2019-02-01 07-PM,BTGKRW,10990,11010,10970,10970,4101270.83,44999283614.38
2019-02-01 06-PM,BTGKRW,10820,10900,10810,10810,53.22,576372.25
2019-02-01 05-PM,BTGKRW,10820,10830,10820,10820,155.15,1679113.95
2019-02-01 04-PM,BTGKRW,10890,10910,10820,10820,95870.85,1041074566.27
2019-02-01 03-PM,BTGKRW,10940,10940,10810,10890,1031.14,11188092.97
2019-02-01 02-PM,BTGKRW,11020,11030,10860,10940,1740.17,19023461.91
2019-02-01 01-PM,BTGKRW,10960,11020,10880,11020,909.92,9927248.5
2019-02-01 12-PM,BTGKRW,11000,11130,10810,10960,4723.16,52045193.87
2019-02-01 11-AM,BTGKRW,10780,11040,10780,11000,1672.13,18329082.54
2019-02-01 10-AM,BTGKRW,10650,10840,10650,10780,1155.55,12437766.53
2019-02-01 09-AM,BTGKRW,10710,10770,10650,10650,903.07,9659712.02
2019-02-01 08-AM,BTGKRW,10620,10720,10600,10710,2240.91,23837952.35
2019-02-01 07-AM,BTGKRW,10610,10630,10610,10620,262.36,2785597.28
2019-02-01 06-AM,BTGKRW,10590,10690,10590,10610,806.1,8566476.62
2019-02-01 05-AM,BTGKRW,10560,10680,10560,10590,633.65,6737991.82
2019-02-01 04-AM,BTGKRW,10630,10630,10560,10560,119.1,1258648.25
2019-02-01 03-AM,BTGKRW,10600,10660,10530,10630,615.37,6489775.76
2019-02-01 02-AM,BTGKRW,10630,10670,10520,10600,1246.76,13211991.51
2019-02-01 01-AM,BTGKRW,10800,10800,10630,10630,1753.27,18772589.4
2019-02-01 12-AM,BTGKRW,10880,10880,10800,10800,311.8,3373835.87
2019-01-31 11-PM,BTGKRW,10850,10900,10800,10880,1010.13,10958298.96
2019-01-31 10-PM,BTGKRW,10850,10850,10740,10850,3304397.04,35779115100.31
2019-01-31 09-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 08-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 07-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 06-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 05-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 04-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 03-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 02-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 01-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 12-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 11-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 10-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 09-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 08-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 07-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 06-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 05-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 04-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 03-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 02-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 01-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-31 12-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 11-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 10-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 09-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 08-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 07-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 06-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 05-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 04-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 03-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 02-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 01-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 12-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 11-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 10-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 09-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 08-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 07-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 06-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 05-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 04-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 03-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 02-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 01-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-30 12-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 11-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 10-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 09-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 08-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 07-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 06-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 05-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 04-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 03-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 02-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 01-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 12-PM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 11-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 10-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 09-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 08-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 07-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 06-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 05-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 04-AM,BTGKRW,12020,12020,12020,12020,0.0,0.0
2019-01-29 03-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-29 02-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-29 01-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-29 12-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 11-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 10-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 09-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 08-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 07-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 06-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 05-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 04-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 03-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 02-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 01-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 12-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 11-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 10-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 09-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 08-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 07-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 06-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 05-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 04-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 03-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 02-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 01-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-28 12-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 11-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 10-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 09-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 08-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 07-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 06-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 05-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 04-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 03-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 02-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 01-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 12-PM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 11-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 10-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 09-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 08-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 07-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 06-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 05-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 04-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 03-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 02-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 01-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-27 12-AM,BTGKRW,20790,20790,20790,20790,0.0,0.0
2019-01-26 11-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 10-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 09-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 08-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 07-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 06-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 05-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 04-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 03-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 02-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 01-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 12-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 11-AM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 10-AM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 09-AM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 08-AM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 07-AM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 06-AM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 05-AM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 04-AM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 03-AM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 02-AM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 01-AM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-26 12-AM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-25 11-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-25 10-PM,BTGKRW,21100,21100,21100,21100,0.0,0.0
2019-01-25 09-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 08-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 07-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 06-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 05-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 04-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 03-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 02-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 01-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 12-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 11-AM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 10-AM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 09-AM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 08-AM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 07-AM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 06-AM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 05-AM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 04-AM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 03-AM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 02-AM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 01-AM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-25 12-AM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-24 11-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-24 10-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-24 09-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-24 08-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-24 07-PM,BTGKRW,20860,20860,20860,20860,0.0,0.0
2019-01-24 06-PM,BTGKRW,21180,21180,21180,21180,0.0,0.0
