Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume EUR
2019-08-07 03-AM,ETHEUR,202.3,202.3,201.99,201.99,0.04956,10.01
2019-08-07 02-AM,ETHEUR,201.02,202.98,201.02,202.3,336.92,68274.62
2019-08-07 01-AM,ETHEUR,200.75,201.99,200.61,201.02,41.54,8359.46
2019-08-07 12-AM,ETHEUR,201.67,201.67,199.95,200.75,153.24,30822.83
2019-08-06 11-PM,ETHEUR,200.32,202.26,199.95,201.67,90.22,18122.46
2019-08-06 10-PM,ETHEUR,199.98,201.12,199.18,200.32,199.08,39818.84
2019-08-06 09-PM,ETHEUR,201.68,201.88,198.65,199.98,635.41,127001.55
2019-08-06 08-PM,ETHEUR,203.27,203.62,200.59,201.68,571.47,115602.76
2019-08-06 07-PM,ETHEUR,204.15,205.24,202.75,203.27,309.78,63286.73
2019-08-06 06-PM,ETHEUR,204.36,204.67,203.6,204.15,161.12,32914.25
2019-08-06 05-PM,ETHEUR,205.41,205.68,203.92,204.36,435.72,89437.64
2019-08-06 04-PM,ETHEUR,203.46,205.89,203.46,205.41,249.5,51079.9
2019-08-06 03-PM,ETHEUR,204.96,204.96,203.46,203.46,274.63,56181.58
2019-08-06 02-PM,ETHEUR,205.8,206,204.2,204.96,168.54,34534.01
2019-08-06 01-PM,ETHEUR,203.63,205.8,203.63,205.8,221.7,45435.46
2019-08-06 12-PM,ETHEUR,205.39,205.39,202.03,203.63,477.46,97278.26
2019-08-06 11-AM,ETHEUR,205.21,206.23,204,205.39,754.69,154576.7
2019-08-06 10-AM,ETHEUR,210.12,213.81,202.97,205.21,2207.96,457887.92
2019-08-06 09-AM,ETHEUR,208.4,210.62,208.4,210.12,261.03,54699.55
2019-08-06 08-AM,ETHEUR,207.71,209.34,207.71,208.4,314.95,65765.26
2019-08-06 07-AM,ETHEUR,207.69,210,207.69,207.71,483.17,100977.51
2019-08-06 06-AM,ETHEUR,205,208.5,204.92,207.69,695.19,143631.85
2019-08-06 05-AM,ETHEUR,203.47,205.02,203.42,205,582.95,118930.99
2019-08-06 04-AM,ETHEUR,203.97,204,203.14,203.47,118.44,24090.56
2019-08-06 03-AM,ETHEUR,204.04,204.26,203.4,203.97,81.48,16610.64
2019-08-06 02-AM,ETHEUR,203.67,204.27,203.1,204.04,32.69,6658.5
2019-08-06 01-AM,ETHEUR,205.12,205.12,202.03,203.67,438.18,88777.9
2019-08-06 12-AM,ETHEUR,207.17,207.17,204.41,205.12,219.23,45150.33
2019-08-05 11-PM,ETHEUR,207.37,207.37,205.92,207.17,294.07,60706.2
2019-08-05 10-PM,ETHEUR,207.28,208.43,206.99,207.37,110.94,23043.8
2019-08-05 09-PM,ETHEUR,207.19,208,206.71,207.28,37.83,7839.75
2019-08-05 08-PM,ETHEUR,207.91,207.91,207.03,207.19,305.64,63439.87
2019-08-05 07-PM,ETHEUR,208.25,208.5,207.28,207.91,88.31,18371.62
2019-08-05 06-PM,ETHEUR,208.16,208.89,208.04,208.25,32.89,6856.66
2019-08-05 05-PM,ETHEUR,210.29,210.86,207.89,208.16,385.77,80809.73
