Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume USD
2019-08-07,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-08-06,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-08-05,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-08-04,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-08-03,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-08-02,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-08-01,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-31,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-30,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-29,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-28,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-27,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-26,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-25,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-24,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-23,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-22,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-21,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-20,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-19,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-18,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-17,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-16,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-15,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-14,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-13,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-12,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-11,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-10,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-09,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-08,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-07,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-06,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-05,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
2019-07-04,ETCUSD,9.047,9.047,9.047,9.047,0.0,0.0
