Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume RUB
2018-11-15,LTCRUB,3088.01,3122.38,2875.6,3079.49,786.03,2372789.7
2018-11-14,LTCRUB,3419.5,3499,3030,3088.01,1207.03,3937519.64
2018-11-13,LTCRUB,3455,3492.97,3389.85,3419.5,530.3,1828629.77
2018-11-12,LTCRUB,3511.34,3532.4,3427.98,3455,443.21,1538763.78
2018-11-11,LTCRUB,3577.3,3589.81,3408.86,3511.34,478.68,1682585.31
2018-11-10,LTCRUB,3541.23,3619.63,3500,3577.3,647.28,2303056.62
2018-11-09,LTCRUB,3525,3569.98,3502,3541.23,576.3,2036441.13
2018-11-08,LTCRUB,3604,3629.8,3523.12,3525,495.58,1768773.6
2018-11-07,LTCRUB,3711.39,3720.02,3495.73,3604,611.75,2214918.13
2018-11-06,LTCRUB,3567.2,3711.43,3553.94,3711.39,592.69,2139892.93
2018-11-05,LTCRUB,3609.85,3654.63,3535.12,3567.2,565.75,2023075.54
2018-11-04,LTCRUB,3402.58,3714.5,3370.98,3609.85,809.75,2873385.83
2018-11-03,LTCRUB,3441.5,3449.58,3371.12,3402.58,419.39,1430286.72
2018-11-02,LTCRUB,3349.2,3449.46,3344.39,3441.5,487.02,1653230.97
2018-11-01,LTCRUB,3325.8,3357.87,3291.38,3349.2,414.09,1376166.39
2018-10-31,LTCRUB,3281.7,3363.14,3209.45,3325.8,527.91,1737723.12
2018-10-30,LTCRUB,3288.18,3378.67,3239.97,3281.7,525.79,1731860.34
2018-10-29,LTCRUB,3457.7,3470.84,3249.38,3288.18,464.14,1565572.07
2018-10-28,LTCRUB,3463.94,3481.49,3434.43,3457.7,492.95,1705982.23
2018-10-27,LTCRUB,3493.9,3509.18,3451,3463.94,456.17,1585709.1
2018-10-26,LTCRUB,3500,3533.2,3457.03,3493.9,433.32,1514390.66
2018-10-25,LTCRUB,3514.21,3520.4,3480,3500,429.98,1505175.05
2018-10-24,LTCRUB,3525.51,3555,3487.81,3514.21,434.45,1529427.63
2018-10-23,LTCRUB,3528.97,3556.88,3483.48,3525.51,532.51,1873490.51
2018-10-22,LTCRUB,3563.3,3682.43,3478.64,3528.97,703.48,2492907.48
2018-10-21,LTCRUB,3607.16,3636.35,3489.2,3563.3,618.13,2211667.09
2018-10-20,LTCRUB,3571.69,3607.16,3550,3607.16,437.02,1561871.92
2018-10-19,LTCRUB,3577.75,3602.72,3513.86,3571.69,449.87,1603574.13
2018-10-18,LTCRUB,3616.5,3646.17,3563.79,3595.8,235.48,851232.12
2018-10-17,LTCRUB,3638.9,3650,3570.75,3616.5,455.33,1644599.04
2018-10-16,LTCRUB,3666.01,3690.11,3666.01,3690.11,13.78,50753.07
2018-10-15,LTCRUB,3603.6,4020.8,3579.82,3666.01,1061.34,3995125.5
2018-10-14,LTCRUB,3668.51,3734.83,3584.78,3603.6,593.75,2177602.48
2018-10-13,LTCRUB,3677.28,3730.24,3640,3668.51,478.96,1762453.67
2018-10-12,LTCRUB,3510.5,3700.51,3481.79,3677.28,534.02,1936552.15
2018-10-11,LTCRUB,3930,3934.52,3482.6,3510.5,940.1,3414020.82
2018-10-10,LTCRUB,3958.09,3958.09,3800,3930,543.82,2110980.32
2018-10-09,LTCRUB,4002.6,4011.64,3900,3958.09,393.5,1553418.42
2018-10-08,LTCRUB,3919.49,4020,3875.92,4002.6,496.48,1960474.62
2018-10-07,LTCRUB,3884.3,3926.21,3835,3919.49,402.26,1563453.06
2018-10-06,LTCRUB,3962.32,4025,3850,3884.3,557.92,2183652.82
2018-10-05,LTCRUB,3969.59,3997.17,3867,3962.32,570.46,2234226.45
2018-10-04,LTCRUB,3855.12,4000,3842.93,3969.59,551.84,2176471.62
2018-10-03,LTCRUB,3992.99,3992.99,3821.48,3855.12,496.15,1923942.66
2018-10-02,LTCRUB,3979.2,4082.16,3931.5,3992.99,394.73,1577956.99
2018-10-01,LTCRUB,4056.62,4111.93,3879.9,3979.2,517.54,2080236.43
2018-09-30,LTCRUB,4092.37,4149.44,3971,4056.62,490.21,1983232.68
2018-09-29,LTCRUB,4134.99,4134.99,3971.16,4092.37,499.54,2031151.91
2018-09-28,LTCRUB,4232.4,4312.04,4030.27,4134.99,613.78,2551411.93
2018-09-27,LTCRUB,3875.7,4350,3824.69,4232.4,923.52,3803125.33
2018-09-26,LTCRUB,3868,4003.87,3807.74,3875.7,659.69,2568995.82
2018-09-25,LTCRUB,3873.37,3890,3634.98,3868,694.54,2606688.43
2018-09-24,LTCRUB,4111.86,4117.9,3820.22,3873.37,543.89,2133563.14
2018-09-23,LTCRUB,4056.9,4266.56,4026.56,4111.86,665.93,2745134.02
2018-09-22,LTCRUB,4076.19,4135,3900.94,4056.9,610.43,2449458.74
2018-09-21,LTCRUB,3850.09,4191.75,3739,4076.19,1144.88,4499803.87
2018-09-20,LTCRUB,3715.68,3875.08,3650.5,3850.09,514.57,1910730.37
2018-09-19,LTCRUB,3763.9,3814.19,3587.75,3715.68,710.41,2634581.37
2018-09-18,LTCRUB,3680.85,3834.37,3575.77,3763.9,642.56,2378497.48
2018-09-17,LTCRUB,3980.6,4043.74,3638.78,3680.85,639.61,2461202.34
2018-09-16,LTCRUB,3957.07,4018.52,3846.06,3980.6,652.41,2578674.47
2018-09-15,LTCRUB,3984.81,4099.84,3934.38,3957.07,597.76,2412244.37
2018-09-14,LTCRUB,3838.49,4134.71,3717.15,3984.81,699.95,2740751.48
2018-09-13,LTCRUB,3675.94,3918.03,3670.5,3838.49,599.8,2284441.26
2018-09-12,LTCRUB,3739.7,4000,3000,3675.94,883.92,3137821.67
2018-09-11,LTCRUB,3933.95,3955.85,3562.66,3739.7,460.36,1748695.88
2018-09-10,LTCRUB,3968.9,4067.31,3847.61,3933.95,577.66,2273934.96
2018-09-09,LTCRUB,3833.6,4079.75,3806.02,3968.9,611.99,2432929.34
2018-09-08,LTCRUB,4012.79,4115.89,3782.58,3833.6,590.05,2339927.66
2018-09-07,LTCRUB,4040.55,4116.76,3912,4012.79,426.38,1715008.89
2018-09-06,LTCRUB,4000,4058.36,3800.04,4040.55,766.38,2984783.62
2018-09-05,LTCRUB,4630.8,4641.7,3997.55,4000,573.39,2500630.3
2018-09-04,LTCRUB,4455.01,4707.05,4442.55,4630.8,437.14,2015760.05
2018-09-03,LTCRUB,4458.91,4510,4365.35,4455.01,321.44,1418778.63
2018-09-02,LTCRUB,4503.28,4520.3,4334.01,4458.91,420.73,1864033.38
2018-09-01,LTCRUB,4220.7,4572.57,4201.81,4503.28,622.38,2727347.19
2018-08-31,LTCRUB,4113.6,4240,4006.46,4220.7,551.16,2278083.13
2018-08-30,LTCRUB,4185.74,4212.81,4004.86,4113.6,514.14,2096863.18
2018-08-29,LTCRUB,4295.56,4299.12,3962.38,4185.74,583.55,2445082.67
2018-08-28,LTCRUB,4106.4,5000,3880,4295.56,686.06,2857297.6
2018-08-27,LTCRUB,3866.87,4111.4,3846.71,4106.4,416.93,1637459.22
2018-08-26,LTCRUB,3933.07,3937,3806.63,3866.87,339.22,1308051.11
2018-08-25,LTCRUB,3941.7,4050,3675,3933.07,474.86,1857564.35
2018-08-24,LTCRUB,3965.4,3965.4,3801,3941.7,401.77,1567264.07
2018-08-23,LTCRUB,3820.84,3990,3791.03,3965.4,361.38,1393856.4
2018-08-22,LTCRUB,3862.37,4035.89,3761.02,3820.84,651.1,2535475.37
2018-08-21,LTCRUB,3676.78,3868.8,3667,3862.37,345.39,1307200.75
2018-08-20,LTCRUB,3949.32,3991.95,3676.78,3676.78,511.08,1960846.41
2018-08-19,LTCRUB,3882,4019.23,3835.52,3949.32,386.84,1513427.51
2018-08-18,LTCRUB,4150,4200,3781,3882,477.19,1878575.22
2018-08-17,LTCRUB,3734.8,4177.91,3729.9,4150,475.31,1869127.6
2018-08-16,LTCRUB,3731.76,3909.56,3712.86,3734.8,467.7,1777394.67
2018-08-15,LTCRUB,3751.37,4058.27,3706.22,3731.76,779.11,2999599.77
2018-08-14,LTCRUB,3998.95,4015.43,3534.3,3751.37,1206.26,4399318.82
2018-08-13,LTCRUB,4208.9,4276.3,3938.6,3998.95,516.57,2142624.65
2018-08-12,LTCRUB,3911.17,3911.17,3911.17,3911.17,0.0,0.0
2018-08-11,LTCRUB,4107.7,4111.8,3873.1,3911.17,458.23,1826689.52
2018-08-10,LTCRUB,4288.73,4299.99,4048.53,4107.7,568.96,2396873.88
2018-08-09,LTCRUB,4121.99,4392.41,4050.26,4288.73,442.01,1864589.49
2018-08-08,LTCRUB,4358,4482.8,4022.04,4121.99,667.35,2802943.89
2018-08-07,LTCRUB,4686.12,4782.58,4274.2,4358,537.74,2491334.2
