Created on 01-28-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-10-03,ETHBTC,0.03461,0.03461,0.03352,0.03383,15229.44,517.94
2018-10-02,ETHBTC,0.03505,0.03509,0.03445,0.03461,7415.77,257.42
2018-10-01,ETHBTC,0.03515,0.03532,0.03452,0.03505,6317.88,220.54
2018-09-30,ETHBTC,0.03508,0.0359,0.03463,0.03515,4535.26,159.89
2018-09-29,ETHBTC,0.03345,0.03595,0.033,0.03508,13622.79,471.68
2018-09-28,ETHBTC,0.03425,0.03454,0.03278,0.03345,9403.67,317.56
2018-09-27,ETHBTC,0.03318,0.03478,0.03269,0.03425,7222.91,243.57
2018-09-26,ETHBTC,0.03403,0.0341,0.03246,0.03318,7619.5,254.23
2018-09-25,ETHBTC,0.03464,0.03464,0.03194,0.03403,10862.58,363.03
2018-09-24,ETHBTC,0.03649,0.03657,0.03436,0.03464,5324.69,188.27
2018-09-23,ETHBTC,0.03583,0.03682,0.03548,0.03649,4431.55,160.24
2018-09-22,ETHBTC,0.03667,0.03735,0.03515,0.03583,7719.67,277.76
2018-09-21,ETHBTC,0.03454,0.03717,0.03271,0.03667,23525.94,823.62
2018-09-20,ETHBTC,0.03285,0.03496,0.03244,0.03454,9482.52,318.9
2018-09-19,ETHBTC,0.03291,0.03374,0.03225,0.03285,12414.61,407.79
2018-09-18,ETHBTC,0.0314,0.03359,0.03117,0.03291,16875.1,552.67
2018-09-17,ETHBTC,0.03385,0.03439,0.03087,0.0314,15982.22,518.09
2018-09-16,ETHBTC,0.03409,0.03429,0.03253,0.03385,3430.64,114.88
2018-09-15,ETHBTC,0.0323,0.03467,0.03216,0.03409,11140.64,377.27
2018-09-14,ETHBTC,0.0326,0.03405,0.03155,0.0323,20553.71,677.35
2018-09-13,ETHBTC,0.02889,0.03298,0.02889,0.0326,28500.79,885.54
2018-09-12,ETHBTC,0.02945,0.02945,0.0269,0.02889,33345.28,928.61
2018-09-11,ETHBTC,0.03118,0.03137,0.02843,0.02945,13690.13,405.75
2018-09-10,ETHBTC,0.03139,0.03209,0.02995,0.03118,12825.12,396.72
2018-09-09,ETHBTC,0.0318,0.03243,0.0301,0.03139,13273.87,413.62
2018-09-08,ETHBTC,0.03361,0.03404,0.03096,0.0318,16939.19,551.12
2018-09-07,ETHBTC,0.03524,0.03592,0.03312,0.03361,11781.63,404.58
2018-09-06,ETHBTC,0.0341,0.03582,0.03333,0.03524,19488.04,680.26
2018-09-05,ETHBTC,0.03877,0.03892,0.03392,0.0341,27283.3,990.09
2018-09-04,ETHBTC,0.03977,0.03991,0.03831,0.03877,9345.08,365.16
2018-09-03,ETHBTC,0.04043,0.04049,0.03952,0.03977,7825.52,312.45
2018-09-02,ETHBTC,0.04101,0.04139,0.04011,0.04043,3472.27,140.86
2018-09-01,ETHBTC,0.04014,0.0417,0.04014,0.04101,5469.27,223.66
2018-08-31,ETHBTC,0.04066,0.04076,0.03977,0.04014,3478.25,139.46
2018-08-30,ETHBTC,0.041,0.04132,0.04,0.04066,7142.14,290.21
2018-08-29,ETHBTC,0.04179,0.0419,0.04082,0.041,2874.23,118.76
2018-08-28,ETHBTC,0.0416,0.04188,0.04076,0.04179,7172.97,295.95
2018-08-27,ETHBTC,0.04087,0.04165,0.04068,0.0416,5083.31,209.65
2018-08-26,ETHBTC,0.0412,0.04121,0.04069,0.04087,3266.53,133.56
2018-08-25,ETHBTC,0.04204,0.04204,0.04103,0.0412,3000.59,124.56
