Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LIZ,Volume ABTC
2019-05-11,LIZABTC,0.014,0.014,0.014,0.014,0.0,0.0
2019-05-10,LIZABTC,0.014,0.014,0.014,0.014,0.0,0.0
2019-05-09,LIZABTC,0.014,0.014,0.014,0.014,0.0,0.0
2019-05-08,LIZABTC,0.0112,0.033,0.01016,0.014,57.31,0.9421
2019-05-07,LIZABTC,0.01518,0.01519,0.01312,0.01312,16.54,0.2242
2019-05-06,LIZABTC,0.0163,0.02099,0.0141,0.01518,19.81,0.3176
2019-05-05,LIZABTC,0.021,0.0226,0.0163,0.0163,24.42,0.4812
2019-05-04,LIZABTC,0.027,0.0297,0.019,0.021,38.48,0.8577
2019-05-03,LIZABTC,0.0355,0.0355,0.027,0.027,41.04,1.26
2019-05-02,LIZABTC,0.038,0.0382,0.0331,0.0355,26.83,0.9516
2019-05-01,LIZABTC,0.04445,0.04445,0.0341,0.038,20.28,0.7878
2019-04-30,LIZABTC,0.0371,0.04445,0.0363,0.04445,32.39,1.24
2019-04-29,LIZABTC,0.0434,0.05,0.0371,0.0371,21.28,0.9632
2019-04-28,LIZABTC,0.043,0.0519,0.04177,0.0434,16.23,0.7623
2019-04-27,LIZABTC,0.05798,0.05798,0.043,0.043,18.21,0.8894
2019-04-26,LIZABTC,0.051,0.06488,0.048,0.05798,8.89,0.4681
2019-04-25,LIZABTC,0.05261,0.066,0.048,0.051,12.04,0.6314
2019-04-24,LIZABTC,0.056,0.1788,0.0512,0.05261,95.19,7.78
2019-04-23,LIZABTC,0.066,0.07565,0.053,0.056,12.17,0.7377
2019-04-22,LIZABTC,0.07401,0.082,0.06511,0.066,45.24,3.5
2019-04-21,LIZABTC,0.098,0.098,0.073,0.07401,6.69,0.5112
2019-04-20,LIZABTC,0.12,0.12,0.075,0.098,8.87,0.8789
2019-04-19,LIZABTC,0.1305,0.147,0.1101,0.12,10.41,1.27
2019-04-18,LIZABTC,0.121,0.396,0.111,0.1305,49.76,7.58
2019-04-17,LIZABTC,0.1315,0.1978,0.121,0.121,3.76,0.5036
2019-04-16,LIZABTC,0.162,0.17,0.124,0.1315,4.78,0.6641
2019-04-15,LIZABTC,0.15,0.1967,0.122,0.162,2.78,0.4121
2019-04-14,LIZABTC,0.1555,0.25,0.141,0.15,2.17,0.3648
2019-04-13,LIZABTC,0.167,0.178,0.13,0.1555,4.36,0.6324
2019-04-12,LIZABTC,0.205,0.205,0.13,0.167,8.42,1.28
2019-04-11,LIZABTC,0.186,0.205,0.1621,0.205,1.66,0.2917
2019-04-10,LIZABTC,0.185,0.292,0.1721,0.186,1.86,0.3535
2019-04-09,LIZABTC,0.23,0.351,0.172,0.185,6.01,1.15
2019-04-08,LIZABTC,0.2985,0.3,0.23,0.23,0.595,0.1509
2019-04-07,LIZABTC,0.429,0.429,0.255,0.2985,1.13,0.348
2019-04-06,LIZABTC,0.34,0.429,0.3012,0.429,0.8323,0.2776
2019-04-05,LIZABTC,0.4,0.55,0.33,0.34,0.3514,0.1258
2019-04-04,LIZABTC,0.45,0.6155,0.4,0.4,0.275,0.1346
2019-04-03,LIZABTC,0.4611,0.61,0.45,0.45,0.437,0.2123
2019-04-02,LIZABTC,0.65,0.65,0.4611,0.4611,1.2,0.6273
2019-04-01,LIZABTC,0.77,0.77,0.61,0.65,0.6307,0.4229
2019-03-31,LIZABTC,0.95,0.95,0.728,0.77,0.4983,0.4013
2019-03-30,LIZABTC,1.15,1.24,0.95,0.95,0.3913,0.4098
2019-03-29,LIZABTC,1.33,1.7,1.1,1.15,0.4258,0.581
2019-03-28,LIZABTC,1.13,1.5,1.03,1.33,0.1716,0.1873
2019-03-27,LIZABTC,1.18,1.24,1.06,1.13,0.07072,0.08297
2019-03-26,LIZABTC,1.33,1.58,1.18,1.18,0.1615,0.202
2019-03-25,LIZABTC,1.53,1.53,1.33,1.33,0.1508,0.2136
2019-03-24,LIZABTC,1.8,1.8,1.52,1.53,0.04366,0.06829
2019-03-23,LIZABTC,1.96,2,1.6,1.8,0.3226,0.5888
2019-03-22,LIZABTC,2.4,2.4,1.96,1.96,0.0423,0.08923
2019-03-21,LIZABTC,2.5,2.7,2.3,2.4,0.08433,0.204
2019-03-20,LIZABTC,2.61,2.85,2.45,2.5,0.05941,0.1614
2019-03-19,LIZABTC,3.28,3.35,2.57,2.61,0.04334,0.121
2019-03-18,LIZABTC,3,3.35,3,3.28,0.005357,0.01669
