Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume SNM,Volume ETH
2019-07-03,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-07-02,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-07-01,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-30,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-29,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-28,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-27,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-26,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-25,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-24,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-23,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-22,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-21,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-20,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-19,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-18,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-17,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-16,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-15,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-14,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-13,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-12,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-11,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-10,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-09,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-08,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-07,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-06,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-05,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-04,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-03,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-02,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-06-01,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-05-31,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-05-30,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-05-29,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-05-28,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-05-27,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-05-26,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-05-25,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-05-24,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-05-23,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-05-22,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
2019-05-21,SNMETH,0.0002831,0.0002831,0.0002831,0.0002831,0.0,0.0
