Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume WAV,Volume ESBTC
2019-07-03,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-07-02,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-07-01,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-30,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-29,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-28,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-27,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-26,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-25,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-24,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-23,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-22,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-21,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-20,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-19,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-18,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-17,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-16,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-15,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-14,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-13,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-12,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-11,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-10,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-09,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-08,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-07,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-06,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-05,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-04,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-03,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-02,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-06-01,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-31,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-30,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-29,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-28,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-27,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-26,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-25,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-24,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-23,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-22,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-21,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-20,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-19,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-18,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-17,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-16,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-15,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-14,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-13,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-12,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-11,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-10,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-09,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-08,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-07,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-06,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-05,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-04,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-03,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-02,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-05-01,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-04-30,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
2019-04-29,WAVESBTC,0.0003345,0.0003345,0.0003345,0.0003345,0.0,0.0
