Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume RUR
2018-07-08 09-AM,BTCRUR,414000,415300,413706,414550,1.26,524406.65
2018-07-08 08-AM,BTCRUR,413500,414900,412700,414000,1.23,510001.82
2018-07-08 07-AM,BTCRUR,415000,415000,412550,413500,0.6465,267115.2
2018-07-08 06-AM,BTCRUR,413989.05,415000.02,412382.14,415000,0.516,213231.66
2018-07-08 05-AM,BTCRUR,410107.1,415000.02,410107.1,413989.05,0.9898,410092.62
2018-07-08 04-AM,BTCRUR,410965.5,414976.07,409500,410107.1,0.5427,223554.61
2018-07-08 03-AM,BTCRUR,410359.86,413249.61,410258.86,410965.5,0.0989,40732.59
2018-07-08 02-AM,BTCRUR,412080.75,413249.61,410259.86,410359.86,0.1168,47925.59
2018-07-08 01-AM,BTCRUR,414944.1,414976.07,411836.76,412080.75,0.2432,100513.83
2018-07-08 12-AM,BTCRUR,415000,415150,412069.7,414944.1,0.428,177191.74
2018-07-07 11-PM,BTCRUR,409022.03,415150,408602,415000,2.22,918866.23
2018-07-07 10-PM,BTCRUR,410500,412000,409022.03,409022.03,0.9283,380495.79
2018-07-07 09-PM,BTCRUR,410150,412000,410150,410500,1.94,798263.06
2018-07-07 08-PM,BTCRUR,409522.03,411000.41,408634.23,410150,0.3483,142832.26
2018-07-07 07-PM,BTCRUR,410263.82,411000.32,408600,409522.03,0.9483,389047.91
2018-07-07 06-PM,BTCRUR,408300,410701,408300,410263.82,0.4201,172100.97
2018-07-07 05-PM,BTCRUR,407001,410701,407001,408300,1.48,606921.7
2018-07-07 04-PM,BTCRUR,408150,410110.87,404702,407001,0.925,376824.05
2018-07-07 03-PM,BTCRUR,408150,409000,404499,408150,1.3,527154.18
2018-07-07 02-PM,BTCRUR,408159,410309.49,408150,408150,1.01,414256.08
2018-07-07 01-PM,BTCRUR,408561,411150,408155,408159,0.8588,351478.93
2018-07-07 12-PM,BTCRUR,409000,411768,408000,408561,1.26,515412.3
2018-07-07 11-AM,BTCRUR,408200,409658.06,408000,409000,1.31,533973.83
2018-07-07 10-AM,BTCRUR,408052.33,411050,408000.01,408200,1.6,652123.68
2018-07-07 09-AM,BTCRUR,409999,411717.11,408032,408052.33,1.13,462651.64
2018-07-07 08-AM,BTCRUR,409302,411998,408000.09,409999,1.5,612419.37
2018-07-07 07-AM,BTCRUR,410984.82,411076.92,408000.09,409302,0.9696,396516.07
2018-07-07 06-AM,BTCRUR,408685,411481.73,408240.09,410984.82,0.5131,209839.4
2018-07-07 05-AM,BTCRUR,410000,411991.76,408685,408685,0.6318,259092.69
2018-07-07 04-AM,BTCRUR,410555,412873.74,409901,410000,0.5459,223919.22
2018-07-07 03-AM,BTCRUR,411135,412895.87,410555,410555,0.7012,288307.78
2018-07-07 02-AM,BTCRUR,411135,412934,411135,411135,0.1938,79783.68
2018-07-07 01-AM,BTCRUR,412946.52,412950.65,411135,411135,0.2896,119384.57
2018-07-07 12-AM,BTCRUR,412520,413400,411130,412946.52,0.3221,132883.93
2018-07-06 11-PM,BTCRUR,410999,415000,409901,412520,1.1,454639.28
2018-07-06 10-PM,BTCRUR,411000,415000,409850,410999,1.37,566531.38
2018-07-06 09-PM,BTCRUR,408502.1,412990,408001.09,411000,1.81,744001.6
2018-07-06 08-PM,BTCRUR,408502.1,408502.1,408502.1,408502.1,0.0,0.0
2018-07-06 07-PM,BTCRUR,408502.1,408502.1,408502.1,408502.1,0.0,0.0
2018-07-06 06-PM,BTCRUR,409064.2,411100.09,408502.1,408502.1,0.1098,44887.2
2018-07-06 05-PM,BTCRUR,408502,411100.09,408502,409064.2,0.571,233334.44
2018-07-06 04-PM,BTCRUR,408502,412000,408502,408502,0.2953,120679.05
2018-07-06 03-PM,BTCRUR,411000,412000,408486,409688.36,1.21,498091.49
2018-07-06 02-PM,BTCRUR,409646.29,411369,408372.73,411000,1.2,494607.79
2018-07-06 01-PM,BTCRUR,405880.22,410935.58,405500,409646.29,1.23,502532.81
2018-07-06 12-PM,BTCRUR,408402.99,410998,404262,405880.22,2.7,1103969.29
2018-07-06 11-AM,BTCRUR,404253,408998,404253,408402.99,1.27,515437.0
2018-07-06 10-AM,BTCRUR,406000,408333,404065,404253,1.26,508965.54
2018-07-06 09-AM,BTCRUR,404407,406000,403505,406000,0.9591,388296.71
2018-07-06 08-AM,BTCRUR,405322.95,406000,403519.49,404407,0.6067,245715.66
2018-07-06 07-AM,BTCRUR,407100.11,408814,405295,405322.95,2.43,989789.29
2018-07-06 06-AM,BTCRUR,407092,410000,407050,407100.11,0.8,326037.02
2018-07-06 05-AM,BTCRUR,409084.34,409536.36,407084.34,407092,0.2083,84928.21
2018-07-06 04-AM,BTCRUR,410700,410700,407000,409084.34,0.5784,235688.45
2018-07-06 03-AM,BTCRUR,407500,410718.95,407500,410700,0.2228,91024.94
2018-07-06 02-AM,BTCRUR,407912.99,410645,407500,407500,0.2249,91700.47
2018-07-06 01-AM,BTCRUR,408369,411024.44,407912.99,407912.99,0.313,127783.68
2018-07-06 12-AM,BTCRUR,408001,412990,408000,408369,0.4173,170821.43
2018-07-05 11-PM,BTCRUR,409811,411004,408000,408001,0.7008,286752.82
2018-07-05 10-PM,BTCRUR,409604,411004,409604,409811,0.2759,113112.87
2018-07-05 09-PM,BTCRUR,410400,413000,409100,409604,0.4142,170157.36
2018-07-05 08-PM,BTCRUR,410000,410400,408002,410400,1.37,561154.69
2018-07-05 07-PM,BTCRUR,409835.33,410400,409202,410000,2.27,929748.59
2018-07-05 06-PM,BTCRUR,412155.03,414221.55,409835.33,409835.33,1.46,602073.43
2018-07-05 05-PM,BTCRUR,413495.86,414995,411500,412155.03,1.04,430828.12
2018-07-05 04-PM,BTCRUR,413681.36,413743.23,412660,413495.86,1.32,546077.85
2018-07-05 03-PM,BTCRUR,412660,414500,412660,413681.36,1.23,506587.5
2018-07-05 02-PM,BTCRUR,412660,414999.99,412660,412660,0.5491,226801.12
2018-07-05 01-PM,BTCRUR,412922.32,415000,411485,412660,1.45,600146.18
2018-07-05 12-PM,BTCRUR,413796.2,413990,411177.64,412922.32,0.8297,342375.67
2018-07-05 11-AM,BTCRUR,413000,414000,412000,413796.2,1.33,548027.04
2018-07-05 10-AM,BTCRUR,411200,413497,411200,413000,1.74,717648.67
2018-07-05 09-AM,BTCRUR,410652.44,413701.78,410506,411200,1.11,459431.01
2018-07-05 08-AM,BTCRUR,411800,413701.78,409950.5,410652.44,2.35,964896.96
2018-07-05 07-AM,BTCRUR,409636.73,412780.33,409351,411800,1.64,672428.68
2018-07-05 06-AM,BTCRUR,409600,412000,409000,409636.73,0.5258,216147.13
2018-07-05 05-AM,BTCRUR,409250,412030,409200,409600,0.6037,247369.09
2018-07-05 04-AM,BTCRUR,409992.78,412000,409250,409250,0.3255,133407.72
2018-07-05 03-AM,BTCRUR,409300,412000,409300,409992.78,0.2054,84176.15
2018-07-05 02-AM,BTCRUR,410102,412000,409000,409300,0.4284,175597.98
2018-07-05 01-AM,BTCRUR,411790.29,412000,410000,410102,0.5858,240730.85
2018-07-05 12-AM,BTCRUR,410098.96,412000,410000,411790.29,0.2442,100216.35
2018-07-04 11-PM,BTCRUR,411998.99,413836.35,410097.96,410098.96,0.1239,51130.93
2018-07-04 10-PM,BTCRUR,413000,414900,411998.99,411998.99,1.14,470450.97
2018-07-04 09-PM,BTCRUR,413328,415000,412205,413000,1.48,612256.07
2018-07-04 08-PM,BTCRUR,411342.75,413380,410101.96,413328,1.36,561444.16
2018-07-04 07-PM,BTCRUR,410180,411526,408981.96,411342.75,1.03,422355.87
2018-07-04 06-PM,BTCRUR,407511.93,411840,407501,410180,1.41,576056.52
2018-07-04 05-PM,BTCRUR,412800,413350.01,407001.1,407511.93,2.38,976803.19
2018-07-04 04-PM,BTCRUR,411570,414193.55,410500,412800,1.08,446891.57
2018-07-04 03-PM,BTCRUR,411730,412371,409001.4,411570,1.42,583264.08
2018-07-04 02-PM,BTCRUR,406079.64,412513.8,405220,411730,3.51,1441340.21
2018-07-04 01-PM,BTCRUR,401116,410000,401116,406079.64,1.52,622294.91
2018-07-04 12-PM,BTCRUR,402100,405180,400205,401116,2.44,983940.43
2018-07-04 11-AM,BTCRUR,400203,404665,399000,402100,2.95,1181962.03
2018-07-04 10-AM,BTCRUR,401238,404665,400011,400203,1.01,406959.87
2018-07-04 09-AM,BTCRUR,400000.1,407232,400000.1,401238,1.04,419524.8
2018-07-04 08-AM,BTCRUR,400400,404246.53,400000,400000.1,1.44,579207.47
2018-07-04 07-AM,BTCRUR,399500,402994.97,399255.99,400400,0.8737,349356.4
2018-07-04 06-AM,BTCRUR,400000,402495.98,398207.44,399500,0.9494,379543.7
2018-07-04 05-AM,BTCRUR,400370.99,401000,399939.96,400000,1.16,462840.92
2018-07-04 04-AM,BTCRUR,400001,402500,400001,400370.99,0.586,234741.54
2018-07-04 03-AM,BTCRUR,401011,401372.4,400001,400001,1.36,544047.94
2018-07-04 02-AM,BTCRUR,401574.3,402500,401001.17,401011,0.4159,166842.47
2018-07-04 01-AM,BTCRUR,403358.64,403876.46,401352.18,401574.3,0.4372,176112.86
2018-07-04 12-AM,BTCRUR,406261.78,407358,403358.64,403358.64,0.4014,162638.43
2018-07-03 11-PM,BTCRUR,404563,407358,404563,406261.78,0.1385,56138.59
2018-07-03 10-PM,BTCRUR,410859.88,410859.88,404563,404563,0.4637,188519.79
2018-07-03 09-PM,BTCRUR,408554.07,410874,405000,410859.88,1.52,621038.11
2018-07-03 08-PM,BTCRUR,404076.94,408800,403874,408554.07,0.5207,211511.77
2018-07-03 07-PM,BTCRUR,405968.32,407402.31,402603,404076.94,0.7682,311742.4
2018-07-03 06-PM,BTCRUR,405688.3,408800,402001,405968.32,0.9269,375532.94
2018-07-03 05-PM,BTCRUR,405577.15,407388.71,405000,405688.3,0.8517,345444.68
2018-07-03 04-PM,BTCRUR,405000,408446.83,405000,405577.15,1.08,438698.28
2018-07-03 03-PM,BTCRUR,403980,408800,402460.94,405000,1.0,407532.73
2018-07-03 02-PM,BTCRUR,406989.98,406989.98,401000,403980,1.31,527784.26
2018-07-03 01-PM,BTCRUR,405500,409000,405001.33,406989.98,1.04,421105.25
2018-07-03 12-PM,BTCRUR,409799,409799,403001,405500,0.797,323082.46
2018-07-03 11-AM,BTCRUR,411782.88,411787.88,406668.63,409799,1.8,739204.15
2018-07-03 10-AM,BTCRUR,409819,412801,408227,411782.88,0.8159,333882.7
2018-07-03 09-AM,BTCRUR,411087.78,414193.54,408563,409819,0.8501,348615.28
2018-07-03 08-AM,BTCRUR,408226.74,414197.69,408226,411087.78,1.14,469157.65
2018-07-03 07-AM,BTCRUR,407192.86,410000,407119.99,408226.74,1.43,584649.45
2018-07-03 06-AM,BTCRUR,409928.99,409928.99,406666,407192.86,0.8489,345898.59
2018-07-03 05-AM,BTCRUR,406750,410000,406510,409928.99,0.9752,397768.19
2018-07-03 04-AM,BTCRUR,407840.28,409657.6,405900,406750,1.04,422821.48
2018-07-03 03-AM,BTCRUR,406511.75,408555.7,406511.75,407840.28,0.3761,153029.61
2018-07-03 02-AM,BTCRUR,408455.99,409657.6,406510,406511.75,0.6434,262068.42
2018-07-03 01-AM,BTCRUR,409533,409657.6,408455.84,408455.99,0.3621,148232.4
2018-07-03 12-AM,BTCRUR,407170,409533,407170,409533,0.3722,152146.75
2018-07-02 11-PM,BTCRUR,409000,409000,407133,407170,0.2997,122478.96
2018-07-02 10-PM,BTCRUR,406551,409000,406551,409000,0.67,273342.1
2018-07-02 09-PM,BTCRUR,407829.34,407934.6,405600,406551,1.09,442518.84
2018-07-02 08-PM,BTCRUR,405000.7,407829.34,405000,407829.34,1.34,544011.47
2018-07-02 07-PM,BTCRUR,404099,406307.19,403000,405000.7,1.84,743564.64
2018-07-02 06-PM,BTCRUR,403000,405807,403000,404099,0.8466,342797.73
2018-07-02 05-PM,BTCRUR,402935.97,406107.12,401000,403000,2.52,1017364.13
2018-07-02 04-PM,BTCRUR,404776.57,410000,400082.51,402935.97,1.69,681331.92
2018-07-02 03-PM,BTCRUR,403000,407000,402000,404776.57,1.45,585031.84
2018-07-02 02-PM,BTCRUR,397101.45,404404,397101.45,403000,2.77,1115702.18
2018-07-02 01-PM,BTCRUR,389999.99,400000,388001,397101.45,2.85,1133263.61
2018-07-02 12-PM,BTCRUR,388500,390958.34,387781.61,389999.99,0.8635,335495.77
2018-07-02 11-AM,BTCRUR,387763,389762,387762,388500,0.3977,154352.49
2018-07-02 10-AM,BTCRUR,390759,390759,387643,387763,1.26,487340.76
2018-07-02 09-AM,BTCRUR,389997,390760.16,386404.77,390759,1.51,587741.63
2018-07-02 08-AM,BTCRUR,390008,390787.98,389000,389997,0.8028,312698.35
2018-07-02 07-AM,BTCRUR,390005,392982,390004,390008,0.7256,283613.69
2018-07-02 06-AM,BTCRUR,393624.85,393624.85,390003,390005,0.4111,160817.03
2018-07-02 05-AM,BTCRUR,389700,393624.85,389002,393624.85,0.669,261830.11
2018-07-02 04-AM,BTCRUR,389007,392603.58,389006,389700,0.3728,145167.24
2018-07-02 03-AM,BTCRUR,391000,393624.84,389006,389007,0.2789,108833.79
2018-07-02 02-AM,BTCRUR,390000,393700,388879.88,391000,0.4346,169721.77
2018-07-02 01-AM,BTCRUR,390500,390500,388841,390000,0.1556,60657.47
2018-07-02 12-AM,BTCRUR,392345.39,395896.04,388841,390500,0.4758,185743.32
2018-07-01 11-PM,BTCRUR,395896.04,399544.16,392188.49,392345.39,0.2448,96742.96
2018-07-01 10-PM,BTCRUR,395796.02,399999,391377.97,395896.04,0.5999,237902.37
2018-07-01 09-PM,BTCRUR,391048.49,395799.99,390000,395796.02,0.7617,299426.72
2018-07-01 08-PM,BTCRUR,392529.9,393333.73,388806,391048.49,0.6701,261541.23
2018-07-01 07-PM,BTCRUR,386000,401929.6,386000,392529.9,3.01,1184576.41
2018-07-01 06-PM,BTCRUR,388999.99,388999.99,385601.3,386000,0.4615,178457.76
2018-07-01 05-PM,BTCRUR,387500,389000,385001,388999.99,0.7393,286041.76
2018-07-01 04-PM,BTCRUR,388030,389499,387400.5,387500,0.942,365648.6
2018-07-01 03-PM,BTCRUR,388030.47,390795,388027.84,388030,0.4093,158988.01
2018-07-01 02-PM,BTCRUR,389087.49,392861.74,388030,388030.47,1.18,460919.93
2018-07-01 01-PM,BTCRUR,388857.12,390900,388722.16,389087.49,0.966,375870.28
2018-07-01 12-PM,BTCRUR,391000,392046.99,388853,388857.12,0.6627,258611.34
2018-07-01 11-AM,BTCRUR,391698,392851.99,388850,391000,1.37,535420.46
2018-07-01 10-AM,BTCRUR,390001,391996.08,388010,391698,1.52,593543.23
2018-07-01 09-AM,BTCRUR,388998.44,392999,388001,390001,1.68,656560.51
2018-07-01 08-AM,BTCRUR,389537.85,391097.2,388002,388998.44,0.8232,320513.14
2018-07-01 07-AM,BTCRUR,388500,391097.2,387609,389537.85,0.7406,287933.18
2018-07-01 06-AM,BTCRUR,387455.44,390000.5,387455.44,388500,0.4814,186982.51
2018-07-01 05-AM,BTCRUR,389383.67,392999,386942.82,387455.44,0.5146,199684.77
2018-07-01 04-AM,BTCRUR,390661.63,392613.53,387176.98,389383.67,0.3193,124374.99
2018-07-01 03-AM,BTCRUR,387639.48,390865.84,386392,390661.63,0.4507,175092.14
2018-07-01 02-AM,BTCRUR,387732.88,393999.99,386445.28,387639.48,0.281,109107.35
2018-07-01 01-AM,BTCRUR,392130,394000,387218.29,387732.88,0.8169,320029.95
2018-07-01 12-AM,BTCRUR,389905.76,392130,387199.31,392130,0.3995,155863.44
2018-06-30 11-PM,BTCRUR,386820.65,391639,386391,389905.76,0.6763,263294.63
2018-06-30 10-PM,BTCRUR,387332,387520.65,386391,386820.65,0.1669,64637.7
2018-06-30 09-PM,BTCRUR,387331.19,389966.9,387331.19,387332,0.6222,241699.36
2018-06-30 08-PM,BTCRUR,386392,388349.55,386391,387331.19,0.7277,281797.18
2018-06-30 07-PM,BTCRUR,388800,389600.7,386000,386392,1.12,433842.12
2018-06-30 06-PM,BTCRUR,387303,391665.05,387303,388800,1.14,444791.37
2018-06-30 05-PM,BTCRUR,387117.09,391277.61,387117.09,387303,0.6325,246109.87
2018-06-30 04-PM,BTCRUR,390518,393000,387015.97,387117.09,2.26,884834.94
2018-06-30 03-PM,BTCRUR,392240,392544,387013.97,390518,0.8478,331789.84
2018-06-30 02-PM,BTCRUR,393407.25,394900.05,389497,392240,1.41,552339.56
2018-06-30 01-PM,BTCRUR,394991,394991,391000,393407.25,1.19,468929.67
2018-06-30 12-PM,BTCRUR,391000,394995.05,391000,394991,0.7173,282206.27
2018-06-30 11-AM,BTCRUR,391503,395000,390000.2,391000,1.32,515744.44
2018-06-30 10-AM,BTCRUR,393802,395600,390499.02,391503,1.47,577062.27
2018-06-30 09-AM,BTCRUR,395400,396723.81,393802,393802,1.3,513139.28
2018-06-30 08-AM,BTCRUR,395001.41,396500,393723.81,395400,1.59,627611.67
2018-06-30 07-AM,BTCRUR,395161.47,396996,394960.08,395001.41,1.45,574175.25
2018-06-30 06-AM,BTCRUR,394294.2,397000,394294.2,395161.47,1.15,454811.41
2018-06-30 05-AM,BTCRUR,395000,397138.31,393426.29,394294.2,1.11,439687.21
2018-06-30 04-AM,BTCRUR,391994,395000,387543.75,395000,1.25,491007.92
2018-06-30 03-AM,BTCRUR,394996.05,394996.05,384973.37,391994,0.4866,190429.81
2018-06-30 02-AM,BTCRUR,394900.04,399372.17,391156.57,394996.05,0.5074,199923.58
2018-06-30 01-AM,BTCRUR,383463,397000,382361.9,394900.04,1.96,761511.24
2018-06-30 12-AM,BTCRUR,385500,385501,381359.9,383463,0.5534,212183.86
2018-06-29 11-PM,BTCRUR,383106,385500,380386.13,385500,1.43,546652.35
2018-06-29 10-PM,BTCRUR,372191.44,385000,370003,383106,2.07,782231.43
2018-06-29 09-PM,BTCRUR,370136.57,372990.99,369161,372191.44,0.9085,337567.2
2018-06-29 08-PM,BTCRUR,372050,373990,369160,370136.57,1.21,451485.49
2018-06-29 07-PM,BTCRUR,372000,373990,371362.59,372050,0.5933,220916.9
2018-06-29 06-PM,BTCRUR,373999,373999,372000,372000,0.845,314707.07
2018-06-29 05-PM,BTCRUR,375626.4,375626.4,372158,373999,1.04,386602.44
2018-06-29 04-PM,BTCRUR,375999,376748.23,372116.37,375626.4,0.7968,298021.28
2018-06-29 03-PM,BTCRUR,373369.11,378338.5,371773.1,375999,1.24,464072.11
2018-06-29 02-PM,BTCRUR,376000,376738.64,371177,373369.11,1.32,494228.06
2018-06-29 01-PM,BTCRUR,380001,380001,375417.84,376000,3.49,1323077.95
2018-06-29 12-PM,BTCRUR,380001,380758.18,380001,380001,5.31,2017202.62
2018-06-29 11-AM,BTCRUR,380001,381484.85,380001,380001,2.69,1020842.58
2018-06-29 10-AM,BTCRUR,381800,381800,380001,380001,2.61,991839.7
2018-06-29 09-AM,BTCRUR,381659,382400,380001,381800,1.55,589871.98
2018-06-29 08-AM,BTCRUR,380001,381708.99,380001,381659,1.44,549689.02
2018-06-29 07-AM,BTCRUR,380100,381880,380001,380001,1.85,704841.98
2018-06-29 06-AM,BTCRUR,380003,381899,380001,380100,1.42,540612.11
2018-06-29 05-AM,BTCRUR,381001,381301,380001,380003,2.06,782946.63
2018-06-29 04-AM,BTCRUR,380999.88,381301,380001,381001,0.4721,179478.24
2018-06-29 03-AM,BTCRUR,380500,382000,380001,380999.88,0.9005,342303.71
2018-06-29 02-AM,BTCRUR,382000,382000,380001,380500,0.3346,127189.43
2018-06-29 01-AM,BTCRUR,380003,382000,380001,382000,0.7395,281082.18
2018-06-29 12-AM,BTCRUR,382411,382411,380001,380003,0.3086,117314.35
2018-06-28 11-PM,BTCRUR,381421.15,382411,380001,382411,1.53,580946.56
2018-06-28 10-PM,BTCRUR,380002,382330,380001,381421.15,1.58,602323.43
2018-06-28 09-PM,BTCRUR,384428,384428,380001,380002,3.0,1141425.18
2018-06-28 08-PM,BTCRUR,382410,385045.08,382410,384428,0.8643,331428.44
2018-06-28 07-PM,BTCRUR,385469.16,385500,382405,382410,0.7637,293401.86
2018-06-28 06-PM,BTCRUR,384053.38,385500,382400,385469.16,0.7064,271837.55
2018-06-28 05-PM,BTCRUR,384999,385106.73,382400,384053.38,0.7334,281492.15
2018-06-28 04-PM,BTCRUR,382400,384999,382400,384999,0.8149,312686.87
2018-06-28 03-PM,BTCRUR,382383,383395,382383,382400,1.07,409296.72
2018-06-28 02-PM,BTCRUR,382383.19,385108.42,382383,382383,1.93,737884.48
2018-06-28 01-PM,BTCRUR,384000,384100,382383,382383.19,1.16,443875.59
2018-06-28 12-PM,BTCRUR,382001,384300,382000,384000,1.34,511390.48
2018-06-28 11-AM,BTCRUR,383301.9,385000,382001,382001,0.8857,338816.99
2018-06-28 10-AM,BTCRUR,383000,385901,382500,383301.9,1.22,467987.06
2018-06-28 09-AM,BTCRUR,385901,385901,382700.1,383000,1.58,607754.15
2018-06-28 08-AM,BTCRUR,382001.38,386450,382001.38,385901,1.57,606037.68
2018-06-28 07-AM,BTCRUR,384000,384199,381230,382001.38,0.6687,255569.94
2018-06-28 06-AM,BTCRUR,381301,384997.94,381032,384000,0.9714,371574.53
2018-06-28 05-AM,BTCRUR,383009.72,386445,381032,381301,0.7882,301186.61
2018-06-28 04-AM,BTCRUR,384765.84,387255.62,382978.58,383009.72,0.7433,285325.03
2018-06-28 03-AM,BTCRUR,383972.32,386514.06,382200,384765.84,0.3751,144210.96
2018-06-28 02-AM,BTCRUR,381032,385187.56,381032,383972.32,0.3096,118838.9
2018-06-28 01-AM,BTCRUR,382800,386071.52,381032,381032,1.18,449172.73
2018-06-28 12-AM,BTCRUR,382800,386071.52,382800,382800,0.5395,207344.16
2018-06-27 11-PM,BTCRUR,383972,388000,382800,382800,0.835,320949.82
2018-06-27 10-PM,BTCRUR,383413.14,387990,383411,383972,0.5471,211196.47
2018-06-27 09-PM,BTCRUR,385973,387999,383324,383413.14,1.42,547580.02
2018-06-27 08-PM,BTCRUR,383324.6,386150,383324.5,385973,1.18,454695.26
2018-06-27 07-PM,BTCRUR,385348,385348,382799,383324.6,0.8307,318825.08
2018-06-27 06-PM,BTCRUR,385717.14,385717.14,382686,385348,1.2,461862.66
2018-06-27 05-PM,BTCRUR,382657,386000,382657,385717.14,1.04,401199.62
2018-06-27 04-PM,BTCRUR,384980,388000,382409.25,382657,1.21,465838.53
2018-06-27 03-PM,BTCRUR,383208.39,384989,383207,384980,0.4204,161279.92
2018-06-27 02-PM,BTCRUR,382451,384999,382451,383208.39,1.5,576599.49
2018-06-27 01-PM,BTCRUR,381300,383551.17,381300,382451,0.7626,291458.38
2018-06-27 12-PM,BTCRUR,380770,383000,380613,381300,1.12,428941.09
2018-06-27 11-AM,BTCRUR,382350,383551.17,380613,380770,1.58,605063.98
2018-06-27 10-AM,BTCRUR,380900,382500,380890.31,382350,2.04,778550.32
2018-06-27 09-AM,BTCRUR,383000,383000,380200,380900,0.9987,381051.9
2018-06-27 08-AM,BTCRUR,381026,383000,381026,383000,1.16,443847.73
2018-06-27 07-AM,BTCRUR,382351,383551.17,381000,381026,0.9414,358971.42
2018-06-27 06-AM,BTCRUR,381600,383551.17,380200,382351,1.22,464121.32
2018-06-27 05-AM,BTCRUR,382510,383551.17,381000,381600,0.6341,242156.77
2018-06-27 04-AM,BTCRUR,382556,385279.74,381000,382510,0.4559,174388.56
2018-06-27 03-AM,BTCRUR,383880.22,385709.49,382556,382556,0.3671,140577.16
2018-06-27 02-AM,BTCRUR,385918,388000,383112,383880.22,0.2697,104154.29
2018-06-27 01-AM,BTCRUR,385887,386744.45,383112,385918,0.1252,48121.95
2018-06-27 12-AM,BTCRUR,385861.41,386572,383144.11,385887,0.581,223280.93
2018-06-26 11-PM,BTCRUR,384285.4,387400,384106,385861.41,0.2432,93596.2
2018-06-26 10-PM,BTCRUR,387201.11,387405.5,384254,384285.4,0.2826,108982.71
2018-06-26 09-PM,BTCRUR,386834.39,387201.11,384106,387201.11,0.7697,296222.41
2018-06-26 08-PM,BTCRUR,386829.9,388910,384857.26,386834.39,1.07,414165.16
2018-06-26 07-PM,BTCRUR,387209,388657.26,385594.81,386829.9,1.01,390732.68
2018-06-26 06-PM,BTCRUR,384103.67,387209.1,384103.67,387209,0.7719,298005.58
2018-06-26 05-PM,BTCRUR,386000,387210,384002,384103.67,0.6774,260893.77
2018-06-26 04-PM,BTCRUR,384243,387290.52,383000,386000,1.16,445764.38
2018-06-26 03-PM,BTCRUR,383916.74,387290.52,383916.74,384243,0.8263,318519.4
2018-06-26 02-PM,BTCRUR,383795.67,387550.99,382507,383916.74,1.48,568766.83
2018-06-26 01-PM,BTCRUR,382508,384220,382507,383795.67,0.6723,257799.97
2018-06-26 12-PM,BTCRUR,383915.15,386828.87,382508,382508,0.7612,292379.91
2018-06-26 11-AM,BTCRUR,385200,387200,383800,383915.15,1.02,390822.98
2018-06-26 10-AM,BTCRUR,384341,388657.26,384001,385200,0.7592,293448.88
2018-06-26 09-AM,BTCRUR,388000,388657.26,384041.94,384341,0.7551,292495.48
2018-06-26 08-AM,BTCRUR,387501,388281.6,384813.18,388000,1.08,418336.11
2018-06-26 07-AM,BTCRUR,388697.83,391806.41,385229.54,387501,1.42,550235.6
2018-06-26 06-AM,BTCRUR,389000,391297.3,387000,388697.83,0.9678,375577.51
2018-06-26 05-AM,BTCRUR,389579,391221.4,387055,389000,0.4476,173615.82
2018-06-26 04-AM,BTCRUR,391411.25,395000,387000,389579,0.2456,95440.12
2018-06-26 03-AM,BTCRUR,389615.47,396489,387000,391411.25,0.2317,90052.12
2018-06-26 02-AM,BTCRUR,388491.02,391608,386001,389615.47,0.38,147112.68
2018-06-26 01-AM,BTCRUR,388363.9,396489,387295.51,388491.02,0.1596,62259.69
2018-06-26 12-AM,BTCRUR,388063.49,396489,388063.49,388363.9,0.1803,70625.09
2018-06-25 11-PM,BTCRUR,389749,395590,388063.49,388063.49,0.3148,122445.89
2018-06-25 10-PM,BTCRUR,391989,399000,388490,389749,0.5746,226606.68
2018-06-25 09-PM,BTCRUR,391989,394792.7,391989,391989,1.11,436300.06
2018-06-25 08-PM,BTCRUR,388558.9,393057.42,388489,391989,1.02,398928.31
2018-06-25 07-PM,BTCRUR,388658,393057.42,388489,388558.9,1.62,633155.43
2018-06-25 06-PM,BTCRUR,390001,393057.42,388658,388658,1.22,476008.29
2018-06-25 05-PM,BTCRUR,392150,393056,388489,390001,0.6255,243851.94
2018-06-25 04-PM,BTCRUR,391500,393057.42,389000,392150,1.24,485833.07
2018-06-25 03-PM,BTCRUR,390000,391500,388123.75,391500,0.9555,373014.96
2018-06-25 02-PM,BTCRUR,387100,391500,385500,390000,1.76,685398.61
2018-06-25 01-PM,BTCRUR,384146.15,387100,383762,387100,0.8577,331104.61
2018-06-25 12-PM,BTCRUR,388900,390000,383762,384146.15,1.21,471211.2
2018-06-25 11-AM,BTCRUR,389270.65,391500,388900,388900,1.22,475145.36
2018-06-25 10-AM,BTCRUR,386243.68,391356,385386.79,389270.65,0.899,349542.89
2018-06-25 09-AM,BTCRUR,383762,389086.17,383762,386243.68,1.08,414389.64
2018-06-25 08-AM,BTCRUR,385767,387502.95,381010,383762,1.54,590770.95
2018-06-25 07-AM,BTCRUR,385767,385767,381463,385767,1.38,530431.8
2018-06-25 06-AM,BTCRUR,384767,385767,381568,385767,0.8637,331862.6
2018-06-25 05-AM,BTCRUR,386043.82,388949.3,383220.54,384767,0.692,266641.73
2018-06-25 04-AM,BTCRUR,386043.82,389132.17,383663.5,386043.82,0.6978,269135.82
2018-06-25 03-AM,BTCRUR,388019.96,392011.79,386019.96,386043.82,0.1931,74688.15
