Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HUSD
2019-07-03,DASHUSD,150,150,150,150,0.0,0.0
2019-07-02,DASHUSD,150,150,150,150,0.0,0.0
2019-07-01,DASHUSD,150,150,150,150,0.0,0.0
2019-06-30,DASHUSD,150,150,150,150,0.0,0.0
2019-06-29,DASHUSD,150,150,150,150,0.0,0.0
2019-06-28,DASHUSD,150,150,150,150,0.0,0.0
2019-06-27,DASHUSD,150,150,150,150,0.0,0.0
2019-06-26,DASHUSD,150,150,150,150,0.0,0.0
2019-06-25,DASHUSD,150,150,150,150,0.0,0.0
2019-06-24,DASHUSD,150,150,150,150,0.0,0.0
2019-06-23,DASHUSD,150,150,150,150,0.0,0.0
2019-06-22,DASHUSD,150,150,150,150,0.0,0.0
2019-06-21,DASHUSD,150,150,150,150,0.0,0.0
2019-06-20,DASHUSD,150,150,150,150,0.0,0.0
2019-06-19,DASHUSD,150,150,150,150,0.0,0.0
2019-06-18,DASHUSD,150,150,150,150,0.0,0.0
2019-06-17,DASHUSD,150,150,150,150,0.0,0.0
2019-06-16,DASHUSD,150,150,150,150,0.0,0.0
2019-06-15,DASHUSD,150,150,150,150,0.0,0.0
2019-06-14,DASHUSD,150,150,150,150,0.0,0.0
2019-06-13,DASHUSD,150,150,150,150,0.0,0.0
2019-06-12,DASHUSD,150,150,150,150,0.0,0.0
2019-06-11,DASHUSD,150,150,150,150,0.0,0.0
2019-06-10,DASHUSD,150,150,150,150,0.0,0.0
2019-06-09,DASHUSD,150,150,150,150,0.0,0.0
2019-06-08,DASHUSD,150,150,150,150,0.0,0.0
2019-06-07,DASHUSD,150,150,150,150,0.0,0.0
2019-06-06,DASHUSD,150,150,150,150,0.0,0.0
2019-06-05,DASHUSD,150,150,150,150,0.0,0.0
2019-06-04,DASHUSD,150,150,150,150,0.0,0.0
2019-06-03,DASHUSD,150,150,150,150,0.0,0.0
2019-06-02,DASHUSD,150,150,150,150,0.0,0.0
2019-06-01,DASHUSD,150,150,150,150,0.0,0.0
2019-05-31,DASHUSD,150,150,150,150,0.0,0.0
2019-05-30,DASHUSD,150,150,150,150,0.0,0.0
2019-05-29,DASHUSD,150,150,150,150,0.0,0.0
2019-05-28,DASHUSD,150,150,150,150,0.0,0.0
2019-05-27,DASHUSD,150,150,150,150,0.0,0.0
2019-05-26,DASHUSD,150,150,150,150,0.0,0.0
2019-05-25,DASHUSD,150,150,150,150,0.0,0.0
2019-05-24,DASHUSD,150,150,150,150,0.0,0.0
2019-05-23,DASHUSD,150,150,150,150,0.0,0.0
2019-05-22,DASHUSD,150,150,150,150,0.0,0.0
2019-05-21,DASHUSD,150,150,150,150,0.0,0.0
2019-05-20,DASHUSD,150,150,150,150,0.0,0.0
2019-05-19,DASHUSD,150,150,150,150,0.0,0.0
2019-05-18,DASHUSD,150,150,150,150,0.0,0.0
2019-05-17,DASHUSD,150,150,150,150,0.0,0.0
2019-05-16,DASHUSD,150,150,150,150,0.0,0.0
2019-05-15,DASHUSD,150,150,150,150,0.0,0.0
2019-05-14,DASHUSD,150,150,150,150,0.0,0.0
2019-05-13,DASHUSD,150,150,150,150,0.0,0.0
2019-05-12,DASHUSD,150,150,150,150,0.0,0.0
2019-05-11,DASHUSD,150,150,150,150,0.0,0.0
2019-05-10,DASHUSD,150,150,150,150,0.0,0.0
2019-05-09,DASHUSD,150,150,150,150,0.0,0.0
2019-05-08,DASHUSD,150,150,150,150,0.0,0.0
2019-05-07,DASHUSD,150,150,150,150,0.0,0.0
2019-05-06,DASHUSD,150,150,150,150,0.0,0.0
2019-05-05,DASHUSD,150,150,150,150,0.0,0.0
2019-05-04,DASHUSD,150,150,150,150,0.0,0.0
2019-05-03,DASHUSD,150,150,150,150,0.0,0.0
2019-05-02,DASHUSD,150,150,150,150,0.0,0.0
2019-05-01,DASHUSD,150,150,150,150,0.0,0.0
2019-04-30,DASHUSD,150,150,150,150,0.0,0.0
2019-04-29,DASHUSD,150,150,150,150,0.0,0.0
2019-04-28,DASHUSD,150,150,150,150,0.0,0.0
2019-04-27,DASHUSD,150,150,150,150,0.0,0.0
2019-04-26,DASHUSD,150,150,150,150,0.0,0.0
2019-04-25,DASHUSD,150,150,150,150,0.0,0.0
2019-04-24,DASHUSD,150,150,150,150,0.0,0.0
2019-04-23,DASHUSD,150,150,150,150,0.0,0.0
2019-04-22,DASHUSD,150,150,150,150,0.0,0.0
2019-04-21,DASHUSD,150,150,150,150,0.0,0.0
2019-04-20,DASHUSD,150,150,150,150,0.0,0.0
2019-04-19,DASHUSD,150,150,150,150,0.0,0.0
2019-04-18,DASHUSD,150,150,150,150,0.0,0.0
2019-04-17,DASHUSD,150,150,150,150,0.0,0.0
