Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume QTU,Volume METH
2019-05-25,QTUMETH,0.0117,0.0117,0.0114,0.0115,26315.11,303.75
2019-05-24,QTUMETH,0.0118,0.012,0.0116,0.0117,50005.08,586.12
2019-05-23,QTUMETH,0.0117,0.0119,0.0116,0.0118,25170.82,295.4
2019-05-22,QTUMETH,0.0124,0.0124,0.0117,0.0117,47691.3,571.56
2019-05-21,QTUMETH,0.0123,0.0129,0.0122,0.0124,24749.11,307.96
2019-05-20,QTUMETH,0.0121,0.0128,0.0118,0.0123,47209.78,579.5
2019-05-19,QTUMETH,0.012,0.0124,0.0118,0.0121,37249.34,449.22
2019-05-18,QTUMETH,0.0118,0.012,0.0117,0.012,25337.32,301.0
2019-05-17,QTUMETH,0.0118,0.0122,0.0115,0.0118,53359.36,635.77
2019-05-16,QTUMETH,0.0131,0.0136,0.0116,0.0118,82640.24,1047.67
2019-05-15,QTUMETH,0.0127,0.0134,0.0126,0.0131,59302.76,771.71
2019-05-14,QTUMETH,0.0127,0.0137,0.0124,0.0127,55001.31,713.29
2019-05-13,QTUMETH,0.0128,0.0131,0.0123,0.0127,38466.78,489.31
2019-05-12,QTUMETH,0.0133,0.0133,0.0126,0.0128,53816.39,698.46
2019-05-11,QTUMETH,0.0137,0.014,0.0129,0.0133,54716.29,724.18
2019-05-10,QTUMETH,0.0137,0.0137,0.0133,0.0137,25399.07,345.6
2019-05-09,QTUMETH,0.0142,0.0144,0.0136,0.0137,37483.86,522.98
2019-05-08,QTUMETH,0.0141,0.0145,0.0139,0.0142,25871.96,366.33
2019-05-07,QTUMETH,0.014,0.014,0.0136,0.0138,13485.67,186.29
2019-05-06,QTUMETH,0.015,0.015,0.0137,0.014,23875.37,343.62
2019-05-05,QTUMETH,0.0152,0.0154,0.0149,0.015,19396.14,293.4
2019-05-04,QTUMETH,0.0155,0.0158,0.0148,0.0152,29049.03,442.44
2019-05-03,QTUMETH,0.0161,0.0161,0.0155,0.0155,14007.43,219.81
2019-05-02,QTUMETH,0.0153,0.0176,0.0151,0.0161,24426.26,390.5
2019-05-01,QTUMETH,0.015,0.0157,0.0148,0.0153,25655.15,388.55
2019-04-30,QTUMETH,0.0149,0.0152,0.0146,0.015,10880.44,163.27
2019-04-29,QTUMETH,0.015,0.0153,0.0147,0.0149,14788.26,222.35
2019-04-28,QTUMETH,0.015,0.0151,0.0148,0.015,10983.71,164.52
2019-04-27,QTUMETH,0.0151,0.0152,0.0149,0.015,16677.21,252.01
2019-04-26,QTUMETH,0.0151,0.0153,0.0148,0.0151,17632.69,265.24
2019-04-25,QTUMETH,0.0151,0.0154,0.015,0.0151,26584.83,404.63
2019-04-24,QTUMETH,0.0156,0.0158,0.0148,0.0151,40469.91,616.22
2019-04-23,QTUMETH,0.0161,0.0161,0.0156,0.0156,21764.51,345.55
2019-04-22,QTUMETH,0.0159,0.0162,0.0157,0.0161,22472.46,360.25
2019-04-21,QTUMETH,0.0164,0.0166,0.0156,0.0159,26422.63,422.05
2019-04-20,QTUMETH,0.0167,0.0169,0.0164,0.0164,10963.79,182.69
2019-04-19,QTUMETH,0.0169,0.0171,0.0165,0.0167,31337.5,522.96
2019-04-18,QTUMETH,0.0171,0.0172,0.0165,0.0169,27149.79,457.43
2019-04-17,QTUMETH,0.0173,0.0173,0.0169,0.0171,24780.87,424.75
2019-04-16,QTUMETH,0.0174,0.0175,0.017,0.0173,42466.59,735.81
2019-04-15,QTUMETH,0.0174,0.0179,0.0172,0.0174,20438.57,358.74
2019-04-14,QTUMETH,0.0176,0.0178,0.0173,0.0174,17945.68,315.8
2019-04-13,QTUMETH,0.0179,0.018,0.0175,0.0176,22040.86,391.26
2019-04-12,QTUMETH,0.0177,0.0182,0.0173,0.0179,52333.13,930.59
2019-04-11,QTUMETH,0.0185,0.0187,0.0175,0.0177,90177.52,1623.28
2019-04-10,QTUMETH,0.0188,0.0193,0.0184,0.0185,45631.24,855.83
2019-04-09,QTUMETH,0.0193,0.0193,0.0186,0.0188,59331.57,1117.44
2019-04-08,QTUMETH,0.0207,0.0209,0.0185,0.0193,85108.38,1639.85
2019-04-07,QTUMETH,0.0198,0.0221,0.0197,0.0207,43659.4,902.95
2019-04-06,QTUMETH,0.0204,0.0205,0.0194,0.0198,22608.55,450.64
2019-04-05,QTUMETH,0.0201,0.0209,0.0199,0.0204,24184.75,492.99
2019-04-04,QTUMETH,0.0199,0.0208,0.0195,0.0201,63450.99,1278.77
2019-04-03,QTUMETH,0.0199,0.0212,0.0193,0.0199,121858.46,2430.69
2019-04-02,QTUMETH,0.021,0.0213,0.0198,0.0199,78230.7,1609.15
2019-04-01,QTUMETH,0.0206,0.0215,0.0204,0.021,35910.5,762.16
2019-03-19,QTUMETH,0.0179,0.0179,0.0178,0.0178,2795.27,49.9
2019-03-18,QTUMETH,0.0181,0.0184,0.0178,0.0179,48688.88,879.12
2019-03-17,QTUMETH,0.0176,0.0193,0.0174,0.0181,57349.9,1027.61
2019-03-16,QTUMETH,0.0186,0.0186,0.0174,0.0176,54971.03,976.86
2019-03-15,QTUMETH,0.0202,0.0205,0.0182,0.0186,59986.38,1128.2
2019-03-14,QTUMETH,0.016,0.0228,0.0157,0.0202,146117.69,2924.3
2019-03-13,QTUMETH,0.0161,0.0166,0.0159,0.016,2883.56,46.91
2019-03-12,QTUMETH,0.0156,0.0163,0.0154,0.0161,14144.01,222.3
2019-03-11,QTUMETH,0.0157,0.0159,0.0154,0.0156,29164.9,454.16
2019-03-10,QTUMETH,0.016,0.016,0.0156,0.0157,33002.38,520.02
2019-03-09,QTUMETH,0.0158,0.0166,0.0155,0.016,49006.5,780.19
2019-03-08,QTUMETH,0.0151,0.016,0.015,0.0158,40022.55,618.13
2019-03-07,QTUMETH,0.01499,0.0153,0.01487,0.0151,58207.79,873.96
2019-03-06,QTUMETH,0.0151,0.01527,0.01482,0.01499,67770.92,1012.18
2019-03-05,QTUMETH,0.01548,0.01563,0.01496,0.0151,82362.51,1262.3
2019-03-04,QTUMETH,0.01562,0.01587,0.01529,0.01548,74183.15,1151.62
2019-03-03,QTUMETH,0.0156,0.01587,0.01537,0.01562,67895.49,1052.0
2019-03-02,QTUMETH,0.01561,0.01579,0.01546,0.0156,69758.4,1087.96
2019-03-01,QTUMETH,0.01538,0.01609,0.01523,0.01561,80400.54,1260.96
2019-02-28,QTUMETH,0.01526,0.01547,0.015,0.01538,71346.44,1081.43
2019-02-27,QTUMETH,0.01503,0.01592,0.01482,0.01526,63683.12,967.47
2019-02-26,QTUMETH,0.0151,0.0153,0.01492,0.01503,66693.99,1007.49
2019-02-25,QTUMETH,0.01512,0.0154,0.01458,0.0151,88262.02,1317.16
2019-02-24,QTUMETH,0.01502,0.01558,0.01441,0.01512,110747.4,1635.2
2019-02-23,QTUMETH,0.01444,0.01594,0.01429,0.01502,78769.38,1195.4
2019-02-22,QTUMETH,0.01423,0.01447,0.01414,0.01444,63294.6,904.56
2019-02-21,QTUMETH,0.01452,0.01466,0.01415,0.01423,75116.36,1079.95
2019-02-20,QTUMETH,0.01474,0.0148,0.01435,0.01452,62269.69,907.53
2019-02-19,QTUMETH,0.0146,0.01507,0.01427,0.01474,76717.97,1126.56
2019-02-18,QTUMETH,0.01472,0.01514,0.01412,0.0146,49265.77,717.84
2019-02-17,QTUMETH,0.01578,0.01587,0.01451,0.01472,58526.26,899.79
2019-02-16,QTUMETH,0.01565,0.01635,0.01563,0.01578,55939.4,888.04
2019-02-15,QTUMETH,0.01561,0.01605,0.01541,0.01565,68613.86,1071.89
2019-02-14,QTUMETH,0.01568,0.01578,0.01541,0.01561,67684.91,1054.55
2019-02-13,QTUMETH,0.01598,0.01607,0.01556,0.01568,62191.83,977.2
2019-02-12,QTUMETH,0.01578,0.01607,0.01566,0.01598,47443.04,751.89
2019-02-11,QTUMETH,0.01571,0.01601,0.01561,0.01578,60167.09,949.57
2019-02-10,QTUMETH,0.01629,0.01642,0.01556,0.01571,72116.37,1166.83
2019-02-09,QTUMETH,0.0163,0.01646,0.01623,0.01629,55669.69,908.81
2019-02-08,QTUMETH,0.01686,0.01735,0.01604,0.0163,75067.06,1244.1
2019-02-07,QTUMETH,0.0167,0.01721,0.01648,0.01686,62516.91,1047.83
2019-02-06,QTUMETH,0.01686,0.01735,0.01642,0.0167,67277.66,1130.1
2019-02-05,QTUMETH,0.01685,0.01705,0.01672,0.01686,63017.97,1061.93
2019-02-04,QTUMETH,0.017,0.01708,0.01676,0.01685,64016.66,1082.69
2019-02-03,QTUMETH,0.01691,0.01721,0.01678,0.017,68836.11,1165.81
2019-02-02,QTUMETH,0.01721,0.01734,0.01682,0.01691,64830.34,1110.26
2019-02-01,QTUMETH,0.01726,0.01757,0.01692,0.01721,69975.12,1207.59
2019-01-31,QTUMETH,0.01741,0.0175,0.01699,0.01726,55163.7,951.13
2019-01-30,QTUMETH,0.01761,0.0177,0.01722,0.01741,59213.04,1031.16
2019-01-29,QTUMETH,0.0175,0.01774,0.01724,0.01761,56337.4,988.63
2019-01-28,QTUMETH,0.01772,0.01796,0.01712,0.0175,62313.94,1091.27
2019-01-27,QTUMETH,0.01785,0.01803,0.01735,0.01772,57892.79,1023.24
2019-01-26,QTUMETH,0.01788,0.01795,0.01758,0.01785,55870.65,993.69
2019-01-25,QTUMETH,0.01759,0.01791,0.01749,0.01788,57382.28,1016.87
2019-01-24,QTUMETH,0.01752,0.01774,0.01742,0.01759,61741.19,1084.95
2019-01-23,QTUMETH,0.01749,0.01779,0.01734,0.01752,59158.11,1036.88
2019-01-22,QTUMETH,0.01745,0.01778,0.01724,0.01749,57363.75,1000.12
2019-01-21,QTUMETH,0.01726,0.01762,0.01712,0.01745,65533.52,1138.63
2019-01-20,QTUMETH,0.01726,0.01746,0.01692,0.01726,62430.57,1077.16
2019-01-19,QTUMETH,0.01737,0.01748,0.01707,0.01726,57263.61,991.32
2019-01-18,QTUMETH,0.01735,0.01749,0.01712,0.01737,57774.97,999.56
2019-01-17,QTUMETH,0.0172,0.0177,0.01709,0.01735,63197.97,1092.48
2019-01-16,QTUMETH,0.01723,0.01748,0.01684,0.0172,64187.49,1105.5
2019-01-15,QTUMETH,0.01699,0.01746,0.01633,0.01723,65636.27,1103.47
2019-01-14,QTUMETH,0.01766,0.01844,0.01665,0.01699,63720.71,1113.99
2019-01-13,QTUMETH,0.01781,0.01875,0.01734,0.01766,76143.52,1352.97
2019-01-12,QTUMETH,0.01688,0.01929,0.01639,0.01781,78440.79,1355.44
2019-01-11,QTUMETH,0.01664,0.0171,0.01599,0.01688,66613.2,1109.45
2019-01-10,QTUMETH,0.01639,0.01753,0.01617,0.01664,83797.66,1404.05
2019-01-09,QTUMETH,0.01514,0.0185,0.01511,0.01639,76741.17,1227.92
2019-01-08,QTUMETH,0.01509,0.01548,0.01495,0.01514,53043.77,804.21
2019-01-07,QTUMETH,0.01489,0.01524,0.01482,0.01509,66026.6,988.61
2019-01-06,QTUMETH,0.01443,0.01509,0.01426,0.01489,58210.31,857.96
2019-01-05,QTUMETH,0.01448,0.01464,0.01398,0.01443,65992.22,943.91
2019-01-04,QTUMETH,0.01476,0.01505,0.01429,0.01448,63202.1,923.85
2019-01-03,QTUMETH,0.01515,0.01528,0.01473,0.01476,77353.61,1157.1
2019-01-02,QTUMETH,0.01608,0.01617,0.01472,0.01515,93439.13,1429.54
2019-01-01,QTUMETH,0.01615,0.01634,0.01552,0.01608,86158.29,1385.05
2018-12-31,QTUMETH,0.01655,0.01682,0.01604,0.01615,82114.23,1351.45
2018-12-30,QTUMETH,0.01679,0.0173,0.01646,0.01655,82339.44,1376.64
2018-12-29,QTUMETH,0.01719,0.01742,0.01619,0.01679,78085.43,1325.17
2018-12-28,QTUMETH,0.0182,0.02,0.017,0.01719,69950.93,1253.16
2018-12-27,QTUMETH,0.01852,0.0199,0.01797,0.0182,76323.66,1419.91
2018-12-26,QTUMETH,0.01861,0.01889,0.01815,0.01852,71442.63,1322.82
2018-12-25,QTUMETH,0.01877,0.01938,0.01802,0.01861,74710.79,1397.88
2018-12-24,QTUMETH,0.02107,0.0211,0.01804,0.01877,103689.36,1999.89
2018-12-23,QTUMETH,0.02031,0.02127,0.01804,0.02107,95213.02,1868.49
2018-12-22,QTUMETH,0.02074,0.02092,0.01995,0.02031,60851.78,1241.44
2018-12-21,QTUMETH,0.02068,0.02157,0.01983,0.02074,82585.12,1695.89
2018-12-20,QTUMETH,0.0223,0.02286,0.02039,0.02068,84074.61,1806.52
2018-12-19,QTUMETH,0.02097,0.02409,0.02084,0.0223,72526.47,1604.17
2018-12-18,QTUMETH,0.02193,0.02254,0.02093,0.02097,67553.89,1468.13
2018-12-17,QTUMETH,0.02044,0.0242,0.01985,0.02193,86535.83,1843.2
2018-12-16,QTUMETH,0.02031,0.02057,0.01979,0.02044,60469.27,1216.54
2018-12-15,QTUMETH,0.02036,0.02076,0.01967,0.02031,58543.17,1184.59
2018-12-14,QTUMETH,0.02105,0.02105,0.01997,0.02036,62855.5,1282.7
2018-12-13,QTUMETH,0.01847,0.02274,0.01808,0.02105,87187.13,1766.94
2018-12-12,QTUMETH,0.01846,0.01877,0.01783,0.01847,70082.31,1285.24
2018-12-11,QTUMETH,0.01736,0.01977,0.01718,0.01846,70360.95,1283.39
2018-12-10,QTUMETH,0.01746,0.01804,0.0172,0.01736,56816.2,994.35
2018-12-09,QTUMETH,0.01736,0.01809,0.01716,0.01746,57905.63,1017.71
2018-12-08,QTUMETH,0.01683,0.01812,0.0166,0.01736,59667.14,1031.9
2018-12-07,QTUMETH,0.0177,0.01888,0.01626,0.01683,84688.86,1510.07
2018-12-06,QTUMETH,0.01805,0.0187,0.01767,0.0177,66892.55,1208.51
2018-12-05,QTUMETH,0.01773,0.01816,0.01731,0.01805,57073.93,1013.86
2018-12-04,QTUMETH,0.0178,0.01818,0.0174,0.01773,59836.23,1061.03
2018-12-03,QTUMETH,0.01821,0.01846,0.01764,0.0178,60660.87,1082.22
2018-12-02,QTUMETH,0.01798,0.01852,0.01777,0.01821,57889.78,1047.45
2018-12-01,QTUMETH,0.01771,0.01814,0.01764,0.01798,57340.29,1029.64
2018-11-30,QTUMETH,0.01823,0.01837,0.01729,0.01767,60546.73,1075.37
2018-11-29,QTUMETH,0.01766,0.019,0.01758,0.01823,69140.98,1267.44
2018-11-28,QTUMETH,0.01757,0.01862,0.01743,0.01766,67067.31,1194.85
2018-11-27,QTUMETH,0.01749,0.0181,0.01738,0.01757,58681.59,1038.42
2018-11-26,QTUMETH,0.01767,0.01842,0.01711,0.01749,62534.26,1111.31
2018-11-25,QTUMETH,0.01859,0.0188,0.01722,0.01767,76486.06,1381.71
2018-11-24,QTUMETH,0.01878,0.01903,0.01838,0.01859,59552.66,1114.63
2018-11-23,QTUMETH,0.0186,0.01948,0.01795,0.01878,59259.08,1100.08
2018-11-22,QTUMETH,0.01816,0.0188,0.01792,0.0186,61431.17,1118.26
2018-11-21,QTUMETH,0.01823,0.01892,0.01747,0.01816,60900.15,1103.78
2018-11-20,QTUMETH,0.01695,0.01878,0.01677,0.01823,80264.84,1419.08
2018-11-19,QTUMETH,0.01747,0.0177,0.0165,0.01695,65294.76,1117.49
2018-11-18,QTUMETH,0.01777,0.0179,0.01735,0.01747,60833.79,1072.77
2018-11-17,QTUMETH,0.01768,0.01783,0.01738,0.01777,54740.7,963.59
2018-11-16,QTUMETH,0.01759,0.01787,0.0173,0.01768,58936.36,1035.95
2018-11-15,QTUMETH,0.01806,0.01818,0.01712,0.01759,61118.71,1071.99
2018-11-14,QTUMETH,0.01815,0.01841,0.01662,0.01806,78037.39,1382.6
2018-11-13,QTUMETH,0.01802,0.01828,0.01791,0.01815,55191.87,997.22
2018-11-12,QTUMETH,0.01837,0.01838,0.01783,0.01802,57025.61,1032.04
2018-11-11,QTUMETH,0.01839,0.01849,0.01796,0.01837,55992.71,1021.51
2018-11-10,QTUMETH,0.01849,0.01854,0.01817,0.01839,54698.51,1002.71
2018-11-09,QTUMETH,0.01878,0.01892,0.01834,0.01849,58058.61,1079.88
2018-11-08,QTUMETH,0.01886,0.01904,0.0184,0.01878,55615.25,1040.17
2018-11-07,QTUMETH,0.01854,0.0197,0.0184,0.01886,75659.0,1434.97
