Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume NEO,Volume USD
2018-06-11,NEOUSD,45.58,45.93,44.39,44.39,366.95,16749.35
2018-06-09,NEOUSD,52.29,53.38,51.88,51.97,16684.36,878894.05
2018-06-08,NEOUSD,53.51,53.88,51.82,52.29,18830.21,988094.17
2018-06-07,NEOUSD,53.76,55.06,53.06,53.51,25249.75,1358771.82
2018-06-06,NEOUSD,54.46,54.74,52.61,53.76,25843.16,1393970.73
2018-06-05,NEOUSD,53.61,55.22,52.05,54.46,29268.83,1562652.08
2018-06-04,NEOUSD,56.43,57.45,52.51,53.61,21705.21,1173029.74
2018-06-03,NEOUSD,56.83,58,55.71,56.43,9315.25,529635.94
2018-06-02,NEOUSD,55.83,57.4,54.93,56.83,8618.06,486835.87
2018-06-01,NEOUSD,53.12,56.42,53.07,55.83,11960.19,652172.85
2018-05-31,NEOUSD,51.58,54.2,50.91,53.12,11492.0,608721.63
2018-05-30,NEOUSD,52.11,53.66,50.56,51.58,13848.88,719082.49
2018-05-29,NEOUSD,48,53.83,47.88,52.11,12490.3,639785.28
2018-05-28,NEOUSD,53.15,53.22,47.87,48,11824.66,590985.98
2018-05-27,NEOUSD,52.4,53.4,51.41,53.15,8444.12,440894.32
2018-05-26,NEOUSD,53.14,54.51,51.89,52.4,9781.04,522115.43
2018-05-25,NEOUSD,55.05,57.23,52.13,53.14,11075.95,597953.18
2018-05-24,NEOUSD,51.96,55.2,50.93,55.05,11291.05,600092.98
2018-05-23,NEOUSD,57.15,57.84,51.93,51.96,13280.85,728182.48
2018-05-22,NEOUSD,62.25,62.43,56.96,57.15,13290.17,791889.79
2018-05-21,NEOUSD,63.85,66.2,60.71,62.25,9937.71,628371.36
2018-05-20,NEOUSD,59.04,63.94,58.53,63.85,9516.84,582552.21
2018-05-19,NEOUSD,59.79,60.6,57.9,59.04,9264.21,550015.18
2018-05-18,NEOUSD,57.87,60.76,56.89,59.79,8558.11,501361.14
2018-05-17,NEOUSD,61.79,63.29,57.25,57.87,10358.13,624092.9
2018-05-16,NEOUSD,63.21,63.46,59.64,61.79,7749.97,474107.52
2018-05-15,NEOUSD,66.22,68.94,62.42,63.21,8321.0,551743.75
2018-05-14,NEOUSD,68.05,69.02,63.18,66.22,11981.0,793702.8
2018-05-13,NEOUSD,64.9,69.49,62.71,68.05,8435.81,560486.81
2018-05-12,NEOUSD,63.49,68.1,59.23,64.9,14196.36,898456.33
2018-05-11,NEOUSD,70.06,70.46,61.3,63.49,13828.27,911967.51
2018-05-10,NEOUSD,76.28,77.16,70,70.06,7721.85,577909.29
2018-05-09,NEOUSD,77.13,77.53,72.54,76.28,9121.18,685290.45
2018-05-08,NEOUSD,79.21,81.33,75.57,77.13,7566.22,590671.11
2018-05-07,NEOUSD,83.75,83.83,75.93,79.21,8930.53,703873.25
2018-05-06,NEOUSD,84.9,88.52,80.4,83.75,8666.41,727760.37
2018-05-05,NEOUSD,84.37,86.4,84.07,84.9,8376.61,715427.67
2018-05-04,NEOUSD,88,88,82.35,84.37,8215.8,702777.67
2018-05-03,NEOUSD,85.02,90,83.58,88,10360.81,897663.37
2018-05-02,NEOUSD,84.14,85.51,82.17,85.02,7684.13,644650.04
2018-05-01,NEOUSD,83.84,85.21,78.82,84.14,10954.71,894768.18
2018-04-30,NEOUSD,90.9,94.68,82.46,83.84,13727.92,1205835.56
2018-04-29,NEOUSD,76.67,92.8,76.28,90.9,17471.58,1468132.11
2018-04-28,NEOUSD,73.24,78.53,73.15,76.67,13846.68,1051373.07
2018-04-27,NEOUSD,77.13,80.11,73.18,73.24,16536.38,1255464.97
2018-04-26,NEOUSD,72.23,77.48,70.1,77.13,14288.86,1053587.12
2018-04-25,NEOUSD,83.22,83.22,69.38,72.23,19346.8,1464829.88
2018-04-24,NEOUSD,77.95,84.89,77.7,83.22,16122.86,1318044.89
2018-04-23,NEOUSD,75.58,80,75.41,77.95,11191.11,871289.37
2018-04-22,NEOUSD,76.11,78.89,74.07,75.58,11297.25,866008.23
2018-04-21,NEOUSD,80.36,81.45,72.07,76.11,12583.18,967653.83
2018-04-20,NEOUSD,75.94,81.34,74.08,80.36,16634.25,1284404.35
2018-04-19,NEOUSD,74.56,76.92,72.82,75.94,11718.3,878939.95
2018-04-18,NEOUSD,67.69,74.9,67.61,74.56,15846.97,1127640.37
2018-04-17,NEOUSD,68.71,72.12,67.56,67.69,12658.93,879513.26
2018-04-16,NEOUSD,72.38,72.84,66,68.71,16048.93,1104602.11
2018-04-15,NEOUSD,66.29,72.87,66.05,72.38,14217.4,991206.29
2018-04-14,NEOUSD,64.48,67.6,63.92,66.29,14600.04,960990.75
2018-04-13,NEOUSD,69.89,70.61,63.24,64.48,16687.35,1127722.41
2018-04-12,NEOUSD,59.75,69.9,56.03,69.89,23757.73,1499294.27
2018-04-11,NEOUSD,54.35,61.15,54,59.75,17851.35,1019733.55
2018-04-10,NEOUSD,54.88,55,51.2,54.35,15722.51,835565.58
2018-04-09,NEOUSD,50.56,58.66,50.56,54.88,20598.16,1109866.16
2018-04-08,NEOUSD,47.93,50.56,47.88,50.56,13902.74,678338.56
2018-04-07,NEOUSD,46.52,49.36,46.35,47.93,17479.82,840152.09
2018-04-06,NEOUSD,48.51,49.27,45.62,46.52,16121.94,757757.29
2018-04-05,NEOUSD,49.62,50.25,47.28,48.51,15832.38,771362.24
2018-04-04,NEOUSD,54.92,54.95,48.36,49.62,19580.16,998313.22
2018-04-03,NEOUSD,50.43,55.6,50.13,54.92,19967.41,1063660.16
2018-04-02,NEOUSD,49.09,52.3,48.3,50.43,16558.59,831012.99
2018-04-01,NEOUSD,51.78,52.44,47.06,49.09,17254.89,858931.52
2018-03-31,NEOUSD,52.06,54.65,51.54,51.78,12508.46,658718.46
2018-03-30,NEOUSD,53.38,55.79,51.32,52.06,14108.86,745109.07
2018-03-29,NEOUSD,57.84,58.07,53.12,53.38,18154.21,996675.74
2018-03-28,NEOUSD,56.62,61.18,56.32,57.84,18156.73,1066448.23
2018-03-27,NEOUSD,60.53,62.08,53.4,56.62,17680.64,1021422.13
2018-03-26,NEOUSD,66.91,67.59,56.77,60.53,15096.45,922370.14
2018-03-25,NEOUSD,66.75,69.16,65.08,66.91,12240.63,815435.93
2018-03-24,NEOUSD,70.9,71.52,66.52,66.75,11946.49,830144.73
2018-03-23,NEOUSD,70.92,71.49,65.24,70.9,13224.06,900156.38
2018-03-22,NEOUSD,74.47,77.92,68.12,70.92,15793.94,1149458.68
2018-03-21,NEOUSD,77.31,80.09,72.4,74.47,13487.52,1031462.45
2018-03-20,NEOUSD,74.95,81.92,68.73,77.31,15015.47,1123599.05
2018-03-19,NEOUSD,67.76,75.55,64.76,74.95,16674.12,1148029.26
2018-03-18,NEOUSD,62.91,70.74,52.2,67.76,21416.83,1276258.31
2018-03-17,NEOUSD,69.51,70.93,62.72,62.91,14470.1,973364.9
2018-03-16,NEOUSD,70.36,73.88,67.47,69.51,11100.74,780255.95
2018-03-15,NEOUSD,74.88,76.55,68.26,70.36,11766.64,846472.35
2018-03-14,NEOUSD,85.17,86.74,72.76,74.88,12850.35,1019535.13
2018-03-13,NEOUSD,87,89.75,83,85.17,9660.59,830188.9
2018-03-12,NEOUSD,91.75,94.13,85.09,87,10644.91,956284.76
2018-03-11,NEOUSD,87.17,93.56,84.76,91.75,10461.25,931211.82
2018-03-10,NEOUSD,95.86,97.79,87.06,87.17,9035.99,835086.98
2018-03-09,NEOUSD,94.21,98.18,85.66,95.86,11602.63,1058270.58
2018-03-08,NEOUSD,104.33,105.5,93.55,94.21,9170.97,905399.26
2018-03-07,NEOUSD,106.78,116,95,104.33,13965.93,1484563.15
2018-03-06,NEOUSD,113.6,116.72,104.06,106.78,9282.42,1019039.14
2018-03-05,NEOUSD,120.7,120.86,112.6,113.6,16073.52,1899127.53
2018-03-04,NEOUSD,123,126.76,117.5,120.7,9197.57,1118668.8
2018-03-03,NEOUSD,125.51,129.7,122.57,123,8457.26,1068010.44
2018-03-02,NEOUSD,129.84,131.29,124.1,125.51,7221.09,918519.11
2018-03-01,NEOUSD,133.72,137.05,127,129.84,7054.59,920371.96
2018-02-28,NEOUSD,142.66,145.18,130,133.72,8237.55,1128574.19
2018-02-27,NEOUSD,135.24,145.77,131,142.66,10431.91,1468071.37
2018-02-26,NEOUSD,119.34,138.2,118.26,135.24,10660.39,1379779.97
2018-02-25,NEOUSD,118.54,121.65,115.34,119.34,6901.54,819505.58
2018-02-24,NEOUSD,122.6,127.4,115,118.54,6455.6,776075.93
2018-02-23,NEOUSD,114.8,126.28,109.89,122.6,8259.54,979509.91
2018-02-22,NEOUSD,123.93,129.93,114.31,114.8,8273.76,999418.44
2018-02-21,NEOUSD,130.01,133.24,120.01,123.93,9560.35,1197961.32
