Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume OMG,Volume ETH
2019-08-07,OMGETH,0.006478,0.0065,0.006478,0.0065,4.992,0.03245
2019-08-06,OMGETH,0.006673,0.006716,0.006473,0.006478,675.65,4.479
2019-08-05,OMGETH,0.006832,0.006832,0.006626,0.006673,725.46,4.882
2019-08-04,OMGETH,0.00695,0.006977,0.006832,0.006832,2766.23,19.25
2019-08-03,OMGETH,0.007001,0.007001,0.0068,0.00695,3024.5,20.71
2019-08-02,OMGETH,0.007048,0.007096,0.00699,0.007001,72.87,0.5115
2019-08-01,OMGETH,0.00723,0.00736,0.007048,0.007048,1196.3,8.621
2019-07-31,OMGETH,0.007286,0.00733,0.00723,0.00723,82.07,0.5971
2019-07-30,OMGETH,0.00723,0.007286,0.00722,0.007286,12.38,0.09012
2019-07-29,OMGETH,0.00721,0.007348,0.00719,0.00723,197.2,1.444
2019-07-28,OMGETH,0.00763,0.00764,0.00721,0.00721,611.95,4.508
2019-07-27,OMGETH,0.007777,0.0078,0.007528,0.00763,593.91,4.519
2019-07-26,OMGETH,0.00777,0.007777,0.007672,0.007777,181.94,1.413
2019-07-25,OMGETH,0.00787,0.00787,0.00764,0.00777,1815.49,13.98
2019-07-24,OMGETH,0.007327,0.00787,0.007327,0.00787,627.61,4.737
2019-07-23,OMGETH,0.00756,0.00758,0.0073,0.007327,724.76,5.381
2019-07-22,OMGETH,0.007657,0.007676,0.00751,0.00756,447.81,3.396
2019-07-21,OMGETH,0.007626,0.00772,0.0075,0.007657,5503.94,41.66
2019-07-20,OMGETH,0.006918,0.0079,0.006918,0.007626,2968.25,22.39
2019-07-19,OMGETH,0.0068,0.006918,0.006729,0.006918,95.99,0.6577
2019-07-18,OMGETH,0.006743,0.006743,0.006735,0.006735,42.97,0.2894
2019-07-17,OMGETH,0.00678,0.006867,0.00663,0.006743,305.58,2.059
2019-07-16,OMGETH,0.00691,0.006929,0.00668,0.00678,4413.01,29.78
2019-07-15,OMGETH,0.006954,0.006956,0.006659,0.00691,11076.05,75.76
2019-07-14,OMGETH,0.006973,0.00713,0.006646,0.006954,3649.19,25.18
2019-07-13,OMGETH,0.007211,0.007211,0.00683,0.006973,2755.45,19.47
2019-07-12,OMGETH,0.007165,0.007305,0.00706,0.007211,2826.67,20.29
2019-07-11,OMGETH,0.007698,0.007698,0.00701,0.007165,6614.66,48.26
2019-07-10,OMGETH,0.007896,0.007944,0.007371,0.007698,8028.84,62.06
2019-07-09,OMGETH,0.00822,0.00822,0.007858,0.007896,527.63,4.223
2019-07-08,OMGETH,0.00775,0.008748,0.00775,0.00822,3650.01,30.34
2019-07-07,OMGETH,0.00817,0.00822,0.00775,0.00775,813.9,6.54
2019-07-06,OMGETH,0.00797,0.0083,0.007935,0.00817,754.39,6.162
2019-07-05,OMGETH,0.008139,0.008139,0.007881,0.00797,1599.2,12.84
2019-07-04,OMGETH,0.00807,0.00832,0.00807,0.008139,798.17,6.522
2019-07-03,OMGETH,0.00814,0.008244,0.00804,0.00807,710.02,5.789
2019-07-02,OMGETH,0.008244,0.008364,0.00809,0.00814,1319.24,10.85
2019-07-01,OMGETH,0.008512,0.008653,0.008071,0.008244,1299.72,10.68
2019-06-30,OMGETH,0.008877,0.008907,0.008512,0.008512,1650.0,14.28
2019-06-29,OMGETH,0.008489,0.009161,0.008489,0.008877,2402.16,21.31
2019-06-28,OMGETH,0.008044,0.008942,0.007921,0.008489,3170.96,26.75
2019-06-27,OMGETH,0.008235,0.008527,0.007733,0.008044,6250.77,50.69
