Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTG,Volume BTC
2019-08-07,BTGBTC,0.001482,0.001483,0.001445,0.001458,2629.08,3.837
2019-08-06,BTGBTC,0.001511,0.001565,0.00147,0.001482,29856.56,44.74
2019-08-05,BTGBTC,0.001603,0.001652,0.001491,0.001511,42590.51,65.89
2019-08-04,BTGBTC,0.001658,0.001664,0.001586,0.001603,12744.16,20.73
2019-08-03,BTGBTC,0.001666,0.00173,0.001641,0.001658,11237.1,18.78
2019-08-02,BTGBTC,0.00172,0.001735,0.001666,0.001666,16750.44,28.49
2019-08-01,BTGBTC,0.001847,0.00186,0.001675,0.00172,18741.6,33.26
2019-07-31,BTGBTC,0.001892,0.001909,0.001807,0.001847,24456.04,45.57
2019-07-30,BTGBTC,0.00194,0.001942,0.001869,0.001892,30720.33,58.5
2019-07-29,BTGBTC,0.002025,0.002031,0.001855,0.00194,40656.09,80.03
2019-07-28,BTGBTC,0.002026,0.002067,0.001973,0.002025,25477.77,51.42
2019-07-27,BTGBTC,0.002076,0.002083,0.00201,0.002026,98847.58,200.2
2019-07-26,BTGBTC,0.002139,0.002163,0.002009,0.002076,54725.09,114.71
2019-07-25,BTGBTC,0.002234,0.002241,0.002098,0.002139,36233.21,78.05
2019-07-24,BTGBTC,0.002245,0.002263,0.0022,0.002234,48892.36,109.36
2019-07-23,BTGBTC,0.002508,0.002533,0.002198,0.002245,46956.46,108.31
2019-07-22,BTGBTC,0.002526,0.002539,0.00248,0.002508,14149.37,35.49
2019-07-21,BTGBTC,0.002577,0.002607,0.0025,0.002526,13722.04,34.92
2019-07-20,BTGBTC,0.002462,0.002694,0.002456,0.002577,38366.92,98.94
2019-07-19,BTGBTC,0.002536,0.002716,0.00244,0.002462,54208.28,137.52
2019-07-18,BTGBTC,0.002748,0.002765,0.002737,0.002759,845.71,2.325
2019-07-17,BTGBTC,0.002758,0.003055,0.002676,0.002748,55884.09,154.44
2019-07-16,BTGBTC,0.002584,0.002772,0.002532,0.002758,42903.16,113.53
2019-07-15,BTGBTC,0.002655,0.00273,0.002523,0.002584,45461.78,119.53
2019-07-14,BTGBTC,0.002484,0.002695,0.002476,0.002655,30531.45,79.44
2019-07-13,BTGBTC,0.002568,0.002676,0.00247,0.002484,27955.32,71.76
2019-07-12,BTGBTC,0.002579,0.002746,0.002514,0.002568,57000.33,150.46
2019-07-11,BTGBTC,0.002378,0.002622,0.002327,0.002579,40355.66,100.02
2019-07-10,BTGBTC,0.002325,0.002415,0.002223,0.002378,36112.63,84.55
2019-07-09,BTGBTC,0.002261,0.002377,0.0022,0.002325,37217.73,85.6
2019-07-08,BTGBTC,0.002325,0.002333,0.00223,0.002261,12583.77,28.51
2019-07-07,BTGBTC,0.002333,0.002368,0.002291,0.002325,10724.66,25.06
2019-07-06,BTGBTC,0.002411,0.002411,0.002292,0.002333,9120.3,21.28
2019-07-05,BTGBTC,0.00243,0.002457,0.002344,0.002411,13925.7,33.45
2019-07-04,BTGBTC,0.002233,0.002451,0.00221,0.00243,25403.44,58.63
2019-07-03,BTGBTC,0.00242,0.00242,0.002208,0.002233,16771.66,38.98
2019-07-02,BTGBTC,0.002471,0.002649,0.002377,0.00242,33154.43,83.39
2019-07-01,BTGBTC,0.002435,0.002535,0.002399,0.002471,21666.82,53.23
2019-06-30,BTGBTC,0.002399,0.002471,0.002358,0.002435,21419.47,51.47
2019-06-29,BTGBTC,0.002269,0.002439,0.002247,0.002399,30853.01,73.07
2019-06-28,BTGBTC,0.002347,0.002432,0.002257,0.002269,37155.4,86.91
2019-06-27,BTGBTC,0.002324,0.002515,0.002262,0.002347,55297.57,130.41
2019-06-26,BTGBTC,0.002656,0.002693,0.0023,0.002324,69327.17,172.38
2019-06-25,BTGBTC,0.002739,0.002761,0.002652,0.002656,25226.61,68.04
2019-06-24,BTGBTC,0.002841,0.0029,0.00273,0.002739,19621.67,54.84
2019-06-23,BTGBTC,0.002836,0.002911,0.002759,0.002841,44024.95,125.09
2019-06-22,BTGBTC,0.002855,0.002951,0.002698,0.002836,72477.44,204.89
2019-06-21,BTGBTC,0.002939,0.002968,0.00282,0.002855,21224.23,61.79
2019-06-20,BTGBTC,0.00296,0.003047,0.002929,0.002939,41495.98,123.91
2019-06-19,BTGBTC,0.002942,0.003058,0.002893,0.00296,28684.25,85.2
2019-06-18,BTGBTC,0.002982,0.003009,0.002926,0.002942,13139.57,38.94
2019-06-17,BTGBTC,0.003037,0.003053,0.002957,0.002982,21493.03,64.54
2019-06-16,BTGBTC,0.003056,0.003081,0.002907,0.003037,25628.93,76.84
2019-06-15,BTGBTC,0.003107,0.003165,0.002993,0.003056,21753.16,67.03
2019-06-14,BTGBTC,0.003245,0.003261,0.003069,0.003107,21305.95,67.48
2019-06-13,BTGBTC,0.003201,0.003285,0.003191,0.003245,16384.98,53.04
2019-06-12,BTGBTC,0.003204,0.003325,0.003177,0.003201,26437.23,85.8
2019-06-11,BTGBTC,0.003233,0.003348,0.003179,0.003204,25133.01,81.04
2019-06-10,BTGBTC,0.003195,0.003429,0.003182,0.003233,45163.35,148.65
2019-06-09,BTGBTC,0.003276,0.003325,0.00316,0.003195,26466.92,85.18
2019-06-08,BTGBTC,0.00329,0.0034,0.003239,0.003276,19395.98,63.83
2019-06-07,BTGBTC,0.003273,0.003454,0.00323,0.00329,28442.8,94.25
